alpha,beta,gamma,selected_ranker,selected_k,selected_macro_f1,selected_n_selected,selected_normalized_inference_time,j,guarded,performance_floor
0.0,0.5,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5724637681159419,True,0.8298204920852609
0.0,0.55,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5297101449275361,True,0.8298204920852609
0.0,0.6,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.48695652173913034,True,0.8298204920852609
0.0,0.65,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4442028985507246,True,0.8298204920852609
0.0,0.7,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4014492753623188,True,0.8298204920852609
0.0,0.75,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.35869565217391297,True,0.8298204920852609
0.0,0.8,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3159420289855072,True,0.8298204920852609
0.0,0.85,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2731884057971014,True,0.8298204920852609
0.0,0.9,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23043478260869563,True,0.8298204920852609
0.0,0.95,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.18768115942028984,True,0.8298204920852609
0.0,1.0,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.14492753623188406,True,0.8298204920852609
0.05,0.0,0.95,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.9581502631574929,True,0.8298204920852609
0.05,0.05,0.9,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.9156310236043839,True,0.8298204920852609
0.05,0.1,0.85,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.872877400415978,True,0.8298204920852609
0.05,0.15,0.8,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.8301237772275724,True,0.8298204920852609
0.05,0.2,0.75,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7873701540391665,True,0.8298204920852609
0.05,0.25,0.7,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7446165308507607,True,0.8298204920852609
0.05,0.3,0.65,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.701862907662355,True,0.8298204920852609
0.05,0.35,0.6,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6591092844739492,True,0.8298204920852609
0.05,0.4,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6163556612855434,True,0.8298204920852609
0.05,0.45,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5736020380971376,True,0.8298204920852609
0.05,0.5,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5308484149087318,True,0.8298204920852609
0.05,0.55,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.48809479172032605,True,0.8298204920852609
0.05,0.6,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4453411685319203,True,0.8298204920852609
0.05,0.65,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4025875453435145,True,0.8298204920852609
0.05,0.7,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3598339221551087,True,0.8298204920852609
0.05,0.75,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3170802989667029,True,0.8298204920852609
0.05,0.8,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.27432667577829717,True,0.8298204920852609
0.05,0.85,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23157305258989133,True,0.8298204920852609
0.05,0.9,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.18881942940148555,True,0.8298204920852609
0.05,0.95,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.14606580621307977,True,0.8298204920852609
0.1,0.0,0.9,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.9163005263149859,True,0.8298204920852609
0.1,0.05,0.85,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.8740156703971738,True,0.8298204920852609
0.1,0.1,0.8,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.8312620472087681,True,0.8298204920852609
0.1,0.15,0.75,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7885084240203621,True,0.8298204920852609
0.1,0.2,0.7,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7457548008319564,True,0.8298204920852609
0.1,0.25,0.65,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7030011776435507,True,0.8298204920852609
0.1,0.3,0.6,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6602475544551449,True,0.8298204920852609
0.1,0.35,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6174939312667391,True,0.8298204920852609
0.1,0.4,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5747403080783333,True,0.8298204920852609
0.1,0.45,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5319866848899275,True,0.8298204920852609
0.1,0.5,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.48923306170152175,True,0.8298204920852609
0.1,0.55,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.446479438513116,True,0.8298204920852609
0.1,0.6,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4037258153247102,True,0.8298204920852609
0.1,0.65,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3609721921363044,True,0.8298204920852609
0.1,0.7,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3182185689478986,True,0.8298204920852609
0.1,0.75,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2754649457594929,True,0.8298204920852609
0.1,0.8,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23271132257108706,True,0.8298204920852609
0.1,0.85,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.18995769938268126,True,0.8298204920852609
0.1,0.9,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.14720407619427547,True,0.8298204920852609
0.15,0.0,0.85,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.874450789472479,True,0.8298204920852609
0.15,0.05,0.8,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.8324003171899638,True,0.8298204920852609
0.15,0.1,0.75,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7896466940015578,True,0.8298204920852609
0.15,0.15,0.7,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7468930708131521,True,0.8298204920852609
0.15,0.2,0.65,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7041394476247465,True,0.8298204920852609
0.15,0.25,0.6,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6613858244363406,True,0.8298204920852609
0.15,0.3,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6186322012479348,True,0.8298204920852609
0.15,0.35,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.575878578059529,True,0.8298204920852609
0.15,0.4,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5331249548711232,True,0.8298204920852609
0.15,0.45,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.49037133168271746,True,0.8298204920852609
0.15,0.5,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4476177084943117,True,0.8298204920852609
0.15,0.55,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4048640853059059,True,0.8298204920852609
0.15,0.6,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3621104621175001,True,0.8298204920852609
0.15,0.65,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.31935683892909433,True,0.8298204920852609
0.15,0.7,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2766032157406885,True,0.8298204920852609
0.15,0.75,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23384959255228274,True,0.8298204920852609
0.15,0.8,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.19109596936387696,True,0.8298204920852609
0.15,0.85,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.14834234617547118,True,0.8298204920852609
0.2,0.0,0.8,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.8326010526299722,True,0.8298204920852609
0.2,0.05,0.75,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7907849639827536,True,0.8298204920852609
0.2,0.1,0.7,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7480313407943479,True,0.8298204920852609
0.2,0.15,0.65,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7052777176059422,True,0.8298204920852609
0.2,0.2,0.6,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6625240944175363,True,0.8298204920852609
0.2,0.25,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6197704712291305,True,0.8298204920852609
0.2,0.3,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5770168480407247,True,0.8298204920852609
0.2,0.35,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5342632248523189,True,0.8298204920852609
0.2,0.4,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.49150960166391316,True,0.8298204920852609
0.2,0.45,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4487559784755074,True,0.8298204920852609
0.2,0.5,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4060023552871016,True,0.8298204920852609
0.2,0.55,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3632487320986958,True,0.8298204920852609
0.2,0.6,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.32049510891029,True,0.8298204920852609
0.2,0.65,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.27774148572188423,True,0.8298204920852609
0.2,0.7,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23498786253347845,True,0.8298204920852609
0.2,0.75,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.19223423934507267,True,0.8298204920852609
0.2,0.8,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.14948061615666688,True,0.8298204920852609
0.25,0.0,0.75,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.7907513157874653,True,0.8298204920852609
0.25,0.05,0.7,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7491696107755436,True,0.8298204920852609
0.25,0.1,0.65,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7064159875871379,True,0.8298204920852609
0.25,0.15,0.6,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.663662364398732,True,0.8298204920852609
0.25,0.2,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6209087412103262,True,0.8298204920852609
0.25,0.25,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5781551180219204,True,0.8298204920852609
0.25,0.3,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5354014948335146,True,0.8298204920852609
0.25,0.35,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.49264787164510887,True,0.8298204920852609
0.25,0.4,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4498942484567031,True,0.8298204920852609
0.25,0.45,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4071406252682973,True,0.8298204920852609
0.25,0.5,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3643870020798915,True,0.8298204920852609
0.25,0.55,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.32163337889148574,True,0.8298204920852609
0.25,0.6,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.27887975570307993,True,0.8298204920852609
0.25,0.65,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23612613251467415,True,0.8298204920852609
0.25,0.7,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.19337250932626837,True,0.8298204920852609
0.25,0.75,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1506188861378626,True,0.8298204920852609
0.3,0.0,0.7,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.7489015789449583,True,0.8298204920852609
0.3,0.05,0.65,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.7075542575683336,True,0.8298204920852609
0.3,0.1,0.6,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6648006343799278,True,0.8298204920852609
0.3,0.15,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.622047011191522,True,0.8298204920852609
0.3,0.2,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5792933880031161,True,0.8298204920852609
0.3,0.25,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5365397648147103,True,0.8298204920852609
0.3,0.3,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4937861416263046,True,0.8298204920852609
0.3,0.35,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.45103251843789877,True,0.8298204920852609
0.3,0.4,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.408278895249493,True,0.8298204920852609
0.3,0.45,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3655252720610872,True,0.8298204920852609
0.3,0.5,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3227716488726814,True,0.8298204920852609
0.3,0.55,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.28001802568427564,True,0.8298204920852609
0.3,0.6,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23726440249586986,True,0.8298204920852609
0.3,0.65,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.19451077930746408,True,0.8298204920852609
0.3,0.7,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.15175715611905827,True,0.8298204920852609
0.35,0.0,0.65,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.7070518421024515,True,0.8298204920852609
0.35,0.05,0.6,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6659389043611235,True,0.8298204920852609
0.35,0.1,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6231852811727177,True,0.8298204920852609
0.35,0.15,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5804316579843118,True,0.8298204920852609
0.35,0.2,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.537678034795906,True,0.8298204920852609
0.35,0.25,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4949244116075003,True,0.8298204920852609
0.35,0.3,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.45217078841909447,True,0.8298204920852609
0.35,0.35,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4094171652306887,True,0.8298204920852609
0.35,0.4,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3666635420422829,True,0.8298204920852609
0.35,0.45,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3239099188538771,True,0.8298204920852609
0.35,0.5,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.28115629566547135,True,0.8298204920852609
0.35,0.55,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23840267247706556,True,0.8298204920852609
0.35,0.6,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.19564904928865978,True,0.8298204920852609
0.35,0.65,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.15289542610025397,True,0.8298204920852609
0.4,0.0,0.6,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.6652021052599446,True,0.8298204920852609
0.4,0.05,0.55,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.6243235511539134,True,0.8298204920852609
0.4,0.1,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5815699279655075,True,0.8298204920852609
0.4,0.15,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5388163047771017,True,0.8298204920852609
0.4,0.2,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.496062681588696,True,0.8298204920852609
0.4,0.25,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.45330905840029023,True,0.8298204920852609
0.4,0.3,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4105554352118844,True,0.8298204920852609
0.4,0.35,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3678018120234786,True,0.8298204920852609
0.4,0.4,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.32504818883507286,True,0.8298204920852609
0.4,0.45,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.28229456564666705,True,0.8298204920852609
0.4,0.5,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.23954094245826127,True,0.8298204920852609
0.4,0.55,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1967873192698555,True,0.8298204920852609
0.4,0.6,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.15403369608144968,True,0.8298204920852609
0.45,0.0,0.55,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.6233523684174377,True,0.8298204920852609
0.45,0.05,0.5,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5827081979467033,True,0.8298204920852609
0.45,0.1,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5399545747582974,True,0.8298204920852609
0.45,0.15,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4972009515698917,True,0.8298204920852609
0.45,0.2,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.45444732838148594,True,0.8298204920852609
0.45,0.25,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.41169370519308013,True,0.8298204920852609
0.45,0.3,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3689400820046743,True,0.8298204920852609
0.45,0.35,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3261864588162685,True,0.8298204920852609
0.45,0.4,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.28343283562786276,True,0.8298204920852609
0.45,0.45,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.24067921243945697,True,0.8298204920852609
0.45,0.5,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1979255892510512,True,0.8298204920852609
0.45,0.55,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1551719660626454,True,0.8298204920852609
0.5,0.0,0.5,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.5815026315749308,True,0.8298204920852609
0.5,0.05,0.45,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.5410928447394932,True,0.8298204920852609
0.5,0.1,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4983392215510874,True,0.8298204920852609
0.5,0.15,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4555855983626816,True,0.8298204920852609
0.5,0.2,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.41283197517427583,True,0.8298204920852609
0.5,0.25,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.37007835198587,True,0.8298204920852609
0.5,0.3,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3273247287974642,True,0.8298204920852609
0.5,0.35,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.28457110560905846,True,0.8298204920852609
0.5,0.4,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.24181748242065268,True,0.8298204920852609
0.5,0.45,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1990638592322469,True,0.8298204920852609
0.5,0.5,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1563102360438411,True,0.8298204920852609
0.55,0.0,0.45,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.5396528947324238,True,0.8298204920852609
0.55,0.05,0.4,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.4994774915322831,True,0.8298204920852609
0.55,0.1,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.45672386834387735,True,0.8298204920852609
0.55,0.15,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.41397024515547154,True,0.8298204920852609
0.55,0.2,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.37121662196706573,True,0.8298204920852609
0.55,0.25,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3284629987786599,True,0.8298204920852609
0.55,0.3,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.28570937559025417,True,0.8298204920852609
0.55,0.35,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.24295575240184838,True,0.8298204920852609
0.55,0.4,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2002021292134426,True,0.8298204920852609
0.55,0.45,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1574485060250368,True,0.8298204920852609
0.6,0.0,0.4,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.49780315788991697,True,0.8298204920852609
0.6,0.05,0.35,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.457862138325073,True,0.8298204920852609
0.6,0.1,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.41510851513666724,True,0.8298204920852609
0.6,0.15,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.37235489194826143,True,0.8298204920852609
0.6,0.2,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.3296012687598556,True,0.8298204920852609
0.6,0.25,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.28684764557144987,True,0.8298204920852609
0.6,0.3,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.24409402238304406,True,0.8298204920852609
0.6,0.35,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.20134039919463828,True,0.8298204920852609
0.6,0.4,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1585867760062325,True,0.8298204920852609
0.65,0.0,0.35,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.45595342104741005,True,0.8298204920852609
0.65,0.05,0.3,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.41624678511786295,True,0.8298204920852609
0.65,0.1,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.37349316192945714,True,0.8298204920852609
0.65,0.15,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.33073953874105133,True,0.8298204920852609
0.65,0.2,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2879859155526456,True,0.8298204920852609
0.65,0.25,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2452322923642398,True,0.8298204920852609
0.65,0.3,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.20247866917583401,True,0.8298204920852609
0.65,0.35,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1597250459874282,True,0.8298204920852609
0.7,0.0,0.3,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.4141036842049032,True,0.8298204920852609
0.7,0.05,0.25,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.37463143191065285,True,0.8298204920852609
0.7,0.1,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.33187780872224704,True,0.8298204920852609
0.7,0.15,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2891241855338413,True,0.8298204920852609
0.7,0.2,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.24637056234543547,True,0.8298204920852609
0.7,0.25,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2036169391570297,True,0.8298204920852609
0.7,0.3,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.1608633159686239,True,0.8298204920852609
0.75,0.0,0.25,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.37225394736239625,True,0.8298204920852609
0.75,0.05,0.2,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.33301607870344274,True,0.8298204920852609
0.75,0.1,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.290262455515037,True,0.8298204920852609
0.75,0.15,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.24750883232663118,True,0.8298204920852609
0.75,0.2,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.20475520913822542,True,0.8298204920852609
0.75,0.25,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.16200158594981962,True,0.8298204920852609
0.8,0.0,0.2,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.33040421051988933,True,0.8298204920852609
0.8,0.05,0.15,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2914007254962327,True,0.8298204920852609
0.8,0.1,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2486471023078269,True,0.8298204920852609
0.8,0.15,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.20589347911942113,True,0.8298204920852609
0.8,0.2,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.16313985593101532,True,0.8298204920852609
0.85,0.0,0.15,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.2885544736773824,True,0.8298204920852609
0.85,0.05,0.1,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2497853722890226,True,0.8298204920852609
0.85,0.1,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.2070317491006168,True,0.8298204920852609
0.85,0.15,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.16427812591221103,True,0.8298204920852609
0.9,0.0,0.1,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.24670473683487557,True,0.8298204920852609
0.9,0.05,0.05,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.20817001908181254,True,0.8298204920852609
0.9,0.1,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.16541639589340676,True,0.8298204920852609
0.95,0.0,0.05,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.20485499999236864,True,0.8298204920852609
0.95,0.05,0.0,gb_importance,20,0.8323070641442019,20.0,0.9999999999999998,0.16655466587460244,True,0.8298204920852609
1.0,0.0,0.0,gb_importance,60,0.8369947368501383,60.0,0.9999999999999998,0.16300526314986175,True,0.8298204920852609
