run,metric,model,p_value_kind,n,n_description,tests_used,M1,M3,M4,M5,M6,M8,M7
EXP-C2,balanced_accuracy,M7,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.3596625269253355,0.5067492020782098,0.8751766727019659,1.0,,
EXP-C2,f1,M3,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.0330349837522052,0.0885945307233649,0.9693348818366904,,0.9693348818366904
EXP-C2,f1,M4,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0330349837522052,,0.9028351254134094,0.3518330628334248,,0.3518330628334248
EXP-C2,f1,M5,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0885945307233649,0.9028351254134094,,0.3401497680428436,,0.3401497680428436
EXP-C2,f1,M6,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.9693348818366904,0.3518330628334248,0.3401497680428436,,,1.0
EXP-C2,f1,M7,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.9693348818366904,0.3518330628334248,0.3401497680428436,1.0,,
EXP-C2,roc_auc,M3,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.1624826721666981,0.2937019432501739,0.0222742111811656,,0.0222742111811656
EXP-C2,roc_auc,M4,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.1624826721666981,,0.7594828099173849,0.136756910623357,,0.136756910623357
EXP-C2,roc_auc,M5,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.2937019432501739,0.7594828099173849,,0.1832603293454247,,0.1832603293454247
EXP-C2,roc_auc,M6,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0222742111811656,0.136756910623357,0.1832603293454247,,,1.0
EXP-C2,roc_auc,M7,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0222742111811656,0.136756910623357,0.1832603293454247,1.0,,
EXP-C2,sensitivity,M3,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.0004949427735924,0.0058118602436889,0.6814675854509555,,0.6814675854509555
EXP-C2,sensitivity,M4,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0004949427735924,,0.3099071984173264,0.3977112301040208,,0.3977112301040208
EXP-C2,sensitivity,M5,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0058118602436889,0.3099071984173264,,0.3143135042164803,,0.3143135042164803
EXP-C2,sensitivity,M6,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.6814675854509555,0.3977112301040208,0.3143135042164803,,,1.0
EXP-C2,sensitivity,M7,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.6814675854509555,0.3977112301040208,0.3143135042164803,1.0,,
EXP-C2,specificity,M3,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.0384026240590377,0.0120635181454549,0.5292001819761679,,0.5292001819761679
EXP-C2,specificity,M4,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0384026240590377,,0.0878026978914022,0.4266915529343281,,0.4266915529343281
EXP-C2,specificity,M5,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0120635181454549,0.0878026978914022,,0.2122510617430393,,0.2122510617430393
EXP-C2,specificity,M6,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.5292001819761679,0.4266915529343281,0.2122510617430393,,,1.0
EXP-C2,specificity,M7,p_value,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.5292001819761679,0.4266915529343281,0.2122510617430393,1.0,,
