run,metric,test,model_a,model_b,n,n_description,k_models,average_rank_a,average_rank_b,rank_difference,critical_difference,significant,note
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M3,M4,5,"n is the number of cross-validation folds, one paired observation each",5,3.6,4.8,1.1999999999999997,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M3,M5,5,"n is the number of cross-validation folds, one paired observation each",5,3.6,3.2,0.3999999999999999,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M3,M6,5,"n is the number of cross-validation folds, one paired observation each",5,3.6,1.7,1.9000000000000001,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M3,M7,5,"n is the number of cross-validation folds, one paired observation each",5,3.6,1.7,1.9000000000000001,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M4,M5,5,"n is the number of cross-validation folds, one paired observation each",5,4.8,3.2,1.5999999999999996,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M4,M6,5,"n is the number of cross-validation folds, one paired observation each",5,4.8,1.7,3.0999999999999996,2.727774370870376,True,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M4,M7,5,"n is the number of cross-validation folds, one paired observation each",5,4.8,1.7,3.0999999999999996,2.727774370870376,True,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M5,M6,5,"n is the number of cross-validation folds, one paired observation each",5,3.2,1.7,1.5000000000000002,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M5,M7,5,"n is the number of cross-validation folds, one paired observation each",5,3.2,1.7,1.5000000000000002,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,roc_auc,Nemenyi (post-hoc to Friedman),M6,M7,5,"n is the number of cross-validation folds, one paired observation each",5,1.7,1.7,0.0,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M3,M4,5,"n is the number of cross-validation folds, one paired observation each",5,1.2,2.6,1.4000000000000001,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M3,M5,5,"n is the number of cross-validation folds, one paired observation each",5,1.2,2.2,1.0000000000000002,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M3,M6,5,"n is the number of cross-validation folds, one paired observation each",5,1.2,4.5,3.3,2.727774370870376,True,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M3,M7,5,"n is the number of cross-validation folds, one paired observation each",5,1.2,4.5,3.3,2.727774370870376,True,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M4,M5,5,"n is the number of cross-validation folds, one paired observation each",5,2.6,2.2,0.3999999999999999,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M4,M6,5,"n is the number of cross-validation folds, one paired observation each",5,2.6,4.5,1.9,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M4,M7,5,"n is the number of cross-validation folds, one paired observation each",5,2.6,4.5,1.9,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M5,M6,5,"n is the number of cross-validation folds, one paired observation each",5,2.2,4.5,2.3,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M5,M7,5,"n is the number of cross-validation folds, one paired observation each",5,2.2,4.5,2.3,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C1-two_class,accuracy,Nemenyi (post-hoc to Friedman),M6,M7,5,"n is the number of cross-validation folds, one paired observation each",5,4.5,4.5,0.0,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M3,M4,5,"n is the number of cross-validation folds, one paired observation each",5,4.4,3.2,1.2000000000000002,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M3,M5,5,"n is the number of cross-validation folds, one paired observation each",5,4.4,3.6,0.8000000000000003,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M3,M6,5,"n is the number of cross-validation folds, one paired observation each",5,4.4,1.9,2.5000000000000004,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M3,M7,5,"n is the number of cross-validation folds, one paired observation each",5,4.4,1.9,2.5000000000000004,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M4,M5,5,"n is the number of cross-validation folds, one paired observation each",5,3.2,3.6,0.3999999999999999,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M4,M6,5,"n is the number of cross-validation folds, one paired observation each",5,3.2,1.9,1.3000000000000003,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M4,M7,5,"n is the number of cross-validation folds, one paired observation each",5,3.2,1.9,1.3000000000000003,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M5,M6,5,"n is the number of cross-validation folds, one paired observation each",5,3.6,1.9,1.7000000000000002,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M5,M7,5,"n is the number of cross-validation folds, one paired observation each",5,3.6,1.9,1.7000000000000002,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
EXP-C2,roc_auc,Nemenyi (post-hoc to Friedman),M6,M7,5,"n is the number of cross-validation folds, one paired observation each",5,1.9,1.9,0.0,2.727774370870376,False,"Nemenyi compares average ranks against one critical difference; it reports a decision, not a p-value."
