run,metric,model,p_value_kind,n,n_description,tests_used,M1,M3,M4,M5,M6,M8,M7
EXP-C1-two_class,sensitivity,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.0234985755196009,0.0253683801098307,6.812337695091238e-05,,6.812337695091238e-05
EXP-C1-two_class,sensitivity,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0234985755196009,,1.0,0.0577958332217828,,0.0577958332217828
EXP-C1-two_class,sensitivity,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0253683801098307,1.0,,0.0577958332217828,,0.0577958332217828
EXP-C1-two_class,sensitivity,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,6.812337695091238e-05,0.0577958332217828,0.0577958332217828,,,1.0
EXP-C1-two_class,sensitivity,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,6.812337695091238e-05,0.0577958332217828,0.0577958332217828,1.0,,
EXP-C1-two_class,specificity,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.0143812486365587,0.1110890742470149,0.0366021525599967,,0.0366021525599967
EXP-C1-two_class,specificity,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0143812486365587,,1.0,0.1471462412497319,,0.1471462412497319
EXP-C1-two_class,specificity,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.1110890742470149,1.0,,0.1110890742470149,,0.1110890742470149
EXP-C1-two_class,specificity,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0366021525599967,0.1471462412497319,0.1110890742470149,,,1.0
EXP-C1-two_class,specificity,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0366021525599967,0.1471462412497319,0.1110890742470149,1.0,,
EXP-C2,accuracy,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,1.0,1.0,1.0,,1.0
EXP-C2,accuracy,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,,1.0,1.0,,1.0
EXP-C2,accuracy,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,,1.0,,1.0
EXP-C2,accuracy,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,,,1.0
EXP-C2,accuracy,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,1.0,,
EXP-C2,balanced_accuracy,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,1.0,1.0,1.0,,1.0
EXP-C2,balanced_accuracy,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,,1.0,1.0,,1.0
EXP-C2,balanced_accuracy,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,,1.0,,1.0
EXP-C2,balanced_accuracy,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,,,1.0
EXP-C2,balanced_accuracy,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,1.0,,
EXP-C2,f1,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.3303498375220528,0.7973507765102845,1.0,,1.0
EXP-C2,f1,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.3303498375220528,,1.0,1.0,,1.0
EXP-C2,f1,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.7973507765102845,1.0,,1.0,,1.0
EXP-C2,f1,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,,,1.0
EXP-C2,f1,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,1.0,,
EXP-C2,roc_auc,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,1.0,1.0,0.2227421118116562,,0.2227421118116562
EXP-C2,roc_auc,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,,1.0,1.0,,1.0
EXP-C2,roc_auc,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,,1.0,,1.0
EXP-C2,roc_auc,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.2227421118116562,1.0,1.0,,,1.0
EXP-C2,roc_auc,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.2227421118116562,1.0,1.0,1.0,,
EXP-C2,sensitivity,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.0049494277359241,0.0523067421932002,1.0,,1.0
EXP-C2,sensitivity,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0049494277359241,,1.0,1.0,,1.0
EXP-C2,sensitivity,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.0523067421932002,1.0,,1.0,,1.0
EXP-C2,sensitivity,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,,,1.0
EXP-C2,sensitivity,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,1.0,,
EXP-C2,specificity,M3,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,,0.3456236165313394,0.120635181454549,1.0,,1.0
EXP-C2,specificity,M4,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.3456236165313394,,0.7024215831312177,1.0,,1.0
EXP-C2,specificity,M5,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,0.120635181454549,0.7024215831312177,,1.0,,1.0
EXP-C2,specificity,M6,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,,,1.0
EXP-C2,specificity,M7,p_holm,5,"n is the number of cross-validation folds, one paired observation each",Wilcoxon signed-rank; paired t-test,,1.0,1.0,1.0,1.0,,
