run,model_id,metric,n_folds,mean,sd,min,max,ci_low,ci_high,ci_kind,formatted
EXP-C1-two_class,M3,f1,5,0.38417394581370173,0.07004679761721791,0.2745098039215686,0.4578313253012048,0.29719935902293704,0.47114853260446643,95% t-interval of the fold mean,0.3842 +/- 0.0700
EXP-C1-two_class,M3,roc_auc,5,0.7449899376896455,0.05089658173164787,0.6601599406127683,0.7947281769268633,0.681793484521823,0.808186390857468,95% t-interval of the fold mean,0.7450 +/- 0.0509
EXP-C1-two_class,M3,accuracy,5,0.8380517520632832,0.013526484776684639,0.8156146179401993,0.8502495840266223,0.8212564028938226,0.8548471012327438,95% t-interval of the fold mean,0.8381 +/- 0.0135
EXP-C1-two_class,M4,sensitivity,5,0.43047469184369264,0.10274923892384011,0.2580645161290322,0.5203252032520326,0.3028946610291235,0.5580547226582617,95% t-interval of the fold mean,0.4305 +/- 0.1027
EXP-C1-two_class,M4,balanced_accuracy,5,0.6746633642130911,0.05160093888003379,0.5840531785666081,0.7068153212912882,0.6105923361322403,0.738734392293942,95% t-interval of the fold mean,0.6747 +/- 0.0516
EXP-C1-two_class,M4,specificity,5,0.9188520365824896,0.018657194570504073,0.893305439330544,0.9436325678496869,0.895686069776812,0.9420180033881672,95% t-interval of the fold mean,0.9189 +/- 0.0187
EXP-C1-two_class,M4,f1,5,0.4895130957998415,0.09469095677629785,0.321608040201005,0.547945205479452,0.37193874381524367,0.6070874477844392,95% t-interval of the fold mean,0.4895 +/- 0.0947
EXP-C1-two_class,M4,roc_auc,5,0.7361846524977628,0.05614157462229624,0.6436006883520042,0.7839745552267238,0.6664756804867874,0.8058936245087381,95% t-interval of the fold mean,0.7362 +/- 0.0561
EXP-C1-two_class,M4,accuracy,5,0.8187644070513708,0.025315896378206557,0.7757475083056479,0.8372093023255814,0.7873305699362946,0.850198244166447,95% t-interval of the fold mean,0.8188 +/- 0.0253
EXP-C1-two_class,M5,sensitivity,5,0.4222659323367427,0.10289097097169268,0.3064516129032258,0.5528455284552846,0.2945099179409634,0.550021946732522,95% t-interval of the fold mean,0.4223 +/- 0.1029
EXP-C1-two_class,M5,balanced_accuracy,5,0.670554180168948,0.03989158051182347,0.6092927520583075,0.7073851073238766,0.6210222408159699,0.720086119521926,95% t-interval of the fold mean,0.6706 +/- 0.0399
EXP-C1-two_class,M5,specificity,5,0.918842428001153,0.04233913812962541,0.8619246861924686,0.9665970772442588,0.8662714444706209,0.9714134115316851,95% t-interval of the fold mean,0.9188 +/- 0.0423
EXP-C1-two_class,M5,f1,5,0.4825796379505354,0.06703670011599873,0.3725490196078431,0.5321888412017167,0.3993425808581177,0.5658166950429531,95% t-interval of the fold mean,0.4826 +/- 0.0670
EXP-C1-two_class,M5,roc_auc,5,0.7429019210663486,0.05560306182080984,0.6480969091645297,0.7856243834404872,0.6738616010135507,0.8119422411191464,95% t-interval of the fold mean,0.7429 +/- 0.0556
EXP-C1-two_class,M5,accuracy,5,0.8170927745009701,0.024765355635261044,0.7873754152823921,0.8488372093023255,0.7863425240059537,0.8478430249959864,95% t-interval of the fold mean,0.8171 +/- 0.0248
EXP-C1-two_class,M6,sensitivity,5,0.5472593758195647,0.07440497929311496,0.4354838709677419,0.6341463414634146,0.4548733917442074,0.6396453598949221,95% t-interval of the fold mean,0.5473 +/- 0.0744
EXP-C1-two_class,M6,balanced_accuracy,5,0.6962474148688409,0.03171757485305383,0.6434741530570928,0.7281854133781421,0.6568648440634709,0.7356299856742109,95% t-interval of the fold mean,0.6962 +/- 0.0317
EXP-C1-two_class,M6,specificity,5,0.8452354539181174,0.05503841340488932,0.7594142259414226,0.897489539748954,0.7768962374750109,0.9135746703612239,95% t-interval of the fold mean,0.8452 +/- 0.0550
EXP-C1-two_class,M6,f1,5,0.5105887925975504,0.050980852476139475,0.4337349397590361,0.5668016194331984,0.4472877034801908,0.5738898817149101,95% t-interval of the fold mean,0.5106 +/- 0.0510
EXP-C1-two_class,M6,roc_auc,5,0.7528445097069546,0.05080380559425304,0.6695235524362262,0.7989205153011865,0.6897632533288276,0.8159257660850816,95% t-interval of the fold mean,0.7528 +/- 0.0508
EXP-C1-two_class,M6,accuracy,5,0.7841637138545392,0.037628566213401694,0.7337770382695508,0.8222591362126246,0.7374416778833318,0.8308857498257466,95% t-interval of the fold mean,0.7842 +/- 0.0376
EXP-C1-two_class,M7,sensitivity,5,0.5472593758195647,0.07440497929311496,0.4354838709677419,0.6341463414634146,0.4548733917442074,0.6396453598949221,95% t-interval of the fold mean,0.5473 +/- 0.0744
EXP-C1-two_class,M7,balanced_accuracy,5,0.6962474148688409,0.03171757485305383,0.6434741530570928,0.7281854133781421,0.6568648440634709,0.7356299856742109,95% t-interval of the fold mean,0.6962 +/- 0.0317
EXP-C1-two_class,M7,specificity,5,0.8452354539181174,0.05503841340488932,0.7594142259414226,0.897489539748954,0.7768962374750109,0.9135746703612239,95% t-interval of the fold mean,0.8452 +/- 0.0550
EXP-C1-two_class,M7,f1,5,0.5105887925975504,0.050980852476139475,0.4337349397590361,0.5668016194331984,0.4472877034801908,0.5738898817149101,95% t-interval of the fold mean,0.5106 +/- 0.0510
EXP-C1-two_class,M7,roc_auc,5,0.7528445097069546,0.05080380559425304,0.6695235524362262,0.7989205153011865,0.6897632533288276,0.8159257660850816,95% t-interval of the fold mean,0.7528 +/- 0.0508
EXP-C1-two_class,M7,accuracy,5,0.7841637138545392,0.037628566213401694,0.7337770382695508,0.8222591362126246,0.7374416778833318,0.8308857498257466,95% t-interval of the fold mean,0.7842 +/- 0.0376
EXP-C2,M3,sensitivity,5,0.4455174469353431,0.06681830428166961,0.3583061889250814,0.5261437908496732,0.36255156408776956,0.5284833297829167,95% t-interval of the fold mean,0.4455 +/- 0.0668
EXP-C2,M3,balanced_accuracy,5,0.6017347276702193,0.03128523872023284,0.5641224196159149,0.6361605804401271,0.5628889730760958,0.6405804822643428,95% t-interval of the fold mean,0.6017 +/- 0.0313
EXP-C2,M3,specificity,5,0.7579520084050956,0.03695680535355338,0.6993865030674846,0.7920489296636085,0.7120640737089642,0.803839943101227,95% t-interval of the fold mean,0.7580 +/- 0.0370
EXP-C2,M3,f1,5,0.521151944661365,0.05490539703794512,0.4471544715447154,0.5854545454545454,0.452977889852265,0.589325999470465,95% t-interval of the fold mean,0.5212 +/- 0.0549
EXP-C2,M3,roc_auc,5,0.6232578947672216,0.029134354095697732,0.5777162726564218,0.654724071075933,0.5870828161756734,0.6594329733587698,95% t-interval of the fold mean,0.6233 +/- 0.0291
EXP-C2,M3,accuracy,5,0.6067050612914191,0.030655890619323594,0.5703001579778831,0.6398104265402843,0.5686407455765325,0.6447693770063057,95% t-interval of the fold mean,0.6067 +/- 0.0307
EXP-C2,M4,sensitivity,5,0.4834003959890145,0.06837002045567171,0.3973941368078176,0.5751633986928104,0.398507803032752,0.568292988945277,95% t-interval of the fold mean,0.4834 +/- 0.0684
EXP-C2,M4,balanced_accuracy,5,0.6004589454851734,0.024133268969103706,0.5621940009192462,0.6285602926185765,0.5704935342472692,0.6304243567230776,95% t-interval of the fold mean,0.6005 +/- 0.0241
EXP-C2,M4,specificity,5,0.7175174949813324,0.030924898102401413,0.6819571865443425,0.764525993883792,0.6791191623594607,0.7559158276032042,95% t-interval of the fold mean,0.7175 +/- 0.0309
EXP-C2,M4,f1,5,0.5398037154934796,0.04836501643859503,0.471042471042471,0.6006825938566553,0.4797506158091429,0.5998568151778163,95% t-interval of the fold mean,0.5398 +/- 0.0484
EXP-C2,M4,roc_auc,5,0.6283325401978516,0.03336525981463529,0.5723406806418737,0.65841178469349,0.5869040982953041,0.669760982100399,95% t-interval of the fold mean,0.6283 +/- 0.0334
EXP-C2,M4,accuracy,5,0.604175915371848,0.02306802900251333,0.5671406003159558,0.6303317535545023,0.5755331742499069,0.6328186564937891,95% t-interval of the fold mean,0.6042 +/- 0.0231
EXP-C2,M5,sensitivity,5,0.49123501735113156,0.0714738722423993,0.4104234527687296,0.5849673202614379,0.402488483375529,0.5799815513267341,95% t-interval of the fold mean,0.4912 +/- 0.0715
EXP-C2,M5,balanced_accuracy,5,0.5954936836066176,0.029071813265129177,0.5487700085929538,0.6227588894885172,0.559396259712804,0.6315911075004311,95% t-interval of the fold mean,0.5955 +/- 0.0291
EXP-C2,M5,specificity,5,0.6997523498621039,0.03233531395629617,0.6605504587155964,0.7431192660550459,0.6596027546519552,0.7399019450722526,95% t-interval of the fold mean,0.6998 +/- 0.0323
EXP-C2,M5,f1,5,0.5404461987509543,0.051686332038964125,0.4710280373831775,0.6006711409395973,0.47626914105896684,0.6046232564429419,95% t-interval of the fold mean,0.5404 +/- 0.0517
EXP-C2,M5,roc_auc,5,0.6272263388102426,0.03425007692231601,0.5739693451369876,0.6687653654734065,0.5846992513600933,0.6697534262603919,95% t-interval of the fold mean,0.6272 +/- 0.0343
EXP-C2,M5,accuracy,5,0.5988071669966205,0.028075442294323287,0.5529225908372828,0.6240126382306477,0.563946901066112,0.633667432927129,95% t-interval of the fold mean,0.5988 +/- 0.0281
EXP-C2,M6,sensitivity,5,0.45725873411253753,0.10415434982616503,0.3300653594771242,0.5686274509803921,0.3279340276770679,0.5865834405480072,95% t-interval of the fold mean,0.4573 +/- 0.1042
EXP-C2,M6,balanced_accuracy,5,0.596570869091878,0.0228717673088859,0.5651665634179972,0.6229700469144713,0.5681718190491405,0.6249699191346154,95% t-interval of the fold mean,0.5966 +/- 0.0229
EXP-C2,M6,specificity,5,0.7358830040712181,0.07280353074313915,0.6605504587155964,0.8501529051987767,0.6454854810053413,0.8262805271370949,95% t-interval of the fold mean,0.7359 +/- 0.0728
EXP-C2,M6,f1,5,0.52057683665268,0.0674356475799578,0.4429824561403508,0.5906735751295337,0.4368444208570896,0.6043092524482704,95% t-interval of the fold mean,0.5206 +/- 0.0674
EXP-C2,M6,roc_auc,5,0.6319076439109221,0.03126039220749234,0.5798245438740233,0.6625792008954448,0.5930927403371494,0.6707225474846948,95% t-interval of the fold mean,0.6319 +/- 0.0313
EXP-C2,M6,accuracy,5,0.6010173575699402,0.021147059181208933,0.5703001579778831,0.625,0.5747598155167487,0.6272748996231318,95% t-interval of the fold mean,0.6010 +/- 0.0211
EXP-C2,M7,sensitivity,5,0.45725873411253753,0.10415434982616503,0.3300653594771242,0.5686274509803921,0.3279340276770679,0.5865834405480072,95% t-interval of the fold mean,0.4573 +/- 0.1042
EXP-C2,M7,balanced_accuracy,5,0.596570869091878,0.0228717673088859,0.5651665634179972,0.6229700469144713,0.5681718190491405,0.6249699191346154,95% t-interval of the fold mean,0.5966 +/- 0.0229
EXP-C2,M7,specificity,5,0.7358830040712181,0.07280353074313915,0.6605504587155964,0.8501529051987767,0.6454854810053413,0.8262805271370949,95% t-interval of the fold mean,0.7359 +/- 0.0728
EXP-C2,M7,f1,5,0.52057683665268,0.0674356475799578,0.4429824561403508,0.5906735751295337,0.4368444208570896,0.6043092524482704,95% t-interval of the fold mean,0.5206 +/- 0.0674
EXP-C2,M7,roc_auc,5,0.6319076439109221,0.03126039220749234,0.5798245438740233,0.6625792008954448,0.5930927403371494,0.6707225474846948,95% t-interval of the fold mean,0.6319 +/- 0.0313
EXP-C2,M7,accuracy,5,0.6010173575699402,0.021147059181208933,0.5703001579778831,0.625,0.5747598155167487,0.6272748996231318,95% t-interval of the fold mean,0.6010 +/- 0.0211
