exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note
EXP-F1,M1,binary,0,0,r0f0,2593,647,46,0.7789799072642968,0.7963739335098559,0.8257575757575758,0.7669902912621359,0.4759825327510917,0.6038781163434903,0.49952208937121506,0.8684907325684024,0.606064714252707,109.0,120.0,395.0,23.0,647.0,132.0,515.0,0.29591389157702525,0.07442563039351138,0.109675,0.006983,{},config defaults
EXP-F1,M1,binary,0,1,r0f1,2589,651,46,0.8387096774193549,0.8597534570859435,0.8955223880597015,0.8239845261121856,0.5687203791469194,0.6956521739130435,0.6215342655172807,0.9315367071797684,0.7372655671439673,120.0,91.0,426.0,14.0,651.0,134.0,517.0,0.2217113692367398,0.014884123707166574,0.107449,0.007301,{},config defaults
EXP-F1,M1,binary,0,2,r0f2,2596,644,46,0.8400621118012422,0.8342410309063584,0.8244274809160306,0.8440545808966862,0.574468085106383,0.677115987460815,0.5918651138562927,0.9096766513399699,0.7351434050657129,108.0,80.0,433.0,23.0,644.0,131.0,513.0,0.22259578136637298,0.03088894073148813,0.116705,0.004767,{},config defaults
EXP-F1,M1,binary,0,3,r0f3,2585,655,46,0.8122137404580153,0.816848913564242,0.8248175182481752,0.8088803088803089,0.5330188679245284,0.6475644699140402,0.550855370460099,0.8901023025110617,0.671357989660765,113.0,99.0,419.0,24.0,655.0,137.0,518.0,0.27062450448822095,0.0396352090928357,0.097522,0.003742,{},config defaults
EXP-F1,M1,binary,0,4,r0f4,2597,643,46,0.8351477449455676,0.8680820610687023,0.9236641221374046,0.8125,0.5576036866359447,0.6954022988505747,0.6270621823515056,0.912109375,0.646013492485053,121.0,96.0,416.0,10.0,643.0,131.0,512.0,0.24895174294184122,0.041908930910741785,0.091408,0.004883,{},config defaults
EXP-F1,M1,binary,1,0,r1f0,2593,647,46,0.7774343122102009,0.8123050897322742,0.8712121212121212,0.7533980582524272,0.47520661157024796,0.6149732620320856,0.5201929275487014,0.8641512209473374,0.5992073852238375,115.0,127.0,388.0,17.0,647.0,132.0,515.0,0.31277806312713513,0.06931529854219808,0.093362,0.00495,{},config defaults
EXP-F1,M1,binary,1,1,r1f1,2585,655,46,0.8122137404580153,0.8543720956590729,0.9264705882352942,0.7822736030828517,0.5271966527196653,0.672,0.5971686908351971,0.9037742264535874,0.6354771714955771,126.0,113.0,406.0,10.0,655.0,136.0,519.0,0.281672908633641,0.05042129082269791,0.125133,0.003787,{},config defaults
EXP-F1,M1,binary,1,2,r1f2,2596,644,46,0.8664596273291926,0.8593366367572877,0.8473282442748091,0.8713450292397661,0.6271186440677966,0.7207792207792207,0.6480085725996512,0.9303602517744743,0.7776047687166985,111.0,66.0,447.0,20.0,644.0,131.0,513.0,0.18593877511419243,0.010159139646227206,0.098615,0.00375,{},config defaults
EXP-F1,M1,binary,1,3,r1f3,2589,651,46,0.8141321044546851,0.8061800172265289,0.7925925925925926,0.8197674418604651,0.535,0.6388059701492538,0.5381400380482756,0.9024834912431812,0.7012612854364118,107.0,93.0,423.0,28.0,651.0,135.0,516.0,0.24931034871691202,0.04354980727204558,0.105183,0.004978,{},config defaults
EXP-F1,M1,binary,1,4,r1f4,2597,643,46,0.8475894245723172,0.867373866889313,0.9007633587786259,0.833984375,0.5812807881773399,0.7065868263473054,0.6366995257039397,0.9335490219465647,0.7462552817500692,118.0,85.0,427.0,13.0,643.0,131.0,512.0,0.21510249405535767,0.030079959816724677,0.104194,0.005188,{},config defaults
EXP-F1,M1,binary,2,0,r2f0,2596,644,46,0.7919254658385093,0.8182372810737616,0.8625954198473282,0.7738791423001949,0.49344978165938863,0.6277777777777778,0.5352215505156054,0.8794547862446617,0.6105373613935896,113.0,116.0,397.0,18.0,644.0,131.0,513.0,0.2891650014445178,0.04750787680773423,0.108061,0.004809,{},config defaults
EXP-F1,M1,binary,2,1,r2f1,2589,651,46,0.8294930875576036,0.8401296226796386,0.8582089552238806,0.8220502901353965,0.5555555555555556,0.6744868035190615,0.5906027514711857,0.9112705332140074,0.6913428895053226,115.0,92.0,425.0,19.0,651.0,134.0,517.0,0.23918189916646823,0.028296815113680214,0.098995,0.003812,{},config defaults
EXP-F1,M1,binary,2,2,r2f2,2585,655,46,0.8427480916030534,0.8710509257954513,0.9197080291970803,0.8223938223938224,0.5779816513761468,0.7098591549295775,0.6405008543039001,0.9302482879125215,0.740275803704693,126.0,92.0,426.0,11.0,655.0,137.0,518.0,0.2230433548888955,0.02690201229943817,0.099453,0.003561,{},config defaults
EXP-F1,M1,binary,2,3,r2f3,2597,643,46,0.8289269051321928,0.8442941913167938,0.8702290076335878,0.818359375,0.5507246376811594,0.6745562130177515,0.5936109482979905,0.8995109732824427,0.6541673600323299,114.0,93.0,419.0,17.0,643.0,131.0,512.0,0.24827968850417234,0.028985364985989342,0.106349,0.003503,{},config defaults
EXP-F1,M1,binary,2,4,r2f4,2593,647,46,0.8346213292117465,0.8285083848190644,0.8181818181818182,0.8388349514563107,0.5654450261780105,0.6687306501547987,0.5804541622957574,0.9189908796704913,0.7292838544089083,108.0,83.0,432.0,24.0,647.0,132.0,515.0,0.23207655838110186,0.03878577687487692,0.089777,0.003777,{},config defaults
EXP-F1,M1,binary,3,0,r3f0,2596,644,46,0.7624223602484472,0.7656131422704343,0.7709923664122137,0.7602339181286549,0.45089285714285715,0.5690140845070423,0.4489781761020848,0.8644108149933784,0.5902970555025262,101.0,123.0,390.0,30.0,644.0,131.0,513.0,0.3156088117795928,0.07688703986165152,0.094993,0.0049,{},config defaults
EXP-F1,M1,binary,3,1,r3f1,2593,647,46,0.8423493044822257,0.8389967637540453,0.8333333333333334,0.8446601941747572,0.5789473684210527,0.6832298136645962,0.5999032675953573,0.9164313033245073,0.7117819331182574,110.0,80.0,435.0,22.0,647.0,132.0,515.0,0.22375498474738145,0.026618262474532906,0.103343,0.003536,{},config defaults
EXP-F1,M1,binary,3,2,r3f2,2585,655,46,0.8183206106870229,0.8636518191091466,0.9411764705882353,0.7861271676300579,0.5355648535564853,0.6826666666666666,0.6128063789372662,0.9136489856058031,0.663327179823726,128.0,111.0,408.0,8.0,655.0,136.0,519.0,0.26262896054188717,0.0312184183880143,0.093946,0.003513,{},config defaults
EXP-F1,M1,binary,3,3,r3f3,2589,651,46,0.8325652841781874,0.8506244616709733,0.8814814814814815,0.8197674418604651,0.5613207547169812,0.6858789625360231,0.6066856909263577,0.910106230261269,0.6907702663849069,119.0,93.0,423.0,16.0,651.0,135.0,516.0,0.24165965503532602,0.024458504887336426,0.086369,0.00685,{},config defaults
EXP-F1,M1,binary,3,4,r3f4,2597,643,46,0.8429237947122862,0.8474027910305344,0.8549618320610687,0.83984375,0.5773195876288659,0.6892307692307692,0.609691150996057,0.9180582061068701,0.7387707815140357,112.0,82.0,430.0,19.0,643.0,131.0,512.0,0.21101452254138164,0.030636355394667015,0.15964,0.005353,{},config defaults
EXP-F1,M1,binary,4,0,r4f0,2585,655,46,0.7587786259541984,0.7962356908081152,0.8602941176470589,0.7321772639691715,0.45703125,0.5969387755102041,0.49250889656450525,0.8776209905927689,0.6915345861046653,117.0,139.0,380.0,19.0,655.0,136.0,519.0,0.3169508102772112,0.07338264830922503,0.084898,0.003561,{},config defaults
EXP-F1,M1,binary,4,1,r4f1,2596,644,46,0.8369565217391305,0.8663973334523756,0.916030534351145,0.8167641325536062,0.5607476635514018,0.6956521739130435,0.6262323747988099,0.9201523741499635,0.7014904434938081,120.0,94.0,419.0,11.0,644.0,131.0,513.0,0.22823775910123442,0.029224632548774755,0.091309,0.004848,{},config defaults
EXP-F1,M1,binary,4,2,r4f2,2593,647,46,0.8330757341576507,0.8219035010297147,0.803030303030303,0.8407766990291262,0.5638297872340425,0.6625,0.5714273309038764,0.9109443954104148,0.7210251512732093,106.0,82.0,433.0,26.0,647.0,132.0,515.0,0.2294495056907585,0.033886116044997375,0.087449,0.004706,{},config defaults
EXP-F1,M1,binary,4,3,r4f3,2589,651,46,0.8617511520737328,0.8881782945736434,0.9333333333333333,0.8430232558139535,0.6086956521739131,0.7368421052631579,0.6758904663200996,0.9404249210450761,0.7607211220402191,126.0,81.0,435.0,9.0,651.0,135.0,516.0,0.19912228975829585,0.030148699251329646,0.108435,0.005897,{},config defaults
EXP-F1,M1,binary,4,4,r4f4,2597,643,46,0.7993779160186625,0.7802958015267176,0.7480916030534351,0.8125,0.5051546391752577,0.6030769230769231,0.49191852876382436,0.871049021946565,0.5769557750412666,98.0,96.0,416.0,33.0,643.0,131.0,512.0,0.28179571590631575,0.0426220598789256,0.09306,0.003357,{},config defaults
EXP-F1,M3,binary,0,0,r0f0,2593,647,46,0.8284389489953632,0.6978596646072375,0.4772727272727273,0.9184466019417475,0.6,0.5316455696202531,0.4324974503364226,0.8742865548690791,0.5484520415040008,63.0,42.0,473.0,69.0,647.0,132.0,515.0,0.22963711931286054,0.044761167973989824,0.802634,0.562378,{},config defaults
EXP-F1,M3,binary,0,1,r0f1,2589,651,46,0.8740399385560675,0.7658997084211439,0.582089552238806,0.9497098646034816,0.75,0.6554621848739496,0.5868609261553045,0.926080429573602,0.7661303013460177,78.0,26.0,491.0,56.0,651.0,134.0,517.0,0.1841703057863459,0.0679782571545192,0.914536,0.552985,{},config defaults
