exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note
EXP-F1,M1,binary,0,0,r0f0,2593,647,138,0.7851622874806801,0.7918064136510738,0.803030303030303,0.7805825242718447,0.4840182648401826,0.603988603988604,0.4970172555676769,0.8776993233303914,0.6452693892368185,106.0,113.0,402.0,26.0,647.0,132.0,515.0,0.3153380733920949,0.12375546813878845,0.230494,0.006638,{},config defaults
EXP-F1,M1,binary,0,1,r0f1,2589,651,138,0.8525345622119815,0.8463437166199947,0.835820895522388,0.8568665377176016,0.6021505376344086,0.7,0.6199433858576437,0.9324316521839545,0.7597149159378628,112.0,74.0,443.0,22.0,651.0,134.0,517.0,0.20654134857847187,0.054126853691335505,0.219834,0.00915,{},config defaults
EXP-F1,M1,binary,0,2,r0f2,2596,644,138,0.8835403726708074,0.8586893442257042,0.816793893129771,0.9005847953216374,0.6772151898734177,0.740484429065744,0.6711137285431504,0.9408657351606327,0.8370494064749844,107.0,51.0,462.0,24.0,644.0,131.0,513.0,0.16502019869173506,0.020520267456303663,0.303393,0.00975,{},config defaults
EXP-F1,M1,binary,0,3,r0f3,2585,655,138,0.8458015267175573,0.8327156666572725,0.8102189781021898,0.8552123552123552,0.5967741935483871,0.6873065015479877,0.6001855244760913,0.9230194741143647,0.7505524136369331,111.0,75.0,443.0,26.0,655.0,137.0,518.0,0.2181039614543103,0.0452552227987047,0.238611,0.010554,{},config defaults
EXP-F1,M1,binary,0,4,r0f4,2597,643,138,0.8149300155520995,0.8355051288167938,0.8702290076335878,0.80078125,0.5277777777777778,0.6570605187319885,0.5722146525056176,0.9204735209923665,0.6983341963884748,114.0,102.0,410.0,17.0,643.0,131.0,512.0,0.25031062143647204,0.08707090270063148,0.234478,0.008859,{},config defaults
EXP-F1,M1,binary,1,0,r1f0,2593,647,138,0.7758887171561051,0.7803471609296853,0.7878787878787878,0.7728155339805826,0.47058823529411764,0.5892351274787535,0.4764483220115207,0.8839952927331568,0.6283338709523653,104.0,117.0,398.0,28.0,647.0,132.0,515.0,0.2976069632706005,0.0962256024691368,0.231977,0.007841,{},config defaults
EXP-F1,M1,binary,1,1,r1f1,2585,655,138,0.8442748091603054,0.8583248328233027,0.8823529411764706,0.8342967244701349,0.5825242718446602,0.7017543859649122,0.6260416897978021,0.9241471154935963,0.7361510677616461,120.0,86.0,433.0,16.0,655.0,136.0,519.0,0.21942096831231583,0.04692355500068786,0.232757,0.006564,{},config defaults
EXP-F1,M1,binary,1,2,r1f2,2596,644,138,0.8773291925465838,0.8690013838667916,0.8549618320610687,0.8830409356725146,0.6511627906976745,0.7392739273927392,0.6714552876017578,0.9368182968022261,0.8168830627868346,112.0,60.0,453.0,19.0,644.0,131.0,513.0,0.1772972409762785,0.04663852400215157,0.223788,0.008582,{},config defaults
EXP-F1,M1,binary,1,3,r1f3,2589,651,138,0.8356374807987711,0.8306847545219638,0.8222222222222222,0.8391472868217055,0.5721649484536082,0.6747720364741642,0.5862420130293654,0.9263996554694229,0.7564198623284719,111.0,83.0,433.0,24.0,651.0,135.0,516.0,0.22476111843081797,0.0755007536233912,0.246544,0.007842,{},config defaults
EXP-F1,M1,binary,1,4,r1f4,2597,643,138,0.8538102643856921,0.8769605796755725,0.916030534351145,0.837890625,0.5911330049261084,0.718562874251497,0.6533143588050389,0.9437768368320612,0.7667845853092577,120.0,83.0,429.0,11.0,643.0,131.0,512.0,0.20041465083046264,0.04252517528055073,0.318966,0.007516,{},config defaults
EXP-F1,M1,binary,2,0,r2f0,2596,644,138,0.7996894409937888,0.817426305373272,0.8473282442748091,0.7875243664717348,0.5045454545454545,0.6324786324786325,0.5388563084840713,0.8986205972947636,0.6614135370711145,111.0,109.0,404.0,20.0,644.0,131.0,513.0,0.27600929873038904,0.07966153922203328,0.222886,0.007855,{},config defaults
EXP-F1,M1,binary,2,1,r2f1,2589,651,138,0.8387096774193549,0.8376396547244436,0.835820895522388,0.839458413926499,0.5743589743589743,0.6808510638297872,0.5960482083282758,0.9281590115188083,0.7640172339739316,112.0,83.0,434.0,22.0,651.0,134.0,517.0,0.22372015053581043,0.060439640347853096,0.218862,0.008633,{},config defaults
EXP-F1,M1,binary,2,2,r2f2,2585,655,138,0.8549618320610687,0.8492447087337598,0.8394160583941606,0.859073359073359,0.6117021276595744,0.7076923076923077,0.6279826269593106,0.9268663867204013,0.7902486611428834,115.0,73.0,445.0,22.0,655.0,137.0,518.0,0.19621828697089497,0.0438581975184877,0.262118,0.009229,{},config defaults
EXP-F1,M1,binary,2,3,r2f3,2597,643,138,0.864696734059098,0.8837965171755725,0.916030534351145,0.8515625,0.6122448979591837,0.7339449541284404,0.6716141786368581,0.9327439169847328,0.7387875793357066,120.0,76.0,436.0,11.0,643.0,131.0,512.0,0.2041049197718602,0.046458050940506784,0.269553,0.005961,{},config defaults
EXP-F1,M1,binary,2,4,r2f4,2593,647,138,0.8593508500772797,0.8496763754045308,0.8333333333333334,0.8660194174757282,0.6145251396648045,0.707395498392283,0.6299954683995269,0.9261694616063548,0.731373078524184,110.0,69.0,446.0,22.0,647.0,132.0,515.0,0.214946417504337,0.06449602969981974,0.265653,0.008402,{},config defaults
EXP-F1,M1,binary,3,0,r3f0,2596,644,138,0.7903726708074534,0.8030519470856956,0.8244274809160306,0.7816764132553606,0.4909090909090909,0.6153846153846154,0.5144546961647569,0.890748924899186,0.6633522683378079,108.0,112.0,401.0,23.0,644.0,131.0,513.0,0.2909216292554804,0.09773500054249298,0.250289,0.006281,{},config defaults
EXP-F1,M1,binary,3,1,r3f1,2593,647,138,0.8639876352395672,0.8554060017652251,0.8409090909090909,0.8699029126213592,0.6235955056179775,0.7161290322580646,0.641429472037062,0.9372903795233892,0.7486587333281488,111.0,67.0,448.0,21.0,647.0,132.0,515.0,0.19369296390636187,0.0641632129988968,0.247907,0.00786,{},config defaults
EXP-F1,M1,binary,3,2,r3f2,2585,655,138,0.8366412213740458,0.86436019494503,0.9117647058823529,0.8169556840077071,0.5662100456621004,0.6985915492957746,0.6265399274923886,0.9347444179984132,0.7623270743876355,124.0,95.0,424.0,12.0,655.0,136.0,519.0,0.22563051821820304,0.043838373348805366,0.258642,0.008344,{},config defaults
EXP-F1,M1,binary,3,3,r3f3,2589,651,138,0.8525345622119815,0.8659560723514212,0.8888888888888888,0.8430232558139535,0.5970149253731343,0.7142857142857143,0.6423125430500041,0.9297014068331898,0.7374398866131558,120.0,81.0,435.0,15.0,651.0,135.0,516.0,0.21016846714028242,0.04235530492352503,0.235789,0.008207,{},config defaults
EXP-F1,M1,binary,3,4,r3f4,2597,643,138,0.8662519440124417,0.8506903029580153,0.8244274809160306,0.876953125,0.631578947368421,0.7152317880794702,0.6393745224899607,0.9268099952290075,0.8005665374309443,108.0,63.0,449.0,23.0,643.0,131.0,512.0,0.1922410519575397,0.0386547099408978,0.224465,0.005906,{},config defaults
EXP-F1,M1,binary,4,0,r4f0,2585,655,138,0.7984732824427481,0.8375623370735578,0.9044117647058824,0.7707129094412332,0.5082644628099173,0.6507936507936508,0.5673543708315464,0.9029808455173977,0.6825420670767285,123.0,119.0,400.0,13.0,655.0,136.0,519.0,0.2898060062787389,0.08345708028551463,0.254666,0.005895,{},config defaults
EXP-F1,M1,binary,4,1,r4f1,2596,644,138,0.8711180124223602,0.8707870184366769,0.8702290076335878,0.8713450292397661,0.6333333333333333,0.7331189710610932,0.6652020882908656,0.9472493787479725,0.8173011225488209,114.0,66.0,447.0,17.0,644.0,131.0,513.0,0.1794749496025414,0.04090097165868406,0.248885,0.009931,{},config defaults
EXP-F1,M1,binary,4,2,r4f2,2593,647,138,0.8361669242658424,0.8266622536040011,0.8106060606060606,0.8427184466019417,0.5691489361702128,0.66875,0.5798748354301024,0.9355545748749633,0.7854372170894872,107.0,81.0,434.0,25.0,647.0,132.0,515.0,0.2029892352150723,0.05874803732254218,0.24699,0.005933,{},config defaults
EXP-F1,M1,binary,4,3,r4f3,2589,651,138,0.8571428571428571,0.8633936261843238,0.8740740740740741,0.8527131782945736,0.6082474226804123,0.7173252279635258,0.6442287042966446,0.9329457364341086,0.7298393905041698,118.0,76.0,440.0,17.0,651.0,135.0,516.0,0.20421878174585623,0.04358223347978816,0.263449,0.007597,{},config defaults
EXP-F1,M1,binary,4,4,r4f4,2597,643,138,0.8398133748055988,0.8170473520992366,0.7786259541984732,0.85546875,0.5795454545454546,0.6644951140065146,0.5728091941493245,0.8941734255725191,0.6771563670262074,102.0,74.0,438.0,29.0,643.0,131.0,512.0,0.23866230616432962,0.07031929966203772,0.257876,0.008098,{},config defaults
