run,rank,model_id,model_name,x,mean,sd,n_folds,pr_auc_mean,pr_auc_sd,prevalence,legend
EXP-A1,4,M8,XGBoost / LightGBM,0.19,0.927742,0.068417,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.2,0.927014,0.071541,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.21,0.925303,0.069719,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.22,0.924233,0.067114,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.23,0.915386,0.063603,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.24,0.915563,0.061695,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.25,0.91621,0.061319,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.26,0.91194,0.062677,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.27,0.909135,0.062608,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.28,0.907564,0.061287,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.29,0.906216,0.058706,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.3,0.903995,0.058378,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.31,0.903436,0.057171,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.32,0.901712,0.057237,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.33,0.900031,0.058932,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.34,0.901316,0.05816,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.35,0.899649,0.056419,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.36,0.898473,0.056572,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.37,0.896509,0.054287,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.38,0.893994,0.057138,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.39,0.895045,0.056715,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.4,0.892455,0.055736,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.41,0.890263,0.05764,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.42,0.886714,0.061727,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.43,0.884284,0.063427,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.44,0.88174,0.064101,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.45,0.875829,0.068883,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.46,0.876575,0.068601,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.47,0.875529,0.069275,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.48,0.871097,0.07171,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.49,0.868556,0.075743,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.5,0.861569,0.078929,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.51,0.857657,0.081049,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.52,0.855681,0.079974,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.53,0.853907,0.081497,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.54,0.85411,0.082451,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.55,0.852034,0.081699,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.56,0.848658,0.082081,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.57,0.84579,0.082491,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.58,0.841661,0.080866,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.59,0.836436,0.082961,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.6,0.833624,0.082579,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.61,0.830977,0.083071,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.62,0.827291,0.081817,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.63,0.822333,0.079864,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.64,0.817532,0.082911,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.65,0.814094,0.083788,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.66,0.809806,0.085189,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.67,0.80136,0.085301,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.68,0.795206,0.082682,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.69,0.78925,0.079706,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.7,0.782691,0.080918,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.71,0.777165,0.081496,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.72,0.772162,0.081796,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.73,0.765572,0.082476,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.74,0.758551,0.085946,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.75,0.747616,0.088176,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.76,0.739301,0.088124,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.77,0.728824,0.084069,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.78,0.718922,0.078559,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.79,0.704582,0.073629,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.8,0.695457,0.076157,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.81,0.68483,0.07706,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.82,0.674474,0.081654,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.83,0.667275,0.08383,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.84,0.650605,0.087071,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.85,0.636537,0.088384,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.86,0.622321,0.090068,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.87,0.61039,0.090881,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.88,0.593454,0.09002,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.89,0.57554,0.084434,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.9,0.564809,0.081582,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.91,0.553649,0.080543,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.92,0.534363,0.075136,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.93,0.521849,0.07513,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.94,0.509908,0.075071,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.95,0.495642,0.070387,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.96,0.477865,0.062153,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.97,0.455359,0.050082,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.98,0.430878,0.047585,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,0.99,0.408748,0.044819,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,4,M8,XGBoost / LightGBM,1.0,0.226221,0.050492,25,0.8125284436883298,0.051040198358114,0.2052469135802469,M8 XGBoost / LightGBM  AP 0.813
EXP-A1,5,M4,Random Forest,0.0,1.0,0.0,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.01,1.0,0.0,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.02,1.0,0.0,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.03,1.0,0.0,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.04,0.993562,0.03219,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.05,0.994679,0.026607,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.06,0.991806,0.04097,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.07,0.985005,0.042701,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.08,0.98129,0.050418,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.09,0.976423,0.057465,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.1,0.967113,0.055793,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.11,0.959873,0.055519,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.12,0.95484,0.06377,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.13,0.946797,0.067655,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.14,0.938523,0.071063,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.15,0.931999,0.073342,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.16,0.928342,0.072758,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.17,0.921483,0.072446,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.18,0.921587,0.072153,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.19,0.920277,0.069752,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.2,0.918985,0.070996,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.21,0.913863,0.074673,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.22,0.912466,0.074177,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.23,0.9082,0.073578,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.24,0.904111,0.074648,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.25,0.901175,0.072972,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.26,0.898226,0.074953,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.27,0.893331,0.079001,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.28,0.891758,0.080097,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.29,0.88996,0.081482,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.3,0.885292,0.0801,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.31,0.878456,0.080364,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.32,0.877299,0.080962,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.33,0.877605,0.082883,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.34,0.873142,0.08404,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.35,0.872807,0.082409,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.36,0.871559,0.083198,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.37,0.869327,0.083843,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.38,0.86344,0.087793,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.39,0.858825,0.093151,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.4,0.856879,0.094611,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.41,0.854002,0.097233,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.42,0.850803,0.096989,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.43,0.848117,0.096937,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.44,0.84491,0.095617,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.45,0.841496,0.098239,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.46,0.839733,0.098589,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.47,0.836643,0.096409,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.48,0.833871,0.096818,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.49,0.830957,0.098422,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.5,0.827671,0.101739,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.51,0.825415,0.102265,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.52,0.82431,0.100866,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.53,0.822626,0.101695,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.54,0.820361,0.101235,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.55,0.81773,0.101076,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.56,0.815007,0.100786,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.57,0.814468,0.099341,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.58,0.813214,0.099174,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.59,0.811672,0.098376,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.6,0.812289,0.097368,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.61,0.812111,0.096511,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.62,0.810715,0.097013,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.63,0.807092,0.096255,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.64,0.80426,0.096472,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.65,0.801222,0.094784,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.66,0.798735,0.093472,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.67,0.795455,0.09321,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.68,0.793955,0.095223,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.69,0.790823,0.094363,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.7,0.785556,0.093109,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.71,0.779499,0.093293,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.72,0.773314,0.096421,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.73,0.76794,0.099271,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.74,0.75946,0.099926,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.75,0.75197,0.098821,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.76,0.746552,0.098242,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.77,0.737085,0.097706,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.78,0.726354,0.095489,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.79,0.71336,0.090161,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.8,0.702033,0.089984,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.81,0.688349,0.086749,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.82,0.672214,0.090074,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.83,0.656971,0.094389,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.84,0.648698,0.09495,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.85,0.641073,0.091343,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.86,0.624512,0.083667,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
EXP-A1,5,M4,Random Forest,0.87,0.608457,0.078454,25,0.8055628416009804,0.068121382403299,0.2052469135802469,M4 Random Forest  AP 0.806
