run,rank,model_id,model_name,x,mean,sd,n_folds,pr_auc_mean,pr_auc_sd,prevalence,legend
EXP-A2,1,M1,Logistic Regression,0.58,0.72201,0.082495,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.59,0.717929,0.081195,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.6,0.714751,0.081707,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.61,0.710069,0.083273,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.62,0.703246,0.08322,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.63,0.697917,0.083105,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.64,0.695425,0.084285,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.65,0.68976,0.081177,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.66,0.682812,0.0836,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.67,0.675761,0.083482,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.68,0.670082,0.083214,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.69,0.664466,0.082217,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.7,0.66023,0.08029,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.71,0.656646,0.077423,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.72,0.653561,0.075905,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.73,0.647728,0.071936,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.74,0.645323,0.072603,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.75,0.639762,0.07216,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.76,0.637492,0.075626,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.77,0.632805,0.077268,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.78,0.626817,0.077088,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.79,0.620536,0.077737,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.8,0.613475,0.075314,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.81,0.607079,0.07301,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.82,0.601575,0.070236,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.83,0.596817,0.069643,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.84,0.590555,0.067373,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.85,0.583687,0.065676,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.86,0.577831,0.065302,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.87,0.56826,0.06302,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.88,0.556612,0.060493,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.89,0.548682,0.06088,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.9,0.541334,0.059954,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.91,0.530703,0.05512,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.92,0.519644,0.056878,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.93,0.510877,0.054859,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.94,0.500006,0.051959,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.95,0.488218,0.052402,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.96,0.477232,0.050596,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.97,0.463064,0.063886,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.98,0.439796,0.062499,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,0.99,0.389052,0.080428,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,1,M1,Logistic Regression,1.0,0.209458,0.003861,25,0.7334843261217364,0.0552985766028289,0.2052469135802469,M1 Logistic Regression  AP 0.733
EXP-A2,2,M6,Soft Voting (equal weights),0.0,0.92,0.276887,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.01,0.914227,0.174813,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.02,0.91528,0.149013,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.03,0.903839,0.140114,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.04,0.907286,0.122476,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.05,0.890907,0.118588,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.06,0.885798,0.125678,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.07,0.876123,0.116154,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.08,0.866547,0.11219,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.09,0.858352,0.104663,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.1,0.857626,0.110776,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.11,0.858321,0.111506,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.12,0.857632,0.109014,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.13,0.859084,0.107181,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.14,0.858154,0.106293,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.15,0.857981,0.099765,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.16,0.855937,0.103337,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.17,0.852105,0.104043,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.18,0.851162,0.104561,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.19,0.846983,0.103746,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.2,0.846007,0.10106,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.21,0.843702,0.099879,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.22,0.842806,0.104013,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.23,0.842655,0.103763,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.24,0.838804,0.102444,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.25,0.836931,0.101193,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.26,0.836887,0.100024,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.27,0.837795,0.098697,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.28,0.833636,0.098627,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.29,0.828432,0.100973,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.3,0.829174,0.098634,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.31,0.829,0.094578,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.32,0.827328,0.094389,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.33,0.828728,0.096914,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.34,0.830752,0.097873,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.35,0.828553,0.0984,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.36,0.828058,0.09867,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.37,0.825434,0.097605,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.38,0.824064,0.096911,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.39,0.825136,0.097451,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.4,0.824351,0.100179,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.41,0.822745,0.102045,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.42,0.822689,0.100933,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.43,0.824719,0.101177,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.44,0.824698,0.101849,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.45,0.823443,0.103177,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.46,0.821417,0.106202,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.47,0.821678,0.106222,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.48,0.822228,0.107293,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.49,0.821639,0.104634,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.5,0.820423,0.104141,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.51,0.820038,0.104001,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.52,0.818504,0.10397,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.53,0.818228,0.104362,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.54,0.816825,0.104545,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.55,0.816393,0.102331,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.56,0.816333,0.102874,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.57,0.816129,0.103383,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.58,0.815803,0.102731,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.59,0.815153,0.101984,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.6,0.813741,0.101614,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.61,0.813198,0.102299,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.62,0.810729,0.10296,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.63,0.808482,0.102576,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.64,0.80581,0.103284,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.65,0.802851,0.100505,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.66,0.800247,0.101177,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.67,0.79625,0.099738,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.68,0.793266,0.100865,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.69,0.790631,0.099364,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.7,0.787822,0.099448,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.71,0.78335,0.097588,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.72,0.77455,0.100622,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.73,0.766143,0.099698,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.74,0.75935,0.100382,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.75,0.755033,0.099811,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.76,0.746407,0.098187,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.77,0.73711,0.100387,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.78,0.725508,0.100913,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.79,0.711651,0.101716,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.8,0.699905,0.096668,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.81,0.686962,0.093753,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.82,0.671317,0.091618,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.83,0.656822,0.094279,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.84,0.640693,0.090072,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.85,0.627975,0.089924,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.86,0.615257,0.09049,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.87,0.602583,0.092612,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.88,0.5925,0.08982,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.89,0.584723,0.088581,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.9,0.572161,0.087685,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.91,0.558807,0.082106,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.92,0.541894,0.074271,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.93,0.526421,0.072189,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.94,0.5152,0.073073,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.95,0.502436,0.068395,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.96,0.486588,0.059299,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.97,0.46958,0.053987,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.98,0.455922,0.045782,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),0.99,0.438895,0.035635,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,2,M6,Soft Voting (equal weights),1.0,0.215708,0.038405,25,0.775327935602369,0.0812882937259766,0.2052469135802469,M6 Soft Voting (equal weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.0,0.92,0.276887,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.01,0.914227,0.174813,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.02,0.91528,0.149013,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.03,0.903839,0.140114,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.04,0.902486,0.122675,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.05,0.886907,0.116421,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.06,0.878793,0.124933,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.07,0.876123,0.116154,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.08,0.866547,0.11219,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.09,0.858352,0.104663,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.1,0.857626,0.110776,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.11,0.858321,0.111506,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.12,0.858668,0.108221,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.13,0.859084,0.107181,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.14,0.859555,0.105544,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
EXP-A2,3,M7,Soft Voting (optimized weights),0.15,0.860561,0.098145,25,0.775296605309089,0.0813263039537248,0.2052469135802469,M7 Soft Voting (optimized weights)  AP 0.775
