task,run,model_id,class_index,class_name,x,mean,sd,n_folds,n_folds_total,auc_mean,auc_sd,ovr_auc_macro_mean,legend
pascal_a,EXP-B1,M4,1,murmur,0.26,0.9158823529411764,0.07026341386490403,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.27,0.9294117647058824,0.060752679940508515,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.28,0.9294117647058824,0.060752679940508515,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.29,0.9413235294117648,0.06778350121743013,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.3,0.9426470588235295,0.06665585264080409,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.31,0.9439705882352942,0.06577565619078196,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.32,0.9629411764705884,0.042603651562862686,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.33,0.9642647058823531,0.041432734311297556,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.34,0.9705882352941178,0.04159451654038516,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.35,0.9705882352941178,0.04159451654038516,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.36,0.9764705882352942,0.041129758751770655,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.37,0.9764705882352942,0.041129758751770655,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.38,0.9888235294117648,0.02360282664439869,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.39,0.9914705882352941,0.019531714959863524,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.4,0.9941176470588236,0.018601633295108114,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.41,0.9941176470588236,0.018601633295108114,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.42,0.9941176470588236,0.018601633295108114,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
