run,rank,model_id,model_name,x,mean,sd,n_folds,roc_auc_mean,roc_auc_sd,legend
EXP-A1,2,M1,Logistic Regression,0.76,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.77,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.78,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.79,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.8,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.81,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.82,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.83,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.84,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.85,0.996973,0.004902,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.86,0.997265,0.004854,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.87,0.997265,0.004854,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.88,0.997265,0.004854,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.89,0.997265,0.004854,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.9,0.997265,0.004854,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.91,0.997265,0.004854,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.92,0.997571,0.004233,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.93,0.997571,0.004233,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.94,0.997571,0.004233,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.95,0.997874,0.004119,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.96,0.998179,0.003974,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.97,0.999401,0.002075,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.98,0.999401,0.002075,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,0.99,1.0,0.0,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,2,M1,Logistic Regression,1.0,1.0,0.0,25,0.9221754145146952,0.0192196267158023,M1 Logistic Regression  AUC 0.922
EXP-A1,3,M5,Gradient Boosting,0.0,0.109132,0.092392,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.01,0.352837,0.139662,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.02,0.477566,0.120778,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.03,0.557144,0.109612,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.04,0.615443,0.108864,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.05,0.664612,0.097085,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.06,0.708599,0.092993,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.07,0.739521,0.08386,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.08,0.763503,0.080009,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.09,0.780999,0.07819,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.1,0.798482,0.075927,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.11,0.815206,0.067043,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.12,0.829646,0.064066,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.13,0.839883,0.060605,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.14,0.847711,0.060632,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.15,0.859991,0.058702,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.16,0.869631,0.060213,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.17,0.875347,0.059498,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.18,0.883795,0.061316,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.19,0.892559,0.0569,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.2,0.900382,0.055372,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.21,0.909151,0.055977,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.22,0.917877,0.051917,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.23,0.92421,0.048494,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.24,0.93383,0.0471,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.25,0.941652,0.045036,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.26,0.947372,0.042342,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.27,0.953081,0.039216,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.28,0.958184,0.035388,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.29,0.962699,0.033489,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.3,0.966277,0.031526,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.31,0.969311,0.028925,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.32,0.972312,0.025887,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.33,0.975617,0.024639,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.34,0.978324,0.023462,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.35,0.979525,0.021791,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.36,0.981038,0.018101,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.37,0.981939,0.018095,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.38,0.983739,0.01857,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.39,0.984655,0.017312,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.4,0.98496,0.017241,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.41,0.986471,0.01561,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.42,0.98796,0.014529,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.43,0.988566,0.014043,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.44,0.989154,0.01421,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.45,0.99007,0.012497,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.46,0.990672,0.012035,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.47,0.991269,0.011734,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.48,0.991862,0.011587,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.49,0.992463,0.011386,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.5,0.993669,0.00893,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.51,0.993974,0.009013,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.52,0.993974,0.009013,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.53,0.993974,0.009013,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.54,0.993974,0.009013,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.55,0.994266,0.009088,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.56,0.994864,0.009204,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.57,0.994864,0.009204,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.58,0.994864,0.009204,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.59,0.99516,0.008739,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.6,0.995456,0.008509,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.61,0.995456,0.008509,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.62,0.996067,0.007315,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.63,0.996067,0.007315,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.64,0.996067,0.007315,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.65,0.996067,0.007315,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.66,0.996067,0.007315,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.67,0.996067,0.007315,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.68,0.996372,0.007314,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.69,0.996372,0.007314,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.7,0.996372,0.007314,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.71,0.996372,0.007314,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.72,0.996668,0.007304,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.73,0.996668,0.007304,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.74,0.996668,0.007304,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.75,0.996668,0.007304,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.76,0.996668,0.007304,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.77,0.996668,0.007304,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.78,0.996668,0.007304,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.79,0.996974,0.006935,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.8,0.996974,0.006935,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.81,0.996974,0.006935,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.82,0.996974,0.006935,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.83,0.996974,0.006935,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.84,0.996974,0.006935,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.85,0.996974,0.006935,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.86,0.997272,0.006551,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.87,0.997272,0.006551,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.88,0.997272,0.006551,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.89,0.997571,0.006496,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.9,0.998487,0.003089,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.91,0.998487,0.003089,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.92,0.998487,0.003089,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.93,0.998487,0.003089,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.94,0.998487,0.003089,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.95,0.998781,0.002851,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.96,0.998781,0.002851,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.97,0.998781,0.002851,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.98,0.998781,0.002851,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,0.99,0.999392,0.002106,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,3,M5,Gradient Boosting,1.0,1.0,0.0,25,0.9357444658070612,0.0218697771608859,M5 Gradient Boosting  AUC 0.936
EXP-A1,4,M8,XGBoost / LightGBM,0.0,0.137635,0.117564,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.01,0.383333,0.136186,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.02,0.525888,0.11115,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.03,0.599634,0.112093,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.04,0.65024,0.102028,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.05,0.689733,0.094803,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.06,0.722792,0.08745,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.07,0.748398,0.084201,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.08,0.780376,0.075395,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.09,0.798758,0.07068,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.1,0.814438,0.069835,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.11,0.827262,0.066411,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.12,0.84352,0.061773,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.13,0.855288,0.059187,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.14,0.861044,0.057043,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.15,0.869492,0.0518,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.16,0.876418,0.050688,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.17,0.884536,0.045694,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.18,0.891152,0.045906,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.19,0.898983,0.041373,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.2,0.906766,0.040116,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.21,0.914601,0.041605,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.22,0.920611,0.041376,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.23,0.926955,0.040815,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.24,0.934756,0.037483,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.25,0.941651,0.036316,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.26,0.943738,0.036047,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.27,0.946439,0.036188,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.28,0.95127,0.035722,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.29,0.956039,0.033812,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.3,0.958732,0.032279,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.31,0.963528,0.030689,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.32,0.968675,0.026412,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.33,0.971975,0.025378,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.34,0.975312,0.024267,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.35,0.977705,0.024281,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.36,0.981337,0.022165,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.37,0.984031,0.018925,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.38,0.986447,0.017963,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.39,0.987655,0.015161,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.4,0.988548,0.015508,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.41,0.989754,0.015457,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.42,0.992185,0.009303,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.43,0.993705,0.007631,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.44,0.994603,0.007589,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.45,0.994603,0.007589,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.46,0.995505,0.007094,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.47,0.995811,0.006767,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.48,0.996401,0.005721,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.49,0.997308,0.005615,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.5,0.997916,0.004995,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.51,0.997916,0.004995,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.52,0.998208,0.003877,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.53,0.9985,0.003062,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.54,0.9985,0.003062,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
EXP-A1,4,M8,XGBoost / LightGBM,0.55,0.998797,0.002815,25,0.9410446008725418,0.0179668080784246,M8 XGBoost / LightGBM  AUC 0.941
