method,model_id,task,outer_fold,repeat,fold,objective,trial,score,score_std,n_inner_folds,seconds,status,inner_accuracy,inner_balanced_accuracy,inner_f1,inner_sensitivity,inner_specificity,inner_fold_0_score,inner_fold_1_score,inner_fold_2_score,inner_fold_0_accuracy,inner_fold_0_balanced_accuracy,inner_fold_0_f1,inner_fold_0_sensitivity,inner_fold_0_specificity,inner_fold_1_accuracy,inner_fold_1_balanced_accuracy,inner_fold_1_f1,inner_fold_1_sensitivity,inner_fold_1_specificity,inner_fold_2_accuracy,inner_fold_2_balanced_accuracy,inner_fold_2_f1,inner_fold_2_sensitivity,inner_fold_2_specificity,param_C,param_l1_ratio,param_max_iter,param_solver,message,best_so_far,param_class_weight,param_gamma,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,param_learning_rate,param_subsample,param_colsample_bytree,param_reg_lambda
random,M3,binary,r0f0,0,0,balanced_accuracy,17,0.5,0.0,3,5.5973,ok,0.794447,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.796037,0.5,0.0,0.0,1.0,0.793103,0.5,0.0,0.0,1.0,0.79422,0.5,0.0,0.0,1.0,0.3646138881424758,,,,,0.801297,,1.4497696604877646,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,18,0.788743,0.02535,3,2.4583,ok,0.885847,0.789082,0.692308,0.624765,0.953398,0.759573,0.821377,0.785278,0.881119,0.759573,0.655405,0.554286,0.964861,0.882759,0.821377,0.716667,0.716667,0.926087,0.893642,0.785278,0.699346,0.601124,0.969432,105.63839336602742,,,,,0.801297,,0.00865748793814908,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,19,0.710703,0.039744,3,1.9581,ok,0.864636,0.711063,0.577617,0.450281,0.971845,0.659126,0.71715,0.755835,0.853147,0.659126,0.479339,0.331429,0.986823,0.857471,0.71715,0.581081,0.477778,0.956522,0.883237,0.755835,0.65529,0.539326,0.972344,25.851010250630644,,,,,0.801297,balanced,0.0004997610645605175,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,20,0.669889,0.030482,3,5.455,ok,0.80833,0.670063,0.48283,0.435272,0.904854,0.645806,0.650966,0.712894,0.825175,0.645806,0.444444,0.342857,0.948755,0.785057,0.650966,0.448378,0.422222,0.87971,0.815029,0.712894,0.545455,0.539326,0.886463,0.09989437002158444,,,,,0.801297,,0.0001088457180562647,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,21,0.567058,0.014794,3,5.719,ok,0.819514,0.567234,0.24026,0.138837,0.995631,0.547107,0.582488,0.571578,0.81352,0.547107,0.175258,0.097143,0.997072,0.822989,0.582488,0.287037,0.172222,0.992754,0.821965,0.571578,0.252427,0.146067,0.997089,21.098631304179975,,,,,0.801297,,0.335603818148091,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,22,0.800533,0.022372,3,3.9133,ok,0.876976,0.800883,0.691787,0.67167,0.930097,0.769467,0.821256,0.810878,0.879953,0.769467,0.664495,0.582857,0.956076,0.85977,0.821256,0.690355,0.755556,0.886957,0.891329,0.810878,0.718563,0.674157,0.947598,80.10233113871914,,,,,0.801297,,0.019705110640553566,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,23,0.679376,0.037638,3,5.6243,ok,0.809101,0.679588,0.497462,0.459662,0.899515,0.65086,0.65471,0.732557,0.829837,0.65086,0.455224,0.348571,0.953148,0.774713,0.65471,0.452514,0.45,0.85942,0.823121,0.732557,0.573816,0.578652,0.886463,0.050001725391579196,,,,,0.801297,,0.00037380952868859113,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,24,0.79391,0.020385,3,4.0512,ok,0.871963,0.794251,0.680154,0.662289,0.926214,0.766609,0.81558,0.79954,0.878788,0.766609,0.660131,0.577143,0.956076,0.854023,0.81558,0.680101,0.75,0.881159,0.883237,0.79954,0.698507,0.657303,0.941776,21.979348186071487,,,,,0.801297,,0.022671540493407066,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,25,0.718501,0.017672,3,5.7486,ok,0.863479,0.718679,0.587413,0.472795,0.964563,0.706752,0.743478,0.705273,0.861305,0.706752,0.567273,0.445714,0.967789,0.866667,0.743478,0.623377,0.533333,0.953623,0.862428,0.705273,0.567273,0.438202,0.972344,66.8335125906979,,,,,0.801297,,0.14913912817607755,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,26,0.7654,0.02287,3,5.4579,ok,0.85538,0.765735,0.635569,0.613508,0.917961,0.73995,0.795411,0.760839,0.856643,0.73995,0.607029,0.542857,0.937042,0.844828,0.795411,0.654731,0.711111,0.87971,0.86474,0.760839,0.64,0.58427,0.937409,5.859991732374344,,,,,0.801297,,0.06252242348423744,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,27,0.74059,0.02403,3,5.3551,ok,0.862322,0.740898,0.614887,0.534709,0.947087,0.706609,0.757971,0.757188,0.854312,0.706609,0.561404,0.457143,0.956076,0.850575,0.757971,0.624277,0.6,0.915942,0.882081,0.757188,0.655405,0.544944,0.969432,0.0142590034088501,,,,,0.801297,balanced,0.015261138936559676,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,28,0.77976,0.017415,3,3.6924,ok,0.862707,0.780082,0.657033,0.639775,0.920388,0.755181,0.7907,0.793398,0.874126,0.755181,0.642384,0.554286,0.956076,0.827586,0.7907,0.635922,0.727778,0.853623,0.886705,0.793398,0.697531,0.634831,0.951965,0.11828328138181744,,,,,0.801297,,0.01103171970274836,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,29,0.68713,0.033613,3,5.1558,ok,0.810258,0.68727,0.508982,0.478424,0.896117,0.666467,0.660386,0.734536,0.831002,0.666467,0.483986,0.388571,0.944363,0.78046,0.660386,0.461972,0.455556,0.865217,0.819653,0.734536,0.57377,0.589888,0.879185,0.14780782600451198,,,,,0.801297,,0.0001956652528426982,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,30,0.775765,0.021195,3,3.1275,ok,0.861936,0.776119,0.652427,0.630394,0.921845,0.74727,0.798068,0.781958,0.868298,0.74727,0.627063,0.542857,0.951684,0.842529,0.798068,0.654912,0.722222,0.873913,0.875145,0.781958,0.672727,0.623596,0.94032,0.25522279482250676,,,,,0.801297,balanced,0.0029374385413397696,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,31,0.5,0.0,3,5.9991,ok,0.794447,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.796037,0.5,0.0,0.0,1.0,0.793103,0.5,0.0,0.0,1.0,0.79422,0.5,0.0,0.0,1.0,6.097625697605979,,,,,0.801297,,0.8307895889530076,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,32,0.796592,0.025527,3,2.7549,ok,0.885075,0.796941,0.698381,0.64728,0.946602,0.767413,0.829589,0.792773,0.88345,0.767413,0.666667,0.571429,0.963397,0.882759,0.829589,0.722826,0.738889,0.92029,0.889017,0.792773,0.7,0.629213,0.956332,20.96851630457638,,,,,0.801297,balanced,0.010763023963055198,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,33,0.670584,0.031956,3,5.441,ok,0.80833,0.670759,0.483904,0.437148,0.904369,0.645806,0.650242,0.715703,0.825175,0.645806,0.444444,0.342857,0.948755,0.783908,0.650242,0.447059,0.422222,0.878261,0.816185,0.715703,0.549575,0.544944,0.886463,0.06836984566407321,,,,,0.801297,,0.00012988540882216318,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,34,0.521228,0.011338,3,5.4042,ok,0.801774,0.5213,0.085409,0.045028,0.997573,0.519268,0.53599,0.508427,0.80303,0.519268,0.076503,0.04,0.998536,0.804598,0.53599,0.141414,0.077778,0.994203,0.797688,0.508427,0.033149,0.016854,1.0,0.028199363376392898,,,,,0.801297,,0.40906917319038083,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,35,0.730619,0.024046,3,5.2488,ok,0.861936,0.73092,0.602222,0.508443,0.953398,0.701627,0.760507,0.729724,0.853147,0.701627,0.553191,0.445714,0.95754,0.864368,0.760507,0.640244,0.583333,0.937681,0.868208,0.729724,0.606897,0.494382,0.965066,0.06402637223214792,,,,,0.801297,balanced,0.03200544540995634,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,36,0.589436,0.021364,3,5.6156,ok,0.826456,0.589682,0.307692,0.187617,0.991748,0.564179,0.616425,0.587704,0.817016,0.564179,0.234146,0.137143,0.991215,0.834483,0.616425,0.37931,0.244444,0.988406,0.827746,0.587704,0.300469,0.179775,0.995633,0.05775113361716168,,,,,0.801297,balanced,0.3031111242627719,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,37,0.767885,0.022543,3,2.4719,ok,0.869263,0.768214,0.652308,0.596623,0.939806,0.736645,0.78901,0.778,0.868298,0.736645,0.614334,0.514286,0.959004,0.857471,0.78901,0.661202,0.672222,0.905797,0.882081,0.778,0.677215,0.601124,0.954876,0.8037225074480124,,,,,0.801297,balanced,0.003217810361069201,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,38,0.788353,0.021481,3,2.2695,ok,0.887389,0.788662,0.69392,0.621013,0.956311,0.762502,0.815097,0.787461,0.885781,0.762502,0.664384,0.554286,0.970717,0.87931,0.815097,0.707521,0.705556,0.924638,0.89711,0.787461,0.706271,0.601124,0.973799,14.171406821452923,,,,,0.801297,,0.006442627956079213,,,,,,,,
random,M3,binary,r0f0,0,0,balanced_accuracy,39,0.5,0.0,3,7.0627,ok,0.794447,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.796037,0.5,0.0,0.0,1.0,0.793103,0.5,0.0,0.0,1.0,0.79422,0.5,0.0,0.0,1.0,0.03890715817721236,,,,,0.801297,balanced,6.448939798111935,,,,,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,0,0.831377,0.018868,3,3.9262,ok,0.858079,0.831408,0.694859,0.786116,0.876699,0.836076,0.80628,0.851774,0.881119,0.836076,0.722826,0.76,0.912152,0.803448,0.80628,0.63067,0.811111,0.801449,0.890173,0.851774,0.746667,0.786517,0.917031,,,,,,0.831377,balanced_subsample,,20.0,log2,7.0,180.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,1,0.844747,0.017329,3,17.1684,ok,0.871577,0.84477,0.718987,0.79925,0.890291,0.855629,0.82029,0.858324,0.902098,0.855629,0.764045,0.777143,0.934114,0.812644,0.82029,0.647948,0.833333,0.807246,0.900578,0.858324,0.765027,0.786517,0.930131,,,,,,0.844747,balanced,,,sqrt,7.0,873.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,2,0.844035,0.015281,3,37.8067,ok,0.872734,0.844108,0.719864,0.795497,0.892718,0.849985,0.823068,0.859052,0.903263,0.849985,0.762178,0.76,0.939971,0.813793,0.823068,0.650862,0.838889,0.807246,0.901734,0.859052,0.767123,0.786517,0.931587,,,,,,0.844747,,,30.0,0.5,8.0,574.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,3,0.843373,0.009104,3,59.4486,ok,0.882761,0.843465,0.731449,0.776735,0.910194,0.848735,0.830556,0.850829,0.911422,0.848735,0.77381,0.742857,0.954612,0.832184,0.830556,0.671171,0.827778,0.833333,0.905202,0.850829,0.767045,0.758427,0.943231,,,,,,0.844747,balanced_subsample,,10.0,0.5,2.0,808.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,4,0.843596,0.020258,3,30.0896,ok,0.861936,0.84357,0.707516,0.812383,0.874757,0.86479,0.816304,0.849693,0.899767,0.86479,0.766304,0.805714,0.923865,0.796552,0.816304,0.63354,0.85,0.782609,0.890173,0.849693,0.745308,0.780899,0.918486,,,,,,0.844747,,,5.0,0.5,2.0,550.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,5,0.84156,0.013102,3,27.695,ok,0.867721,0.841648,0.71249,0.797373,0.885922,0.846325,0.823671,0.854685,0.897436,0.846325,0.751412,0.76,0.93265,0.811494,0.823671,0.649573,0.844444,0.802899,0.894798,0.854685,0.754717,0.786517,0.922853,,,,,,0.844747,balanced_subsample,,10.0,0.3,9.0,680.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,6,0.844239,0.02498,3,22.2014,ok,0.859622,0.8442,0.705502,0.818011,0.870388,0.865522,0.809179,0.858017,0.900932,0.865522,0.768392,0.805714,0.925329,0.788506,0.809179,0.622951,0.844444,0.773913,0.890173,0.858017,0.750656,0.803371,0.912664,,,,,,0.844747,,,5.0,0.3,1.0,505.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,7,0.83003,0.017249,3,2.7645,ok,0.851523,0.830063,0.687246,0.793621,0.866505,0.838201,0.806039,0.845849,0.881119,0.838201,0.724324,0.765714,0.910688,0.796552,0.806039,0.625793,0.822222,0.789855,0.877457,0.845849,0.726804,0.792135,0.899563,,,,,,0.844747,balanced_subsample,,30.0,log2,9.0,157.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,8,0.836199,0.019548,3,3.9066,ok,0.858079,0.836275,0.698361,0.79925,0.873301,0.836076,0.812319,0.860201,0.881119,0.836076,0.722826,0.76,0.912152,0.8,0.812319,0.632911,0.833333,0.791304,0.893642,0.860201,0.756614,0.803371,0.917031,,,,,,0.844747,balanced,,20.0,log2,8.0,248.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,9,0.842017,0.010984,3,40.1542,ok,0.868492,0.842133,0.713686,0.797373,0.886893,0.843468,0.827899,0.854685,0.89627,0.843468,0.747875,0.754286,0.93265,0.814943,0.827899,0.655246,0.85,0.805797,0.894798,0.854685,0.754717,0.786517,0.922853,,,,,,0.844747,,,10.0,0.3,9.0,974.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,10,0.836956,0.013172,3,12.3996,ok,0.878133,0.837075,0.72134,0.767355,0.906796,0.837306,0.820652,0.85291,0.90676,0.837306,0.759036,0.72,0.954612,0.822989,0.820652,0.65625,0.816667,0.824638,0.905202,0.85291,0.768362,0.764045,0.941776,,,,,,0.844747,balanced_subsample,,,log2,4.0,784.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,11,0.845374,0.010513,3,7.1324,ok,0.887003,0.845439,0.738159,0.774859,0.916019,0.850128,0.830797,0.855196,0.910256,0.850128,0.772861,0.748571,0.951684,0.83908,0.830797,0.677419,0.816667,0.844928,0.912139,0.855196,0.780347,0.758427,0.951965,,,,,,0.845374,,,10.0,0.3,2.0,139.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,12,0.841737,0.01192,3,68.778,ok,0.881219,0.841799,0.728395,0.774859,0.908738,0.850128,0.824879,0.850204,0.910256,0.850128,0.772861,0.748571,0.951684,0.826437,0.824879,0.662192,0.822222,0.827536,0.907514,0.850204,0.770115,0.752809,0.947598,,,,,,0.845374,balanced_subsample,,20.0,0.5,4.0,931.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,13,0.839851,0.011044,3,7.5539,ok,0.882761,0.839988,0.729055,0.767355,0.912621,0.837306,0.827778,0.854468,0.90676,0.837306,0.759036,0.72,0.954612,0.831034,0.827778,0.668172,0.822222,0.833333,0.910983,0.854468,0.778098,0.758427,0.950509,,,,,,0.845374,balanced_subsample,,30.0,sqrt,4.0,393.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,14,0.84397,0.01762,3,15.0632,ok,0.87929,0.844062,0.727589,0.78424,0.903883,0.845074,0.82186,0.864976,0.905594,0.845074,0.762463,0.742857,0.947291,0.818391,0.82186,0.653509,0.827778,0.815942,0.914451,0.864976,0.789773,0.780899,0.949054,,,,,,0.845374,,,,sqrt,5.0,816.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,15,0.842795,0.022783,3,18.2215,ok,0.858465,0.842776,0.703314,0.816135,0.869417,0.860469,0.810628,0.857289,0.89627,0.860469,0.758808,0.8,0.920937,0.790805,0.810628,0.625514,0.844444,0.776812,0.889017,0.857289,0.748691,0.803371,0.911208,,,,,,0.845374,,,5.0,0.3,3.0,528.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,16,0.841281,0.01259,3,67.8712,ok,0.881604,0.841346,0.728559,0.772983,0.909709,0.848735,0.823551,0.851557,0.911422,0.848735,0.77381,0.742857,0.954612,0.827586,0.823551,0.662162,0.816667,0.830435,0.906358,0.851557,0.769231,0.758427,0.944687,,,,,,0.845374,balanced_subsample,,10.0,0.5,2.0,947.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,17,0.841971,0.014563,3,54.8005,ok,0.880447,0.842009,0.727592,0.776735,0.907282,0.852253,0.821377,0.852285,0.910256,0.852253,0.774194,0.754286,0.95022,0.824138,0.821377,0.657718,0.816667,0.826087,0.907514,0.852285,0.771429,0.758427,0.946143,,,,,,0.845374,,,,0.5,4.0,730.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,18,0.835911,0.018281,3,7.3487,ok,0.853066,0.835901,0.69299,0.806754,0.865049,0.845898,0.810266,0.851569,0.876457,0.845898,0.723958,0.794286,0.897511,0.8,0.810266,0.631356,0.827778,0.792754,0.883237,0.851569,0.737662,0.797753,0.905386,,,,,,0.845374,,,30.0,log2,9.0,492.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,19,0.845019,0.021415,3,12.6109,ok,0.85538,0.845007,0.701671,0.827392,0.862621,0.860326,0.814734,0.859996,0.889277,0.860326,0.74934,0.811429,0.909224,0.790805,0.814734,0.628571,0.855556,0.773913,0.886705,0.859996,0.747423,0.814607,0.905386,,,,,,0.845374,balanced,,5.0,0.3,7.0,359.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,20,0.836098,0.020361,3,14.9901,ok,0.860008,0.836098,0.700248,0.795497,0.876699,0.847576,0.807488,0.853229,0.889277,0.847576,0.741144,0.777143,0.918009,0.798851,0.807488,0.62845,0.822222,0.792754,0.892486,0.853229,0.75067,0.786517,0.919942,,,,,,0.845374,,,,sqrt,9.0,850.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,21,0.831587,0.017468,3,11.9859,ok,0.857308,0.831618,0.694215,0.787992,0.875243,0.838933,0.807488,0.848339,0.882284,0.838933,0.726287,0.765714,0.912152,0.798851,0.807488,0.62845,0.822222,0.792754,0.891329,0.848339,0.745946,0.775281,0.921397,,,,,,0.845374,,,20.0,log2,7.0,809.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,22,0.834765,0.01493,3,5.5145,ok,0.865793,0.834871,0.705584,0.782364,0.887379,0.835629,0.816063,0.852604,0.893939,0.835629,0.739255,0.737143,0.934114,0.809195,0.816063,0.642241,0.827778,0.804348,0.894798,0.852604,0.753388,0.780899,0.924309,,,,,,0.845374,balanced_subsample,,20.0,log2,6.0,349.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,23,0.841535,0.006884,3,12.3248,ok,0.893174,0.841674,0.743756,0.754221,0.929126,0.837377,0.83599,0.851238,0.910256,0.837377,0.764526,0.714286,0.960469,0.850575,0.83599,0.691943,0.811111,0.86087,0.919075,0.851238,0.789157,0.735955,0.966521,,,,,,0.845374,balanced,,,sqrt,2.0,612.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,24,0.832993,0.018952,3,7.7298,ok,0.859622,0.833074,0.697674,0.787992,0.878155,0.831826,0.810386,0.856766,0.881119,0.831826,0.71978,0.748571,0.915081,0.803448,0.810386,0.633833,0.822222,0.798551,0.894798,0.856766,0.756032,0.792135,0.921397,,,,,,0.845374,,,20.0,log2,7.0,496.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,25,0.846834,0.015239,3,25.3269,ok,0.875048,0.846955,0.72449,0.79925,0.89466,0.845735,0.828744,0.866023,0.903263,0.845735,0.75942,0.748571,0.942899,0.81954,0.828744,0.659436,0.844444,0.813043,0.90289,0.866023,0.772973,0.803371,0.928675,,,,,,0.846834,balanced_subsample,,,0.3,8.0,609.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,26,0.844707,0.01083,3,30.2635,ok,0.889317,0.84481,0.740741,0.769231,0.920388,0.84302,0.832367,0.858733,0.909091,0.84302,0.766467,0.731429,0.954612,0.844828,0.832367,0.683841,0.811111,0.853623,0.914451,0.858733,0.786127,0.764045,0.953421,,,,,,0.846834,,,10.0,0.3,1.0,609.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,27,0.832961,0.008225,3,6.2872,ok,0.893945,0.833119,0.738841,0.729831,0.936408,0.825288,0.829227,0.844369,0.907925,0.825288,0.752351,0.685714,0.964861,0.852874,0.829227,0.68932,0.788889,0.869565,0.921387,0.844369,0.78882,0.713483,0.975255,,,,,,0.846834,balanced_subsample,,20.0,log2,1.0,373.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,28,0.832785,0.02406,3,13.0052,ok,0.821442,0.832687,0.66229,0.851782,0.813592,0.845116,0.799155,0.854084,0.837995,0.845116,0.683371,0.857143,0.833089,0.775862,0.799155,0.607646,0.838889,0.75942,0.850867,0.854084,0.703448,0.859551,0.848617,,,,,,0.846834,,,5.0,log2,3.0,985.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,29,0.842547,0.011341,3,67.9684,ok,0.885847,0.842625,0.734767,0.769231,0.916019,0.845877,0.827295,0.854468,0.910256,0.845877,0.770149,0.737143,0.954612,0.836782,0.827295,0.672811,0.811111,0.843478,0.910983,0.854468,0.778098,0.758427,0.950509,,,,,,0.846834,balanced,,,0.5,3.0,868.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,30,0.828197,0.027783,3,11.5289,ok,0.815272,0.828108,0.654152,0.849906,0.806311,0.834938,0.791304,0.858348,0.825175,0.834938,0.665179,0.851429,0.818448,0.766667,0.791304,0.596421,0.833333,0.749275,0.854335,0.858348,0.709677,0.865169,0.851528,,,,,,0.846834,balanced_subsample,,5.0,log2,10.0,870.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,31,0.841272,0.012312,3,31.1904,ok,0.875048,0.841392,0.72069,0.78424,0.898544,0.841485,0.826087,0.856243,0.903263,0.841485,0.756598,0.737143,0.945827,0.821839,0.826087,0.659341,0.833333,0.818841,0.900578,0.856243,0.763736,0.780899,0.931587,,,,,,0.846834,,,,0.3,6.0,696.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,32,0.837235,0.015846,3,14.9599,ok,0.869649,0.837298,0.711604,0.782364,0.892233,0.843539,0.815459,0.852706,0.899767,0.843539,0.752874,0.748571,0.938507,0.811494,0.815459,0.643478,0.822222,0.808696,0.898266,0.852706,0.758242,0.775281,0.930131,,,,,,0.846834,balanced_subsample,,20.0,log2,5.0,997.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,33,0.831905,0.023368,3,11.2219,ok,0.823371,0.831815,0.663235,0.846154,0.817476,0.844455,0.799155,0.852105,0.840326,0.844455,0.685057,0.851429,0.837482,0.775862,0.799155,0.607646,0.838889,0.75942,0.854335,0.852105,0.705607,0.848315,0.855895,,,,,,0.846834,balanced,,5.0,log2,2.0,833.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,34,0.848788,0.014073,3,8.6789,ok,0.876976,0.848864,0.728048,0.801126,0.896602,0.854307,0.829469,0.862589,0.90676,0.854307,0.770115,0.765714,0.942899,0.82069,0.829469,0.66087,0.844444,0.814493,0.904046,0.862589,0.772603,0.792135,0.933042,,,,,,0.848788,,,,0.3,8.0,195.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,35,0.836477,0.008444,3,43.3539,ok,0.885075,0.836577,0.729583,0.754221,0.918932,0.836574,0.826087,0.846769,0.905594,0.836574,0.756757,0.72,0.953148,0.841379,0.826087,0.676056,0.8,0.852174,0.908671,0.846769,0.769679,0.741573,0.951965,,,,,,0.848788,balanced_subsample,,20.0,0.5,2.0,516.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,36,0.843734,0.012959,3,43.6016,ok,0.880062,0.843852,0.728384,0.782364,0.90534,0.841485,0.829106,0.86061,0.903263,0.841485,0.756598,0.737143,0.945827,0.829885,0.829106,0.668161,0.827778,0.830435,0.907514,0.86061,0.776536,0.780899,0.94032,,,,,,0.848788,balanced_subsample,,,0.3,5.0,945.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,37,0.840996,0.014132,3,9.4629,ok,0.882376,0.841136,0.72937,0.771107,0.911165,0.836574,0.826329,0.860086,0.905594,0.836574,0.756757,0.72,0.953148,0.828736,0.826329,0.665169,0.822222,0.830435,0.913295,0.860086,0.7851,0.769663,0.950509,,,,,,0.848788,balanced,,,sqrt,4.0,501.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,38,0.830899,0.016219,3,10.5702,ok,0.858465,0.830955,0.694929,0.78424,0.87767,0.836147,0.808937,0.847611,0.884615,0.836147,0.727273,0.754286,0.918009,0.801149,0.808937,0.63113,0.822222,0.795652,0.890173,0.847611,0.743935,0.775281,0.919942,,,,,,0.848788,,,20.0,log2,7.0,716.0,,,,
random,M4,binary,r0f0,0,0,balanced_accuracy,39,0.834955,0.020875,3,2.7361,ok,0.824913,0.834872,0.666667,0.851782,0.817961,0.849508,0.805435,0.849921,0.844988,0.849508,0.692841,0.857143,0.841874,0.77931,0.805435,0.614458,0.85,0.76087,0.850867,0.849921,0.700696,0.848315,0.851528,,,,,,0.848788,,,5.0,log2,2.0,178.0,,,,
random,M5,binary,r0f0,0,0,balanced_accuracy,0,0.826949,0.004246,3,77.926,ok,0.884304,0.827051,0.721707,0.729831,0.924272,0.825074,0.822947,0.832826,0.897436,0.825074,0.736527,0.702857,0.947291,0.849425,0.822947,0.681265,0.777778,0.868116,0.906358,0.832826,0.756757,0.707865,0.957787,,,,,,0.826949,,,7.0,,2.0,162.0,0.015293952761249943,0.943439167964553,,
random,M5,binary,r0f0,0,0,balanced_accuracy,1,0.833469,0.014429,3,191.6562,ok,0.858079,0.833494,0.69637,0.791745,0.875243,0.847576,0.813647,0.839184,0.889277,0.847576,0.741144,0.777143,0.918009,0.798851,0.813647,0.633124,0.838889,0.788406,0.886705,0.839184,0.733696,0.758427,0.919942,,,,,,0.833469,,,5.0,,20.0,588.0,0.0017954852306126248,0.9044558807961411,,
random,M5,binary,r0f0,0,0,balanced_accuracy,2,0.837505,0.007609,3,220.9241,ok,0.882376,0.837659,0.726947,0.761726,0.913592,0.833717,0.830676,0.848122,0.904429,0.833717,0.753012,0.714286,0.953148,0.835632,0.830676,0.67426,0.822222,0.83913,0.907514,0.848122,0.768786,0.747191,0.949054,,,,,,0.837505,,,7.0,,11.0,602.0,0.002217046753718673,0.7801543751582268,,
random,M5,binary,r0f0,0,0,balanced_accuracy,3,0.82891,0.007501,3,82.4233,ok,0.898573,0.829078,0.742409,0.711069,0.947087,0.818841,0.836836,0.831052,0.904429,0.818841,0.742138,0.674286,0.963397,0.874713,0.836836,0.718346,0.772222,0.901449,0.916763,0.831052,0.772152,0.685393,0.97671,,,,,,0.837505,,,7.0,,13.0,359.0,0.3171837329014025,0.929104645308332,,
random,M5,binary,r0f0,0,0,balanced_accuracy,4,0.837178,0.012288,3,142.5681,ok,0.868492,0.837266,0.71028,0.78424,0.890291,0.842075,0.82029,0.849169,0.897436,0.842075,0.748571,0.748571,0.935578,0.812644,0.82029,0.647948,0.833333,0.807246,0.895954,0.849169,0.752747,0.769663,0.928675,,,,,,0.837505,,,5.0,,18.0,482.0,0.004104974786241306,0.8218339148063339,,
