run,task,model_id,fold_label,quality_group,n_units,n_records_corpus,reported,mean_snr_proxy_db,n_classes_present,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative
EXP-A2,binary,M1,r3f2,noisy,96,462,True,31.597966218750003,2,0.5416666666666666,0.7023809523809523,0.9166666666666666,0.4880952380952381,0.2037037037037037,0.3333333333333333,0.2698412698412698,0.7916666666666666,0.3860523391337345,11.0,43.0,41.0,1.0,96.0,12.0,84.0
EXP-A2,binary,M1,r3f3,clean,563,2763,True,30.497444957371226,2,0.8952042628774423,0.9028030130971307,0.9159663865546218,0.8896396396396397,0.689873417721519,0.7870036101083032,0.7320346138046174,0.960519342872284,0.8373373655330896,109.0,49.0,395.0,10.0,563.0,119.0,444.0
EXP-A2,binary,M1,r3f3,low_quality_other,5,15,False,39.562583599999996,2,0.2,0.5,1.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.2,1.0,4.0,0.0,0.0,5.0,1.0,4.0
EXP-A2,binary,M1,r3f3,noisy,83,462,True,32.44802554216867,2,0.5421686746987951,0.5906862745098038,0.6666666666666666,0.5147058823529411,0.23255813953488372,0.3448275862068966,0.13967137836811278,0.5715686274509804,0.20268307919985817,10.0,33.0,35.0,5.0,83.0,15.0,68.0
EXP-A2,binary,M1,r3f4,clean,520,2763,True,28.497381340384614,2,0.9038461538461539,0.8833746898263027,0.8461538461538461,0.9205955334987593,0.7557251908396947,0.7983870967741935,0.7375448566168045,0.9447731755424064,0.8526018869029919,99.0,32.0,371.0,18.0,520.0,117.0,403.0
EXP-A2,binary,M1,r3f4,low_quality_other,8,15,False,26.538081625,2,0.875,0.8333333333333333,0.6666666666666666,1.0,1.0,0.8,0.7453559924999299,0.8666666666666667,0.8666666666666667,2.0,0.0,5.0,1.0,8.0,3.0,5.0
EXP-A2,binary,M1,r3f4,noisy,115,462,True,29.50724419130435,2,0.7130434782608696,0.7194055944055944,0.7272727272727273,0.7115384615384616,0.21052631578947367,0.32653061224489793,0.2743806900709416,0.7875874125874126,0.2760584909465954,8.0,30.0,74.0,3.0,115.0,11.0,104.0
EXP-A2,binary,M1,r4f0,clean,558,2763,True,30.33845090322581,2,0.8100358422939068,0.8430215069935328,0.9016393442622951,0.7844036697247706,0.5392156862745098,0.6748466257668712,0.5887864292011804,0.9072980899383365,0.7255597994308919,110.0,94.0,342.0,12.0,558.0,122.0,436.0
EXP-A2,binary,M1,r4f0,low_quality_other,4,15,False,22.716457,1,0.5,0.5,0.5,,1.0,0.6666666666666666,,,,2.0,0.0,0.0,2.0,4.0,4.0,0.0
EXP-A2,binary,M1,r4f0,noisy,93,462,True,31.2708162795699,2,0.7419354838709677,0.7674698795180723,0.8,0.7349397590361446,0.26666666666666666,0.4,0.35449737352632466,0.8192771084337349,0.37588175230566534,8.0,22.0,61.0,2.0,93.0,10.0,83.0
EXP-A2,binary,M1,r4f1,clean,531,2763,True,29.396334990583807,2,0.9190207156308852,0.9042746655518394,0.8782608695652174,0.9302884615384616,0.7769230769230769,0.8244897959183674,0.7745656713371147,0.9732859531772575,0.8946706947562798,101.0,29.0,387.0,14.0,531.0,115.0,416.0
EXP-A2,binary,M1,r4f1,noisy,113,462,True,27.44758150442478,2,0.5752212389380531,0.7264819587628866,0.9375,0.5154639175257731,0.24193548387096775,0.38461538461538464,0.31734271556316723,0.7448453608247423,0.33595985713770554,15.0,47.0,50.0,1.0,113.0,16.0,97.0
EXP-A2,binary,M1,r4f2,clean,555,2763,True,29.949389286486486,2,0.8792792792792793,0.8824621003848874,0.8879310344827587,0.876993166287016,0.6560509554140127,0.7545787545787546,0.6905391309713264,0.9604705050663734,0.8670241843860925,103.0,54.0,385.0,13.0,555.0,116.0,439.0
EXP-A2,binary,M1,r4f2,low_quality_other,3,15,False,31.939355333333328,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,3.0,0.0,3.0
EXP-A2,binary,M1,r4f2,noisy,89,462,True,32.30650229213484,2,0.6292134831460674,0.5543664383561644,0.4375,0.6712328767123288,0.22580645161290322,0.2978723404255319,0.08763699062584393,0.6686643835616439,0.24053103948440976,7.0,24.0,49.0,9.0,89.0,16.0,73.0
EXP-A2,binary,M1,r4f3,clean,580,2763,True,29.925905437931032,2,0.8948275862068965,0.9090579710144928,0.9333333333333333,0.8847826086956522,0.6787878787878788,0.7859649122807018,0.7345449442794786,0.9534782608695651,0.8036161976416455,112.0,53.0,407.0,8.0,580.0,120.0,460.0
EXP-A2,binary,M1,r4f3,low_quality_other,8,15,False,35.7659065,1,0.375,0.1875,0.0,0.375,0.0,0.0,,,,0.0,5.0,3.0,0.0,8.0,0.0,8.0
EXP-A2,binary,M1,r4f3,noisy,63,462,True,31.583516936507944,2,0.6349206349206349,0.6229166666666667,0.6,0.6458333333333334,0.34615384615384615,0.43902439024390244,0.21267648901862418,0.7263888888888889,0.4322151289405262,9.0,17.0,31.0,6.0,63.0,15.0,48.0
EXP-A2,binary,M1,r4f4,clean,539,2763,True,29.970207254174394,2,0.8979591836734694,0.8844442165709598,0.8608695652173913,0.9080188679245284,0.717391304347826,0.782608695652174,0.7217444393443734,0.9277481542247745,0.7623268558376844,99.0,39.0,385.0,16.0,539.0,115.0,424.0
EXP-A2,binary,M1,r4f4,noisy,104,462,True,33.28152283653846,2,0.5961538461538461,0.45454545454545453,0.25,0.6590909090909091,0.11764705882352941,0.16,-0.0699230178027249,0.42542613636363635,0.13981165017840957,4.0,30.0,58.0,12.0,104.0,16.0,88.0
EXP-A2,binary,M3,r0f0,clean,559,2763,True,30.94760786583184,2,0.8354203935599285,0.7971797235023041,0.728,0.8663594470046083,0.610738255033557,0.6642335766423357,0.5600979442388236,0.8960184331797235,0.6432330510836204,91.0,58.0,376.0,34.0,559.0,125.0,434.0
EXP-A2,binary,M3,r0f0,low_quality_other,4,15,False,34.4195965,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,4.0,0.0,4.0,0.0,4.0
EXP-A2,binary,M3,r0f0,noisy,84,462,True,34.381897011904755,2,0.8452380952380952,0.461038961038961,0.0,0.922077922077922,0.0,0.0,-0.08362420100070908,0.719851576994434,0.14943598695516855,0.0,6.0,71.0,7.0,84.0,7.0,77.0
EXP-A2,binary,M3,r0f1,clean,532,2763,True,31.62390868045113,2,0.9116541353383458,0.8437387796481297,0.7256637168141593,0.9618138424821002,0.8367346938775511,0.7772511848341233,0.7253487334901115,0.9686358164192028,0.866386644761235,82.0,16.0,403.0,31.0,532.0,113.0,419.0
EXP-A2,binary,M3,r0f1,low_quality_other,1,15,False,20.833255,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0
EXP-A2,binary,M3,r0f1,noisy,118,462,True,30.333105432203393,2,0.7966101694915254,0.5031909671084929,0.047619047619047616,0.9587628865979382,0.2,0.07692307692307693,0.012117795355782677,0.6224840451644575,0.2685705225278477,1.0,4.0,93.0,20.0,118.0,21.0,97.0
EXP-A2,binary,M3,r0f2,clean,529,2763,True,29.556630431001892,2,0.9035916824196597,0.8171580107452817,0.6764705882352942,0.9578454332552693,0.7931034482758621,0.7301587301587301,0.675070209642784,0.9425540708086513,0.8092046956243493,69.0,18.0,409.0,33.0,529.0,102.0,427.0
EXP-A2,binary,M3,r0f2,noisy,115,462,True,31.292833530434784,2,0.7217391304347827,0.516840417000802,0.10344827586206896,0.9302325581395349,0.3333333333333333,0.15789473684210525,0.0544573964241631,0.6704089815557338,0.36215204163451076,3.0,6.0,80.0,26.0,115.0,29.0,86.0
EXP-A2,binary,M3,r0f3,clean,554,2763,True,28.793460967509024,2,0.9133574007220217,0.8552478384517016,0.7520661157024794,0.9584295612009238,0.8348623853211009,0.7913043478260869,0.7384223253803514,0.9586776859504134,0.8481033107413247,91.0,18.0,415.0,30.0,554.0,121.0,433.0
EXP-A2,binary,M3,r0f3,low_quality_other,7,15,False,36.46351214285714,2,0.8571428571428571,0.9166666666666667,1.0,0.8333333333333334,0.5,0.6666666666666666,0.6454972243679028,1.0,1.0,1.0,1.0,5.0,0.0,7.0,1.0,6.0
EXP-A2,binary,M3,r0f3,noisy,94,462,True,31.493600308510636,2,0.8191489361702128,0.5413502109704641,0.13333333333333333,0.9493670886075949,0.3333333333333333,0.19047619047619047,0.12389390431701923,0.4531645569620253,0.26620471936562445,2.0,4.0,75.0,13.0,94.0,15.0,79.0
EXP-A2,binary,M3,r0f4,clean,589,2763,True,28.795450446519528,2,0.8879456706281834,0.8657667791526059,0.8267716535433071,0.9047619047619048,0.7046979865771812,0.7608695652173914,0.6920502494299552,0.9390360295872107,0.7283805004963522,105.0,44.0,418.0,22.0,589.0,127.0,462.0
EXP-A2,binary,M3,r0f4,low_quality_other,3,15,False,19.684973333333332,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,0.8,,,,2.0,0.0,0.0,1.0,3.0,3.0,0.0
EXP-A2,binary,M3,r0f4,noisy,51,462,True,25.678846960784313,2,0.9215686274509803,0.96,1.0,0.92,0.2,0.3333333333333333,0.4289522117905444,1.0,1.0,1.0,4.0,46.0,0.0,51.0,1.0,50.0
EXP-A2,binary,M3,r1f0,clean,523,2763,True,29.908973933078396,2,0.8355640535372849,0.78556344356578,0.7009345794392523,0.8701923076923077,0.5813953488372093,0.635593220338983,0.5344759823439815,0.9012401150251618,0.6110018478247782,75.0,54.0,362.0,32.0,523.0,107.0,416.0
EXP-A2,binary,M3,r1f0,low_quality_other,4,15,False,19.972043749999997,2,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0
EXP-A2,binary,M3,r1f0,noisy,120,462,True,32.11873609166666,2,0.8,0.5074211502782932,0.045454545454545456,0.9693877551020408,0.25,0.07692307692307693,0.03199385776890596,0.6052875695732839,0.26014513819529816,1.0,3.0,95.0,21.0,120.0,22.0,98.0
EXP-A2,binary,M3,r1f1,clean,563,2763,True,29.769992783303728,2,0.8703374777975134,0.7982309501065471,0.6693548387096774,0.9271070615034168,0.7217391304347827,0.694560669456067,0.6131092710295757,0.9377250349033728,0.8101421089713359,83.0,32.0,407.0,41.0,563.0,124.0,439.0
EXP-A2,binary,M3,r1f1,low_quality_other,3,15,False,31.939355333333328,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,3.0,0.0,3.0
EXP-A2,binary,M3,r1f1,noisy,89,462,True,29.141129067415733,2,0.797752808988764,0.6017316017316017,0.3333333333333333,0.8701298701298701,0.2857142857142857,0.3076923076923077,0.1908654032135941,0.6764069264069265,0.24991190524593376,4.0,10.0,67.0,8.0,89.0,12.0,77.0
EXP-A2,binary,M3,r1f2,clean,559,2763,True,30.01991357781753,2,0.9194991055456172,0.8507734912146676,0.7310924369747899,0.9704545454545455,0.87,0.7945205479452054,0.7492905185355344,0.9711229946524064,0.9061332611573124,87.0,13.0,427.0,32.0,559.0,119.0,440.0
EXP-A2,binary,M3,r1f2,low_quality_other,4,15,False,41.500502499999996,1,0.5,0.25,0.0,0.5,0.0,0.0,,,,0.0,2.0,2.0,0.0,4.0,0.0,4.0
EXP-A2,binary,M3,r1f2,noisy,81,462,True,33.96288733333333,2,0.8148148148148148,0.4782608695652174,0.0,0.9565217391304348,0.0,0.0,-0.08178608201095307,0.538647342995169,0.16710163726257685,0.0,3.0,66.0,12.0,81.0,12.0,69.0
EXP-A2,binary,M3,r1f3,clean,549,2763,True,30.965463584699457,2,0.8706739526411658,0.8062062937062937,0.6916666666666667,0.9207459207459208,0.7094017094017094,0.70042194092827,0.6180570623778271,0.9411810411810411,0.7041301934943373,83.0,34.0,395.0,37.0,549.0,120.0,429.0
EXP-A2,binary,M3,r1f3,noisy,102,462,True,27.932300745098033,2,0.8431372549019608,0.5218390804597701,0.06666666666666667,0.9770114942528736,0.3333333333333333,0.1111111111111111,0.09155696231414948,0.4306513409961686,0.20379084825269778,1.0,2.0,85.0,14.0,102.0,15.0,87.0
EXP-A2,binary,M3,r1f4,clean,569,2763,True,28.975600878734625,2,0.9209138840070299,0.9000526137772934,0.864406779661017,0.9356984478935698,0.7786259541984732,0.8192771084337349,0.7705550648997803,0.9611597579766245,0.8213558903796635,102.0,29.0,422.0,16.0,569.0,118.0,451.0
EXP-A2,binary,M3,r1f4,low_quality_other,4,15,False,32.77572375,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,1.0,3.0
EXP-A2,binary,M3,r1f4,noisy,70,462,True,32.688341457142855,2,0.7857142857142857,0.47413793103448276,0.0,0.9482758620689655,0.0,0.0,-0.09624980365728482,0.7514367816091954,0.2950953862348397,0.0,3.0,55.0,12.0,70.0,12.0,58.0
EXP-A2,binary,M3,r2f0,clean,524,2763,True,29.65613513931298,2,0.8606870229007634,0.8035343504558996,0.7075471698113207,0.8995215311004785,0.6410256410256411,0.672645739910314,0.5855834314319286,0.9199241671932834,0.6537594863439736,75.0,42.0,376.0,31.0,524.0,106.0,418.0
EXP-A2,binary,M3,r2f0,low_quality_other,2,15,False,28.715833500000002,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,2.0,0.0,2.0
EXP-A2,binary,M3,r2f0,noisy,118,462,True,32.46775722033898,2,0.7627118644067796,0.5131182795698925,0.08,0.946236559139785,0.2857142857142857,0.125,0.04538453049380047,0.5819354838709677,0.250992039955964,2.0,5.0,88.0,23.0,118.0,25.0,93.0
EXP-A2,binary,M3,r2f1,clean,566,2763,True,29.197608250883395,2,0.8975265017667845,0.8603788214443953,0.7950819672131147,0.9256756756756757,0.7461538461538462,0.7698412698412699,0.7046050247410491,0.9513550435681583,0.802954100190879,97.0,33.0,411.0,25.0,566.0,122.0,444.0
EXP-A2,binary,M3,r2f1,low_quality_other,1,15,False,31.810908,1,1.0,1.0,1.0,,1.0,1.0,,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0
EXP-A2,binary,M3,r2f1,noisy,84,462,True,33.341621273809515,2,0.8095238095238095,0.5043586550435866,0.09090909090909091,0.9178082191780822,0.14285714285714285,0.1111111111111111,0.010640104290557324,0.5765877957658779,0.23476856272472507,1.0,6.0,67.0,10.0,84.0,11.0,73.0
EXP-A2,binary,M3,r2f2,clean,562,2763,True,30.526720889679723,2,0.9039145907473309,0.8314000589188393,0.7016129032258065,0.9611872146118722,0.8365384615384616,0.7631578947368421,0.7077519362021315,0.9472676388275151,0.8678590362406366,87.0,17.0,421.0,37.0,562.0,124.0,438.0
EXP-A2,binary,M3,r2f2,low_quality_other,7,15,False,37.402868,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,7.0,0.0,7.0,0.0,7.0
EXP-A2,binary,M3,r2f2,noisy,86,462,True,30.668453976744182,2,0.8604651162790697,0.6016859852476291,0.23076923076923078,0.9726027397260274,0.6,0.3333333333333333,0.31131259469980965,0.7966280295047419,0.4460581368828463,3.0,2.0,71.0,10.0,86.0,13.0,73.0
EXP-A2,binary,M3,r2f3,clean,560,2763,True,30.586988523214288,2,0.9107142857142857,0.8688933200398803,0.7966101694915254,0.9411764705882353,0.7833333333333333,0.7899159663865546,0.7332734554187578,0.9560740854359997,0.7845032956279756,94.0,26.0,416.0,24.0,560.0,118.0,442.0
EXP-A2,binary,M3,r2f3,low_quality_other,2,15,False,31.3467875,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,2.0,0.0,2.0
EXP-A2,binary,M3,r2f3,noisy,81,462,True,30.92603458024692,2,0.7901234567901234,0.5016968325791855,0.07692307692307693,0.9264705882352942,0.16666666666666666,0.10526315789473684,0.004756514941544941,0.7432126696832578,0.3115113294501118,1.0,5.0,63.0,12.0,81.0,13.0,68.0
EXP-A2,binary,M3,r2f4,clean,551,2763,True,29.620318704174228,2,0.8856624319419237,0.8255274591928602,0.7203389830508474,0.930715935334873,0.7391304347826086,0.7296137339055794,0.6572194553169951,0.9401691000900302,0.7130194558354651,85.0,30.0,403.0,33.0,551.0,118.0,433.0
EXP-A2,binary,M3,r2f4,low_quality_other,3,15,False,19.684973333333332,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,0.8,,,,2.0,0.0,0.0,1.0,3.0,3.0,0.0
EXP-A2,binary,M3,r2f4,noisy,93,462,True,27.545095569892474,2,0.8602150537634409,0.4878048780487805,0.0,0.975609756097561,0.0,0.0,-0.05429798560678074,0.41685144124168516,0.10746625681573735,0.0,2.0,80.0,11.0,93.0,11.0,82.0
EXP-A2,binary,M3,r3f0,clean,547,2763,True,30.49767334917733,2,0.8409506398537477,0.7612840631063866,0.6296296296296297,0.8929384965831435,0.591304347826087,0.6098654708520179,0.5105006047524825,0.9069644815658482,0.629023347310657,68.0,47.0,392.0,40.0,547.0,108.0,439.0
EXP-A2,binary,M3,r3f0,noisy,97,462,True,32.73444115463918,2,0.7216494845360825,0.47297297297297297,0.0,0.9459459459459459,0.0,0.0,-0.11562096227152761,0.5775558166862514,0.26995317876708236,0.0,4.0,70.0,23.0,97.0,23.0,74.0
EXP-A2,binary,M3,r3f1,clean,575,2763,True,30.718259490434782,2,0.9060869565217391,0.8731684981684982,0.8166666666666667,0.9296703296703297,0.7538461538461538,0.784,0.7250694551505161,0.954029304029304,0.7895442984932287,98.0,32.0,423.0,22.0,575.0,120.0,455.0
EXP-A2,binary,M3,r3f1,low_quality_other,1,15,False,20.833255,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0
EXP-A2,binary,M3,r3f1,noisy,71,462,True,28.745303084507043,2,0.7746478873239436,0.4992937853107345,0.08333333333333333,0.9152542372881356,0.16666666666666666,0.1111111111111111,-0.001903053806676342,0.6384180790960452,0.2637732563135789,1.0,5.0,54.0,11.0,71.0,12.0,59.0
EXP-A2,binary,M3,r3f2,clean,558,2763,True,29.27824563620072,2,0.9068100358422939,0.8652073732718895,0.7903225806451613,0.9400921658986175,0.7903225806451613,0.7903225806451613,0.7304147465437788,0.9545116693920024,0.8365221583184799,98.0,26.0,408.0,26.0,558.0,124.0,434.0
EXP-A2,binary,M3,r3f2,low_quality_other,1,15,False,41.86032,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0
EXP-A2,binary,M3,r3f2,noisy,96,462,True,31.597966218750003,2,0.875,0.6785714285714286,0.4166666666666667,0.9404761904761905,0.5,0.45454545454545453,0.38665444666985027,0.7847222222222222,0.49698426471628965,5.0,5.0,79.0,7.0,96.0,12.0,84.0
EXP-A2,binary,M3,r3f3,clean,563,2763,True,30.497444957371226,2,0.9182948490230906,0.8620826709062003,0.7647058823529411,0.9594594594594594,0.8348623853211009,0.7982456140350878,0.7482755007088778,0.9593459005223712,0.8148575615315156,91.0,18.0,426.0,28.0,563.0,119.0,444.0
EXP-A2,binary,M3,r3f3,low_quality_other,5,15,False,39.562583599999996,2,0.6,0.75,1.0,0.5,0.3333333333333333,0.5,0.4082482904638631,1.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0
EXP-A2,binary,M3,r3f3,noisy,83,462,True,32.44802554216867,2,0.7951807228915663,0.4852941176470588,0.0,0.9705882352941176,0.0,0.0,-0.0738012404616746,0.5343137254901961,0.19178798185877557,0.0,2.0,66.0,15.0,83.0,15.0,68.0
EXP-A2,binary,M3,r3f4,clean,520,2763,True,28.497381340384614,2,0.8942307692307693,0.8134822167080231,0.6666666666666666,0.9602977667493796,0.8297872340425532,0.7393364928909952,0.6803300160160268,0.941019278488261,0.8056170163001565,78.0,16.0,387.0,39.0,520.0,117.0,403.0
EXP-A2,binary,M3,r3f4,low_quality_other,8,15,False,26.538081625,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,8.0,3.0,5.0
EXP-A2,binary,M3,r3f4,noisy,115,462,True,29.50724419130435,2,0.8956521739130435,0.5358391608391608,0.09090909090909091,0.9807692307692307,0.3333333333333333,0.14285714285714285,0.13226081711120546,0.5314685314685315,0.18991127328336155,1.0,2.0,102.0,10.0,115.0,11.0,104.0
EXP-A2,binary,M3,r4f0,clean,558,2763,True,30.33845090322581,2,0.8494623655913979,0.8151225748232817,0.7540983606557377,0.8761467889908257,0.6301369863013698,0.6865671641791045,0.5926627558056561,0.9134456309219431,0.669295828449617,92.0,54.0,382.0,30.0,558.0,122.0,436.0
EXP-A2,binary,M3,r4f0,low_quality_other,4,15,False,22.716457,1,0.25,0.25,0.25,,1.0,0.4,,,,1.0,0.0,0.0,3.0,4.0,4.0,0.0
EXP-A2,binary,M3,r4f0,noisy,93,462,True,31.2708162795699,2,0.8602150537634409,0.5259036144578313,0.1,0.9518072289156626,0.2,0.13333333333333333,0.07115461467456073,0.7493975903614458,0.29423966384492706,1.0,4.0,79.0,9.0,93.0,10.0,83.0
EXP-A2,binary,M3,r4f1,clean,531,2763,True,29.396334990583807,2,0.9058380414312618,0.8360890468227424,0.7130434782608696,0.9591346153846154,0.8282828282828283,0.7663551401869159,0.7109195698568243,0.9447115384615385,0.8119750622689846,82.0,17.0,399.0,33.0,531.0,115.0,416.0
EXP-A2,binary,M3,r4f1,noisy,113,462,True,27.44758150442478,2,0.7964601769911505,0.4900128865979381,0.0625,0.9175257731958762,0.1111111111111111,0.08,-0.025720411407228475,0.5625,0.17187047654835785,1.0,8.0,89.0,15.0,113.0,16.0,97.0
EXP-A2,binary,M3,r4f2,clean,555,2763,True,29.949389286486486,2,0.8864864864864865,0.8172472704422276,0.6982758620689655,0.9362186788154897,0.7431192660550459,0.72,0.6493942908950286,0.9481384023250333,0.8154976312027225,81.0,28.0,411.0,35.0,555.0,116.0,439.0
EXP-A2,binary,M3,r4f2,low_quality_other,3,15,False,31.939355333333328,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,3.0,0.0,3.0
EXP-A2,binary,M3,r4f2,noisy,89,462,True,32.30650229213484,2,0.7752808988764045,0.4726027397260274,0.0,0.9452054794520548,0.0,0.0,-0.10155915857950933,0.6917808219178083,0.26851503687300093,0.0,4.0,69.0,16.0,89.0,16.0,73.0
EXP-A2,binary,M3,r4f3,clean,580,2763,True,29.925905437931032,2,0.903448275862069,0.8621376811594202,0.7916666666666666,0.9326086956521739,0.753968253968254,0.7723577235772358,0.7114756677404962,0.9490398550724637,0.7929055097333261,95.0,31.0,429.0,25.0,580.0,120.0,460.0
EXP-A2,binary,M3,r4f3,low_quality_other,8,15,False,35.7659065,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,8.0,0.0,8.0,0.0,8.0
EXP-A2,binary,M3,r4f3,noisy,63,462,True,31.583516936507944,2,0.8253968253968254,0.65625,0.3333333333333333,0.9791666666666666,0.8333333333333334,0.47619047619047616,0.4534226563187573,0.7138888888888889,0.5461527078332824,5.0,1.0,47.0,10.0,63.0,15.0,48.0
EXP-A2,binary,M3,r4f4,clean,539,2763,True,29.970207254174394,2,0.8979591836734694,0.8337469237079573,0.7217391304347827,0.9457547169811321,0.7830188679245284,0.751131221719457,0.6879901724611063,0.9362182116488925,0.7251448555949993,83.0,23.0,401.0,32.0,539.0,115.0,424.0
EXP-A2,binary,M3,r4f4,noisy,104,462,True,33.28152283653846,2,0.7692307692307693,0.48011363636363635,0.0625,0.8977272727272727,0.1,0.07692307692307693,-0.0486768843658541,0.48011363636363635,0.14927967892110572,1.0,9.0,79.0,15.0,104.0,16.0,88.0
EXP-A2,binary,M4,r0f0,clean,559,2763,True,30.94760786583184,2,0.8318425760286225,0.8375944700460829,0.848,0.8271889400921659,0.585635359116022,0.6928104575163399,0.6012291152170783,0.9196129032258065,0.7334194799324891,106.0,75.0,359.0,19.0,559.0,125.0,434.0
EXP-A2,binary,M4,r0f0,low_quality_other,4,15,False,34.4195965,1,0.75,0.375,0.0,0.75,0.0,0.0,,,,0.0,1.0,3.0,0.0,4.0,0.0,4.0
EXP-A2,binary,M4,r0f0,noisy,84,462,True,34.381897011904755,2,0.8452380952380952,0.8506493506493507,0.8571428571428571,0.8441558441558441,0.3333333333333333,0.48,0.47237749297333015,0.8645640074211502,0.283289726146869,6.0,12.0,65.0,1.0,84.0,7.0,77.0
EXP-A2,binary,M4,r0f1,clean,532,2763,True,31.62390868045113,2,0.9154135338345865,0.9107546412655501,0.9026548672566371,0.918854415274463,0.75,0.8192771084337349,0.7702676545239289,0.977337529304919,0.9206555899074635,102.0,34.0,385.0,11.0,532.0,113.0,419.0
EXP-A2,binary,M4,r0f1,low_quality_other,1,15,False,20.833255,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0
EXP-A2,binary,M4,r0f1,noisy,118,462,True,30.333105432203393,2,0.7796610169491526,0.5675012272950417,0.23809523809523808,0.8969072164948454,0.3333333333333333,0.2777777777777778,0.15501471902609693,0.6131566028473245,0.32135997092923724,5.0,10.0,87.0,16.0,118.0,21.0,97.0
EXP-A2,binary,M4,r0f2,clean,529,2763,True,29.556630431001892,2,0.9376181474480151,0.8942003030720485,0.8235294117647058,0.9648711943793911,0.8484848484848485,0.835820895522388,0.7974604396322044,0.9771547963447674,0.9099335993095564,84.0,15.0,412.0,18.0,529.0,102.0,427.0
EXP-A2,binary,M4,r0f2,noisy,115,462,True,31.292833530434784,2,0.7565217391304347,0.5743785084202085,0.20689655172413793,0.9418604651162791,0.5454545454545454,0.3,0.21964062599444834,0.7269446672012831,0.47698863893811283,6.0,5.0,81.0,23.0,115.0,29.0,86.0
EXP-A2,binary,M4,r0f3,clean,554,2763,True,28.793460967509024,2,0.9043321299638989,0.897114118298246,0.8842975206611571,0.9099307159353349,0.7328767123287672,0.8014981273408239,0.7448613623946249,0.9677056095279903,0.8974234196645292,107.0,39.0,394.0,14.0,554.0,121.0,433.0
EXP-A2,binary,M4,r0f3,low_quality_other,7,15,False,36.46351214285714,2,0.42857142857142855,0.6666666666666666,1.0,0.3333333333333333,0.2,0.3333333333333333,0.2581988897471611,0.6666666666666667,0.3333333333333333,1.0,4.0,2.0,0.0,7.0,1.0,6.0
EXP-A2,binary,M4,r0f3,noisy,94,462,True,31.493600308510636,2,0.6702127659574468,0.479746835443038,0.2,0.759493670886076,0.13636363636363635,0.16216216216216217,-0.03503518971839255,0.38059071729957805,0.23172263783867064,3.0,19.0,60.0,12.0,94.0,15.0,79.0
EXP-A2,binary,M4,r0f4,clean,589,2763,True,28.795450446519528,2,0.8913412563667232,0.910752633193578,0.9448818897637795,0.8766233766233766,0.6779661016949152,0.7894736842105263,0.7368820185247071,0.951085659747077,0.8044736818475475,120.0,57.0,405.0,7.0,589.0,127.0,462.0
EXP-A2,binary,M4,r0f4,low_quality_other,3,15,False,19.684973333333332,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,0.5,,,,1.0,0.0,0.0,2.0,3.0,3.0,0.0
EXP-A2,binary,M4,r0f4,noisy,51,462,True,25.678846960784313,2,0.9215686274509803,0.96,1.0,0.92,0.2,0.3333333333333333,0.4289522117905444,1.0,1.0,1.0,4.0,46.0,0.0,51.0,1.0,50.0
EXP-A2,binary,M4,r1f0,clean,523,2763,True,29.908973933078396,2,0.8049713193116634,0.8392231308411215,0.897196261682243,0.78125,0.5133689839572193,0.6530612244897959,0.5710361019239535,0.9098445363048167,0.6537507295773415,96.0,91.0,325.0,11.0,523.0,107.0,416.0
EXP-A2,binary,M4,r1f0,low_quality_other,4,15,False,19.972043749999997,2,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0
