exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,planner_inner_best_score,planner_n_trials,planner_search_seconds,planner_tuning,params,note,planner_inner_scores
EXP-A2,M5,binary,4,0,r4f0,2585,655,138,0.7984732824427481,0.8077184631077865,0.8235294117647058,0.791907514450867,0.509090909090909,0.6292134831460674,0.528543473612606,0.9007707129094413,0.6918475617384221,112.0,108.0,411.0,24.0,655.0,136.0,519.0,0.2615160394553084,0.05275774400936838,17.102983,0.013906,0.854085,5.0,585.44,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,4,1,r4f1,2596,644,138,0.9006211180124224,0.8836212669077272,0.8549618320610687,0.9122807017543859,0.7133757961783439,0.7777777777777778,0.7193043628930091,0.9595404967040162,0.8664025835592923,112.0,45.0,468.0,19.0,644.0,131.0,513.0,0.1398444529800964,0.02559981703717233,65.0503,0.019387,0.836032,5.0,483.16,nested-bayes,"{""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}",bayes search inside this training fold,
EXP-A2,M5,binary,4,2,r4f2,2593,647,138,0.8686244204018547,0.8611356281259194,0.8484848484848485,0.8737864077669902,0.632768361581921,0.7249190938511327,0.6529130511497266,0.9431450426596057,0.810056680518138,112.0,65.0,450.0,20.0,647.0,132.0,515.0,0.18334905619755484,0.04405271625262649,19.561985,0.012016,0.852169,5.0,447.94,nested-bayes,"{""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}",bayes search inside this training fold,
EXP-A2,M5,binary,4,3,r4f3,2589,651,138,0.8786482334869432,0.8386735572782085,0.7703703703703704,0.9069767441860465,0.6842105263157895,0.7247386759581882,0.6491289126866117,0.9407263853000287,0.8086765270725625,104.0,48.0,468.0,31.0,651.0,135.0,516.0,0.16848906186009663,0.05667464311297234,137.732826,0.059934,0.842603,5.0,407.6,nested-bayes,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}",bayes search inside this training fold,
EXP-A2,M5,binary,4,4,r4f4,2597,643,138,0.8833592534992224,0.8387106393129771,0.7633587786259542,0.9140625,0.6944444444444444,0.7272727272727273,0.6544823570118111,0.9298962309160306,0.7551347682059599,100.0,44.0,468.0,31.0,643.0,131.0,512.0,0.17903623925861017,0.062309015535057875,138.84578,0.058692,0.833694,5.0,669.95,nested-bayes,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}",bayes search inside this training fold,
EXP-A2,M6,binary,0,0,r0f0,2593,647,138,0.8207109737248841,0.8394895557516917,0.8712121212121212,0.8077669902912621,0.5373831775700935,0.6647398843930635,0.5815621840626561,0.9081788761400411,0.6665142039843728,115.0,99.0,416.0,17.0,647.0,132.0,515.0,0.20957768108471728,0.033427216811687976,515.628585,1.591518,,,1164.17,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}}}","bayes search inside this training fold, per member","{""M3"": 0.804118, ""M4"": 0.846413, ""M5"": 0.843029}"
EXP-A2,M6,binary,0,1,r0f1,2589,651,138,0.8310291858678955,0.8521536418487832,0.8880597014925373,0.816247582205029,0.5560747663551402,0.6839080459770115,0.6061948539897113,0.9486850082277202,0.8514432173211467,119.0,95.0,422.0,15.0,651.0,134.0,517.0,0.14954993037623854,0.08289051545823864,833.085108,1.367599,,,927.54,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.786883, ""M4"": 0.851458, ""M5"": 0.844001}"
EXP-A2,M6,binary,0,2,r0f2,2596,644,138,0.90527950310559,0.8439132181599036,0.7404580152671756,0.9473684210526315,0.782258064516129,0.7607843137254902,0.7021997648877544,0.947026174426737,0.8298811826077046,97.0,27.0,486.0,34.0,644.0,131.0,513.0,0.15525902746989526,0.05590018394240359,551.870337,1.576357,,,815.09,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}}}","bayes search inside this training fold, per member","{""M3"": 0.802988, ""M4"": 0.856487, ""M5"": 0.854534}"
EXP-A2,M6,binary,0,3,r0f3,2585,655,138,0.8702290076335878,0.8535284502437788,0.8248175182481752,0.8822393822393823,0.6494252873563219,0.7266881028938906,0.6510770187852807,0.9424794972240227,0.8455671354606098,113.0,61.0,457.0,24.0,655.0,137.0,518.0,0.167982714540848,0.10398435642903392,116.555467,0.810968,,,826.96,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.793136, ""M4"": 0.850279, ""M5"": 0.833885}"
EXP-A2,M6,binary,0,4,r0f4,2597,643,138,0.8289269051321928,0.8868976622137404,0.9847328244274809,0.7890625,0.5443037974683544,0.7010869565217391,0.6460401952830904,0.9514104246183206,0.7466186912783144,129.0,108.0,404.0,2.0,643.0,131.0,512.0,0.16130656705130056,0.08900096315952757,162.938516,1.57901,,,800.23,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.781056, ""M4"": 0.83633, ""M5"": 0.828707}"
EXP-A2,M6,binary,1,0,r1f0,2593,647,138,0.8377125193199382,0.8135481023830538,0.7727272727272727,0.8543689320388349,0.576271186440678,0.6601941747572816,0.5668774617212392,0.8905854663136217,0.6073443798499248,102.0,75.0,440.0,30.0,647.0,132.0,515.0,0.21931873769769208,0.04213132773243196,148.820379,1.211413,,,946.4,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.823024, ""M4"": 0.863775, ""M5"": 0.864095}"
EXP-A2,M6,binary,1,1,r1f1,2585,655,138,0.8916030534351145,0.8556330046469455,0.7941176470588235,0.9171483622350675,0.7152317880794702,0.7526132404181185,0.68498560666142,0.9425365521931316,0.8092679460014598,108.0,43.0,476.0,28.0,655.0,136.0,519.0,0.16252365938271296,0.07667438044766131,765.025014,1.369701,,,784.8,nested-bayes,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.796005, ""M4"": 0.846173, ""M5"": 0.842877}"
EXP-A2,M6,binary,1,2,r1f2,2596,644,138,0.9083850931677019,0.8714417511123016,0.8091603053435115,0.9337231968810916,0.7571428571428571,0.7822878228782287,0.7249962464233612,0.9687662753150901,0.908021538661428,106.0,34.0,479.0,25.0,644.0,131.0,513.0,0.13463819333359883,0.07488300558074396,479.532567,0.783188,,,906.25,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}","bayes search inside this training fold, per member","{""M3"": 0.789786, ""M4"": 0.841786, ""M5"": 0.8368}"
EXP-A2,M6,binary,1,3,r1f3,2589,651,138,0.8632872503840245,0.8344530577088717,0.7851851851851852,0.8837209302325582,0.6385542168674698,0.7043189368770764,0.622202838751205,0.9278639104220499,0.7042748038802982,106.0,60.0,456.0,29.0,651.0,135.0,516.0,0.17276560403613864,0.052357673995340664,157.146294,1.445512,,,884.7,nested-bayes,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.802926, ""M4"": 0.845291, ""M5"": 0.842832}"
EXP-A2,M6,binary,1,4,r1f4,2597,643,138,0.8351477449455676,0.8851234494274809,0.9694656488549618,0.80078125,0.5545851528384279,0.7055555555555556,0.6478622500980057,0.960922590648855,0.8354484157032762,127.0,102.0,410.0,4.0,643.0,131.0,512.0,0.1530681892675114,0.11514038426343537,122.776197,1.863215,,,836.07,nested-bayes,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.775709, ""M4"": 0.829289, ""M5"": 0.815127}"
EXP-A2,M6,binary,2,0,r2f0,2596,644,138,0.7624223602484472,0.796876627531509,0.8549618320610687,0.7387914230019493,0.45528455284552843,0.5941644562334217,0.49191633495265874,0.8936059402110024,0.6450514772801668,112.0,134.0,379.0,19.0,644.0,131.0,513.0,0.21170337362079886,0.04417423894792688,127.727077,1.118109,,,727.25,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.808923, ""M4"": 0.871222, ""M5"": 0.868344}"
EXP-A2,M6,binary,2,1,r2f1,2589,651,138,0.8540706605222734,0.8638961863795145,0.8805970149253731,0.8471953578336557,0.5989847715736041,0.7129909365558912,0.6405368668113286,0.9483097087098358,0.8147366630461682,118.0,79.0,438.0,16.0,651.0,134.0,517.0,0.157845078786565,0.08124611158996906,154.393054,1.31484,,,697.24,nested-bayes,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.800238, ""M4"": 0.850076, ""M5"": 0.849161}"
EXP-A2,M6,binary,2,2,r2f2,2585,655,138,0.8564885496183207,0.8824225685539554,0.927007299270073,0.8378378378378378,0.6018957345971564,0.7298850574712644,0.6656806920933444,0.9606008511118,0.8879247868823459,127.0,84.0,434.0,10.0,655.0,137.0,518.0,0.14797166819217167,0.1259869244019256,230.375807,1.784031,,,686.96,nested-bayes,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}","bayes search inside this training fold, per member","{""M3"": 0.789078, ""M4"": 0.846667, ""M5"": 0.831039}"
EXP-A2,M6,binary,2,3,r2f3,2597,643,138,0.8818040435458787,0.9030593988549618,0.9389312977099237,0.8671875,0.643979057591623,0.7639751552795031,0.7105322190556388,0.9566883349236641,0.7788762684063835,123.0,68.0,444.0,8.0,643.0,131.0,512.0,0.14655350777285442,0.07418842221932703,536.240691,0.998533,,,790.73,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}","bayes search inside this training fold, per member","{""M3"": 0.785236, ""M4"": 0.834253, ""M5"": 0.82707}"
EXP-A2,M6,binary,2,4,r2f4,2593,647,138,0.8856259659969088,0.8464621947631656,0.7803030303030303,0.912621359223301,0.6959459459459459,0.7357142857142858,0.6648065619679064,0.9363047955280965,0.7213994985054606,103.0,45.0,470.0,29.0,647.0,132.0,515.0,0.16335080479002534,0.05590597870771471,154.25293,1.257493,,,885.58,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.802122, ""M4"": 0.845609, ""M5"": 0.834954}"
EXP-A2,M6,binary,3,0,r3f0,2596,644,138,0.8183229813664596,0.8205958067348185,0.8244274809160306,0.8167641325536062,0.5346534653465347,0.6486486486486487,0.5562824315364563,0.8965522372513133,0.6374523849747292,108.0,94.0,419.0,23.0,644.0,131.0,513.0,0.2153717125228376,0.037157617971172514,2235.240917,1.120784,,,543.83,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.807799, ""M4"": 0.860054, ""M5"": 0.850004}"
EXP-A2,M6,binary,3,1,r3f1,2593,647,138,0.8948995363214838,0.8973595175051485,0.9015151515151515,0.8932038834951457,0.6839080459770115,0.7777777777777778,0.7222690427569516,0.9471462194763166,0.779640319279717,119.0,55.0,460.0,13.0,647.0,132.0,515.0,0.1534015165102872,0.05937860971923566,112.047784,0.967135,,,742.91,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.787262, ""M4"": 0.83989, ""M5"": 0.827577}"
EXP-A2,M6,binary,3,2,r3f2,2585,655,138,0.8061068702290076,0.869510087271903,0.9779411764705882,0.7610789980732178,0.5175097276264592,0.6768447837150128,0.6139052251043345,0.9617335373455741,0.8472155260527909,133.0,124.0,395.0,3.0,655.0,136.0,519.0,0.15086112843877178,0.1097368433471578,124.132727,1.555769,,,834.35,nested-bayes,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}","bayes search inside this training fold, per member","{""M3"": 0.796356, ""M4"": 0.83249, ""M5"": 0.824417}"
EXP-A2,M6,binary,3,3,r3f3,2589,651,138,0.8233486943164362,0.8502799310938846,0.8962962962962963,0.8042635658914729,0.545045045045045,0.6778711484593838,0.5991448808411486,0.9419465977605512,0.7878764906387269,121.0,101.0,415.0,14.0,651.0,135.0,516.0,0.1680161324073522,0.10072766496942007,300.953077,0.695858,,,910.6,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}","bayes search inside this training fold, per member","{""M3"": 0.78156, ""M4"": 0.838737, ""M5"": 0.839054}"
EXP-A2,M6,binary,3,4,r3f4,2597,643,138,0.8755832037325039,0.8565496779580153,0.8244274809160306,0.888671875,0.6545454545454545,0.7297297297297297,0.6576044631458814,0.9412720658396947,0.803832976521778,108.0,57.0,455.0,23.0,643.0,131.0,512.0,0.15997387755461076,0.07063680738164335,765.064148,1.090972,,,663.7,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.788897, ""M4"": 0.855876, ""M5"": 0.837508}"
EXP-A2,M6,binary,4,0,r4f0,2585,655,138,0.8381679389312977,0.8463320299217953,0.8602941176470589,0.8323699421965318,0.5735294117647058,0.6882352941176471,0.6066978173118346,0.9126997619857192,0.6823095493043722,117.0,87.0,432.0,19.0,655.0,136.0,519.0,0.20645454776074063,0.04388327769134063,136.702124,1.233121,,,946.74,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.802569, ""M4"": 0.85933, ""M5"": 0.854085}"
EXP-A2,M6,binary,4,1,r4f1,2596,644,138,0.8322981366459627,0.8577890867967204,0.9007633587786259,0.8148148148148148,0.5539906103286385,0.686046511627907,0.6122418024981244,0.9554484174813624,0.8315819904943466,118.0,95.0,418.0,13.0,644.0,131.0,513.0,0.15249283461035754,0.1060933471215814,436.270384,1.734936,,,824.18,nested-bayes,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}","bayes search inside this training fold, per member","{""M3"": 0.787755, ""M4"": 0.838125, ""M5"": 0.836032}"
EXP-A2,M6,binary,4,2,r4f2,2593,647,138,0.8825347758887172,0.8586054721977052,0.8181818181818182,0.8990291262135922,0.675,0.7397260273972602,0.6699046869452048,0.9466460723742277,0.8273780554257947,108.0,52.0,463.0,24.0,647.0,132.0,515.0,0.15413575193134885,0.06162452645829519,182.93599,1.285833,,,771.49,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}","bayes search inside this training fold, per member","{""M3"": 0.797571, ""M4"": 0.852156, ""M5"": 0.852169}"
EXP-A2,M6,binary,4,3,r4f3,2589,651,138,0.8571428571428571,0.8715977605512488,0.8962962962962963,0.8468992248062015,0.605,0.7223880597014926,0.6531178448976083,0.9487797875394774,0.8029329432120206,121.0,79.0,437.0,14.0,651.0,135.0,516.0,0.15446635983914886,0.08896497370901615,815.696872,1.671823,,,804.33,nested-bayes,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.776746, ""M4"": 0.84096, ""M5"": 0.842603}"
EXP-A2,M6,binary,4,4,r4f4,2597,643,138,0.8522550544323484,0.8390610090648856,0.816793893129771,0.861328125,0.601123595505618,0.6925566343042071,0.6104386125014319,0.923828125,0.7306079452858852,107.0,71.0,441.0,24.0,643.0,131.0,512.0,0.17494761193518296,0.048895732653874535,768.361814,1.111595,,,915.41,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.802829, ""M4"": 0.850795, ""M5"": 0.833694}"
EXP-A2,M7,binary,0,0,r0f0,2593,647,138,0.8145285935085008,0.8327890556045896,0.8636363636363636,0.8019417475728156,0.5277777777777778,0.6551724137931034,0.5687535237747215,0.9076787290379523,0.6664465367418438,114.0,102.0,413.0,18.0,647.0,132.0,515.0,0.20835967791740212,0.02981446796120893,522.766651,1.540087,,,1164.17,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}}}","bayes search inside this training fold, per member","{""M3"": 0.804118, ""M4"": 0.846413, ""M5"": 0.843029}"
EXP-A2,M7,binary,0,1,r0f1,2589,651,138,0.8310291858678955,0.8521536418487832,0.8880597014925373,0.816247582205029,0.5560747663551402,0.6839080459770115,0.6061948539897113,0.9486850082277202,0.8514432173211467,119.0,95.0,422.0,15.0,651.0,134.0,517.0,0.14954993037623854,0.08289051545823864,880.258552,1.331278,,,927.54,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.786883, ""M4"": 0.851458, ""M5"": 0.844001}"
EXP-A2,M7,binary,0,2,r0f2,2596,644,138,0.90527950310559,0.8439132181599036,0.7404580152671756,0.9473684210526315,0.782258064516129,0.7607843137254902,0.7021997648877544,0.947026174426737,0.8298811826077046,97.0,27.0,486.0,34.0,644.0,131.0,513.0,0.15525902746989526,0.05590018394240359,574.162479,1.600464,,,815.09,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}}}","bayes search inside this training fold, per member","{""M3"": 0.802988, ""M4"": 0.856487, ""M5"": 0.854534}"
