exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,planner_inner_best_score,planner_n_trials,planner_search_seconds,planner_tuning,params,note,planner_inner_scores
EXP-A2,M3,binary,3,3,r3f3,2589,651,138,0.9001536098310292,0.8194229112833764,0.6814814814814815,0.9573643410852714,0.8070175438596491,0.7389558232931727,0.681472328525867,0.9379414298018949,0.7726277552411102,92.0,22.0,494.0,43.0,651.0,135.0,516.0,0.1706043726213843,0.0819417656324992,0.810961,0.73308,0.78156,12.0,46.63,nested-bayes,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}",bayes search inside this training fold,
EXP-A2,M3,binary,3,4,r3f4,2597,643,138,0.895800933125972,0.7953989742366412,0.6259541984732825,0.96484375,0.82,0.70995670995671,0.6566133253643903,0.9182072996183206,0.7612511193803586,82.0,18.0,494.0,49.0,643.0,131.0,512.0,0.17769616147882564,0.06579575936422968,1.627179,0.993056,0.788897,12.0,53.15,nested-bayes,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,
EXP-A2,M3,binary,4,0,r4f0,2585,655,138,0.8473282442748091,0.7897115493596283,0.6911764705882353,0.8882466281310212,0.618421052631579,0.6527777777777778,0.556728111247538,0.9080103139521705,0.6504514210126967,94.0,58.0,461.0,42.0,655.0,136.0,519.0,0.21391646553951352,0.043772651195699785,1.93833,0.834407,0.802569,12.0,51.24,nested-bayes,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,
EXP-A2,M3,binary,4,1,r4f1,2596,644,138,0.8866459627329193,0.7924274213948781,0.6335877862595419,0.9512670565302144,0.7685185185185185,0.694560669456067,0.6301561050889123,0.9133967233605642,0.7501080791478688,83.0,25.0,488.0,48.0,644.0,131.0,513.0,0.18305949886456085,0.05382171162629615,1.802617,1.077905,0.787755,12.0,57.12,nested-bayes,"{""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}",bayes search inside this training fold,
EXP-A2,M3,binary,4,2,r4f2,2593,647,138,0.8717156105100463,0.7757502206531333,0.6136363636363636,0.9378640776699029,0.7168141592920354,0.6612244897959184,0.585364787736932,0.928729037952339,0.7654578006016539,81.0,32.0,483.0,51.0,647.0,132.0,515.0,0.1753170565685378,0.041052430055138034,1.538437,0.829092,0.797571,12.0,57.45,nested-bayes,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,
EXP-A2,M3,binary,4,3,r4f3,2589,651,138,0.8970814132104454,0.8393626184323859,0.7407407407407407,0.937984496124031,0.7575757575757576,0.7490636704119851,0.6844080172508806,0.9365345966121161,0.7738971120593724,100.0,32.0,484.0,35.0,651.0,135.0,516.0,0.17090172927433336,0.07489338123276676,1.486542,0.967403,0.776746,12.0,56.72,nested-bayes,"{""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}",bayes search inside this training fold,
EXP-A2,M3,binary,4,4,r4f4,2597,643,138,0.8771384136858476,0.7893606870229007,0.6412213740458015,0.9375,0.7241379310344828,0.680161943319838,0.6061859255075807,0.903879413167939,0.6675208098171236,84.0,32.0,480.0,47.0,643.0,131.0,512.0,0.19665326264996957,0.03888984008104379,1.884407,1.06598,0.802829,12.0,49.37,nested-bayes,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,
EXP-A2,M4,binary,0,0,r0f0,2593,647,138,0.8330757341576507,0.8388055310385407,0.8484848484848485,0.829126213592233,0.56,0.6746987951807228,0.5908841057581167,0.9167843483377464,0.711168016692921,112.0,88.0,427.0,20.0,647.0,132.0,515.0,0.24184975486090807,0.04575240386376817,19.263706,0.623324,0.846413,12.0,274.25,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,0,1,r0f1,2589,651,138,0.890937019969278,0.8567005398539218,0.7985074626865671,0.9148936170212766,0.7086092715231788,0.7508771929824561,0.6833732223985666,0.9484396200814111,0.8603920203153775,107.0,44.0,473.0,27.0,651.0,134.0,517.0,0.1606455811698752,0.057720950885613555,21.905973,0.683344,0.851458,12.0,194.68,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,0,2,r0f2,2596,644,138,0.90527950310559,0.8240182729937652,0.6870229007633588,0.9610136452241715,0.8181818181818182,0.7468879668049793,0.6931494099328399,0.9524277190006398,0.8496999653987439,90.0,20.0,493.0,41.0,644.0,131.0,513.0,0.14646817868209847,0.05367029574429874,19.086773,0.681354,0.856487,12.0,242.69,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,0,3,r0f3,2585,655,138,0.8656488549618321,0.8452639292055351,0.8102189781021898,0.8803088803088803,0.6416184971098265,0.7161290322580646,0.6370298705896813,0.9341233830284925,0.8328534729997971,111.0,62.0,456.0,26.0,655.0,137.0,518.0,0.19605588900751444,0.05884185754107912,6.183699,0.22009,0.850279,12.0,285.06,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}",bayes search inside this training fold,
EXP-A2,M4,binary,0,4,r0f4,2597,643,138,0.8911353032659409,0.9060785424618321,0.9312977099236641,0.880859375,0.6666666666666666,0.7770700636942676,0.7249469130173302,0.9501878578244275,0.7984484934571349,122.0,61.0,451.0,9.0,643.0,131.0,512.0,0.19112986984748082,0.05757046181733667,33.659756,0.841608,0.83633,12.0,269.61,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}",bayes search inside this training fold,
EXP-A2,M4,binary,1,0,r1f0,2593,647,138,0.7836166924265843,0.7964695498676082,0.8181818181818182,0.7747572815533981,0.48214285714285715,0.6067415730337079,0.5022344242694847,0.8860988526037069,0.6191163671349025,108.0,116.0,399.0,24.0,647.0,132.0,515.0,0.2871279950187427,0.03643993158660307,14.721404,0.650926,0.863775,12.0,307.65,nested-bayes,"{""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}",bayes search inside this training fold,
EXP-A2,M4,binary,1,1,r1f1,2585,655,138,0.8824427480916031,0.8552788167290037,0.8088235294117647,0.9017341040462428,0.6832298136645962,0.7407407407407407,0.6693850829854745,0.9491386149835657,0.8163988448114183,110.0,51.0,468.0,26.0,655.0,136.0,519.0,0.17513695153064632,0.062290984891233456,1.637943,0.20866,0.846173,12.0,102.88,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}",bayes search inside this training fold,
EXP-A2,M4,binary,1,2,r1f2,2596,644,138,0.9099378881987578,0.8752585450054313,0.816793893129771,0.9337231968810916,0.7588652482269503,0.7867647058823529,0.7305692145529289,0.9664449503742393,0.9013930322370716,107.0,34.0,479.0,24.0,644.0,131.0,513.0,0.14262993783796285,0.08614094182232158,1.314597,0.242149,0.841786,12.0,245.26,nested-bayes,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}",bayes search inside this training fold,
EXP-A2,M4,binary,1,3,r1f3,2589,651,138,0.880184331797235,0.834173126614987,0.7555555555555555,0.9127906976744186,0.6938775510204082,0.723404255319149,0.6480661191918198,0.930792420327304,0.7661628484345774,102.0,45.0,471.0,33.0,651.0,135.0,516.0,0.18384338381945464,0.02921821254378168,18.800291,0.568483,0.845291,12.0,392.44,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,1,4,r1f4,2597,643,138,0.8786936236391913,0.8925855796755725,0.916030534351145,0.869140625,0.6417112299465241,0.7547169811320755,0.6963566744370249,0.9607138597328244,0.8517886459764613,120.0,67.0,445.0,11.0,643.0,131.0,512.0,0.17973156880163646,0.0651129857720317,7.275032,0.56903,0.829289,12.0,324.64,nested-bayes,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}",bayes search inside this training fold,
EXP-A2,M4,binary,2,0,r2f0,2596,644,138,0.8245341614906833,0.7932309569513265,0.7404580152671756,0.8460038986354775,0.5511363636363636,0.6319218241042345,0.5297303835152862,0.8967010401321369,0.6760043688813181,97.0,79.0,434.0,34.0,644.0,131.0,513.0,0.23583948960880458,0.04004259712854296,9.680178,0.244111,0.871222,12.0,195.44,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}",bayes search inside this training fold,
EXP-A2,M4,binary,2,1,r2f1,2589,651,138,0.8755760368663594,0.8663789370362887,0.8507462686567164,0.8820116054158608,0.6514285714285715,0.7378640776699029,0.6682449170331938,0.9465919916856723,0.827043127333683,114.0,61.0,456.0,20.0,651.0,134.0,517.0,0.1779649038266287,0.043297926718432474,18.129002,0.508153,0.850076,12.0,171.08,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,2,2,r2f2,2585,655,138,0.850381679389313,0.8758771806217062,0.9197080291970803,0.832046332046332,0.5915492957746479,0.72,0.6526798174021385,0.9620099766085167,0.8803576470769949,126.0,87.0,431.0,11.0,655.0,137.0,518.0,0.17774653750412248,0.06227982076190458,15.552219,0.585877,0.846667,12.0,217.25,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}",bayes search inside this training fold,
EXP-A2,M4,binary,2,3,r2f3,2597,643,138,0.9144634525660964,0.8809637404580153,0.8244274809160306,0.9375,0.7714285714285715,0.7970479704797048,0.7435946488317878,0.9500984017175572,0.795092988415359,108.0,32.0,480.0,23.0,643.0,131.0,512.0,0.15640356077117823,0.050467026234522205,4.947242,0.084175,0.834253,12.0,202.52,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}",bayes search inside this training fold,
EXP-A2,M4,binary,2,4,r2f4,2593,647,138,0.8918083462132921,0.8418946749043836,0.7575757575757576,0.9262135922330097,0.7246376811594203,0.7407407407407407,0.6726892354158918,0.9401294498381877,0.7907621855489274,100.0,38.0,477.0,32.0,647.0,132.0,515.0,0.16923714556761998,0.04026036244635145,18.514698,0.516023,0.845609,12.0,351.11,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,3,0,r3f0,2596,644,138,0.8416149068322981,0.8011100694909453,0.732824427480916,0.8693957115009746,0.588957055214724,0.6530612244897959,0.5575492869802333,0.901909140960969,0.6856202385148351,96.0,67.0,446.0,35.0,644.0,131.0,513.0,0.23629316011838822,0.03643556082356875,3.636943,0.126215,0.860054,12.0,86.79,nested-bayes,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}",bayes search inside this training fold,
EXP-A2,M4,binary,3,1,r3f1,2593,647,138,0.9119010819165378,0.902405119152692,0.8863636363636364,0.9184466019417475,0.7358490566037735,0.8041237113402062,0.7533132382893801,0.9507208002353633,0.8233197261230943,117.0,42.0,473.0,15.0,647.0,132.0,515.0,0.16148426210411765,0.03732944699932022,4.266944,0.082846,0.83989,12.0,209.09,nested-bayes,"{""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",bayes search inside this training fold,
EXP-A2,M4,binary,3,2,r3f2,2585,655,138,0.8732824427480916,0.876629264422532,0.8823529411764706,0.8709055876685935,0.6417112299465241,0.7430340557275542,0.6764776631022579,0.9552448146888814,0.8453649337356806,120.0,67.0,452.0,16.0,655.0,136.0,519.0,0.17938264006948867,0.048885560307439214,17.866785,0.514189,0.83249,12.0,235.47,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,3,3,r3f3,2589,651,138,0.8648233486943164,0.8600344530577089,0.8518518518518519,0.8682170542635659,0.6284153005464481,0.7232704402515723,0.649407531967142,0.9396353718059145,0.8033798086970053,115.0,68.0,448.0,20.0,651.0,135.0,516.0,0.19578771476322016,0.04520420654371461,2.045473,0.122941,0.838737,12.0,326.51,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}",bayes search inside this training fold,
EXP-A2,M4,binary,3,4,r3f4,2597,643,138,0.8864696734059098,0.8435039957061068,0.7709923664122137,0.916015625,0.7013888888888888,0.7345454545454545,0.6637444433653323,0.9401836832061069,0.8073544027177741,101.0,43.0,469.0,30.0,643.0,131.0,512.0,0.1766571601241548,0.07611391720832095,0.976973,0.092127,0.855876,12.0,139.34,nested-bayes,"{""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}",bayes search inside this training fold,
EXP-A2,M4,binary,4,0,r4f0,2585,655,138,0.8351145038167939,0.8227006120367222,0.8014705882352942,0.8439306358381503,0.5736842105263158,0.6687116564417178,0.576872240552778,0.9064660546299446,0.7059232750077791,109.0,81.0,438.0,27.0,655.0,136.0,519.0,0.24544984142328385,0.03979818208865363,15.324831,0.606085,0.85933,12.0,310.06,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}",bayes search inside this training fold,
EXP-A2,M4,binary,4,1,r4f1,2596,644,138,0.8711180124223602,0.8622606133654747,0.8473282442748091,0.8771929824561403,0.6379310344827587,0.7278688524590164,0.6567829817938362,0.9586030385548264,0.8675730190607082,111.0,63.0,450.0,20.0,644.0,131.0,513.0,0.16563263237156284,0.03422158923779089,21.93394,0.538364,0.838125,12.0,283.9,nested-bayes,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}",bayes search inside this training fold,
EXP-A2,M4,binary,4,2,r4f2,2593,647,138,0.8964451313755796,0.858892321270962,0.7954545454545454,0.9223300970873787,0.7241379310344828,0.7581227436823105,0.6936635633136639,0.948661370991468,0.8402843037426707,105.0,40.0,475.0,27.0,647.0,132.0,515.0,0.16029574795354795,0.04029049255489782,27.726196,0.546603,0.852156,12.0,266.1,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}",bayes search inside this training fold,
EXP-A2,M4,binary,4,3,r4f3,2589,651,138,0.8817204301075269,0.8706933677863911,0.8518518518518519,0.8895348837209303,0.6686046511627907,0.749185667752443,0.6817176944225332,0.9444587998851565,0.8129495907388242,115.0,57.0,459.0,20.0,651.0,135.0,516.0,0.17761311132683502,0.041578810001081656,17.809421,0.54066,0.84096,12.0,340.01,nested-bayes,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,
EXP-A2,M4,binary,4,4,r4f4,2597,643,138,0.8569206842923794,0.8277895395992366,0.7786259541984732,0.876953125,0.6181818181818182,0.6891891891891891,0.6045605354280363,0.9232317509541985,0.7546110087672195,102.0,63.0,449.0,29.0,643.0,131.0,512.0,0.2053864930939709,0.044044245839628716,1.298075,0.189713,0.850795,12.0,196.09,nested-bayes,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}",bayes search inside this training fold,
EXP-A2,M5,binary,0,0,r0f0,2593,647,138,0.8500772797527048,0.7987790526625478,0.7121212121212122,0.8854368932038835,0.6143790849673203,0.6596491228070176,0.566710855606726,0.9124448367166814,0.7411790369529349,94.0,59.0,456.0,38.0,647.0,132.0,515.0,0.26534746626013467,0.1297127144963465,83.812038,0.046376,0.843029,5.0,840.01,nested-bayes,"{""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}",bayes search inside this training fold,
EXP-A2,M5,binary,0,1,r0f1,2589,651,138,0.901689708141321,0.8468850140015589,0.753731343283582,0.9400386847195358,0.7651515151515151,0.7593984962406015,0.6976579698965307,0.9372239383354023,0.8422215043597817,101.0,31.0,486.0,33.0,651.0,134.0,517.0,0.16294590889569874,0.06559544280646908,151.985073,0.061076,0.844001,5.0,675.17,nested-bayes,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}",bayes search inside this training fold,
EXP-A2,M5,binary,0,2,r0f2,2596,644,138,0.9099378881987578,0.8241001145782183,0.6793893129770993,0.9688109161793372,0.8476190476190476,0.7542372881355932,0.7063411018329533,0.9540347901135366,0.8598414593417708,89.0,16.0,497.0,42.0,644.0,131.0,513.0,0.13311809421756896,0.009172882670974944,88.154081,0.033625,0.854534,5.0,525.08,nested-bayes,"{""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}",bayes search inside this training fold,
EXP-A2,M5,binary,0,3,r0f3,2585,655,138,0.8641221374045801,0.8496674463827749,0.8248175182481752,0.8745173745173745,0.6348314606741573,0.7174603174603175,0.6393536816219458,0.9409576416875687,0.835795484866642,113.0,65.0,453.0,24.0,655.0,137.0,518.0,0.18626202359573096,0.03701479742463597,17.189716,0.01636,0.833885,5.0,489.68,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,0,4,r0f4,2597,643,138,0.8662519440124417,0.8876133110687023,0.9236641221374046,0.8515625,0.6142131979695431,0.7378048780487805,0.6773275868484532,0.944537213740458,0.7400143172562021,121.0,76.0,436.0,10.0,643.0,131.0,512.0,0.19442129203479067,0.03932223039590482,16.930672,0.014789,0.828707,5.0,485.06,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,1,0,r1f0,2593,647,138,0.7851622874806801,0.7889894086496028,0.7954545454545454,0.7825242718446602,0.4838709677419355,0.6017191977077364,0.4933310009330992,0.887422771403354,0.6390394947189277,105.0,112.0,403.0,27.0,647.0,132.0,515.0,0.27796851370689935,0.04934207398193518,17.174318,0.01472,0.864095,5.0,592.74,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,1,1,r1f1,2585,655,138,0.8824427480916031,0.8444264989232687,0.7794117647058824,0.9094412331406551,0.6928104575163399,0.7335640138408305,0.6603620573473553,0.9453275529865125,0.811808986288425,106.0,47.0,472.0,30.0,655.0,136.0,519.0,0.16762527646610484,0.0516819062955991,138.043131,0.060486,0.842877,5.0,629.14,nested-bayes,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}",bayes search inside this training fold,
EXP-A2,M5,binary,1,2,r1f2,2596,644,138,0.922360248447205,0.8802136809368629,0.8091603053435115,0.9512670565302144,0.8091603053435115,0.8091603053435115,0.7604273618737258,0.9695698108715384,0.9099876948044137,106.0,25.0,488.0,25.0,644.0,131.0,513.0,0.10913444559159269,0.028430706071599962,85.554268,0.029956,0.8368,5.0,617.35,nested-bayes,"{""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}",bayes search inside this training fold,
EXP-A2,M5,binary,1,3,r1f3,2589,651,138,0.8709677419354839,0.8365633074935401,0.7777777777777778,0.8953488372093024,0.660377358490566,0.7142857142857143,0.6351954582197271,0.9284811943726672,0.7187992663570386,105.0,54.0,462.0,30.0,651.0,135.0,516.0,0.18769181488380451,0.020183494344996084,17.010977,0.015366,0.842832,5.0,440.95,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,1,4,r1f4,2597,643,138,0.8864696734059098,0.9003086235687023,0.9236641221374046,0.876953125,0.657608695652174,0.7682539682539683,0.7134775553980856,0.9634124522900764,0.8355694415244829,121.0,63.0,449.0,10.0,643.0,131.0,512.0,0.15946348783006992,0.04446323713588993,18.125576,0.015559,0.815127,5.0,460.06,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,2,0,r2f0,2596,644,138,0.7996894409937888,0.7946892251833995,0.7862595419847328,0.8031189083820662,0.5049019607843137,0.6149253731343284,0.5099729736439365,0.8887996071603947,0.6600629627671706,103.0,101.0,412.0,28.0,644.0,131.0,513.0,0.26850169379114763,0.05394869962230826,17.035643,0.012945,0.868344,5.0,484.77,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,2,1,r2f1,2589,651,138,0.869431643625192,0.8818600421490228,0.9029850746268657,0.8607350096711799,0.6269430051813472,0.7400611620795107,0.6761148722318063,0.944455671353099,0.7934986194530496,121.0,72.0,445.0,13.0,651.0,134.0,517.0,0.18463608662749942,0.05251755935386955,17.150027,0.013764,0.849161,5.0,480.34,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,2,2,r2f2,2585,655,138,0.9038167938931297,0.8801327396217907,0.8394160583941606,0.9208494208494209,0.7371794871794872,0.7849829351535836,0.7259017823268415,0.9624327142575317,0.8788129062963405,115.0,41.0,477.0,22.0,655.0,137.0,518.0,0.3698296704810155,0.32554127319755854,30.526545,0.02195,0.831039,5.0,420.4,nested-bayes,"{""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}",bayes search inside this training fold,
EXP-A2,M5,binary,2,3,r2f3,2597,643,138,0.9097978227060654,0.8865547471374046,0.8473282442748091,0.92578125,0.7449664429530202,0.7928571428571428,0.7379977306454383,0.9536617366412214,0.7882691145693812,111.0,38.0,474.0,20.0,643.0,131.0,512.0,0.14249292256539908,0.024010519780339953,92.110709,0.035234,0.82707,5.0,537.47,nested-bayes,"{""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}",bayes search inside this training fold,
EXP-A2,M5,binary,2,4,r2f4,2593,647,138,0.8732612055641422,0.8330611944689614,0.7651515151515151,0.9009708737864077,0.6644736842105263,0.7112676056338029,0.6331698368067126,0.9385848779052662,0.7428529350483298,101.0,51.0,464.0,31.0,647.0,132.0,515.0,0.17376271705602772,0.046797020694553985,17.045534,0.013632,0.834954,5.0,487.17,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,3,0,r3f0,2596,644,138,0.84472049689441,0.8059015222534709,0.7404580152671756,0.8713450292397661,0.5950920245398773,0.6598639455782312,0.5664213618193841,0.9055994524053985,0.7009896340398062,97.0,66.0,447.0,34.0,644.0,131.0,513.0,0.22188588916173138,0.058686693219821506,138.256664,0.058792,0.850004,5.0,410.69,nested-bayes,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}",bayes search inside this training fold,
EXP-A2,M5,binary,3,1,r3f1,2593,647,138,0.884080370942813,0.8821123859958812,0.8787878787878788,0.8854368932038835,0.6628571428571428,0.755700325732899,0.6933007459889351,0.9449396881435717,0.7728492882571518,116.0,59.0,456.0,16.0,647.0,132.0,515.0,0.17359924661567094,0.04174362087021063,17.33382,0.01336,0.827577,5.0,486.18,nested-bayes,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}",bayes search inside this training fold,
EXP-A2,M5,binary,3,2,r3f2,2585,655,138,0.8061068702290076,0.8532316105633004,0.9338235294117647,0.7726396917148363,0.5183673469387755,0.6666666666666666,0.5921990682202862,0.9481893913634818,0.8291663381272492,127.0,118.0,401.0,9.0,655.0,136.0,519.0,0.22079900256042853,0.07619298475687256,11.43399,0.010304,0.824417,5.0,539.22,nested-bayes,"{""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}",bayes search inside this training fold,
EXP-A2,M5,binary,3,3,r3f3,2589,651,138,0.8172043010752689,0.8245262704565031,0.837037037037037,0.812015503875969,0.5380952380952381,0.6550724637681159,0.5629147743812668,0.9230404823428079,0.7280034814607459,113.0,97.0,419.0,22.0,651.0,135.0,516.0,0.21881667605872807,0.06835645081489533,51.28143,0.018643,0.839054,5.0,537.45,nested-bayes,"{""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}",bayes search inside this training fold,
EXP-A2,M5,binary,3,4,r3f4,2597,643,138,0.9051321928460342,0.8495422829198473,0.7557251908396947,0.943359375,0.7734375,0.7644787644787645,0.7051666147843741,0.9408247853053435,0.8278826414590912,99.0,29.0,483.0,32.0,643.0,131.0,512.0,0.15688205735960492,0.06524983595374396,139.733388,0.060205,0.837508,5.0,471.21,nested-bayes,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}",bayes search inside this training fold,
