run,task,model_id,fold_label,duration_band,n_units,n_records_corpus,reported,median_duration_sec,min_duration_sec,n_classes_present,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative
EXP-A2,binary,M3,r4f0,long,387,1744,True,30.253,20.016,2,0.8217054263565892,0.8159958720330238,0.803921568627451,0.8280701754385965,0.6259541984732825,0.703862660944206,0.5884076228206383,0.891984864121087,0.6758080367678383,82.0,49.0,236.0,20.0,387.0,102.0,285.0
EXP-A2,binary,M3,r4f0,medium,268,1496,True,11.44,6.3335,2,0.8843283582089553,0.6572398190045249,0.35294117647058826,0.9615384615384616,0.5714285714285714,0.43636363636363634,0.38947698027036837,0.9038461538461537,0.5669220063262654,12.0,9.0,225.0,22.0,268.0,34.0,234.0
EXP-A2,binary,M3,r4f1,long,335,1744,True,26.994,20.079,2,0.9014925373134328,0.8698842991011666,0.8072289156626506,0.9325396825396826,0.7976190476190477,0.8023952095808383,0.7368154183564489,0.9509944540065022,0.8381358308813913,67.0,17.0,235.0,16.0,335.0,83.0,252.0
EXP-A2,binary,M3,r4f1,medium,309,1496,True,11.666,5.3055,2,0.8705501618122977,0.6513409961685823,0.3333333333333333,0.9693486590038314,0.6666666666666666,0.4444444444444444,0.409637215574233,0.8299010217113665,0.5242212570721253,16.0,8.0,253.0,32.0,309.0,48.0,261.0
EXP-A2,binary,M3,r4f2,long,329,1744,True,30.7485,20.027,2,0.8693009118541033,0.8496598639455782,0.8095238095238095,0.889795918367347,0.7157894736842105,0.7597765363128491,0.6728662321986273,0.9441205053449951,0.8325393592232444,68.0,27.0,218.0,16.0,329.0,84.0,245.0
EXP-A2,binary,M3,r4f2,medium,318,1496,True,12.6615,6.6075,2,0.8742138364779874,0.6261574074074074,0.2708333333333333,0.9814814814814815,0.7222222222222222,0.3939393939393939,0.39088443031167447,0.8948302469135802,0.5984232248904546,13.0,5.0,265.0,35.0,318.0,48.0,270.0
EXP-A2,binary,M3,r4f3,long,360,1744,True,29.3835,20.001,2,0.8888888888888888,0.8774800259948774,0.8514851485148515,0.9034749034749034,0.7747747747747747,0.8113207547169812,0.7344688441589015,0.9399059597079399,0.8180194251776114,86.0,25.0,234.0,15.0,360.0,101.0,259.0
EXP-A2,binary,M3,r4f3,medium,291,1496,True,12.837,7.8495,2,0.9072164948453608,0.6922636758983749,0.4117647058823529,0.9727626459143969,0.6666666666666666,0.509090909090909,0.4773552768368649,0.8888761730373083,0.5386725206155153,14.0,7.0,250.0,20.0,291.0,34.0,257.0
EXP-A2,binary,M3,r4f4,long,333,1744,True,29.829,20.039,2,0.9009009009009009,0.8785140562248996,0.8333333333333334,0.9236947791164659,0.7865168539325843,0.8092485549132948,0.7429531143373824,0.9380856760374834,0.7476446669244373,70.0,19.0,230.0,14.0,333.0,84.0,249.0
EXP-A2,binary,M3,r4f4,medium,310,1496,True,11.556999999999999,7.3645,2,0.8516129032258064,0.6242213413154276,0.2978723404255319,0.9505703422053232,0.5185185185185185,0.3783783783783784,0.31599332838402827,0.8168432974678425,0.43390745168854394,14.0,13.0,250.0,33.0,310.0,47.0,263.0
EXP-A2,binary,M4,r0f0,long,383,1744,True,30.72,20.001,2,0.8015665796344648,0.8555320648343905,0.9534883720930233,0.7575757575757576,0.5324675324675324,0.6833333333333333,0.6051431470389657,0.9169994518831727,0.7374184768182568,82.0,72.0,225.0,4.0,383.0,86.0,297.0
EXP-A2,binary,M4,r0f0,medium,264,1496,True,12.54925,6.6075,2,0.8787878787878788,0.7893897088153171,0.6521739130434783,0.926605504587156,0.6521739130434783,0.6521739130434783,0.5787794176306342,0.9246110889509374,0.7662988657660892,30.0,16.0,202.0,16.0,264.0,46.0,218.0
EXP-A2,binary,M4,r0f1,long,327,1744,True,28.821,20.016,2,0.9174311926605505,0.9259173030359471,0.945054945054945,0.9067796610169492,0.7962962962962963,0.864321608040201,0.8117046650073064,0.9800707766809462,0.9427621880025501,86.0,22.0,214.0,5.0,327.0,91.0,236.0
EXP-A2,binary,M4,r0f1,medium,324,1496,True,12.044,6.637,2,0.8641975308641975,0.7050401390383183,0.4883720930232558,0.9217081850533808,0.4883720930232558,0.4883720930232558,0.4100802780766366,0.8576512455516013,0.5803046981767915,21.0,22.0,259.0,22.0,324.0,43.0,281.0
EXP-A2,binary,M4,r0f2,long,303,1744,True,28.55,20.062,2,0.9537953795379538,0.9485999232834676,0.9393939393939394,0.9578059071729957,0.8611111111111112,0.8985507246376812,0.8700878281454641,0.9870860503771895,0.9505650311664297,62.0,10.0,227.0,4.0,303.0,66.0,237.0
EXP-A2,binary,M4,r0f2,medium,341,1496,True,11.708,5.3055,2,0.8621700879765396,0.6972686733556299,0.4307692307692308,0.9637681159420289,0.7368421052631579,0.5436893203883495,0.49247731048185217,0.8955406911928652,0.6908574170008693,28.0,10.0,266.0,37.0,341.0,65.0,276.0
EXP-A2,binary,M4,r0f3,long,352,1744,True,27.685000000000002,20.038,2,0.9147727272727273,0.9224882647627313,0.9405940594059405,0.9043824701195219,0.7983193277310925,0.8636363636363636,0.8079616591997795,0.9753066940160152,0.9396508348880743,95.0,24.0,227.0,6.0,352.0,101.0,251.0
EXP-A2,binary,M4,r0f3,medium,303,1496,True,10.314,6.3335,2,0.8085808580858086,0.6510611735330836,0.4444444444444444,0.8576779026217228,0.2962962962962963,0.35555555555555557,0.25544251266774687,0.788701622971286,0.47265303790860086,16.0,38.0,229.0,20.0,303.0,36.0,267.0
EXP-A2,binary,M4,r0f4,long,379,1744,True,29.62,20.046,2,0.8601583113456465,0.8773065224738088,0.9181818181818182,0.8364312267657993,0.696551724137931,0.792156862745098,0.7047009570473177,0.9253801960121664,0.7966913349309254,101.0,44.0,225.0,9.0,379.0,110.0,269.0
EXP-A2,binary,M4,r0f4,medium,264,1496,True,13.4435,8.0,2,0.9356060606060606,0.9650205761316872,1.0,0.9300411522633745,0.5526315789473685,0.711864406779661,0.7169170875780118,0.9905937683715461,0.8981183573748028,21.0,17.0,226.0,0.0,264.0,21.0,243.0
EXP-A2,binary,M4,r1f0,long,343,1744,True,30.6505,20.079,2,0.7551020408163265,0.8141080011309019,0.9259259259259259,0.7022900763358778,0.49019607843137253,0.6410256410256411,0.5367593694060171,0.8879935915559325,0.6541087857196068,75.0,78.0,184.0,6.0,343.0,81.0,262.0
EXP-A2,binary,M4,r1f0,medium,304,1496,True,10.86375,5.3055,2,0.8157894736842105,0.7484305975354568,0.6470588235294118,0.849802371541502,0.4647887323943662,0.5409836065573771,0.43880674376668494,0.8701077268852204,0.6385117166118845,33.0,38.0,215.0,18.0,304.0,51.0,253.0
EXP-A2,binary,M4,r1f1,long,355,1744,True,30.308,20.225,2,0.8985915492957747,0.9081372549019608,0.93,0.8862745098039215,0.7622950819672131,0.8378378378378378,0.7731227430517391,0.9608235294117647,0.8722010421499442,93.0,29.0,226.0,7.0,355.0,100.0,255.0
EXP-A2,binary,M4,r1f1,medium,300,1496,True,12.3235,6.3335,2,0.8633333333333333,0.6944444444444444,0.4722222222222222,0.9166666666666666,0.4358974358974359,0.4533333333333333,0.3757735360574939,0.8835227272727273,0.5454654597273279,17.0,22.0,242.0,19.0,300.0,36.0,264.0
EXP-A2,binary,M4,r1f2,long,338,1744,True,27.4405,20.016,2,0.9349112426035503,0.9348709791445741,0.9347826086956522,0.9349593495934959,0.8431372549019608,0.8865979381443299,0.8433266054736153,0.9849328384588194,0.9640906392435991,86.0,16.0,230.0,6.0,338.0,92.0,246.0
EXP-A2,binary,M4,r1f2,medium,306,1496,True,13.262,7.7315,2,0.8823529411764706,0.7355229040622299,0.5384615384615384,0.9325842696629213,0.5384615384615384,0.5384615384615384,0.4710458081244598,0.9152021511572073,0.6725541981290611,21.0,18.0,249.0,18.0,306.0,39.0,267.0
EXP-A2,binary,M4,r1f3,long,332,1744,True,28.646,20.038,2,0.8945783132530121,0.9063335679099226,0.9310344827586207,0.8816326530612245,0.7363636363636363,0.8223350253807107,0.7592460409127879,0.9467980295566503,0.815957008090766,81.0,29.0,216.0,6.0,332.0,87.0,245.0
EXP-A2,binary,M4,r1f3,medium,319,1496,True,11.558,7.4495,2,0.8652037617554859,0.6892297047970479,0.4375,0.940959409594096,0.5675675675675675,0.49411764705882355,0.42257048067714104,0.8597785977859779,0.6096844705770676,21.0,16.0,255.0,27.0,319.0,48.0,271.0
EXP-A2,binary,M4,r1f4,long,376,1744,True,29.656,20.001,2,0.9069148936170213,0.9343971631205674,0.9893617021276596,0.8794326241134752,0.7322834645669292,0.8416289592760181,0.7954335832586045,0.9668024747246114,0.8818192532981532,93.0,34.0,248.0,1.0,376.0,94.0,282.0
EXP-A2,binary,M4,r1f4,medium,267,1496,True,12.5305,7.3645,2,0.8389513108614233,0.7931257344300823,0.7297297297297297,0.8565217391304348,0.45,0.5567010309278351,0.4852750086177924,0.9185663924794361,0.7392107901016359,27.0,33.0,197.0,10.0,267.0,37.0,230.0
EXP-A2,binary,M4,r2f0,long,343,1744,True,30.161,20.038,2,0.8046647230320699,0.8334838403041824,0.8875,0.779467680608365,0.5503875968992248,0.6794258373205742,0.5822720122907161,0.9199144486692015,0.7391087242331882,71.0,58.0,205.0,9.0,343.0,80.0,263.0
EXP-A2,binary,M4,r2f0,medium,301,1496,True,11.666,5.3055,2,0.8471760797342193,0.7129019607843137,0.5098039215686274,0.916,0.5531914893617021,0.5306122448979592,0.44004689607874825,0.8423529411764705,0.5795203231035093,26.0,21.0,229.0,25.0,301.0,51.0,250.0
EXP-A2,binary,M4,r2f1,long,354,1744,True,29.729,20.027,2,0.9067796610169492,0.9166533801020409,0.9387755102040817,0.89453125,0.773109243697479,0.847926267281106,0.7892789379348518,0.9634486607142858,0.8946498911850382,92.0,27.0,229.0,6.0,354.0,98.0,256.0
EXP-A2,binary,M4,r2f1,medium,297,1496,True,11.1225,6.9855,2,0.8383838383838383,0.7404214559386973,0.6111111111111112,0.8697318007662835,0.39285714285714285,0.4782608695652174,0.4012104052248333,0.8777139208173692,0.5382194008625582,22.0,34.0,227.0,14.0,297.0,36.0,261.0
EXP-A2,binary,M4,r2f2,long,340,1744,True,29.6715,20.062,2,0.9147058823529411,0.9377702819581388,0.9893617021276596,0.8861788617886179,0.768595041322314,0.8651162790697674,0.8178864430862357,0.9831776509254455,0.9430076720736392,93.0,28.0,218.0,1.0,340.0,94.0,246.0
EXP-A2,binary,M4,r2f2,medium,315,1496,True,12.0475,6.6075,2,0.780952380952381,0.775265047879617,0.7674418604651163,0.7830882352941176,0.358695652173913,0.4888888888888889,0.41567451629778895,0.88859439124487,0.636137012883826,33.0,59.0,213.0,10.0,315.0,43.0,272.0
EXP-A2,binary,M4,r2f3,long,334,1744,True,29.845,20.001,2,0.8862275449101796,0.8878009342436219,0.8913043478260869,0.8842975206611571,0.7454545454545455,0.8118811881188119,0.7372590148056825,0.9413627380524614,0.7998628099999182,82.0,28.0,214.0,10.0,334.0,92.0,242.0
EXP-A2,binary,M4,r2f3,medium,309,1496,True,12.461,7.7595,2,0.9449838187702265,0.825925925925926,0.6666666666666666,0.9851851851851852,0.8666666666666667,0.7536231884057971,0.7311396899702779,0.9419753086419753,0.7766754126226244,26.0,4.0,266.0,13.0,309.0,39.0,270.0
EXP-A2,binary,M4,r2f4,long,373,1744,True,28.726,20.046,2,0.8927613941018767,0.8838633686690224,0.8666666666666667,0.901060070671378,0.7358490566037735,0.7959183673469388,0.7283037985175295,0.9544954848841775,0.8293172753835933,78.0,28.0,255.0,12.0,373.0,90.0,283.0
EXP-A2,binary,M4,r2f4,medium,274,1496,True,12.030999999999999,6.8515,2,0.8905109489051095,0.7403530377668308,0.5238095238095238,0.9568965517241379,0.6875,0.5945945945945946,0.5392194841545507,0.8834154351395731,0.676693556058599,22.0,10.0,222.0,20.0,274.0,42.0,232.0
EXP-A2,binary,M4,r3f0,long,348,1744,True,30.62875,20.027,2,0.8247126436781609,0.8589041095890411,0.9178082191780822,0.8,0.5491803278688525,0.6871794871794872,0.6124943246910677,0.9234371108343712,0.7435988552580537,67.0,55.0,220.0,6.0,348.0,73.0,275.0
EXP-A2,binary,M4,r3f0,medium,296,1496,True,10.9635,6.3335,2,0.8614864864864865,0.7247899159663865,0.5,0.9495798319327731,0.7073170731707317,0.5858585858585859,0.5165915253955038,0.8895972181976238,0.7217161092746116,29.0,12.0,226.0,29.0,296.0,58.0,238.0
EXP-A2,binary,M4,r3f1,long,362,1744,True,28.9675,20.038,2,0.8950276243093923,0.9120286576168929,0.9509803921568627,0.8730769230769231,0.7461538461538462,0.8362068965517241,0.7727313111820558,0.9501508295625942,0.8648445932627706,97.0,33.0,227.0,5.0,362.0,102.0,260.0
EXP-A2,binary,M4,r3f1,medium,285,1496,True,12.507,5.3055,2,0.9333333333333333,0.8156862745098039,0.6666666666666666,0.9647058823529412,0.6896551724137931,0.6779661016949152,0.6409105662690975,0.9023529411764706,0.6234151326763189,20.0,9.0,246.0,10.0,285.0,30.0,255.0
EXP-A2,binary,M4,r3f2,long,356,1744,True,29.097,20.016,2,0.8876404494382022,0.9009811320754717,0.9339622641509434,0.868,0.75,0.8319327731092437,0.7592169501259113,0.9608301886792454,0.8898041631326408,99.0,33.0,217.0,7.0,356.0,106.0,250.0
EXP-A2,binary,M4,r3f2,medium,299,1496,True,12.163,6.908,2,0.8561872909698997,0.7868029739776952,0.7,0.8736059479553904,0.38181818181818183,0.49411764705882355,0.44480960386152213,0.9127633209417596,0.6158774427542302,21.0,34.0,235.0,9.0,299.0,30.0,269.0
EXP-A2,binary,M4,r3f3,long,352,1744,True,29.7205,20.062,2,0.9119318181818182,0.9262978400909436,0.9560439560439561,0.896551724137931,0.7631578947368421,0.848780487804878,0.797706578377422,0.9677487263694161,0.8671575050525283,87.0,27.0,234.0,4.0,352.0,91.0,261.0
EXP-A2,binary,M4,r3f3,medium,299,1496,True,12.329,6.8515,2,0.8093645484949833,0.7377896613190731,0.6363636363636364,0.8392156862745098,0.4057971014492754,0.49557522123893805,0.39988114692948146,0.8452762923351158,0.5998625889265639,28.0,41.0,214.0,16.0,299.0,44.0,255.0
EXP-A2,binary,M4,r3f4,long,326,1744,True,27.932000000000002,20.001,2,0.901840490797546,0.9182327069172331,0.9512195121951219,0.8852459016393442,0.7358490566037735,0.8297872340425532,0.7747927616995782,0.9651639344262295,0.8691024574474623,78.0,28.0,216.0,4.0,326.0,82.0,244.0
EXP-A2,binary,M4,r3f4,medium,317,1496,True,12.283,7.6315,2,0.8706624605678234,0.7067088029241547,0.46938775510204084,0.9440298507462687,0.6052631578947368,0.5287356321839081,0.4601087629831242,0.8735912275357904,0.6217838158682902,23.0,15.0,253.0,26.0,317.0,49.0,268.0
EXP-A2,binary,M4,r4f0,long,387,1744,True,30.253,20.016,2,0.8087855297157622,0.826109391124871,0.8627450980392157,0.7894736842105263,0.5945945945945946,0.704,0.5912702242654209,0.9011695906432748,0.7454871872448136,88.0,60.0,225.0,14.0,387.0,102.0,285.0
EXP-A2,binary,M4,r4f0,medium,268,1496,True,11.44,6.3335,2,0.8731343283582089,0.7639517345399698,0.6176470588235294,0.9102564102564102,0.5,0.5526315789473685,0.48330694779568806,0.8880090497737556,0.6409112507523529,21.0,21.0,213.0,13.0,268.0,34.0,234.0
EXP-A2,binary,M4,r4f1,long,335,1744,True,26.994,20.079,2,0.9014925373134328,0.9264438707209792,0.9759036144578314,0.876984126984127,0.7232142857142857,0.8307692307692308,0.780494318563166,0.978485370051635,0.9211873012171964,81.0,31.0,221.0,2.0,335.0,83.0,252.0
EXP-A2,binary,M4,r4f1,medium,309,1496,True,11.666,5.3055,2,0.8381877022653722,0.7511973180076628,0.625,0.8773946360153256,0.4838709677419355,0.5454545454545454,0.45440337131867076,0.9028575989782887,0.7415052067679309,30.0,32.0,229.0,18.0,309.0,48.0,261.0
EXP-A2,binary,M4,r4f2,long,329,1744,True,30.7485,20.027,2,0.9027355623100304,0.919047619047619,0.9523809523809523,0.8857142857142857,0.7407407407407407,0.8333333333333334,0.7782301349196424,0.9678328474246841,0.9013947990791686,80.0,28.0,217.0,4.0,329.0,84.0,245.0
EXP-A2,binary,M4,r4f2,medium,318,1496,True,12.6615,6.6075,2,0.889937106918239,0.7381944444444445,0.5208333333333334,0.9555555555555556,0.6756756756756757,0.5882352941176471,0.5318756429173178,0.8927469135802469,0.6795924276498517,25.0,12.0,258.0,23.0,318.0,48.0,270.0
EXP-A2,binary,M4,r4f3,long,360,1744,True,29.3835,20.001,2,0.8944444444444445,0.9055009748079055,0.9306930693069307,0.8803088803088803,0.752,0.831858407079646,0.7653208224195372,0.9540884590389541,0.8591994653153272,94.0,31.0,228.0,7.0,360.0,101.0,259.0
EXP-A2,binary,M4,r4f3,medium,291,1496,True,12.837,7.8495,2,0.865979381443299,0.758239871824216,0.6176470588235294,0.8988326848249028,0.44680851063829785,0.5185185185185185,0.45083276460712224,0.8821240558480201,0.6039396704358392,21.0,26.0,231.0,13.0,291.0,34.0,257.0
EXP-A2,binary,M4,r4f4,long,333,1744,True,29.829,20.039,2,0.8948948948948949,0.9178858290304073,0.9642857142857143,0.8714859437751004,0.7168141592920354,0.8223350253807107,0.7666133785596816,0.9546280359533371,0.8419835811889416,81.0,32.0,217.0,3.0,333.0,84.0,249.0
EXP-A2,binary,M4,r4f4,medium,310,1496,True,11.556999999999999,7.3645,2,0.8161290322580645,0.6644688941024188,0.44680851063829785,0.8821292775665399,0.40384615384615385,0.42424242424242425,0.31573959407589125,0.8288164387994499,0.5196567888324416,21.0,31.0,232.0,26.0,310.0,47.0,263.0
EXP-A2,binary,M5,r0f0,long,383,1744,True,30.72,20.001,2,0.8328981723237598,0.8509513742071881,0.8837209302325582,0.8181818181818182,0.5846153846153846,0.7037037037037037,0.6185466462522727,0.9316420014094432,0.7853249428305709,76.0,54.0,243.0,10.0,383.0,86.0,297.0
EXP-A2,binary,M5,r0f0,medium,264,1496,True,12.54925,6.6075,2,0.875,0.6841842840047866,0.391304347826087,0.9770642201834863,0.782608695652174,0.5217391304347826,0.4954699149572091,0.8895093737534903,0.7333268522288832,18.0,5.0,213.0,28.0,264.0,46.0,218.0
EXP-A2,binary,M5,r0f1,long,327,1744,True,28.821,20.016,2,0.926605504587156,0.9153939281057926,0.8901098901098901,0.940677966101695,0.8526315789473684,0.8709677419354839,0.8200891050511235,0.9776029055690072,0.9445897925912272,81.0,14.0,222.0,10.0,327.0,91.0,236.0
EXP-A2,binary,M5,r0f1,medium,324,1496,True,12.044,6.637,2,0.8765432098765432,0.702309029214599,0.46511627906976744,0.9395017793594306,0.5405405405405406,0.5,0.4316093448718299,0.8362989323843416,0.534136306742263,20.0,17.0,264.0,23.0,324.0,43.0,281.0
EXP-A2,binary,M5,r0f2,long,303,1744,True,28.55,20.062,2,0.9570957095709571,0.9397775220560031,0.9090909090909091,0.9704641350210971,0.8955223880597015,0.9022556390977443,0.8748140743123867,0.9888121723564761,0.9561628669332125,60.0,7.0,230.0,6.0,303.0,66.0,237.0
EXP-A2,binary,M5,r0f2,medium,341,1496,True,11.708,5.3055,2,0.8680351906158358,0.7067725752508361,0.4461538461538462,0.967391304347826,0.7631578947368421,0.5631067961165048,0.5162036121029756,0.8984392419175028,0.7032390364668163,29.0,9.0,267.0,36.0,341.0,65.0,276.0
EXP-A2,binary,M5,r0f3,long,352,1744,True,27.685000000000002,20.038,2,0.9119318181818182,0.9175377697132263,0.9306930693069307,0.9043824701195219,0.7966101694915254,0.8584474885844748,0.8001554691406343,0.9750700169618556,0.9379681293021689,94.0,24.0,227.0,7.0,352.0,101.0,251.0
EXP-A2,binary,M5,r0f3,medium,303,1496,True,10.314,6.3335,2,0.8085808580858086,0.6871098626716604,0.5277777777777778,0.846441947565543,0.31666666666666665,0.3958333333333333,0.3038468894691037,0.8280274656679151,0.4881990956387179,19.0,41.0,226.0,17.0,303.0,36.0,267.0
EXP-A2,binary,M5,r0f4,long,379,1744,True,29.62,20.046,2,0.8522427440633246,0.869043595809395,0.9090909090909091,0.828996282527881,0.684931506849315,0.78125,0.6883760676182649,0.9183845893883069,0.7318613357822863,100.0,46.0,223.0,10.0,379.0,110.0,269.0
EXP-A2,binary,M5,r0f4,medium,264,1496,True,13.4435,8.0,2,0.8863636363636364,0.9382716049382716,1.0,0.8765432098765432,0.4117647058823529,0.5833333333333334,0.6007741314404178,0.9870664315108759,0.8808153412551236,21.0,30.0,213.0,0.0,264.0,21.0,243.0
EXP-A2,binary,M5,r1f0,long,343,1744,True,30.6505,20.079,2,0.760932944606414,0.8093959099048158,0.9012345679012346,0.7175572519083969,0.4965986394557823,0.6403508771929824,0.5310690791714472,0.8923758363961927,0.6745371953011039,73.0,74.0,188.0,8.0,343.0,81.0,262.0
EXP-A2,binary,M5,r1f0,medium,304,1496,True,10.86375,5.3055,2,0.8125,0.7386266759668294,0.6274509803921569,0.849802371541502,0.45714285714285713,0.5289256198347108,0.42358189331265855,0.8704952336665892,0.6381682335041742,32.0,38.0,215.0,19.0,304.0,51.0,253.0
EXP-A2,binary,M5,r1f1,long,355,1744,True,30.308,20.225,2,0.9070422535211268,0.9018627450980392,0.89,0.9137254901960784,0.8018018018018018,0.8436018957345972,0.7798685914921102,0.960156862745098,0.8773366348248038,89.0,22.0,233.0,11.0,355.0,100.0,255.0
EXP-A2,binary,M5,r1f1,medium,300,1496,True,12.3235,6.3335,2,0.8533333333333334,0.6887626262626263,0.4722222222222222,0.9053030303030303,0.40476190476190477,0.4358974358974359,0.35356130024204974,0.8809974747474747,0.5367634279641247,17.0,25.0,239.0,19.0,300.0,36.0,264.0
EXP-A2,binary,M5,r1f2,long,338,1744,True,27.4405,20.016,2,0.9497041420118343,0.9314245316366208,0.8913043478260869,0.9715447154471545,0.9213483146067416,0.9060773480662984,0.8719701585401809,0.9885560268646165,0.9711500379064316,82.0,7.0,239.0,10.0,338.0,92.0,246.0
EXP-A2,binary,M5,r1f2,medium,306,1496,True,13.262,7.7315,2,0.8921568627450981,0.7739844425237683,0.6153846153846154,0.9325842696629213,0.5714285714285714,0.5925925925925926,0.5310277595650567,0.9209641793911456,0.7086253556868279,24.0,18.0,249.0,15.0,306.0,39.0,267.0
EXP-A2,binary,M5,r1f3,long,332,1744,True,28.646,20.038,2,0.8945783132530121,0.9063335679099226,0.9310344827586207,0.8816326530612245,0.7363636363636363,0.8223350253807107,0.7592460409127879,0.9397607318789585,0.7562232996633543,81.0,29.0,216.0,6.0,332.0,87.0,245.0
EXP-A2,binary,M5,r1f3,medium,319,1496,True,11.558,7.4495,2,0.8463949843260188,0.7038745387453875,0.5,0.9077490774907749,0.4897959183673469,0.4948453608247423,0.4043135805651452,0.8594710947109472,0.6067654817906944,24.0,25.0,246.0,24.0,319.0,48.0,271.0
EXP-A2,binary,M5,r1f4,long,376,1744,True,29.656,20.001,2,0.9122340425531915,0.9308510638297872,0.9680851063829787,0.8936170212765957,0.7520661157024794,0.8465116279069768,0.7986985037868705,0.9665761279613702,0.8513250662935135,91.0,30.0,252.0,3.0,376.0,94.0,282.0
EXP-A2,binary,M5,r1f4,medium,267,1496,True,12.5305,7.3645,2,0.850187265917603,0.8336662749706228,0.8108108108108109,0.8565217391304348,0.47619047619047616,0.6,0.5430273831074912,0.9338425381903643,0.7661931017786328,30.0,33.0,197.0,7.0,267.0,37.0,230.0
EXP-A2,binary,M5,r2f0,long,343,1744,True,30.161,20.038,2,0.7813411078717201,0.8269724334600761,0.9125,0.7414448669201521,0.5177304964539007,0.6606334841628959,0.5620549304291251,0.9103136882129278,0.7163396103374707,73.0,68.0,195.0,7.0,343.0,80.0,263.0
EXP-A2,binary,M5,r2f0,medium,301,1496,True,11.666,5.3055,2,0.8205980066445183,0.7281176470588235,0.5882352941176471,0.868,0.47619047619047616,0.5263157894736842,0.4207123085880214,0.8389019607843137,0.578265427329474,30.0,33.0,217.0,21.0,301.0,51.0,250.0
EXP-A2,binary,M5,r2f1,long,354,1744,True,29.729,20.027,2,0.9180790960451978,0.9307637117346939,0.9591836734693877,0.90234375,0.7899159663865546,0.8663594470046083,0.8160085604383377,0.9608976403061226,0.8559672579264445,94.0,25.0,231.0,4.0,354.0,98.0,256.0
EXP-A2,binary,M5,r2f1,medium,297,1496,True,11.1225,6.9855,2,0.8114478114478114,0.7849616858237548,0.75,0.8199233716475096,0.36486486486486486,0.4909090909090909,0.43005072061171523,0.8790974882928906,0.5303136930144985,27.0,47.0,214.0,9.0,297.0,36.0,261.0
EXP-A2,binary,M5,r2f2,long,340,1744,True,29.6715,20.062,2,0.9411764705882353,0.9462030790520671,0.9574468085106383,0.9349593495934959,0.8490566037735849,0.9,0.8616545338272705,0.9820100328662861,0.9399880098748365,90.0,16.0,230.0,4.0,340.0,94.0,246.0
EXP-A2,binary,M5,r2f2,medium,315,1496,True,12.0475,6.6075,2,0.8634920634920635,0.7447417920656635,0.5813953488372093,0.9080882352941176,0.5,0.5376344086021505,0.45988460563713823,0.8986833105335158,0.6444341408512967,25.0,25.0,247.0,18.0,315.0,43.0,272.0
EXP-A2,binary,M5,r2f3,long,334,1744,True,29.845,20.001,2,0.8922155688622755,0.9054078332734459,0.9347826086956522,0.8760330578512396,0.7413793103448276,0.8269230769230769,0.7607929627445807,0.9455623427955443,0.7841358652885804,86.0,30.0,212.0,6.0,334.0,92.0,242.0
EXP-A2,binary,M5,r2f3,medium,309,1496,True,12.461,7.7595,2,0.9288025889967637,0.8056980056980056,0.6410256410256411,0.9703703703703703,0.7575757575757576,0.6944444444444444,0.6573933033993891,0.9411206077872744,0.7715553109268243,25.0,8.0,262.0,14.0,309.0,39.0,270.0
EXP-A2,binary,M5,r2f4,long,373,1744,True,28.726,20.046,2,0.8954423592493298,0.8932076953278367,0.8888888888888888,0.8975265017667845,0.7339449541284404,0.8040201005025126,0.7398629238267163,0.9479780133490381,0.771260139670918,80.0,29.0,254.0,10.0,373.0,90.0,283.0
EXP-A2,binary,M5,r2f4,medium,274,1496,True,12.030999999999999,6.8515,2,0.843065693430657,0.7025862068965517,0.5,0.9051724137931034,0.4883720930232558,0.49411764705882355,0.4012991950652899,0.889059934318555,0.6657699843241204,21.0,22.0,210.0,21.0,274.0,42.0,232.0
EXP-A2,binary,M5,r3f0,long,348,1744,True,30.62875,20.027,2,0.8189655172413793,0.8452054794520548,0.8904109589041096,0.8,0.5416666666666666,0.6735751295336787,0.5913946709374933,0.9241843088418431,0.751901907888245,65.0,55.0,220.0,8.0,348.0,73.0,275.0
EXP-A2,binary,M5,r3f0,medium,296,1496,True,10.9635,6.3335,2,0.875,0.7527528252680382,0.5517241379310345,0.9537815126050421,0.7441860465116279,0.6336633663366337,0.5694216840562352,0.8961170675166619,0.7374816801481218,32.0,11.0,227.0,26.0,296.0,58.0,238.0
EXP-A2,binary,M5,r3f1,long,362,1744,True,28.9675,20.038,2,0.8895027624309392,0.9052036199095023,0.9411764705882353,0.8692307692307693,0.7384615384615385,0.8275862068965517,0.7599314239921636,0.9425716440422323,0.8116607886906313,96.0,34.0,226.0,6.0,362.0,102.0,260.0
EXP-A2,binary,M5,r3f1,medium,285,1496,True,12.507,5.3055,2,0.8771929824561403,0.7843137254901961,0.6666666666666666,0.9019607843137255,0.4444444444444444,0.5333333333333333,0.47857131243872597,0.9054901960784313,0.5784308131940255,20.0,25.0,230.0,10.0,285.0,30.0,255.0
EXP-A2,binary,M5,r3f2,long,356,1744,True,29.097,20.016,2,0.8651685393258427,0.8904150943396226,0.9528301886792453,0.828,0.7013888888888888,0.808,0.727495575321158,0.9589056603773586,0.886373872474207,101.0,43.0,207.0,5.0,356.0,106.0,250.0
