model_id,kind,x,mean,sd,n_folds
M7,roc,0.24,0.935914,0.038914,25
M7,roc,0.25,0.940119,0.0405,25
M7,roc,0.26,0.947677,0.037405,25
M7,roc,0.27,0.952749,0.034398,25
M7,roc,0.28,0.95789,0.033536,25
M7,roc,0.29,0.963017,0.030062,25
M7,roc,0.3,0.967849,0.028505,25
M7,roc,0.31,0.975343,0.025736,25
M7,roc,0.32,0.98076,0.023754,25
M7,roc,0.33,0.982857,0.022636,25
M7,roc,0.34,0.985261,0.021546,25
M7,roc,0.35,0.986768,0.021537,25
M7,roc,0.36,0.989145,0.019251,25
M7,roc,0.37,0.99095,0.017284,25
M7,roc,0.38,0.991857,0.016548,25
M7,roc,0.39,0.994583,0.011028,25
M7,roc,0.4,0.997584,0.005681,25
M7,roc,0.41,0.998195,0.004515,25
M7,roc,0.42,0.998803,0.002799,25
M7,roc,0.43,0.999401,0.002074,25
M7,roc,0.44,0.999704,0.001481,25
M7,roc,0.45,0.999704,0.001481,25
M7,roc,0.46,0.999704,0.001481,25
M7,roc,0.47,0.999704,0.001481,25
M7,roc,0.48,0.999704,0.001481,25
M7,roc,0.49,0.999704,0.001481,25
M7,roc,0.5,0.999704,0.001481,25
M7,roc,0.51,0.999704,0.001481,25
M7,roc,0.52,0.999704,0.001481,25
M7,roc,0.53,0.999704,0.001481,25
M7,roc,0.54,0.999704,0.001481,25
M7,roc,0.55,1.0,0.0,25
M7,roc,0.56,1.0,0.0,25
M7,roc,0.57,1.0,0.0,25
M7,roc,0.58,1.0,0.0,25
M7,roc,0.59,1.0,0.0,25
M7,roc,0.6,1.0,0.0,25
M7,roc,0.61,1.0,0.0,25
M7,roc,0.62,1.0,0.0,25
M7,roc,0.63,1.0,0.0,25
M7,roc,0.64,1.0,0.0,25
M7,roc,0.65,1.0,0.0,25
M7,roc,0.66,1.0,0.0,25
M7,roc,0.67,1.0,0.0,25
M7,roc,0.68,1.0,0.0,25
M7,roc,0.69,1.0,0.0,25
M7,roc,0.7,1.0,0.0,25
M7,roc,0.71,1.0,0.0,25
M7,roc,0.72,1.0,0.0,25
M7,roc,0.73,1.0,0.0,25
M7,roc,0.74,1.0,0.0,25
M7,roc,0.75,1.0,0.0,25
M7,roc,0.76,1.0,0.0,25
M7,roc,0.77,1.0,0.0,25
M7,roc,0.78,1.0,0.0,25
M7,roc,0.79,1.0,0.0,25
M7,roc,0.8,1.0,0.0,25
M7,roc,0.81,1.0,0.0,25
M7,roc,0.82,1.0,0.0,25
M7,roc,0.83,1.0,0.0,25
M7,roc,0.84,1.0,0.0,25
M7,roc,0.85,1.0,0.0,25
M7,roc,0.86,1.0,0.0,25
M7,roc,0.87,1.0,0.0,25
M7,roc,0.88,1.0,0.0,25
M7,roc,0.89,1.0,0.0,25
M7,roc,0.9,1.0,0.0,25
M7,roc,0.91,1.0,0.0,25
M7,roc,0.92,1.0,0.0,25
M7,roc,0.93,1.0,0.0,25
M7,roc,0.94,1.0,0.0,25
M7,roc,0.95,1.0,0.0,25
M7,roc,0.96,1.0,0.0,25
M7,roc,0.97,1.0,0.0,25
M7,roc,0.98,1.0,0.0,25
M7,roc,0.99,1.0,0.0,25
M7,roc,1.0,1.0,0.0,25
M7,pr,0.0,0.92,0.276887,25
M7,pr,0.01,0.914227,0.174813,25
M7,pr,0.02,0.91528,0.149013,25
M7,pr,0.03,0.903839,0.140114,25
M7,pr,0.04,0.902486,0.122675,25
M7,pr,0.05,0.886907,0.116421,25
M7,pr,0.06,0.878793,0.124933,25
M7,pr,0.07,0.876123,0.116154,25
M7,pr,0.08,0.866547,0.11219,25
M7,pr,0.09,0.858352,0.104663,25
M7,pr,0.1,0.857626,0.110776,25
M7,pr,0.11,0.858321,0.111506,25
M7,pr,0.12,0.858668,0.108221,25
M7,pr,0.13,0.859084,0.107181,25
M7,pr,0.14,0.859555,0.105544,25
M7,pr,0.15,0.860561,0.098145,25
M7,pr,0.16,0.857907,0.102142,25
M7,pr,0.17,0.849853,0.10641,25
M7,pr,0.18,0.849892,0.106241,25
M7,pr,0.19,0.847393,0.103266,25
M7,pr,0.2,0.846007,0.10106,25
M7,pr,0.21,0.843702,0.099879,25
M7,pr,0.22,0.842164,0.105035,25
M7,pr,0.23,0.842655,0.103763,25
M7,pr,0.24,0.839048,0.102184,25
M7,pr,0.25,0.836931,0.101193,25
M7,pr,0.26,0.838081,0.098573,25
M7,pr,0.27,0.838362,0.097933,25
M7,pr,0.28,0.833636,0.098627,25
M7,pr,0.29,0.829215,0.100221,25
M7,pr,0.3,0.830094,0.097614,25
M7,pr,0.31,0.829,0.094578,25
M7,pr,0.32,0.827592,0.094095,25
M7,pr,0.33,0.829155,0.096443,25
M7,pr,0.34,0.831093,0.09754,25
M7,pr,0.35,0.828591,0.098217,25
M7,pr,0.36,0.827013,0.099995,25
M7,pr,0.37,0.825487,0.097532,25
M7,pr,0.38,0.824593,0.09604,25
M7,pr,0.39,0.82475,0.097944,25
M7,pr,0.4,0.823968,0.10063,25
M7,pr,0.41,0.823436,0.101097,25
M7,pr,0.42,0.823175,0.10026,25
M7,pr,0.43,0.824645,0.101333,25
M7,pr,0.44,0.824601,0.102005,25
M7,pr,0.45,0.825148,0.101,25
M7,pr,0.46,0.823336,0.103278,25
M7,pr,0.47,0.822246,0.105258,25
M7,pr,0.48,0.823031,0.105974,25
M7,pr,0.49,0.822251,0.103623,25
M7,pr,0.5,0.820677,0.103725,25
M7,pr,0.51,0.819773,0.104428,25
M7,pr,0.52,0.818504,0.10397,25
M7,pr,0.53,0.818238,0.104346,25
M7,pr,0.54,0.816858,0.104483,25
M7,pr,0.55,0.816332,0.102405,25
M7,pr,0.56,0.816106,0.103261,25
M7,pr,0.57,0.815916,0.103774,25
M7,pr,0.58,0.815447,0.10337,25
M7,pr,0.59,0.814587,0.103032,25
M7,pr,0.6,0.813411,0.102188,25
M7,pr,0.61,0.812897,0.102781,25
M7,pr,0.62,0.810763,0.102917,25
M7,pr,0.63,0.808621,0.102371,25
M7,pr,0.64,0.806006,0.103008,25
M7,pr,0.65,0.802262,0.101381,25
M7,pr,0.66,0.800004,0.10153,25
M7,pr,0.67,0.79625,0.099738,25
M7,pr,0.68,0.793445,0.100574,25
M7,pr,0.69,0.790348,0.099795,25
M7,pr,0.7,0.787872,0.099269,25
M7,pr,0.71,0.783113,0.097991,25
M7,pr,0.72,0.774371,0.100913,25
M7,pr,0.73,0.766089,0.09979,25
M7,pr,0.74,0.759565,0.100142,25
M7,pr,0.75,0.755226,0.099696,25
M7,pr,0.76,0.746568,0.098067,25
M7,pr,0.77,0.736853,0.100835,25
M7,pr,0.78,0.724937,0.101484,25
M7,pr,0.79,0.711818,0.101466,25
M7,pr,0.8,0.699315,0.097344,25
M7,pr,0.81,0.686512,0.094431,25
M7,pr,0.82,0.670972,0.091998,25
M7,pr,0.83,0.656779,0.094316,25
M7,pr,0.84,0.640537,0.090183,25
M7,pr,0.85,0.626983,0.090592,25
M7,pr,0.86,0.614722,0.090876,25
M7,pr,0.87,0.602156,0.092849,25
M7,pr,0.88,0.592074,0.090186,25
M7,pr,0.89,0.584546,0.088694,25
M7,pr,0.9,0.572479,0.087394,25
M7,pr,0.91,0.558608,0.082215,25
M7,pr,0.92,0.541592,0.07452,25
M7,pr,0.93,0.525845,0.072583,25
M7,pr,0.94,0.515343,0.072929,25
M7,pr,0.95,0.501591,0.068932,25
M7,pr,0.96,0.486112,0.059707,25
M7,pr,0.97,0.469352,0.054148,25
M7,pr,0.98,0.455299,0.046156,25
M7,pr,0.99,0.438298,0.035942,25
M7,pr,1.0,0.215708,0.038405,25
M8,roc,0.0,0.09655,0.117589,25
M8,roc,0.01,0.323453,0.158133,25
M8,roc,0.02,0.458366,0.170425,25
M8,roc,0.03,0.5445,0.146773,25
M8,roc,0.04,0.619387,0.128758,25
M8,roc,0.05,0.672127,0.114516,25
M8,roc,0.06,0.707609,0.104173,25
M8,roc,0.07,0.738723,0.093403,25
M8,roc,0.08,0.75955,0.086232,25
M8,roc,0.09,0.772516,0.082483,25
M8,roc,0.1,0.789901,0.076007,25
M8,roc,0.11,0.803515,0.067546,25
M8,roc,0.12,0.817043,0.063087,25
M8,roc,0.13,0.826685,0.061687,25
M8,roc,0.14,0.837762,0.06226,25
M8,roc,0.15,0.847699,0.057502,25
M8,roc,0.16,0.86068,0.055169,25
M8,roc,0.17,0.872404,0.051293,25
M8,roc,0.18,0.880243,0.049981,25
M8,roc,0.19,0.887742,0.048972,25
M8,roc,0.2,0.897657,0.045996,25
M8,roc,0.21,0.90851,0.044534,25
M8,roc,0.22,0.918745,0.047598,25
M8,roc,0.23,0.926282,0.04842,25
M8,roc,0.24,0.933793,0.045016,25
M8,roc,0.25,0.939504,0.044588,25
M8,roc,0.26,0.944618,0.043502,25
M8,roc,0.27,0.950687,0.043732,25
M8,roc,0.28,0.956755,0.039294,25
M8,roc,0.29,0.963606,0.03582,25
M8,roc,0.3,0.966605,0.035367,25
M8,roc,0.31,0.972883,0.032249,25
M8,roc,0.32,0.980123,0.025942,25
M8,roc,0.33,0.984036,0.022678,25
M8,roc,0.34,0.985538,0.022764,25
M8,roc,0.35,0.98794,0.018602,25
M8,roc,0.36,0.990062,0.016479,25
M8,roc,0.37,0.992756,0.01445,25
M8,roc,0.38,0.994565,0.011085,25
M8,roc,0.39,0.996089,0.007918,25
M8,roc,0.4,0.996983,0.006568,25
M8,roc,0.41,0.997286,0.005744,25
M8,roc,0.42,0.997894,0.004639,25
M8,roc,0.43,0.998496,0.00377,25
M8,roc,0.44,0.998799,0.002809,25
M8,roc,0.45,0.999102,0.002482,25
M8,roc,0.46,0.999398,0.002083,25
M8,roc,0.47,0.999398,0.002083,25
M8,roc,0.48,0.999704,0.001481,25
M8,roc,0.49,0.999704,0.001481,25
M8,roc,0.5,1.0,0.0,25
M8,roc,0.51,1.0,0.0,25
M8,roc,0.52,1.0,0.0,25
M8,roc,0.53,1.0,0.0,25
M8,roc,0.54,1.0,0.0,25
M8,roc,0.55,1.0,0.0,25
M8,roc,0.56,1.0,0.0,25
M8,roc,0.57,1.0,0.0,25
M8,roc,0.58,1.0,0.0,25
M8,roc,0.59,1.0,0.0,25
M8,roc,0.6,1.0,0.0,25
M8,roc,0.61,1.0,0.0,25
M8,roc,0.62,1.0,0.0,25
M8,roc,0.63,1.0,0.0,25
M8,roc,0.64,1.0,0.0,25
M8,roc,0.65,1.0,0.0,25
M8,roc,0.66,1.0,0.0,25
M8,roc,0.67,1.0,0.0,25
M8,roc,0.68,1.0,0.0,25
M8,roc,0.69,1.0,0.0,25
M8,roc,0.7,1.0,0.0,25
M8,roc,0.71,1.0,0.0,25
M8,roc,0.72,1.0,0.0,25
M8,roc,0.73,1.0,0.0,25
M8,roc,0.74,1.0,0.0,25
M8,roc,0.75,1.0,0.0,25
M8,roc,0.76,1.0,0.0,25
M8,roc,0.77,1.0,0.0,25
M8,roc,0.78,1.0,0.0,25
M8,roc,0.79,1.0,0.0,25
M8,roc,0.8,1.0,0.0,25
M8,roc,0.81,1.0,0.0,25
M8,roc,0.82,1.0,0.0,25
M8,roc,0.83,1.0,0.0,25
M8,roc,0.84,1.0,0.0,25
M8,roc,0.85,1.0,0.0,25
M8,roc,0.86,1.0,0.0,25
M8,roc,0.87,1.0,0.0,25
M8,roc,0.88,1.0,0.0,25
M8,roc,0.89,1.0,0.0,25
M8,roc,0.9,1.0,0.0,25
M8,roc,0.91,1.0,0.0,25
M8,roc,0.92,1.0,0.0,25
M8,roc,0.93,1.0,0.0,25
M8,roc,0.94,1.0,0.0,25
M8,roc,0.95,1.0,0.0,25
M8,roc,0.96,1.0,0.0,25
M8,roc,0.97,1.0,0.0,25
M8,roc,0.98,1.0,0.0,25
M8,roc,0.99,1.0,0.0,25
M8,roc,1.0,1.0,0.0,25
M8,pr,0.0,0.96,0.2,25
M8,pr,0.01,0.936689,0.153234,25
M8,pr,0.02,0.927884,0.156828,25
M8,pr,0.03,0.896748,0.167617,25
M8,pr,0.04,0.887268,0.149032,25
M8,pr,0.05,0.892622,0.13991,25
M8,pr,0.06,0.896799,0.133881,25
M8,pr,0.07,0.896539,0.123774,25
M8,pr,0.08,0.893011,0.119008,25
M8,pr,0.09,0.88873,0.110409,25
M8,pr,0.1,0.893913,0.103542,25
M8,pr,0.11,0.891113,0.098537,25
M8,pr,0.12,0.890043,0.100962,25
M8,pr,0.13,0.8915,0.097016,25
M8,pr,0.14,0.895433,0.094418,25
M8,pr,0.15,0.892875,0.093466,25
M8,pr,0.16,0.889967,0.092405,25
M8,pr,0.17,0.884328,0.087523,25
M8,pr,0.18,0.885373,0.086593,25
M8,pr,0.19,0.886151,0.086726,25
M8,pr,0.2,0.885254,0.085118,25
M8,pr,0.21,0.883654,0.084198,25
M8,pr,0.22,0.8818,0.084647,25
M8,pr,0.23,0.877065,0.084617,25
M8,pr,0.24,0.87183,0.084576,25
M8,pr,0.25,0.871242,0.085367,25
M8,pr,0.26,0.871387,0.083979,25
M8,pr,0.27,0.868513,0.084587,25
M8,pr,0.28,0.865239,0.086646,25
M8,pr,0.29,0.862089,0.085894,25
M8,pr,0.3,0.861594,0.086031,25
M8,pr,0.31,0.860572,0.082657,25
M8,pr,0.32,0.860393,0.083559,25
M8,pr,0.33,0.856231,0.084332,25
M8,pr,0.34,0.857597,0.084432,25
M8,pr,0.35,0.858383,0.084285,25
M8,pr,0.36,0.853977,0.085375,25
M8,pr,0.37,0.855271,0.083295,25
M8,pr,0.38,0.85539,0.081223,25
M8,pr,0.39,0.855382,0.081804,25
M8,pr,0.4,0.855082,0.082037,25
M8,pr,0.41,0.852713,0.082456,25
M8,pr,0.42,0.852895,0.083207,25
M8,pr,0.43,0.85094,0.083733,25
M8,pr,0.44,0.846807,0.084725,25
M8,pr,0.45,0.843044,0.085642,25
M8,pr,0.46,0.840104,0.088245,25
M8,pr,0.47,0.839914,0.086833,25
M8,pr,0.48,0.837739,0.08814,25
M8,pr,0.49,0.835756,0.087775,25
M8,pr,0.5,0.834785,0.089973,25
M8,pr,0.51,0.834236,0.090446,25
M8,pr,0.52,0.831001,0.093544,25
M8,pr,0.53,0.831064,0.094069,25
M8,pr,0.54,0.827404,0.094209,25
M8,pr,0.55,0.823708,0.096057,25
M8,pr,0.56,0.821982,0.095299,25
M8,pr,0.57,0.819643,0.096078,25
M8,pr,0.58,0.817824,0.09659,25
M8,pr,0.59,0.814469,0.097358,25
M8,pr,0.6,0.810874,0.094782,25
M8,pr,0.61,0.808204,0.094883,25
M8,pr,0.62,0.806233,0.095561,25
M8,pr,0.63,0.802882,0.096428,25
M8,pr,0.64,0.800449,0.093127,25
M8,pr,0.65,0.79733,0.09564,25
M8,pr,0.66,0.793378,0.096924,25
M8,pr,0.67,0.786003,0.095545,25
M8,pr,0.68,0.783636,0.096174,25
M8,pr,0.69,0.779619,0.094678,25
M8,pr,0.7,0.773882,0.09549,25
M8,pr,0.71,0.767015,0.094201,25
M8,pr,0.72,0.762746,0.093585,25
M8,pr,0.73,0.756673,0.093453,25
M8,pr,0.74,0.743695,0.095874,25
M8,pr,0.75,0.73363,0.097423,25
M8,pr,0.76,0.725428,0.095704,25
M8,pr,0.77,0.716461,0.094188,25
M8,pr,0.78,0.70135,0.098004,25
M8,pr,0.79,0.689153,0.098767,25
M8,pr,0.8,0.67878,0.097255,25
M8,pr,0.81,0.665003,0.094468,25
M8,pr,0.82,0.649894,0.093732,25
M8,pr,0.83,0.637542,0.090448,25
M8,pr,0.84,0.621727,0.086326,25
M8,pr,0.85,0.609477,0.083664,25
M8,pr,0.86,0.594441,0.081244,25
M8,pr,0.87,0.580985,0.078629,25
M8,pr,0.88,0.567311,0.074465,25
M8,pr,0.89,0.558208,0.073983,25
M8,pr,0.9,0.546876,0.071979,25
M8,pr,0.91,0.538062,0.067503,25
M8,pr,0.92,0.527554,0.063189,25
M8,pr,0.93,0.513133,0.055731,25
M8,pr,0.94,0.503222,0.052175,25
M8,pr,0.95,0.492262,0.049624,25
M8,pr,0.96,0.482664,0.046971,25
M8,pr,0.97,0.472679,0.044632,25
M8,pr,0.98,0.460255,0.041788,25
M8,pr,0.99,0.442544,0.038392,25
M8,pr,1.0,0.211509,0.011106,25
