repeat,fold,n_test,n_sources_seen,balanced_accuracy,macro_f1,accuracy,sensitivity,specificity,held_out_source
0,0,409,5,0.5,0.2224334600760456,0.2860635696821516,0.0,1.0,training-a
0,1,490,5,0.5,0.4406392694063927,0.7877551020408163,0.0,1.0,training-b
0,2,31,5,0.5,0.18421052631578946,0.22580645161290322,0.0,1.0,training-c
0,3,55,5,0.5,0.32926829268292684,0.4909090909090909,0.0,1.0,training-d
0,4,2141,5,0.5,0.4776774823127592,0.9145259224661373,0.0,1.0,training-e
0,5,114,5,0.5,0.41237113402061853,0.7017543859649122,0.0,1.0,training-f
