exp_id,model_id,task,cv,n_folds,n_train_mean,n_train_sd,n_train_n,n_test_mean,n_test_sd,n_test_n,n_features_mean,n_features_sd,n_features_n,accuracy_mean,accuracy_sd,accuracy_n,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_n,macro_f1_mean,macro_f1_sd,macro_f1_n,weighted_f1_mean,weighted_f1_sd,weighted_f1_n,macro_precision_mean,macro_precision_sd,macro_precision_n,macro_recall_mean,macro_recall_sd,macro_recall_n,support_mean,support_sd,support_n,n_classes_mean,n_classes_sd,n_classes_n,ovr_auc_macro_mean,ovr_auc_macro_sd,ovr_auc_macro_n,precision_normal_mean,precision_normal_sd,precision_normal_n,recall_normal_mean,recall_normal_sd,recall_normal_n,f1_normal_mean,f1_normal_sd,f1_normal_n,support_normal_mean,support_normal_sd,support_normal_n,precision_murmur_mean,precision_murmur_sd,precision_murmur_n,recall_murmur_mean,recall_murmur_sd,recall_murmur_n,f1_murmur_mean,f1_murmur_sd,f1_murmur_n,support_murmur_mean,support_murmur_sd,support_murmur_n,precision_extrastole_mean,precision_extrastole_sd,precision_extrastole_n,recall_extrastole_mean,recall_extrastole_sd,recall_extrastole_n,f1_extrastole_mean,f1_extrastole_sd,f1_extrastole_n,support_extrastole_mean,support_extrastole_sd,support_extrastole_n,brier_mean,brier_sd,brier_n,ece_mean,ece_sd,ece_n,fit_seconds_mean,fit_seconds_sd,fit_seconds_n,predict_seconds_mean,predict_seconds_sd,predict_seconds_n,planner_inner_best_score_mean,planner_inner_best_score_sd,planner_inner_best_score_n,planner_n_trials_mean,planner_n_trials_sd,planner_n_trials_n,planner_search_seconds_mean,planner_search_seconds_sd,planner_search_seconds_n
EXP-B2,M1,pascal_b,grouped_5fold,5,368.8,0.4472135954999579,5,92.2,0.4472135954999579,5,138.0,0.0,5,0.5661056568489948,0.022908735709092267,5,0.4887889863547758,0.030347789009586786,5,0.47040754278926933,0.02953060334420937,5,0.6029815918606829,0.024497500391874056,5,0.492727828770591,0.04537615099126423,5,0.4887889863547758,0.030347789009586786,5,92.2,0.4472135954999579,5,3.0,0.0,5,0.6697672244716263,0.033620452330728884,5,0.7716035384818252,0.02951756005018496,5,0.60625,0.04608712876172696,5,0.6776907717025399,0.02533676114142386,5,64.0,0.0,5,0.581062271062271,0.12538282827982083,5,0.5578947368421052,0.12116699403390883,5,0.5574481723949809,0.08624398464317201,5,19.0,0.0,5,0.12551767676767678,0.039317997329968164,5,0.3022222222222222,0.07793634629666749,5,0.17608368427028726,0.050724464313677234,5,9.2,0.4472135954999579,5,0.6940384720773226,0.08989661322134607,5,0.308076982028489,0.06831810706988721,5,2.9210964,1.685347231255417,5,0.003838,0.0005248318778428002,5,0.4530842,0.024094851715667387,5,12.0,0.0,5,84.118,29.349585516664458,5
EXP-B2,M3,pascal_b,grouped_5fold,5,368.8,0.4472135954999579,5,92.2,0.4472135954999579,5,138.0,0.0,5,0.7267180925666199,0.022943711216864306,5,0.40076754385964913,0.033001926964407895,5,0.3896085375923143,0.04541330602949589,5,0.6474172538425457,0.03361731848624848,5,0.5023573808140893,0.05494750401890464,5,0.40076754385964913,0.033001926964407895,5,92.2,0.4472135954999579,5,3.0,0.0,5,0.6456956069365726,0.03456978745286422,5,0.7237388091089347,0.016221321602810205,5,0.98125,0.01711632992203644,5,0.8329450682007458,0.013487470852737198,5,64.0,0.0,5,0.7833333333333333,0.1542229626943479,5,0.2210526315789474,0.10123886348248076,5,0.33588054457619676,0.1265412306669037,5,19.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,9.2,0.4472135954999579,5,0.42237390963845334,0.011045227649947345,5,0.05219646596505367,0.02084613870088417,5,0.1328566,0.007879197757386219,5,0.052806,0.0072141672769627406,5,0.3931534,0.0034891899919608804,5,12.0,0.0,5,8.516,0.5769142050599897,5
EXP-B2,M4,pascal_b,grouped_5fold,5,368.8,0.4472135954999579,5,92.2,0.4472135954999579,5,138.0,0.0,5,0.6095839177185601,0.019214209458170588,5,0.4291910331384015,0.05093213010861634,5,0.4204742448052114,0.0489113018684041,5,0.6077565841224286,0.01589645372889984,5,0.4189422503414704,0.042557272218530756,5,0.4291910331384015,0.05093213010861634,5,92.2,0.4472135954999579,5,3.0,0.0,5,0.6540270593384535,0.04578630372697127,5,0.7386189588166191,0.022974185679321104,5,0.725,0.06774838558962125,5,0.7296778496562938,0.02259438500883653,5,64.0,0.0,5,0.4496363636363636,0.052150449868506435,5,0.47368421052631576,0.15789473684210525,5,0.4548570129057934,0.1096739374432227,5,19.0,0.0,5,0.06857142857142857,0.09604420750840921,5,0.08888888888888888,0.12171612389003691,5,0.07688787185354691,0.10607585981377124,5,9.2,0.4472135954999579,5,0.5207748607825252,0.003476854351441989,5,0.10788753272970848,0.03389713168656121,5,2.3932058,2.3074093653256895,5,0.3851046,0.2615588717589216,5,0.4617045999999999,0.025322448070832334,5,12.0,0.0,5,74.43800000000002,14.438544594244949,5
EXP-B2,M5,pascal_b,grouped_5fold,5,368.8,0.4472135954999579,5,92.2,0.4472135954999579,5,138.0,0.0,5,0.668419822346891,0.09972485523634998,5,0.4283503898635478,0.06859091666373102,5,0.43283097009848576,0.08103058430607618,5,0.6434776903541743,0.08170520579843743,5,0.4623710212357781,0.11435436242976998,5,0.4283503898635478,0.06859091666373102,5,92.2,0.4472135954999579,5,3.0,0.0,5,0.6523681651390438,0.056201881019655855,5,0.735015161609432,0.03906008266066182,5,0.83125,0.13504556522707437,5,0.7771363211481704,0.08056595274124732,5,64.0,0.0,5,0.5854312354312354,0.19935504786578137,5,0.43157894736842095,0.11410254415094105,5,0.4880232558139535,0.12765888333704822,5,19.0,0.0,5,0.06666666666666667,0.14907119849998599,5,0.02222222222222222,0.04969039949999532,5,0.03333333333333333,0.07453559924999299,5,9.2,0.4472135954999579,5,0.47288747805646364,0.07297026445790553,5,0.12339022435072051,0.04289184821282027,5,24.6890014,26.6851414026812,5,0.0168088,0.012649603519478386,5,0.45604079999999997,0.02800327530307839,5,5.0,0.0,5,191.228,33.335155166880504,5
EXP-B2,M6,pascal_b,grouped_5fold,5,368.8,0.4472135954999579,5,92.2,0.4472135954999579,5,138.0,0.0,5,0.7462131837307152,0.016253180959776226,5,0.4224780701754386,0.029019754325637304,5,0.41993123299247576,0.0382249209578916,5,0.6718469263957081,0.026246072980918328,5,0.5633880151413255,0.03274484333586014,5,0.4224780701754386,0.029019754325637304,5,92.2,0.4472135954999579,5,3.0,0.0,5,0.6626677375020179,0.03512751852996748,5,0.7346084898684211,0.012684484442814288,5,0.99375,0.013975424859373685,5,0.8446573860150274,0.00914488756787913,5,64.0,0.0,5,0.9555555555555555,0.09938079899999065,5,0.2736842105263158,0.09415023063157009,5,0.41513631296239994,0.10865576361857404,5,19.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,9.2,0.4472135954999579,5,0.4174865167095227,0.01624512442564098,5,0.07697362654623877,0.033408752319697144,5,43.8752092,43.35932229643816,5,0.4829230000000001,0.3139020570623901,5,,,0,,,0,274.17999999999995,44.626368326360584,5
EXP-B2,M7,pascal_b,grouped_5fold,5,368.8,0.4472135954999579,5,92.2,0.4472135954999579,5,138.0,0.0,5,0.7161056568489949,0.07317618513428581,5,0.4202302631578947,0.032529496434364216,5,0.41871903238552044,0.042242276499696405,5,0.6593391480715944,0.04579340312848335,5,0.5265360310955132,0.07681206756952232,5,0.4202302631578947,0.032529496434364216,5,92.2,0.4472135954999579,5,3.0,0.0,5,0.6553728944791788,0.039342535623024276,5,0.7367509504293965,0.0158134117034118,5,0.934375,0.12997896464428388,5,0.8202726112720752,0.05745343359055388,5,64.0,0.0,5,0.8428571428571429,0.22812456318101873,5,0.32631578947368417,0.14604670447906953,5,0.43588448588448586,0.12257110637748078,5,19.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,9.2,0.4472135954999579,5,0.44103972084547605,0.05119392423977621,5,0.09531025108749128,0.03992453709046904,5,129.2969974,119.18319889344616,5,0.5061228,0.29943651969774826,5,,,0,,,0,274.17999999999995,44.626368326360584,5
