exp_id,model_id,task,cv,n_folds,n_train_mean,n_train_sd,n_train_n,n_test_mean,n_test_sd,n_test_n,n_features_mean,n_features_sd,n_features_n,accuracy_mean,accuracy_sd,accuracy_n,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_n,macro_f1_mean,macro_f1_sd,macro_f1_n,weighted_f1_mean,weighted_f1_sd,weighted_f1_n,macro_precision_mean,macro_precision_sd,macro_precision_n,macro_recall_mean,macro_recall_sd,macro_recall_n,support_mean,support_sd,support_n,n_classes_mean,n_classes_sd,n_classes_n,ovr_auc_macro_mean,ovr_auc_macro_sd,ovr_auc_macro_n,precision_normal_mean,precision_normal_sd,precision_normal_n,recall_normal_mean,recall_normal_sd,recall_normal_n,f1_normal_mean,f1_normal_sd,f1_normal_n,support_normal_mean,support_normal_sd,support_normal_n,precision_murmur_mean,precision_murmur_sd,precision_murmur_n,recall_murmur_mean,recall_murmur_sd,recall_murmur_n,f1_murmur_mean,f1_murmur_sd,f1_murmur_n,support_murmur_mean,support_murmur_sd,support_murmur_n,precision_extrahls_mean,precision_extrahls_sd,precision_extrahls_n,recall_extrahls_mean,recall_extrahls_sd,recall_extrahls_n,f1_extrahls_mean,f1_extrahls_sd,f1_extrahls_n,support_extrahls_mean,support_extrahls_sd,support_extrahls_n,precision_artifact_mean,precision_artifact_sd,precision_artifact_n,recall_artifact_mean,recall_artifact_sd,recall_artifact_n,f1_artifact_mean,f1_artifact_sd,f1_artifact_n,support_artifact_mean,support_artifact_sd,support_artifact_n,brier_mean,brier_sd,brier_n,ece_mean,ece_sd,ece_n,fit_seconds_mean,fit_seconds_sd,fit_seconds_n,predict_seconds_mean,predict_seconds_sd,predict_seconds_n,planner_inner_best_score_mean,planner_inner_best_score_sd,planner_inner_best_score_n,planner_n_trials_mean,planner_n_trials_sd,planner_n_trials_n,planner_search_seconds_mean,planner_search_seconds_sd,planner_search_seconds_n
EXP-B1,M1,pascal_a,repeated_5x2_stratified,10,62.0,0.0,10,62.0,0.0,10,138.0,0.0,10,0.6629032258064516,0.034383391301762316,10,0.6282720588235294,0.0496775908489804,10,0.6194446081250057,0.03752651279932807,10,0.6635480237598992,0.027745201506291044,10,0.6299794482496982,0.03675626527529428,10,0.6282720588235294,0.0496775908489804,10,62.0,0.0,10,4.0,0.0,10,0.8580527628115945,0.0177384089208939,10,0.4356357029697991,0.09833499638392323,10,0.3875,0.08646879120151878,10,0.3994894706109127,0.05700267702572534,10,15.5,0.5270462766947299,10,0.7401540616246499,0.05099924925251452,10,0.7705882352941176,0.10540925533894596,10,0.7526813411256136,0.06799458828671791,10,17.0,0.0,10,0.3861675020885547,0.10224611732572186,10,0.48,0.22084760028454087,10,0.4135245851200892,0.1325810685104807,10,9.5,0.5270462766947299,10,0.9579605263157894,0.05391745176757954,10,0.875,0.09204467514322717,10,0.9120830356434071,0.06297835454450551,10,20.0,0.0,10,0.5194099712477753,0.08453905591836829,10,0.22834594003222125,0.07493148141111446,10,0.6722266,0.6716839691434259,10,0.0045871,0.003966701160914444,10,0.6249935,0.038230146676993614,10,12.0,0.0,10,14.959999999999999,5.2098645749087265,10
EXP-B1,M3,pascal_a,repeated_5x2_stratified,10,62.0,0.0,10,62.0,0.0,10,138.0,0.0,10,0.6596774193548387,0.03835711608975693,10,0.5973386437908496,0.057688580972257326,10,0.5586488141800161,0.04586494090312529,10,0.6212523684457036,0.027724983151988396,10,0.5367597651708905,0.0596427944753791,10,0.5973386437908496,0.057688580972257326,10,62.0,0.0,10,4.0,0.0,10,0.870240638562972,0.020951008903977924,10,0.3952117816823699,0.153564987010241,10,0.36458333333333337,0.1815703320860188,10,0.36671749298347767,0.14577582349223867,10,15.5,0.5270462766947299,10,0.7107593795093796,0.056318031266674576,10,0.8058823529411765,0.1145004025149524,10,0.7523680281831758,0.06879663919091131,10,17.0,0.0,10,0.18087121212121213,0.20847372450576396,10,0.2588888888888889,0.3233080894646868,10,0.2091746031746032,0.248322755324854,10,9.5,0.5270462766947299,10,0.8601966873706004,0.05457177232675906,10,0.96,0.03162277660168379,10,0.906335132378808,0.03308387794363119,10,20.0,0.0,10,0.4654061495812207,0.02589625832366374,10,0.18977965095408372,0.04422935259782772,10,0.08327169999999998,0.014031671762678726,10,0.0254342,0.00457845960995617,10,0.6317206,0.04733857969563514,10,12.0,0.0,10,7.087999999999999,0.318601109016693,10
EXP-B1,M4,pascal_a,repeated_5x2_stratified,10,62.0,0.0,10,62.0,0.0,10,138.0,0.0,10,0.6838709677419356,0.029643115595892975,10,0.6639440359477125,0.04798382794285336,10,0.6263469691986043,0.030022303026193665,10,0.6640132960979468,0.026174298829689017,10,0.6475959783540296,0.028277856194669115,10,0.6639440359477125,0.04798382794285336,10,62.0,0.0,10,4.0,0.0,10,0.8803005993147863,0.01823099703314148,10,0.44422200987418375,0.13186217740792971,10,0.24541666666666667,0.15914085014597976,10,0.28203950659651295,0.12171232423451299,10,15.5,0.5270462766947299,10,0.769739932839778,0.0551937690717259,10,0.776470588235294,0.11365785683285833,10,0.7664073647045784,0.057447107654126715,10,17.0,0.0,10,0.43001846193022664,0.08837433715664168,10,0.6888888888888889,0.2664093408645103,10,0.5117158647803809,0.11872969600625509,10,9.5,0.5270462766947299,10,0.9464035087719298,0.04219360461382962,10,0.945,0.02838231060987732,10,0.9452251407129456,0.027975080548571726,10,20.0,0.0,10,0.4047099943561173,0.01977735999649855,10,0.12419594859157986,0.04033726582557927,10,1.1608495,1.1005013667508552,10,0.2027621,0.16726664839740168,10,0.6670406,0.039200353516546535,10,12.0,0.0,10,75.078,22.49490302762433,10
EXP-B1,M5,pascal_a,repeated_5x2_stratified,10,62.0,0.0,10,62.0,0.0,10,138.0,0.0,10,0.6693548387096775,0.038206103235354574,10,0.6259926470588235,0.054495053988470724,10,0.6158550205758606,0.05536752557341777,10,0.6623738034935671,0.0415729059983002,10,0.6216284330134949,0.06200375677346525,10,0.6259926470588235,0.054495053988470724,10,62.0,0.0,10,4.0,0.0,10,0.8756729201274469,0.0203480477104638,10,0.4190919701213819,0.13790595771253883,10,0.3608333333333334,0.14594836732874378,10,0.3710413921826965,0.10914299521591064,10,15.5,0.5270462766947299,10,0.7626257333997272,0.0833109847797563,10,0.7764705882352941,0.07744477512992741,10,0.765469992822934,0.052880015440123364,10,17.0,0.0,10,0.38368742368742365,0.18427216773670854,10,0.43666666666666665,0.21961745016507592,10,0.4030124573232663,0.19407027587112502,10,9.5,0.5270462766947299,10,0.9211086048454471,0.0640279686535157,10,0.93,0.04216370213557838,10,0.9238962399745457,0.03895099207321642,10,20.0,0.0,10,0.4710705374688283,0.11092502583695409,10,0.1874280640708601,0.09626335296853879,10,3.5897791999999997,3.3011355462044945,10,0.013919200000000001,0.007886444048703657,10,0.6264603,0.035589977022408376,10,5.0,0.0,10,50.498000000000005,28.079692464286158,10
EXP-B1,M6,pascal_a,repeated_5x2_stratified,10,62.0,0.0,10,62.0,0.0,10,138.0,0.0,10,0.6709677419354839,0.03816825666515882,10,0.6116891339869281,0.05349724338110402,10,0.5887179028047618,0.032868949094337185,10,0.6491003463123651,0.020282432415656415,10,0.6216828220929547,0.0908139925036961,10,0.6116891339869281,0.05349724338110402,10,62.0,0.0,10,4.0,0.0,10,0.8796214369620424,0.014701216810459682,10,0.4566573102866682,0.19927731242668145,10,0.40875000000000006,0.19680560456362597,10,0.37886211349927057,0.12446266168356254,10,15.5,0.5270462766947299,10,0.750260907860181,0.05642903358049571,10,0.7941176470588235,0.11846123503524088,10,0.7662316695288831,0.06114941032411678,10,17.0,0.0,10,0.3488095238095238,0.2870367322554645,10,0.28888888888888886,0.27641641714141174,10,0.26815504277060337,0.20113509098449545,10,9.5,0.5270462766947299,10,0.9310035464154456,0.059726213720645745,10,0.9549999999999998,0.028382310609877337,10,0.9416227854202897,0.031253043854720775,10,20.0,0.0,10,0.430846173829505,0.009831048069349835,10,0.1726641579795365,0.04631675881211099,10,8.819013700000001,5.7038494266091915,10,0.24389889999999997,0.14353074539736155,10,,,0,,,0,132.664,42.54270826671319,10
EXP-B1,M7,pascal_a,repeated_5x2_stratified,10,62.0,0.0,10,62.0,0.0,10,138.0,0.0,10,0.6725806451612903,0.037287184697633785,10,0.6197426470588236,0.05556512486869671,10,0.6017954879917007,0.043298695266986424,10,0.658550744711486,0.031774009266992254,10,0.6213145666038467,0.07087416494252942,10,0.6197426470588236,0.05556512486869671,10,62.0,0.0,10,4.0,0.0,10,0.8778609903756788,0.012491428271209814,10,0.45164431285948314,0.2048462482353038,10,0.39416666666666667,0.16374994109884908,10,0.38184702017007516,0.10185533659523115,10,15.5,0.5270462766947299,10,0.7691584967320261,0.07142160754206316,10,0.7764705882352941,0.07744477512992742,10,0.7695615694186302,0.05368794064829862,10,17.0,0.0,10,0.33166666666666667,0.1868876580318127,10,0.3533333333333334,0.3173449525832121,10,0.31249899446958274,0.19965281104753488,10,9.5,0.5270462766947299,10,0.9327887901572112,0.032334761929889454,10,0.9549999999999998,0.028382310609877337,10,0.9432743679085143,0.02020706753576207,10,20.0,0.0,10,0.4302396969173664,0.03355718647459063,10,0.15940215617530834,0.060731588996464456,10,31.926286700000002,18.661288689492505,10,0.2765375,0.19897533429841666,10,,,0,,,0,132.664,42.54270826671319,10
