exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,support,n_classes,ovr_auc_macro,precision_normal,recall_normal,f1_normal,support_normal,precision_murmur,recall_murmur,f1_murmur,support_murmur,precision_extrahls,recall_extrahls,f1_extrahls,support_extrahls,precision_artifact,recall_artifact,f1_artifact,support_artifact,brier,ece,fit_seconds,predict_seconds,planner_inner_best_score,planner_n_trials,planner_search_seconds,planner_tuning,params,note,planner_inner_scores
EXP-B1,M6,pascal_a,0,0,r0f0,62,62,138,0.7096774193548387,0.6247549019607843,0.5778713936608674,0.6639629050494924,0.5461956521739131,0.6247549019607843,62.0,4.0,0.90620810926662,0.43478260869565216,0.6666666666666666,0.5263157894736842,15.0,0.75,0.8823529411764706,0.8108108108108109,17.0,0.0,0.0,0.0,10.0,1.0,0.95,0.9743589743589743,20.0,0.4315915642623541,0.20492971740568894,15.909411,0.190363,,,90.61,nested-bayes,"{""members"": {""M3"": {""C"": 3.217559031172368, ""class_weight"": ""balanced"", ""gamma"": 0.00013046856657967856}, ""M4"": {""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 231}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.582616, ""M4"": 0.596955, ""M5"": 0.584652}"
EXP-B1,M6,pascal_a,0,1,r0f1,62,62,138,0.6612903225806451,0.6300653594771242,0.6039337474120082,0.6446804247645762,0.6107503607503608,0.6300653594771242,62.0,4.0,0.875631442931288,0.5,0.25,0.3333333333333333,16.0,0.7222222222222222,0.7647058823529411,0.7428571428571429,17.0,0.35714285714285715,0.5555555555555556,0.43478260869565216,9.0,0.8636363636363636,0.95,0.9047619047619048,20.0,0.43583595351856796,0.13509969587202703,8.266246,0.508922,,,142.21,nested-bayes,"{""members"": {""M3"": {""C"": 1.9247346954836364, ""class_weight"": ""balanced"", ""gamma"": 0.003090214998845765}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 10, ""n_estimators"": 971}, ""M5"": {""learning_rate"": 0.44262861542667187, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995879620187467}}}","bayes search inside this training fold, per member","{""M3"": 0.629799, ""M4"": 0.645684, ""M5"": 0.567399}"
EXP-B1,M6,pascal_a,1,0,r1f0,62,62,138,0.7419354838709677,0.7378472222222222,0.6400070028011204,0.6635479353031536,0.7870553359683794,0.7378472222222222,62.0,4.0,0.8909101949160851,1.0,0.0625,0.11764705882352941,16.0,0.7391304347826086,1.0,0.85,17.0,0.5,0.8888888888888888,0.64,9.0,0.9090909090909091,1.0,0.9523809523809523,20.0,0.4108844777976732,0.22817735036289666,16.209007,0.15271,,,184.16,nested-bayes,"{""members"": {""M3"": {""C"": 96.09812947036423, ""class_weight"": null, ""gamma"": 0.0008263688714158015}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.56673, ""M4"": 0.64098, ""M5"": 0.615516}"
EXP-B1,M6,pascal_a,1,1,r1f1,62,62,138,0.6935483870967742,0.620343137254902,0.6011787919682656,0.6689979987942637,0.7797482837528604,0.620343137254902,62.0,4.0,0.8623792656724447,0.43478260869565216,0.6666666666666666,0.5263157894736842,15.0,0.6842105263157895,0.7647058823529411,0.7222222222222222,17.0,1.0,0.1,0.18181818181818182,10.0,1.0,0.95,0.9743589743589743,20.0,0.4340418536912005,0.14336261416581358,5.366472,0.299229,,,209.09,nested-bayes,"{""members"": {""M3"": {""C"": 7.219059299846868, ""class_weight"": ""balanced"", ""gamma"": 0.0027637329146332416}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 488}, ""M5"": {""learning_rate"": 0.4049154811199577, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 116, ""subsample"": 0.7020677802628514}}}","bayes search inside this training fold, per member","{""M3"": 0.651045, ""M4"": 0.672456, ""M5"": 0.637342}"
EXP-B1,M6,pascal_a,2,0,r2f0,62,62,138,0.6612903225806451,0.595343137254902,0.5926158386187457,0.6508154027143149,0.603743961352657,0.595343137254902,62.0,4.0,0.8725482364249573,0.3888888888888889,0.4666666666666667,0.42424242424242425,15.0,0.8666666666666667,0.7647058823529411,0.8125,17.0,0.3333333333333333,0.2,0.25,10.0,0.8260869565217391,0.95,0.8837209302325582,20.0,0.42318602961194407,0.1274004878344175,3.792279,0.173285,,,124.17,nested-bayes,"{""members"": {""M3"": {""C"": 1000.0, ""class_weight"": null, ""gamma"": 0.0017355539850116507}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""n_estimators"": 147}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.615602, ""M4"": 0.653094, ""M5"": 0.622643}"
EXP-B1,M6,pascal_a,2,1,r2f1,62,62,138,0.6774193548387096,0.5961601307189542,0.5855261855261855,0.662112023402346,0.5927631578947368,0.5961601307189542,62.0,4.0,0.8978367433930093,0.42105263157894735,0.5,0.45714285714285713,16.0,0.7,0.8235294117647058,0.7567567567567568,17.0,0.25,0.1111111111111111,0.15384615384615385,9.0,1.0,0.95,0.9743589743589743,20.0,0.42948786504856495,0.17399962436908115,4.054175,0.115882,,,123.81,nested-bayes,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 104}, ""M5"": {""learning_rate"": 0.4426260313755176, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995875684567654}}}","bayes search inside this training fold, per member","{""M3"": 0.603907, ""M4"": 0.708561, ""M5"": 0.670223}"
EXP-B1,M6,pascal_a,3,0,r3f0,62,62,138,0.6774193548387096,0.6247549019607843,0.6142609233109875,0.658814949779379,0.6130952380952381,0.6247549019607843,62.0,4.0,0.8801255594982128,0.3333333333333333,0.26666666666666666,0.2962962962962963,15.0,0.7142857142857143,0.8823529411764706,0.7894736842105263,17.0,0.5,0.4,0.4444444444444444,10.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.4282276115394714,0.11779688207891731,18.015552,0.190807,,,72.64,nested-bayes,"{""members"": {""M3"": {""C"": 0.06904237819271952, ""class_weight"": ""balanced"", ""gamma"": 0.000918023231548625}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.603724, ""M4"": 0.694612, ""M5"": 0.614381}"
EXP-B1,M6,pascal_a,3,1,r3f1,62,62,138,0.6129032258064516,0.5607230392156863,0.5607992878560719,0.6218156042946269,0.570558608058608,0.5607230392156863,62.0,4.0,0.8603143019239416,0.38461538461538464,0.3125,0.3448275862068966,16.0,0.7333333333333333,0.6470588235294118,0.6875,17.0,0.21428571428571427,0.3333333333333333,0.2608695652173913,9.0,0.95,0.95,0.95,20.0,0.4272228665660818,0.24989412295494345,8.149881,0.492142,,,161.99,nested-bayes,"{""members"": {""M3"": {""C"": 196.00189237673715, ""class_weight"": null, ""gamma"": 0.0002697639376598033}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 892}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.713294, ""M4"": 0.637134, ""M5"": 0.627353}"
EXP-B1,M6,pascal_a,4,0,r4f0,62,62,138,0.6451612903225806,0.5892156862745098,0.5937239521314599,0.6501118257803318,0.5995872033023736,0.5892156862745098,62.0,4.0,0.8740248800011003,0.29411764705882354,0.3333333333333333,0.3125,15.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,17.0,0.3333333333333333,0.3,0.3157894736842105,10.0,0.9473684210526315,0.9,0.9230769230769231,20.0,0.4418020595845239,0.14225743831131576,4.586039,0.169946,,,119.01,nested-bayes,"{""members"": {""M3"": {""C"": 2.151140310517972, ""class_weight"": ""balanced"", ""gamma"": 0.004973737230039493}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.654076, ""M4"": 0.724766, ""M5"": 0.687492}"
EXP-B1,M6,pascal_a,4,1,r4f1,62,62,138,0.6290322580645161,0.5376838235294118,0.5172619047619047,0.6061443932411674,0.5133304195804196,0.5376838235294118,62.0,4.0,0.876235635592766,0.375,0.5625,0.45,16.0,0.7692307692307693,0.5882352941176471,0.6666666666666666,17.0,0.0,0.0,0.0,9.0,0.9090909090909091,1.0,0.9523809523809523,20.0,0.4461814566746677,0.2037236464402634,3.841075,0.145703,,,98.95,nested-bayes,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.696413, ""M4"": 0.696164, ""M5"": 0.637602}"
EXP-B1,M7,pascal_a,0,0,r0f0,62,62,138,0.7258064516129032,0.6683823529411764,0.6719537815126051,0.7211981566820277,0.7058823529411764,0.6683823529411764,62.0,4.0,0.8912325063686141,0.45,0.6,0.5142857142857142,15.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,17.0,0.6,0.3,0.4,10.0,0.95,0.95,0.95,20.0,0.4805154080423409,0.26470497227887835,60.676022,0.212382,,,90.61,nested-bayes,"{""members"": {""M3"": {""C"": 3.217559031172368, ""class_weight"": ""balanced"", ""gamma"": 0.00013046856657967856}, ""M4"": {""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 231}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.582616, ""M4"": 0.596955, ""M5"": 0.584652}"
EXP-B1,M7,pascal_a,0,1,r0f1,62,62,138,0.6935483870967742,0.7099264705882353,0.622977158343012,0.6471082637093653,0.7638888888888888,0.7099264705882353,62.0,4.0,0.8753534468545416,1.0,0.125,0.2222222222222222,16.0,0.7222222222222222,0.7647058823529411,0.7428571428571429,17.0,0.42857142857142855,1.0,0.6,9.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.4200447915016236,0.0950176984457735,37.524961,0.686114,,,142.21,nested-bayes,"{""members"": {""M3"": {""C"": 1.9247346954836364, ""class_weight"": ""balanced"", ""gamma"": 0.003090214998845765}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 10, ""n_estimators"": 971}, ""M5"": {""learning_rate"": 0.44262861542667187, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995879620187467}}}","bayes search inside this training fold, per member","{""M3"": 0.629799, ""M4"": 0.645684, ""M5"": 0.567399}"
EXP-B1,M7,pascal_a,1,0,r1f0,62,62,138,0.7096774193548387,0.7012459150326797,0.6732582429990966,0.7020163111577352,0.6731601731601732,0.7012459150326797,62.0,4.0,0.8900756082785863,0.45454545454545453,0.3125,0.37037037037037035,16.0,0.8666666666666667,0.7647058823529411,0.8125,17.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,9.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.4066121358595956,0.14471444203189684,57.613453,0.140754,,,184.16,nested-bayes,"{""members"": {""M3"": {""C"": 96.09812947036423, ""class_weight"": null, ""gamma"": 0.0008263688714158015}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.56673, ""M4"": 0.64098, ""M5"": 0.615516}"
EXP-B1,M7,pascal_a,1,1,r1f1,62,62,138,0.6290322580645161,0.5556372549019608,0.5492094914889033,0.622109563428349,0.5504385964912281,0.5556372549019608,62.0,4.0,0.8643692665282152,0.3684210526315789,0.4666666666666667,0.4117647058823529,15.0,0.6666666666666666,0.7058823529411765,0.6857142857142857,17.0,0.16666666666666666,0.1,0.125,10.0,1.0,0.95,0.9743589743589743,20.0,0.40626217715506524,0.1355893056338014,21.00912,0.429628,,,209.09,nested-bayes,"{""members"": {""M3"": {""C"": 7.219059299846868, ""class_weight"": ""balanced"", ""gamma"": 0.0027637329146332416}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 488}, ""M5"": {""learning_rate"": 0.4049154811199577, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 116, ""subsample"": 0.7020677802628514}}}","bayes search inside this training fold, per member","{""M3"": 0.651045, ""M4"": 0.672456, ""M5"": 0.637342}"
EXP-B1,M7,pascal_a,2,0,r2f0,62,62,138,0.6290322580645161,0.5639705882352941,0.5674216027874565,0.6278942340114646,0.5845238095238096,0.5639705882352941,62.0,4.0,0.8734934522090342,0.3,0.4,0.34285714285714286,15.0,0.8,0.7058823529411765,0.75,17.0,0.3333333333333333,0.2,0.25,10.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.4064778827703327,0.12030594802065624,15.041385,0.133481,,,124.17,nested-bayes,"{""members"": {""M3"": {""C"": 1000.0, ""class_weight"": null, ""gamma"": 0.0017355539850116507}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""n_estimators"": 147}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.615602, ""M4"": 0.653094, ""M5"": 0.622643}"
EXP-B1,M7,pascal_a,2,1,r2f1,62,62,138,0.6774193548387096,0.5930351307189543,0.5736705286790176,0.6481347850535648,0.5731060606060606,0.5930351307189543,62.0,4.0,0.898728948271953,0.4666666666666667,0.4375,0.45161290322580644,16.0,0.6666666666666666,0.8235294117647058,0.7368421052631579,17.0,0.25,0.1111111111111111,0.15384615384615385,9.0,0.9090909090909091,1.0,0.9523809523809523,20.0,0.42991538039580396,0.16090086348094437,14.309422,0.119975,,,123.81,nested-bayes,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 104}, ""M5"": {""learning_rate"": 0.4426260313755176, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995875684567654}}}","bayes search inside this training fold, per member","{""M3"": 0.603907, ""M4"": 0.708561, ""M5"": 0.670223}"
EXP-B1,M7,pascal_a,3,0,r3f0,62,62,138,0.6774193548387096,0.6247549019607843,0.6181513683779032,0.6604715263885172,0.6245421245421245,0.6247549019607843,62.0,4.0,0.8829509013097874,0.3076923076923077,0.26666666666666666,0.2857142857142857,15.0,0.7142857142857143,0.8823529411764706,0.7894736842105263,17.0,0.5714285714285714,0.4,0.47058823529411764,10.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.40785532483104636,0.09023091356898064,51.994898,0.161406,,,72.64,nested-bayes,"{""members"": {""M3"": {""C"": 0.06904237819271952, ""class_weight"": ""balanced"", ""gamma"": 0.000918023231548625}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.603724, ""M4"": 0.694612, ""M5"": 0.614381}"
EXP-B1,M7,pascal_a,3,1,r3f1,62,62,138,0.6290322580645161,0.588500816993464,0.584205069124424,0.6396580942470641,0.6005952380952381,0.588500816993464,62.0,4.0,0.8617218168372078,0.4166666666666667,0.3125,0.35714285714285715,16.0,0.7857142857142857,0.6470588235294118,0.7096774193548387,17.0,0.25,0.4444444444444444,0.32,9.0,0.95,0.95,0.95,20.0,0.41068548953846895,0.18748774486739808,26.496662,0.526943,,,161.99,nested-bayes,"{""members"": {""M3"": {""C"": 196.00189237673715, ""class_weight"": null, ""gamma"": 0.0002697639376598033}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 892}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.713294, ""M4"": 0.637134, ""M5"": 0.627353}"
EXP-B1,M7,pascal_a,4,0,r4f0,62,62,138,0.6451612903225806,0.5789215686274509,0.5787355006105006,0.6442369234707944,0.5812048503611971,0.5789215686274509,62.0,4.0,0.8662179601791616,0.29411764705882354,0.3333333333333333,0.3125,15.0,0.8333333333333334,0.8823529411764706,0.8571428571428571,17.0,0.25,0.2,0.2222222222222222,10.0,0.9473684210526315,0.9,0.9230769230769231,20.0,0.4337191913580839,0.13767797627536718,21.862245,0.20869,,,119.01,nested-bayes,"{""members"": {""M3"": {""C"": 2.151140310517972, ""class_weight"": ""balanced"", ""gamma"": 0.004973737230039493}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.654076, ""M4"": 0.724766, ""M5"": 0.687492}"
EXP-B1,M7,pascal_a,4,1,r4f1,62,62,138,0.7096774193548387,0.6130514705882353,0.5783721359940872,0.6726795889659776,0.5558035714285714,0.6130514705882353,62.0,4.0,0.8744659969196867,0.4583333333333333,0.6875,0.55,16.0,0.8125,0.7647058823529411,0.7878787878787878,17.0,0.0,0.0,0.0,9.0,0.9523809523809523,1.0,0.975609756097561,20.0,0.5003091877213027,0.2573916971493865,12.734699,0.146002,,,98.95,nested-bayes,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.696413, ""M4"": 0.696164, ""M5"": 0.637602}"
