run,task,model_id,fold_label,duration_band,n_units,n_records_corpus,reported,median_duration_sec,min_duration_sec,n_classes_present,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,support,n_classes,ovr_auc_macro,precision_normal,recall_normal,f1_normal,support_normal,precision_murmur,recall_murmur,f1_murmur,support_murmur,precision_extrahls,recall_extrahls,f1_extrahls,support_extrahls,precision_artifact,recall_artifact,f1_artifact,support_artifact
EXP-B1,pascal_a,M5,r2f0,medium,58,116,True,8.9420295,5.749297,4,0.6896551724137931,0.5729166666666667,0.5567317550008345,0.6704575256896265,0.5414478291316527,0.5729166666666667,58.0,4.0,0.8828058786243995,0.4375,0.4666666666666667,0.45161290322580644,15.0,0.8235294117647058,0.875,0.8484848484848485,16.0,0.0,0.0,0.0,7.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M5,r2f0,short,4,8,False,1.441882,0.936372,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M5,r2f1,medium,58,116,True,9.0,6.818934,4,0.7586206896551724,0.7160714285714286,0.7225142673418536,0.7664557400585938,0.7420474262579525,0.7160714285714286,58.0,4.0,0.9126764354066985,0.5263157894736842,0.7142857142857143,0.6060606060606061,14.0,0.9230769230769231,0.75,0.8275862068965517,16.0,0.5714285714285714,0.5,0.5333333333333333,8.0,0.9473684210526315,0.9,0.9230769230769231,20.0
EXP-B1,pascal_a,M5,r2f1,short,4,8,False,4.1451475,1.645238,3,0.25,0.3333333333333333,0.125,0.125,0.08333333333333333,0.25,4.0,4.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M5,r3f0,medium,60,116,True,9.0,5.955692,4,0.7,0.6607638888888889,0.638634561655214,0.6702046993380151,0.636228354978355,0.6607638888888889,60.0,4.0,0.8798273482372747,0.3333333333333333,0.2,0.25,15.0,0.6818181818181818,0.9375,0.7894736842105263,16.0,0.625,0.5555555555555556,0.5882352941176471,9.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M5,r3f0,short,2,8,False,0.936372,0.936372,2,0.5,0.5,0.16666666666666666,0.3333333333333333,0.125,0.25,2.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M5,r3f1,medium,56,116,True,8.9420295,5.749297,4,0.7142857142857143,0.6526785714285714,0.6281926406926407,0.7126623376623377,0.6487394957983192,0.6526785714285714,56.0,4.0,0.885906143707483,0.5714285714285714,0.2857142857142857,0.38095238095238093,14.0,0.8235294117647058,0.875,0.8484848484848485,16.0,0.25,0.5,0.3333333333333333,6.0,0.95,0.95,0.95,20.0
EXP-B1,pascal_a,M5,r3f1,short,6,8,False,3.3494105,1.645238,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M5,r4f0,medium,56,116,True,8.9420295,5.749297,4,0.6964285714285714,0.6541666666666667,0.6350268031189084,0.6959873642439433,0.6294934640522876,0.6541666666666667,56.0,4.0,0.8877405149051489,0.4166666666666667,0.3333333333333333,0.37037037037037035,15.0,0.8235294117647058,0.9333333333333333,0.875,15.0,0.3333333333333333,0.5,0.4,6.0,0.9444444444444444,0.85,0.8947368421052632,20.0
EXP-B1,pascal_a,M5,r4f0,short,6,8,False,1.7963149999999999,0.936372,2,0.16666666666666666,0.125,0.1,0.26666666666666666,0.25,0.0625,6.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.25,0.4,4.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M5,r4f1,medium,60,116,True,9.0,5.849592,4,0.7333333333333333,0.6804388422035481,0.682382831181253,0.7327359317710825,0.6880952380952381,0.6804388422035481,60.0,4.0,0.9126454845504093,0.5,0.5714285714285714,0.5333333333333333,14.0,0.8,0.7058823529411765,0.75,17.0,0.5,0.4444444444444444,0.47058823529411764,9.0,0.9523809523809523,1.0,0.975609756097561,20.0
EXP-B1,pascal_a,M5,r4f1,short,2,8,False,4.2136055,3.463424,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r0f0,medium,59,116,True,8.884059,5.749297,4,0.7457627118644068,0.6385416666666666,0.5947802197802198,0.7015583286769727,0.5625,0.6385416666666666,59.0,4.0,0.9189116515039908,0.5,0.6666666666666666,0.5714285714285714,15.0,0.75,0.9375,0.8333333333333334,16.0,0.0,0.0,0.0,8.0,1.0,0.95,0.9743589743589743,20.0
EXP-B1,pascal_a,M6,r0f0,short,3,8,False,0.936372,0.936372,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r0f1,medium,57,116,True,9.0,5.849592,4,0.6666666666666666,0.6013392857142856,0.5770308123249299,0.6456336920733206,0.5786075036075036,0.6013392857142856,57.0,4.0,0.8832344010406971,0.42857142857142855,0.21428571428571427,0.2857142857142857,14.0,0.7222222222222222,0.8125,0.7647058823529411,16.0,0.3,0.42857142857142855,0.35294117647058826,7.0,0.8636363636363636,0.95,0.9047619047619048,20.0
EXP-B1,pascal_a,M6,r0f1,short,5,8,False,3.463424,1.947392,3,0.6,0.5,0.3333333333333333,0.5333333333333333,0.375,0.375,5.0,4.0,,1.0,0.5,0.6666666666666666,2.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r1f0,medium,59,116,True,9.0,5.749297,4,0.7457627118644068,0.765625,0.6428141281082458,0.6647856827318441,0.7844155844155845,0.765625,59.0,4.0,0.9024980833120368,1.0,0.0625,0.11764705882352941,16.0,0.7619047619047619,1.0,0.8648648648648649,16.0,0.4666666666666667,1.0,0.6363636363636364,7.0,0.9090909090909091,1.0,0.9523809523809523,20.0
EXP-B1,pascal_a,M6,r1f0,short,3,8,False,0.936372,0.936372,2,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.375,0.375,3.0,4.0,,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r1f1,medium,57,116,True,8.884059,5.849592,4,0.7017543859649122,0.5944711538461538,0.5543040293040293,0.6644367328577855,0.5263157894736842,0.5944711538461538,57.0,4.0,0.8792225249324552,0.42105263157894735,0.6153846153846154,0.5,13.0,0.6842105263157895,0.8125,0.7428571428571429,16.0,0.0,0.0,0.0,8.0,1.0,0.95,0.9743589743589743,20.0
EXP-B1,pascal_a,M6,r1f1,short,5,8,False,3.463424,1.947392,3,0.6,0.5,0.3333333333333333,0.5333333333333333,0.375,0.375,5.0,4.0,,0.5,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r2f0,medium,58,116,True,8.9420295,5.749297,4,0.7068965517241379,0.6287202380952381,0.631211039157538,0.7048962052895964,0.6355654761904762,0.6287202380952381,58.0,4.0,0.8876146740826073,0.4375,0.4666666666666667,0.45161290322580644,15.0,0.8666666666666667,0.8125,0.8387096774193549,16.0,0.3333333333333333,0.2857142857142857,0.3076923076923077,7.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M6,r2f0,short,4,8,False,1.441882,0.936372,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r2f1,medium,58,116,True,9.0,6.818934,4,0.7068965517241379,0.5991071428571428,0.563034188034188,0.6712348953728264,0.5361111111111111,0.5991071428571428,58.0,4.0,0.9142207792207793,0.4444444444444444,0.5714285714285714,0.5,14.0,0.7,0.875,0.7777777777777778,16.0,0.0,0.0,0.0,8.0,1.0,0.95,0.9743589743589743,20.0
EXP-B1,pascal_a,M6,r2f1,short,4,8,False,4.1451475,1.645238,3,0.25,0.3333333333333333,0.125,0.125,0.08333333333333333,0.25,4.0,4.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r3f0,medium,60,116,True,9.0,5.955692,4,0.6833333333333333,0.621875,0.6084840938499475,0.6592333797211847,0.6130952380952381,0.621875,60.0,4.0,0.8897203344721727,0.3333333333333333,0.26666666666666666,0.2962962962962963,15.0,0.7142857142857143,0.9375,0.8108108108108109,16.0,0.5,0.3333333333333333,0.4,9.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M6,r3f0,short,2,8,False,0.936372,0.936372,2,0.5,0.5,0.16666666666666666,0.3333333333333333,0.125,0.25,2.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r3f1,medium,56,116,True,8.9420295,5.749297,4,0.6607142857142857,0.6058035714285714,0.5892037786774629,0.6746770773086562,0.6041208791208792,0.6058035714285714,56.0,4.0,0.8866670209750567,0.4,0.2857142857142857,0.3333333333333333,14.0,0.7857142857142857,0.6875,0.7333333333333333,16.0,0.23076923076923078,0.5,0.3157894736842105,6.0,1.0,0.95,0.9743589743589743,20.0
EXP-B1,pascal_a,M6,r3f1,short,6,8,False,3.3494105,1.645238,3,0.16666666666666666,0.16666666666666666,0.1,0.13333333333333333,0.08333333333333333,0.125,6.0,4.0,,0.3333333333333333,0.5,0.4,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r4f0,medium,56,116,True,8.9420295,5.749297,4,0.7142857142857143,0.6666666666666666,0.645673076923077,0.7099244505494505,0.6396941551740313,0.6666666666666666,56.0,4.0,0.9069275067750677,0.45454545454545453,0.3333333333333333,0.38461538461538464,15.0,0.8235294117647058,0.9333333333333333,0.875,15.0,0.3333333333333333,0.5,0.4,6.0,0.9473684210526315,0.9,0.9230769230769231,20.0
EXP-B1,pascal_a,M6,r4f0,short,6,8,False,1.7963149999999999,0.936372,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M6,r4f1,medium,60,116,True,9.0,5.849592,4,0.65,0.5577731092436975,0.5231829573934836,0.61687552213868,0.5133304195804196,0.5577731092436975,60.0,4.0,0.8882761732937192,0.375,0.6428571428571429,0.47368421052631576,14.0,0.7692307692307693,0.5882352941176471,0.6666666666666666,17.0,0.0,0.0,0.0,9.0,0.9090909090909091,1.0,0.9523809523809523,20.0
EXP-B1,pascal_a,M6,r4f1,short,2,8,False,4.2136055,3.463424,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r0f0,medium,59,116,True,8.884059,5.749297,4,0.7627118644067796,0.7,0.7056308275058276,0.7577214452214452,0.7257352941176471,0.7,59.0,4.0,0.904200547514501,0.5294117647058824,0.6,0.5625,15.0,0.8235294117647058,0.875,0.8484848484848485,16.0,0.6,0.375,0.46153846153846156,8.0,0.95,0.95,0.95,20.0
EXP-B1,pascal_a,M7,r0f0,short,3,8,False,0.936372,0.936372,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r0f1,medium,57,116,True,9.0,5.849592,4,0.7192982456140351,0.7263392857142856,0.6375577007048843,0.6760131412055809,0.7661210317460317,0.7263392857142856,57.0,4.0,0.8819727432947086,1.0,0.14285714285714285,0.25,14.0,0.7222222222222222,0.8125,0.7647058823529411,16.0,0.4375,1.0,0.6086956521739131,7.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M7,r0f1,short,5,8,False,3.463424,1.947392,3,0.4,0.3333333333333333,0.14285714285714285,0.22857142857142856,0.1,0.25,5.0,4.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.4,1.0,0.5714285714285714,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r1f0,medium,59,116,True,9.0,5.749297,4,0.711864406779661,0.6973214285714286,0.665556276389023,0.7045097738441535,0.6606601731601732,0.6973214285714286,59.0,4.0,0.8978541081012013,0.45454545454545453,0.3125,0.37037037037037035,16.0,0.8666666666666667,0.8125,0.8387096774193549,16.0,0.4166666666666667,0.7142857142857143,0.5263157894736842,7.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M7,r1f0,short,3,8,False,0.936372,0.936372,2,0.6666666666666666,0.5,0.2,0.5333333333333333,0.16666666666666666,0.25,3.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.8,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r1f1,medium,57,116,True,8.884059,5.849592,4,0.6491228070175439,0.5403846153846155,0.5235086076871067,0.6343966224397526,0.5104166666666666,0.5403846153846155,57.0,4.0,0.8770720336378002,0.375,0.46153846153846156,0.41379310344827586,13.0,0.6666666666666666,0.75,0.7058823529411765,16.0,0.0,0.0,0.0,8.0,1.0,0.95,0.9743589743589743,20.0
EXP-B1,pascal_a,M7,r1f1,short,5,8,False,3.463424,1.947392,3,0.4,0.3333333333333333,0.225,0.36,0.20833333333333331,0.25,5.0,4.0,,0.3333333333333333,0.5,0.4,2.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,2.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r2f0,medium,58,116,True,8.9420295,5.749297,4,0.6724137931034483,0.5964285714285713,0.598952974641409,0.6704134466689067,0.6032738095238095,0.5964285714285713,58.0,4.0,0.8838000278140631,0.375,0.4,0.3870967741935484,15.0,0.8,0.75,0.7741935483870968,16.0,0.3333333333333333,0.2857142857142857,0.3076923076923077,7.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M7,r2f0,short,4,8,False,1.441882,0.936372,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r2f1,medium,58,116,True,9.0,6.818934,4,0.7068965517241379,0.59375,0.5522844272844273,0.6578573647539165,0.5189393939393939,0.59375,58.0,4.0,0.9153483851674642,0.5,0.5,0.5,14.0,0.6666666666666666,0.875,0.7567567567567568,16.0,0.0,0.0,0.0,8.0,0.9090909090909091,1.0,0.9523809523809523,20.0
EXP-B1,pascal_a,M7,r2f1,short,4,8,False,4.1451475,1.645238,3,0.25,0.3333333333333333,0.125,0.125,0.08333333333333333,0.25,4.0,4.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r3f0,medium,60,116,True,9.0,5.955692,4,0.6833333333333333,0.621875,0.6084840938499475,0.6592333797211847,0.6130952380952381,0.621875,60.0,4.0,0.8921136920677362,0.3333333333333333,0.26666666666666666,0.2962962962962963,15.0,0.7142857142857143,0.9375,0.8108108108108109,16.0,0.5,0.3333333333333333,0.4,9.0,0.9047619047619048,0.95,0.926829268292683,20.0
EXP-B1,pascal_a,M7,r3f0,short,2,8,False,0.936372,0.936372,2,0.5,0.5,0.25,0.5,0.25,0.25,2.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r3f1,medium,56,116,True,8.9420295,5.749297,4,0.6607142857142857,0.6058035714285714,0.5894358741681791,0.6732024025581195,0.6067307692307693,0.6058035714285714,56.0,4.0,0.8867986465419502,0.4,0.2857142857142857,0.3333333333333333,14.0,0.8461538461538461,0.6875,0.7586206896551724,16.0,0.23076923076923078,0.5,0.3157894736842105,6.0,0.95,0.95,0.95,20.0
EXP-B1,pascal_a,M7,r3f1,short,6,8,False,3.3494105,1.645238,3,0.3333333333333333,0.27777777777777773,0.20833333333333331,0.3333333333333333,0.20833333333333331,0.20833333333333331,6.0,4.0,,0.5,0.5,0.5,2.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r4f0,medium,56,116,True,8.9420295,5.749297,4,0.7142857142857143,0.6416666666666666,0.6256243756243756,0.7068110460967605,0.6213118022328549,0.6416666666666666,56.0,4.0,0.8947865853658536,0.45454545454545453,0.3333333333333333,0.38461538461538464,15.0,0.8333333333333334,1.0,0.9090909090909091,15.0,0.25,0.3333333333333333,0.2857142857142857,6.0,0.9473684210526315,0.9,0.9230769230769231,20.0
EXP-B1,pascal_a,M7,r4f0,short,6,8,False,1.7963149999999999,0.936372,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
EXP-B1,pascal_a,M7,r4f1,medium,60,116,True,9.0,5.849592,4,0.7166666666666667,0.6197478991596639,0.5760072711292223,0.6745617013909696,0.5499158902691511,0.6197478991596639,60.0,4.0,0.8855066602531362,0.43478260869565216,0.7142857142857143,0.5405405405405406,14.0,0.8125,0.7647058823529411,0.7878787878787878,17.0,0.0,0.0,0.0,9.0,0.9523809523809523,1.0,0.975609756097561,20.0
EXP-B1,pascal_a,M7,r4f1,short,2,8,False,4.2136055,3.463424,1,0.5,0.5,0.16666666666666666,0.6666666666666666,0.25,0.125,2.0,4.0,,1.0,0.5,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
