feature,family,mean_D1,std_D1,mean_D2,std_D2,mean_D3,std_D3,mean_D4,std_D4,smd_D1_vs_D4,abs_smd_D1_vs_D4
dwt_cD4_mean_abs,dwt,0.9278612603570618,0.34131788757754844,0.7201604745763746,0.31857329772554893,1.1143120713717214,0.186939492593295,0.9042241589517886,0.23923794763597211,-0.08019890463245259,0.08019890463245259
chroma_03_std,chroma,0.15140898136023292,0.018455255713120514,0.17246155719906214,0.04719529946691757,0.14343335442999852,0.025329706328400495,0.15310555090761813,0.025246138864880516,0.07672293939405646,0.07672293939405646
env_peak_rate,envelope,2.515549205229096,0.3272000519734073,2.2985785350270844,0.5629631393836739,2.745567972515014,0.40707809458260424,2.5435641131418247,0.406230959622897,0.07595443210565732,0.07595443210565732
mfcc_10_delta_mean,mfcc,0.0009892142503794435,0.038515784295462506,0.020119486775207245,0.15218652821481418,-0.009643814248726724,0.19619675511725942,-0.0014732605442595215,0.027212835045037805,-0.07384464493658253,0.07384464493658253
dwt_cD4_energy,dwt,11394.183058690833,9975.520505680002,3154.757624629894,2117.0409996002404,4745.946383806383,3551.0129776694025,11973.149684652693,5885.4160626172725,0.07069270418970743,0.07069270418970743
mfcc_11_delta_mean,mfcc,-0.00028925931969911683,0.037749292592842064,-0.014009243416386126,0.08037291649530927,-0.0030699206316037913,0.1728498528148992,-0.002469609968478865,0.024840952810289665,-0.06823461565967406,0.06823461565967406
freq_band_power_50_100,frequency,0.29879859526592983,0.18772840666781984,0.15494558906875303,0.12293599539329236,0.4449688824547031,0.15149255129171624,0.28770369527465317,0.13531425721920504,-0.06780331630735466,0.06780331630735466
mfcc_02_std,mfcc,16.418263949988813,4.61793304948247,18.103312652889727,7.74548482837959,14.955391961747894,3.5713592495938142,16.688095911933452,3.300703879119423,0.06722734284122911,0.06722734284122911
chroma_02_mean,chroma,0.746415995236437,0.059523745953931076,0.6505489622480656,0.15290394329009058,0.7527530195400334,0.05856905559806944,0.7428390116230443,0.04877945032669929,-0.06573232691444415,0.06573232691444415
mfcc_09_delta_mean,mfcc,6.227623149681568e-05,0.04247293063910949,0.01736570069892423,0.09256377973071343,-0.004765322696181033,0.1853145846768258,-0.0022987238441775377,0.029331162918795825,-0.06468776252992361,0.06468776252992361
time_duration,time,22.345163230725785,12.564296127423354,8.048147727272728,1.55824492052362,6.549997713414634,4.644955793632909,22.870301296237752,7.282948260008338,0.051138413481929997,0.051138413481929997
time_energy,time,44690.32646324172,25128.592257129247,16096.295450407737,3116.4898458559223,13099.995428451397,9289.911590390997,45740.60259094157,14565.896523216277,0.05113841331377679,0.05113841331377679
mfcc_08_std,mfcc,4.491411510852712,0.6722004051363529,4.758567249697125,0.9637889701289294,4.466380417923772,0.8559966491016648,4.460009564465134,0.6771726272513412,-0.04654270160681866,0.04654270160681866
mfcc_07_std,mfcc,4.799327386263419,0.803175773435669,5.009367342610802,1.0633560142534557,4.806756543374969,1.0268847269784105,4.83626081803463,0.7934949030973549,0.046262204800192525,0.046262204800192525
time_std,time,1.0000000000233458,7.062327548786703e-10,0.9999999998132953,1.1640522261620651e-09,1.0000000000014873,1.5032235378992886e-09,0.9999999999819138,1.9242496530264096e-09,-0.028585665842507636,0.028585665842507636
time_rms,time,1.0000000000233458,7.062327547800126e-10,0.9999999998132953,1.1640522343960517e-09,1.0000000000014873,1.503223532103024e-09,0.9999999999819138,1.924249654324852e-09,-0.02858566582598251,0.02858566582598251
time_hjorth_activity,time,1.0000000000466918,1.4124655308414883e-09,0.9999999996265904,2.328104480295616e-09,1.000000000002975,3.0064470938115004e-09,0.9999999999638278,3.848499325865531e-09,-0.028585665662159396,0.028585665662159396
time_var,time,1.0000000000466918,1.4124655308414883e-09,0.9999999996265904,2.328104480295616e-09,1.000000000002975,3.0064470938115004e-09,0.9999999999638278,3.848499325865531e-09,-0.028585665662159396,0.028585665662159396
