exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,planner_inner_scores,planner_search_seconds,planner_tuning,params,note
EXP-A2,M7,binary,1,0,r1f0,2593,647,138,0.8315301391035549,0.8068476022359518,0.7651515151515151,0.8485436893203884,0.5642458100558659,0.6495176848874598,0.5528328834748194,0.8868637834657251,0.6006777431343286,101.0,78.0,437.0,31.0,647.0,132.0,515.0,0.21886592839197783,0.03184542302211815,46.072009,1.056625,"{""M3"": 0.823024, ""M4"": 0.863775, ""M5"": 0.864095}",946.4,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,1,1,r1f1,2585,655,138,0.8641221374045801,0.868135838150289,0.875,0.861271676300578,0.6230366492146597,0.72782874617737,0.657075921956534,0.9484869092145529,0.805916991973279,119.0,72.0,447.0,17.0,655.0,136.0,519.0,0.16361308991190895,0.09352713349366379,158.633471,0.526619,"{""M3"": 0.796005, ""M4"": 0.846173, ""M5"": 0.842877}",784.8,nested-bayes,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,1,2,r1f2,2596,644,138,0.9099378881987578,0.8866270851003675,0.8473282442748091,0.9259259259259259,0.7449664429530202,0.7928571428571428,0.7381096232522968,0.967620493132747,0.9064004615135391,111.0,38.0,475.0,20.0,644.0,131.0,513.0,0.13759305417538586,0.07889623970357865,100.546334,0.614177,"{""M3"": 0.789786, ""M4"": 0.841786, ""M5"": 0.8368}",906.25,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,1,3,r1f3,2589,651,138,0.8817204301075269,0.8406115417743325,0.7703703703703704,0.9108527131782945,0.6933333333333334,0.7298245614035088,0.6558682361089291,0.928351995406259,0.6984820893343985,104.0,46.0,470.0,31.0,651.0,135.0,516.0,0.17077785347149305,0.0524221278001959,50.02215,1.070684,"{""M3"": 0.802926, ""M4"": 0.845291, ""M5"": 0.842832}",884.7,nested-bayes,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,1,4,r1f4,2597,643,138,0.8755832037325039,0.8991531488549618,0.9389312977099237,0.859375,0.6307692307692307,0.754601226993865,0.6994938024905998,0.9615487833969465,0.7934819845190386,123.0,72.0,440.0,8.0,643.0,131.0,512.0,0.15231039094293278,0.11890297510424143,46.895511,0.980448,"{""M3"": 0.775709, ""M4"": 0.829289, ""M5"": 0.815127}",836.07,nested-bayes,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,2,0,r2f0,2596,644,138,0.796583850931677,0.8211612576819487,0.8625954198473282,0.7797270955165692,0.5,0.6330532212885154,0.5417577285523325,0.8993794919869649,0.6628017809969036,113.0,113.0,400.0,18.0,644.0,131.0,513.0,0.2087128539127036,0.04614030525365331,38.634591,0.564373,"{""M3"": 0.808923, ""M4"": 0.871222, ""M5"": 0.868344}",727.25,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,2,1,r2f1,2589,651,138,0.82642089093702,0.8603091890643495,0.917910447761194,0.8027079303675049,0.5466666666666666,0.6852367688022284,0.612642252790497,0.9484396200814111,0.8121940432177354,123.0,102.0,415.0,11.0,651.0,134.0,517.0,0.1582412642807258,0.08153208178473742,50.207336,1.046626,"{""M3"": 0.800238, ""M4"": 0.850076, ""M5"": 0.849161}",697.24,nested-bayes,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,2,2,r2f2,2585,655,138,0.8427480916030534,0.8710509257954513,0.9197080291970803,0.8223938223938224,0.5779816513761468,0.7098591549295775,0.6405008543039001,0.9649409576416875,0.8919735252428975,126.0,92.0,426.0,11.0,655.0,137.0,518.0,0.14795882011284406,0.12291698614205396,69.001503,1.003486,"{""M3"": 0.789078, ""M4"": 0.846667, ""M5"": 0.831039}",686.96,nested-bayes,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,2,3,r2f3,2597,643,138,0.9035769828926905,0.9053703482824427,0.9083969465648855,0.90234375,0.7041420118343196,0.7933333333333333,0.7418567949607678,0.9532442748091603,0.7743940282256986,119.0,50.0,462.0,12.0,643.0,131.0,512.0,0.15237243940236134,0.07482022494255927,109.091143,0.455797,"{""M3"": 0.785236, ""M4"": 0.834253, ""M5"": 0.82707}",790.73,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,2,4,r2f4,2593,647,138,0.884080370942813,0.8511253309796999,0.7954545454545454,0.9067961165048544,0.6862745098039216,0.7368421052631579,0.6659989546504232,0.9370108855545749,0.718990763795492,105.0,48.0,467.0,27.0,647.0,132.0,515.0,0.16236782274215025,0.05801076985279226,49.921373,1.074961,"{""M3"": 0.802122, ""M4"": 0.845609, ""M5"": 0.834954}",885.58,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,3,0,r3f0,2596,644,138,0.8136645962732919,0.8318825052453016,0.8625954198473282,0.8011695906432749,0.5255813953488372,0.653179190751445,0.5665794385935143,0.9019537818252161,0.6436241783758706,113.0,102.0,411.0,18.0,644.0,131.0,513.0,0.21046451698936064,0.03221854148146981,157.037482,0.549383,"{""M3"": 0.807799, ""M4"": 0.860054, ""M5"": 0.850004}",543.83,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,3,1,r3f1,2593,647,138,0.8979907264296755,0.88803324507208,0.8712121212121212,0.9048543689320389,0.7012195121951219,0.777027027027027,0.7189422758591021,0.9446749043836422,0.7406315688114183,115.0,49.0,466.0,17.0,647.0,132.0,515.0,0.15467305500551048,0.062314869626235773,33.137508,0.40564,"{""M3"": 0.787262, ""M4"": 0.83989, ""M5"": 0.827577}",742.91,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,3,2,r3f2,2585,655,138,0.8839694656488549,0.9077907174430466,0.9485294117647058,0.8670520231213873,0.6515151515151515,0.7724550898203593,0.7203271253371579,0.9620027201632098,0.8327990407222056,129.0,69.0,450.0,7.0,655.0,136.0,519.0,0.1540220103723381,0.12279658301087217,44.708441,0.964789,"{""M3"": 0.796356, ""M4"": 0.83249, ""M5"": 0.824417}",834.35,nested-bayes,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,3,3,r3f3,2589,651,138,0.8387096774193549,0.8435615848406546,0.8518518518518519,0.8352713178294574,0.575,0.6865671641791045,0.60384164196218,0.9391903531438415,0.7676753891853906,115.0,85.0,431.0,20.0,651.0,135.0,516.0,0.1716826203895852,0.09428330878986539,71.023487,0.543314,"{""M3"": 0.78156, ""M4"": 0.838737, ""M5"": 0.839054}",910.6,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,3,4,r3f4,2597,643,138,0.8678071539657853,0.8658680224236641,0.8625954198473282,0.869140625,0.6277777777777778,0.7266881028938906,0.6564449760187224,0.9509184160305344,0.8251459283752209,113.0,67.0,445.0,18.0,643.0,131.0,512.0,0.1541425948374399,0.06422324590737172,155.306991,0.542372,"{""M3"": 0.788897, ""M4"": 0.855876, ""M5"": 0.837508}",663.7,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,4,0,r4f0,2585,655,138,0.8534351145038168,0.8342613056783408,0.8014705882352942,0.8670520231213873,0.6123595505617978,0.6942675159235668,0.6095369581093122,0.9130964524538139,0.6931711630710039,109.0,69.0,450.0,27.0,655.0,136.0,519.0,0.20196782606475974,0.057097348252966224,43.378655,0.757332,"{""M3"": 0.802569, ""M4"": 0.85933, ""M5"": 0.854085}",946.74,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,4,1,r4f1,2596,644,138,0.8881987577639752,0.8672975908813595,0.8320610687022901,0.9025341130604289,0.6855345911949685,0.7517241379310344,0.6857613027337179,0.9565793193756231,0.8306144871200435,109.0,50.0,463.0,22.0,644.0,131.0,513.0,0.1618513123898204,0.12443160322208008,99.189854,0.921127,"{""M3"": 0.787755, ""M4"": 0.838125, ""M5"": 0.836032}",824.18,nested-bayes,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,4,2,r4f2,2593,647,138,0.874806800618238,0.8565681082671375,0.8257575757575758,0.887378640776699,0.6526946107784432,0.7290969899665551,0.6567260120531616,0.9450867902324214,0.8190375179228789,109.0,58.0,457.0,23.0,647.0,132.0,515.0,0.15628941326534865,0.07710375708316754,49.687978,0.79481,"{""M3"": 0.797571, ""M4"": 0.852156, ""M5"": 0.852169}",771.49,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,4,3,r4f3,2589,651,138,0.8540706605222734,0.8669250645994832,0.8888888888888888,0.8449612403100775,0.6,0.7164179104477612,0.6449051444083702,0.9444731553258685,0.7940977557030979,120.0,80.0,436.0,15.0,651.0,135.0,516.0,0.16594154072486858,0.08078578120126048,180.64956,1.001168,"{""M3"": 0.776746, ""M4"": 0.84096, ""M5"": 0.842603}",804.33,nested-bayes,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member"
EXP-A2,M7,binary,4,4,r4f4,2597,643,138,0.8506998444790047,0.8409246779580153,0.8244274809160306,0.857421875,0.5966850828729282,0.6923076923076923,0.6106590358673835,0.9275405534351144,0.7151684643389334,108.0,73.0,439.0,23.0,643.0,131.0,512.0,0.1721098236764032,0.055035932687952524,156.615658,0.541035,"{""M3"": 0.802829, ""M4"": 0.850795, ""M5"": 0.833694}",915.41,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member"
