exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,support,n_classes,ovr_auc_macro,precision_normal,recall_normal,f1_normal,support_normal,precision_murmur,recall_murmur,f1_murmur,support_murmur,precision_extrahls,recall_extrahls,f1_extrahls,support_extrahls,precision_artifact,recall_artifact,f1_artifact,support_artifact,brier,ece,fit_seconds,predict_seconds,params,note
EXP-B1,M6,pascal_a,3,1,r3f1,62,62,138,0.6935483870967742,0.6996119281045752,0.6592935239697225,0.6903008763124339,0.6942460317460317,0.6996119281045752,62.0,4.0,0.8870168340100602,0.5555555555555556,0.3125,0.4,16.0,0.9166666666666666,0.6470588235294118,0.7586206896551724,17.0,0.4,0.8888888888888888,0.5517241379310345,9.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.42501445237163954,0.16622056680698583,5.51232,0.318426,{},config defaults
EXP-B1,M6,pascal_a,4,0,r4f0,62,62,138,0.6451612903225806,0.5892156862745098,0.5891921698373311,0.642835543459893,0.5929276315789473,0.5892156862745098,62.0,4.0,0.8658591096012874,0.3125,0.3333333333333333,0.3225806451612903,15.0,0.7368421052631579,0.8235294117647058,0.7777777777777778,17.0,0.375,0.3,0.3333333333333333,10.0,0.9473684210526315,0.9,0.9230769230769231,20.0,0.4534379525245146,0.12166276681211988,8.357113,0.308056,{},config defaults
EXP-B1,M6,pascal_a,4,1,r4f1,62,62,138,0.6612903225806451,0.6035539215686274,0.5993858090190997,0.6506178468025666,0.598641304347826,0.6035539215686274,62.0,4.0,0.8899885124955096,0.4,0.375,0.3870967741935484,16.0,0.75,0.7058823529411765,0.7272727272727273,17.0,0.375,0.3333333333333333,0.35294117647058826,9.0,0.8695652173913043,1.0,0.9302325581395349,20.0,0.4327036688040817,0.1703312253036203,5.79359,0.298287,{},config defaults
EXP-B1,M7,pascal_a,0,0,r0f0,62,62,138,0.6612903225806451,0.6122549019607842,0.5978571428571429,0.6438556067588326,0.5928229665071771,0.6122549019607842,62.0,4.0,0.8683430696337454,0.4,0.26666666666666666,0.32,15.0,0.7894736842105263,0.8823529411764706,0.8333333333333334,17.0,0.36363636363636365,0.4,0.38095238095238093,10.0,0.8181818181818182,0.9,0.8571428571428571,20.0,0.4739676265263125,0.15377076479169963,22.604624,0.297448,{},config defaults
EXP-B1,M7,pascal_a,0,1,r0f1,62,62,138,0.6774193548387096,0.6587622549019607,0.6347665340710067,0.6675174789292397,0.6348039215686275,0.6587622549019607,62.0,4.0,0.8941098258759342,0.5,0.3125,0.38461538461538464,16.0,0.7058823529411765,0.7058823529411765,0.7058823529411765,17.0,0.42857142857142855,0.6666666666666666,0.5217391304347826,9.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.39621525288604115,0.07397147831652637,23.514972,0.29877,{},config defaults
EXP-B1,M7,pascal_a,1,0,r1f0,62,62,138,0.7096774193548387,0.699407679738562,0.6486580086580086,0.678553274682307,0.6586174242424243,0.699407679738562,62.0,4.0,0.8881105704860561,0.5,0.1875,0.2727272727272727,16.0,0.8333333333333334,0.8823529411764706,0.8571428571428571,17.0,0.4375,0.7777777777777778,0.56,9.0,0.8636363636363636,0.95,0.9047619047619048,20.0,0.43141999882977655,0.2106396362673235,28.824676,0.296224,{},config defaults
EXP-B1,M7,pascal_a,1,1,r1f1,62,62,138,0.6774193548387096,0.6120098039215686,0.6075280112044819,0.6670009939459655,0.6233187134502924,0.6120098039215686,62.0,4.0,0.8659583828075693,0.42105263157894735,0.5333333333333333,0.47058823529411764,15.0,0.7222222222222222,0.7647058823529411,0.7428571428571429,17.0,0.4,0.2,0.26666666666666666,10.0,0.95,0.95,0.95,20.0,0.4352657887909594,0.10916108781703851,22.367563,0.297718,{},config defaults
EXP-B1,M7,pascal_a,2,0,r2f0,62,62,138,0.6612903225806451,0.5830882352941176,0.5645175466575939,0.6364540983205484,0.5574404761904762,0.5830882352941176,62.0,4.0,0.8808453332233057,0.375,0.4,0.3870967741935484,15.0,0.75,0.8823529411764706,0.8108108108108109,17.0,0.2,0.1,0.13333333333333333,10.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.43885426192027,0.15746615983295206,21.957008,0.309489,{},config defaults
EXP-B1,M7,pascal_a,2,1,r2f1,62,62,138,0.7096774193548387,0.6760212418300653,0.6640873015873016,0.7028929851510496,0.6603468899521532,0.6760212418300653,62.0,4.0,0.9066332547169811,0.5,0.375,0.42857142857142855,16.0,0.7368421052631579,0.8235294117647058,0.7777777777777778,17.0,0.45454545454545453,0.5555555555555556,0.5,9.0,0.95,0.95,0.95,20.0,0.3924560321164,0.1512519754165716,22.853025,0.392982,{},config defaults
EXP-B1,M7,pascal_a,3,0,r3f0,62,62,138,0.7096774193548387,0.6747549019607844,0.6590757381258023,0.6896393225392357,0.6547619047619048,0.6747549019607844,62.0,4.0,0.8885298759438308,0.4,0.26666666666666666,0.32,15.0,0.7142857142857143,0.8823529411764706,0.7894736842105263,17.0,0.6,0.6,0.6,10.0,0.9047619047619048,0.95,0.926829268292683,20.0,0.39877610198938046,0.0989418222814637,22.817106,0.297339,{},config defaults
EXP-B1,M7,pascal_a,3,1,r3f1,62,62,138,0.6774193548387096,0.6961397058823529,0.6314685314685314,0.6649447326866681,0.6802884615384616,0.6961397058823529,62.0,4.0,0.8737210445088618,0.5,0.1875,0.2727272727272727,16.0,0.8461538461538461,0.6470588235294118,0.7333333333333333,17.0,0.375,1.0,0.5454545454545454,9.0,1.0,0.95,0.9743589743589743,20.0,0.4051868619240778,0.14660592814174078,24.765864,0.323611,{},config defaults
EXP-B1,M7,pascal_a,4,0,r4f0,62,62,138,0.6451612903225806,0.5892156862745098,0.5891921698373311,0.642835543459893,0.5929276315789473,0.5892156862745098,62.0,4.0,0.8671888013252219,0.3125,0.3333333333333333,0.3225806451612903,15.0,0.7368421052631579,0.8235294117647058,0.7777777777777778,17.0,0.375,0.3,0.3333333333333333,10.0,0.9473684210526315,0.9,0.9230769230769231,20.0,0.4604690025311686,0.13846123011608713,22.295375,0.303403,{},config defaults
EXP-B1,M7,pascal_a,4,1,r4f1,62,62,138,0.6129032258064516,0.5463643790849673,0.5462836297309621,0.6081079093302738,0.5555323299888517,0.5463643790849673,62.0,4.0,0.8769082728798383,0.3333333333333333,0.375,0.35294117647058826,16.0,0.7692307692307693,0.5882352941176471,0.6666666666666666,17.0,0.25,0.2222222222222222,0.23529411764705882,9.0,0.8695652173913043,1.0,0.9302325581395349,20.0,0.4071350730577302,0.13565883150209568,21.898007,0.346951,{},config defaults
