model_id,snr_db,realised_snr_db_mean,n_units,n_nan_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,sensitivity_delta_vs_clean,specificity_delta_vs_clean,balanced_accuracy_delta_vs_clean,roc_auc_delta_vs_clean
M1,inf,inf,251,0,0.848605577689243,0.7837746424429841,0.6730769230769231,0.8944723618090452,0.625,0.6481481481481481,0.55248497486202,0.9028797835330499,0.690909519069284,35.0,21.0,178.0,17.0,251.0,52.0,199.0,0.0,0.0,0.0,0.0
M1,20.0,21.531202739866604,251,0,0.8685258964143426,0.7821318129107073,0.6346153846153846,0.9296482412060302,0.7021276595744681,0.6666666666666666,0.5862005918036586,0.9027831465017395,0.6619705305454412,33.0,14.0,185.0,19.0,251.0,52.0,199.0,-0.03846153846153855,0.035175879396984966,-0.0016428295322767905,-9.663703131035373e-05
M1,15.0,16.639545341735314,251,0,0.8366533864541833,0.6839002705836876,0.4230769230769231,0.9447236180904522,0.6666666666666666,0.5176470588235295,0.4411185865576206,0.8917665249323541,0.6557644752429889,22.0,11.0,188.0,30.0,251.0,52.0,199.0,-0.25000000000000006,0.05025125628140703,-0.09987437185929648,-0.011113258600695786
M1,10.0,11.899079079123865,251,0,0.8087649402390438,0.5739756474681098,0.17307692307692307,0.9748743718592965,0.6428571428571429,0.2727272727272727,0.26128157771517485,0.8386161577116351,0.5959333640494934,9.0,5.0,194.0,43.0,251.0,52.0,199.0,-0.5,0.08040201005025127,-0.2097989949748743,-0.06426362582141476
M1,5.0,7.4798452864074205,251,0,0.8087649402390438,0.5455643602628527,0.09615384615384616,0.9949748743718593,0.8333333333333334,0.1724137931034483,0.24178247301160108,0.7995747970622342,0.5079613209113095,5.0,1.0,198.0,47.0,251.0,52.0,199.0,-0.576923076923077,0.10050251256281406,-0.2382102821801314,-0.10330498647081565
M1,0.0,3.682507159317885,251,0,0.7928286852589641,0.5,0.0,1.0,0.0,0.0,0.0,0.7460378817162736,0.453899286058106,0.0,0.0,199.0,52.0,251.0,52.0,199.0,-0.6730769230769231,0.10552763819095479,-0.2837746424429841,-0.15684190181677626
