exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note
EXP-F1,M1,binary,0,0,r0f0,2593,647,22,0.7820710973724884,0.7870476610767873,0.7954545454545454,0.7786407766990291,0.4794520547945205,0.5982905982905983,0.48891194316276976,0.8643718740806119,0.5648456210385612,105.0,114.0,401.0,27.0,647.0,132.0,515.0,0.2975041374867814,0.009835714789649974,0.079732,0.002868,{},config defaults
EXP-F1,M1,binary,0,1,r0f1,2589,651,22,0.8018433179723502,0.811664597707786,0.8283582089552238,0.7949709864603481,0.511520737327189,0.6324786324786325,0.534614098920224,0.8802072808106469,0.5835193123080975,111.0,106.0,411.0,23.0,651.0,134.0,517.0,0.27667613407745706,0.02165204268366865,0.072225,0.002817,{},config defaults
EXP-F1,M1,binary,0,2,r0f2,2596,644,22,0.8214285714285714,0.8310715295448119,0.8473282442748091,0.8148148148148148,0.5388349514563107,0.658753709198813,0.5714463931296495,0.8807047304435816,0.5937792833138531,111.0,95.0,418.0,20.0,644.0,131.0,513.0,0.29219277757631346,0.07456518222264401,0.062401,0.002829,{},config defaults
EXP-F1,M1,binary,0,3,r0f3,2585,655,22,0.7572519083969466,0.7633091903164897,0.7737226277372263,0.752895752895753,0.452991452991453,0.5714285714285714,0.44696364505422514,0.8298762787813883,0.5007330212674022,106.0,128.0,390.0,31.0,655.0,137.0,518.0,0.34846696851337183,0.061083475377251104,0.061678,0.002816,{},config defaults
EXP-F1,M1,binary,0,4,r0f4,2597,643,22,0.8133748055987559,0.8515699546755725,0.916030534351145,0.787109375,0.5240174672489083,0.6666666666666666,0.5914179005240224,0.8966036498091602,0.5842661017418361,120.0,109.0,403.0,11.0,643.0,131.0,512.0,0.2806867001026864,0.043710830050532085,0.065586,0.002929,{},config defaults
EXP-F1,M1,binary,1,0,r1f0,2593,647,22,0.7666151468315301,0.7688879082082966,0.7727272727272727,0.7650485436893204,0.45739910313901344,0.5746478873239437,0.45599122845614826,0.8354221829949986,0.4960374346333724,102.0,121.0,394.0,30.0,647.0,132.0,515.0,0.32804201172429437,0.015542132615058159,0.08177,0.004119,{},config defaults
EXP-F1,M1,binary,1,1,r1f1,2585,655,22,0.7725190839694657,0.7994800521364616,0.8455882352941176,0.7533718689788054,0.4732510288065844,0.6068601583113457,0.5029204367325623,0.8498101552759832,0.5133688136362841,115.0,128.0,391.0,21.0,655.0,136.0,519.0,0.3389967145979005,0.05220105094740406,0.058721,0.002799,{},config defaults
EXP-F1,M1,binary,1,2,r1f2,2596,644,22,0.8618012422360248,0.8763076053152389,0.9007633587786259,0.8518518518518519,0.6082474226804123,0.7261538461538461,0.660328740053068,0.9118789339761618,0.6183889895335594,118.0,76.0,437.0,13.0,644.0,131.0,513.0,0.2329967226057024,0.0683645296851082,0.072259,0.004264,{},config defaults
EXP-F1,M1,binary,1,3,r1f3,2589,651,22,0.7895545314900153,0.7906761412575366,0.7925925925925926,0.7887596899224806,0.49537037037037035,0.6096866096866097,0.500564000602904,0.8623600344530578,0.5818063800368352,107.0,109.0,407.0,28.0,651.0,135.0,516.0,0.3020560989822248,0.02212840713268286,0.060556,0.003444,{},config defaults
EXP-F1,M1,binary,1,4,r1f4,2597,643,22,0.833592534992224,0.8699457299618321,0.9312977099236641,0.80859375,0.5545454545454546,0.6951566951566952,0.6281409670368036,0.9113340887404581,0.6726879332254017,122.0,98.0,414.0,9.0,643.0,131.0,512.0,0.26130210486604677,0.055853972670216204,0.057849,0.002885,{},config defaults
EXP-F1,M1,binary,2,0,r2f0,2596,644,22,0.7686335403726708,0.7922488579378897,0.8320610687022901,0.7524366471734892,0.461864406779661,0.5940054495912807,0.48830488130659666,0.8535482046932429,0.5269228186173764,109.0,127.0,386.0,22.0,644.0,131.0,513.0,0.3157038927503509,0.03779130034035213,0.146058,0.015923,{},config defaults
EXP-F1,M1,binary,2,1,r2f1,2589,651,22,0.7956989247311828,0.8105603510493952,0.835820895522388,0.7852998065764023,0.5022421524663677,0.6274509803921569,0.5291750497731023,0.8691503796298969,0.5357451464146166,112.0,111.0,406.0,22.0,651.0,134.0,517.0,0.2920782617935234,0.019128658585528115,0.114064,0.00585,{},config defaults
EXP-F1,M1,binary,2,2,r2f2,2585,655,22,0.8030534351145038,0.8244793281289631,0.8613138686131386,0.7876447876447876,0.5175438596491229,0.6465753424657534,0.5540651470930174,0.8995716258489981,0.6207300648279344,118.0,110.0,408.0,19.0,655.0,137.0,518.0,0.27685748963120616,0.03093889432972173,0.056499,0.004681,{},config defaults
