task,model_id,kind,feature,importance_mean,importance_sd,importance_min,importance_max,rank_mean,rank_sd,rank_best,rank_worst,n_folds,n_folds_positive,rank
binary,M4,impurity,chroma_02_mean,0.004281036809579841,0.0007410497978401526,0.0035794796626049522,0.005122129650703981,71.2,18.253766734567417,50,89,5,5,66
binary,M4,impurity,freq_band_power_150_250,0.004278096119568806,0.00045836630985372377,0.003767177530218218,0.004796994657036939,68.6,9.370165420097983,59,80,5,5,67
binary,M4,impurity,mfcc_01_mean,0.004236132621713243,0.0002672162706804093,0.003961738930017495,0.004548397252317102,69.0,6.670832032063166,62,79,5,5,68
binary,M4,impurity,chroma_07_mean,0.0042134705201008595,0.0005722156502253452,0.0034582731410487534,0.004787759099729804,71.8,15.801898620102586,59,96,5,5,69
binary,M4,impurity,dwt_cA5_entropy,0.004211763708615005,0.0005257910509247257,0.003498078203687843,0.004864869801487585,72.2,16.00624877977348,53,94,5,5,70
binary,M4,impurity,freq_rolloff85_std,0.004199918869001266,0.00032967499753892306,0.00386497821905095,0.004685963723219045,70.8,8.318653737234168,60,82,5,5,71
binary,M4,impurity,chroma_05_std,0.00401442958532894,0.0004037985228528103,0.0035118087006783074,0.004527920641280371,76.8,11.497825881443848,64,93,5,5,72
binary,M4,impurity,freq_centroid_std,0.0040136927077004765,0.00025940976992240393,0.003601944866377285,0.004255884118972392,75.0,11.022703842524301,64,91,5,5,73
binary,M4,impurity,dwt_cD3_std,0.003974611884630527,0.0004019489892925915,0.003470158935481263,0.004487009340664417,78.0,14.933184523068078,63,98,5,5,74
binary,M4,impurity,chroma_08_std,0.00395597007862194,0.0004089248767052655,0.003327923379511729,0.004410627310663433,76.8,12.833549781724463,65,98,5,5,75
binary,M4,impurity,chroma_03_mean,0.003914870268006344,0.00044945652476003695,0.0032293117844463125,0.00437846648857122,78.2,16.739175606940744,59,104,5,5,76
binary,M4,impurity,env_peak_rate,0.0039034146513808503,0.0003287476300319618,0.003531001963612045,0.004211911912272524,79.2,10.52140675005011,70,93,5,5,77
binary,M4,impurity,mfcc_09_mean,0.003891550269375976,0.00043681380562546075,0.0033424605489289125,0.004384050502265037,80.8,13.935566009315876,67,99,5,5,78
binary,M4,impurity,freq_rolloff95_std,0.0038889366568856483,0.00039176546511340203,0.003439437086679781,0.0045016726251877245,80.4,10.5023806824929,65,92,5,5,79
binary,M4,impurity,chroma_11_mean,0.0038823612392071215,0.00019610789363481016,0.003700780462759936,0.004146862377617881,78.8,6.648308055437866,71,87,5,5,80
binary,M4,impurity,time_skewness,0.003845544539950713,0.00028069035995753193,0.003443178662773383,0.004154844944082077,81.0,7.713624310270755,71,91,5,5,81
binary,M4,impurity,mfcc_11_std,0.0038060726418861685,0.00046760095628299407,0.003429942017490455,0.004575541826238233,83.4,14.53616180427282,62,97,5,5,82
binary,M4,impurity,mfcc_08_std,0.003785416664542422,0.0002963875971402134,0.003358262363980437,0.004155951985629136,82.8,9.679876032264051,72,97,5,5,83
binary,M4,impurity,mfcc_04_std,0.003783001820263117,0.00019910704878775218,0.003581294391203283,0.004114155063776942,83.0,10.977249200050073,65,95,5,5,84
binary,M4,impurity,freq_spectral_entropy,0.003745806487616461,0.00030485334467118065,0.003425479374523426,0.004123351701393435,84.6,10.597169433391162,73,97,5,5,85
binary,M4,impurity,freq_peak_power,0.0036893476493912968,0.00023180228185128496,0.0033836625454542173,0.00400561206838191,86.6,6.9498201415576215,78,95,5,5,86
binary,M4,impurity,mfcc_07_std,0.0036724711478111002,0.00037503414483636344,0.00330249088360515,0.004270207818317832,87.6,12.340988615179903,68,100,5,5,87
binary,M4,impurity,mfcc_02_delta_mean,0.003666551076327621,0.00046025458649671274,0.003073126154323018,0.004334702672961847,87.8,16.407315441594946,64,108,5,5,88
binary,M4,impurity,chroma_06_std,0.003654917717251327,0.00029531855473126313,0.0031943047602864256,0.004012659318159083,87.4,10.188228501560022,77,104,5,5,89
binary,M4,impurity,mfcc_12_std,0.003653840613454899,0.00038322837187741726,0.0031717910350318374,0.00411313628854288,89.4,13.957077057894322,73,108,5,5,90
binary,M4,impurity,chroma_11_std,0.0036520233333907554,0.0006245008186810046,0.0026420321902068883,0.00431804024679736,89.4,23.954122818421048,67,128,5,5,91
binary,M4,impurity,mfcc_07_delta_mean,0.0036480521173438184,0.000558589755732997,0.0030552082030883866,0.004401514432062284,87.6,20.863844324572593,58,109,5,5,92
binary,M4,impurity,chroma_06_mean,0.0036466938222145346,0.0004409694327544725,0.002997502863606311,0.004163279694600708,88.0,15.636495771111889,70,110,5,5,93
binary,M4,impurity,chroma_09_mean,0.003535768286158948,0.00030094114924838903,0.003218715753096237,0.0038547043108129674,91.8,12.275992831539128,79,105,5,5,94
binary,M4,impurity,dwt_cD5_entropy,0.0034875410158223983,0.00018335083455290425,0.0032344312474447585,0.003646911759274708,95.0,7.968688725254613,87,105,5,5,95
binary,M4,impurity,mfcc_02_std,0.0034759445971397455,0.0003533631040760992,0.0029190514501749817,0.0038435867191577923,94.8,14.184498581197714,80,115,5,5,96
binary,M4,impurity,env_kurtosis,0.00342671454684974,0.0003099474234054109,0.0031051875967355877,0.003940232015288443,96.4,11.844830095868831,76,106,5,5,97
binary,M4,impurity,mfcc_10_std,0.0033920663211253047,0.00024606957332499053,0.0030974354780893974,0.0037115923736463392,97.0,9.460443964212251,87,107,5,5,98
binary,M4,impurity,mfcc_06_delta_mean,0.003390584708643861,0.00031556642527851215,0.0029654423525863204,0.0037082573658099366,97.4,12.218837915284743,84,114,5,5,99
binary,M4,impurity,mfcc_13_std,0.003370127497015609,0.0002682775091162022,0.00308335474849715,0.003756468041372738,98.0,9.669539802906858,85,110,5,5,100
binary,M4,impurity,mfcc_03_std,0.003316543336083594,0.00029633338585851275,0.0029599773779905125,0.0037455482628772564,102.8,12.988456413292536,85,117,5,5,101
binary,M4,impurity,mfcc_01_delta_mean,0.003268129353366429,0.00031466626095876134,0.0029848034207621797,0.0038040311302455906,102.0,13.564659966250536,79,112,5,5,102
binary,M4,impurity,chroma_04_std,0.0032494404504822003,0.00023100310293241243,0.003009771380376642,0.003595550100957768,104.2,8.10555365166378,94,113,5,5,103
binary,M4,impurity,freq_flatness_mean,0.003230566186310911,0.0003270944729723918,0.002689241307974546,0.0035094929363387343,105.4,14.41526968183391,95,130,5,5,104
binary,M4,impurity,time_min,0.003222489674896194,0.0002240844894209494,0.003007450442518446,0.003482793662270919,104.8,7.224956747275378,95,113,5,5,105
binary,M4,impurity,mfcc_10_delta_mean,0.0031445252155280004,5.664806856084697e-05,0.003063043376821183,0.003212222568308106,108.0,3.3911649915626336,105,113,5,5,106
binary,M4,impurity,freq_bandwidth_std,0.003139696811264161,0.00027115195321301944,0.002771673237609386,0.003536516172567061,107.8,9.654014708917735,93,119,5,5,107
binary,M4,impurity,chroma_10_std,0.0031384652961008058,0.00039117807112771537,0.0027834294426335006,0.0037697242692649523,109.2,14.131525041551603,86,121,5,5,108
binary,M4,impurity,chroma_04_mean,0.003124527688520106,0.0002755202478187744,0.002727518681708561,0.003465620737975866,107.2,12.029131306956458,90,122,5,5,109
binary,M4,impurity,chroma_08_mean,0.0030639618231711185,0.00033522451235376506,0.0027381531786173897,0.0036170261992103147,110.8,12.070625501605125,90,121,5,5,110
binary,M4,impurity,chroma_03_std,0.0030463183062108554,0.0004459392608830053,0.0025331462370685866,0.0036352515388527505,111.8,16.60421633200435,89,130,5,5,111
binary,M4,impurity,freq_flatness_std,0.003027811266645467,0.0002908386299908582,0.0026091573235212727,0.0033983706746883945,113.4,12.60158720161869,99,133,5,5,112
binary,M4,impurity,mfcc_04_delta_mean,0.0030178949050841185,0.00016000191767220822,0.002745534860843526,0.003141089470100136,113.4,7.127411872482185,105,124,5,5,113
binary,M4,impurity,mfcc_12_delta_mean,0.003005776817606962,0.0005328373105441974,0.002253804216889099,0.003622604664181848,112.8,16.769019053003667,92,136,5,5,114
binary,M4,impurity,env_skew,0.0029920325634885617,0.00035539379238351586,0.0026314422280350244,0.0035470711772405445,114.2,13.330416347586445,94,129,5,5,115
binary,M4,impurity,chroma_01_std,0.0029817519931766194,0.00010595858815353078,0.0028559275126349144,0.0031399338442293675,115.2,4.207136793592524,109,120,5,5,116
binary,M4,impurity,chroma_10_mean,0.0029782847918377276,0.00030609548116836935,0.0026068308914810384,0.0034345211185860553,113.6,12.93445012360402,94,126,5,5,117
binary,M4,impurity,mfcc_09_std,0.002975902551244011,0.000275853527067094,0.002680588608736356,0.0033282923602443695,113.8,10.473776778220929,99,127,5,5,118
binary,M4,impurity,chroma_12_std,0.002971032736910098,0.00021196155468348248,0.00275566087081548,0.003268318762872992,114.0,11.247221879201993,99,128,5,5,119
binary,M4,impurity,mfcc_13_delta_mean,0.002954420664264202,0.0004874649538962099,0.0024923678166775716,0.003611067294336437,114.6,18.689569283426515,91,131,5,5,120
binary,M4,impurity,chroma_09_std,0.002953562684179131,0.0005554515292579057,0.002331689465659021,0.003825400205472746,114.8,22.16303228351211,79,137,5,5,121
binary,M4,impurity,chroma_05_mean,0.0028734278792531933,0.00017365067242011584,0.0027643828689848243,0.0031755654235799784,117.2,4.2661458015403095,110,121,5,5,122
binary,M4,impurity,mfcc_05_delta_mean,0.0028432552795371667,0.0002367252785480082,0.0026007771251562346,0.003193078959381851,120.2,9.093954035511727,108,131,5,5,123
binary,M4,impurity,dwt_cD4_entropy,0.002840848926540597,0.00026727621433192774,0.002493720476777513,0.003216350454313674,120.0,9.669539802906858,104,130,5,5,124
binary,M4,impurity,chroma_02_std,0.0028328437065934203,0.0001663509214199863,0.002645837486780198,0.003024399633127252,121.2,6.058052492344385,113,128,5,5,125
binary,M4,impurity,time_kurtosis,0.002824507096815719,0.00020660018450163674,0.0026236329614825506,0.0031540602442317483,119.8,9.73139250056229,104,128,5,5,126
binary,M4,impurity,mfcc_08_delta_mean,0.002774332108061508,8.580738919576669e-05,0.0026947021880597685,0.0029140721615288083,122.8,1.9235384061671335,121,126,5,5,127
binary,M4,impurity,mfcc_03_delta_mean,0.0026794595716780386,0.0002566887234132714,0.0022302221695629978,0.0028812175982229527,124.4,5.9413803110051795,118,134,5,5,128
binary,M4,impurity,mfcc_09_delta_mean,0.00264344571415781,0.0001509580501099505,0.002425901192320726,0.002827618311124781,128.0,3.8078865529319543,124,134,5,5,129
binary,M4,impurity,time_shannon_entropy,0.0026300163619638133,9.692874931722218e-05,0.0025197291053284453,0.002764035495248399,127.8,3.70135110466435,122,131,5,5,130
binary,M4,impurity,mfcc_11_delta_mean,0.0026211612780033975,0.0001536981868869739,0.002413632691750738,0.002772174725063676,127.8,3.2710854467592245,125,133,5,5,131
binary,M4,impurity,freq_dominant,0.0025671286368962724,0.00040124120097087177,0.0021387332442789737,0.0030434067773705917,126.6,11.058933040759403,111,137,5,5,132
binary,M4,impurity,freq_total_power,0.002484347144208973,8.836297890696628e-05,0.0023909728239781746,0.0025787771981572506,132.8,2.2803508501982743,130,135,5,5,133
binary,M4,impurity,time_mean,0.0024290965635752467,0.0001546271327340804,0.0022376576760439826,0.002646786417371266,133.6,2.0736441353327715,132,137,5,5,134
binary,M4,impurity,time_std,0.002404542626315036,0.00013903986614251617,0.0022664955900677584,0.002597981755775808,134.0,2.549509756796392,132,138,5,5,135
binary,M4,impurity,time_rms,0.002321261403295776,0.00013397886019299922,0.002098766175639337,0.002448692511317623,135.8,1.3038404810405282,134,137,5,5,136
binary,M4,impurity,time_var,0.0023171813648477407,0.00018078085625883712,0.002124989588499099,0.0025718667795229656,135.0,2.2360679774997916,132,138,5,5,137
binary,M4,impurity,time_hjorth_activity,0.0022606434259803227,0.0002733390479858425,0.0020105034746034063,0.0026204120450917636,136.0,3.4641016151377526,130,138,5,5,138
binary,M4,permutation,time_zcr_mean,0.030145512114478835,0.003566615827092087,0.027205985965110025,0.03471609296852011,1.2,0.4472135954999579,1,2,5,5,1
binary,M4,permutation,mfcc_04_mean,0.02456421031272211,0.0045158915376406145,0.017454398352456556,0.028715235926967553,2.0,0.7071067811865476,1,3,5,5,2
binary,M4,permutation,dwt_cD1_entropy,0.020005821531552906,0.007391443503412825,0.013270079435127946,0.029843905778015867,3.2,1.0954451150103321,2,5,5,5,3
binary,M4,permutation,dwt_cD2_entropy,0.006101584627992833,0.005178388012908174,-0.001513680494263081,0.010695262520079952,27.2,44.22329702769797,4,106,5,4,4
binary,M4,permutation,dwt_cD1_energy,0.004076361874535646,0.0032873708906479534,-0.0009945437223938924,0.0070387046755725265,27.0,35.30580688781946,4,87,5,4,5
binary,M4,permutation,freq_flux_mean,0.002958745431329064,0.0039929259293073095,0.00043460758587789974,0.010012945850631626,32.2,30.244007670942022,5,82,5,5,6
binary,M4,permutation,dwt_cD2_energy,0.002505905028671318,0.0027604009348979196,-0.0013539651837524147,0.005173132151838433,36.4,38.44866707702622,8,99,5,4,7
binary,M4,permutation,dwt_cD1_std,0.0024986238333014454,0.004023996239451307,-0.003620196887900973,0.006789166643181166,43.6,53.068823239261675,4,128,5,4,8
binary,M4,permutation,mfcc_05_std,0.0024821550136262483,0.006660012053070601,-0.002920741889312983,0.013951758106036927,58.4,58.13174692025004,4,137,5,3,9
binary,M4,permutation,freq_band_power_350_400,0.002243190589763502,0.0041172079030149696,-0.004090043015098632,0.006275345896946583,44.0,51.894122981316485,5,131,5,4,10
binary,M4,permutation,time_duration,0.0021828952954252067,0.007057612279188917,-0.003953368637834687,0.014384075752764203,74.4,51.36925150320958,3,133,5,2,11
binary,M4,permutation,chroma_02_mean,0.002179475893121217,0.002444676675559035,-0.001506250180432478,0.004614886001747198,38.4,36.370317568038914,13,101,5,4,12
binary,M4,permutation,mfcc_01_std,0.001936616780171698,0.0016863658379384437,0.0003980779528224065,0.00467761855869524,34.4,26.651453994106966,13,72,5,5,13
binary,M4,permutation,mfcc_13_mean,0.0019076271953966596,0.0018516355885663343,-0.0003883495145631244,0.0034351145038167496,34.2,26.527344382730814,17,80,5,4,14
binary,M4,permutation,time_energy,0.0018856444737887612,0.008023720786363545,-0.007600851152478316,0.012463552642974662,75.2,65.28169728185688,5,136,5,2,15
binary,M4,permutation,mfcc_02_mean,0.0017835396793729342,0.0026478183319570843,-0.0011605415860734935,0.005806288409743588,43.2,34.73758771129625,10,94,5,4,16
binary,M4,permutation,freq_band_power_250_350,0.001680283320923721,0.003658969769789849,-0.003910332284419349,0.005327143133491063,47.2,50.14678454297942,6,130,5,4,17
binary,M4,permutation,dwt_cD5_mean_abs,0.001464753612678864,0.003485213188565762,-0.0019068102427899358,0.005359608826762041,62.6,51.39357936551997,6,112,5,3,18
binary,M4,permutation,chroma_09_mean,0.0014521600212850827,0.0027163532093566257,-0.0017494293041738773,0.0037878787878786735,50.0,47.41835087811469,8,106,5,3,19
binary,M4,permutation,freq_rolloff95_mean,0.001433053534945641,0.0017901536768838873,-0.001533675914431698,0.0028170050014709735,43.2,34.92420364160076,11,102,5,4,20
binary,M4,permutation,dwt_cA5_entropy,0.001355371064711779,0.0016418978650802223,-0.001050116920234423,0.0030534351145037773,43.2,26.985181118532445,19,89,5,4,21
binary,M4,permutation,mfcc_12_mean,0.0013060946619325553,0.0020178699217332334,8.752574286551296e-05,0.004872550332574388,49.0,30.748983723043597,13,88,5,5,22
binary,M4,permutation,freq_rolloff95_std,0.001226078238505106,0.0018679935177448302,-0.00087890625,0.003337648616877187,50.6,40.74677901380672,19,121,5,3,23
binary,M4,permutation,time_hjorth_complexity,0.0012041802636617426,0.004178986457101502,-0.003068549573403967,0.007341190125440799,59.8,55.54457669295896,7,121,5,3,24
binary,M4,permutation,mfcc_11_std,0.0011883394242424793,0.001503884433083494,-9.671179883945502e-05,0.0036907914092379037,45.2,23.413671220037237,10,75,5,4,25
binary,M4,permutation,dwt_cD4_entropy,0.0011286206301775125,0.0021959166616186765,-0.0013633289180734697,0.003816793893129722,50.6,38.76596445337069,17,103,5,3,26
binary,M4,permutation,freq_band_power_150_250,0.0011182650154782658,0.0017031982080328732,-0.0009983654144238186,0.0028503191821793615,49.2,29.944949490690412,16,96,5,3,27
binary,M4,permutation,chroma_07_std,0.0011098604165099603,0.0033458113529526556,-0.0016333194179389498,0.00687022900763351,61.0,46.74398357008097,8,125,5,2,28
binary,M4,permutation,time_kurtosis,0.0010891327851728304,0.0016929743910005033,-0.0007299270072992803,0.0037191376431298328,45.2,29.609120216581918,9,88,5,3,29
binary,M4,permutation,dwt_cD5_entropy,0.0010784129302811873,0.0014742066611675847,-0.0002901353965183651,0.0033374582538168497,44.6,27.682124195949992,13,85,5,3,30
binary,M4,permutation,mfcc_07_std,0.00102178964660818,0.002000300509681476,-0.0007736943907156624,0.0037878787878786735,54.2,37.84441834669942,8,98,5,2,31
binary,M4,permutation,mfcc_13_std,0.0009448500477401889,0.0012478717630800176,-0.00017971073067930555,0.0026228302441894226,51.2,25.965361541869584,13,84,5,3,32
binary,M4,permutation,chroma_05_std,0.0009258359622878398,0.0008033049835106817,0.00037878787878786735,0.002290076335877833,49.2,21.15892246783848,28,83,5,5,33
binary,M4,permutation,time_hjorth_mobility,0.0009069345380052352,0.0022627376344926623,-0.002196945639308301,0.0034351145038167496,59.0,42.649736224272246,12,118,5,3,34
binary,M4,permutation,mfcc_10_mean,0.000881248059031663,0.0022443428558210346,-0.0025032800572519333,0.0031836376352246233,51.0,46.9041575982343,22,134,5,3,35
binary,M4,permutation,mfcc_06_mean,0.0008583644550800541,0.0022573630906264175,-0.002445220704985762,0.003028210692444222,59.6,41.824633889611036,18,120,5,3,36
binary,M4,permutation,mfcc_01_mean,0.0008369370649074237,0.0015488446847159096,-0.0018375241779497453,0.001846131215063218,53.2,33.23702754459249,23,110,5,4,37
binary,M4,permutation,chroma_06_mean,0.000781737561322895,0.0008577824360543859,-0.0006545387932249458,0.001597536975190883,50.6,24.915858403835898,21,85,5,4,38
binary,M4,permutation,mfcc_01_delta_mean,0.000727399324932314,0.000751722066747144,-1.1102230246251566e-17,0.0018375241779496454,56.0,26.645825188948457,12,84,5,4,39
binary,M4,permutation,freq_spectral_entropy,0.0007246179382119999,0.0025093842060687635,-0.0021897810218978408,0.004198473282442694,62.4,42.694261909535335,15,113,5,3,40
binary,M4,permutation,freq_bandwidth_mean,0.0007240508006850321,0.003580039694668246,-0.00353831412225577,0.004876434245366212,68.8,54.68272121977837,5,131,5,3,41
binary,M4,permutation,chroma_01_std,0.0007061848259266613,0.0017743682487946603,-0.0008704061895551174,0.0028585033406246406,61.0,28.88771365130858,25,88,5,2,42
binary,M4,permutation,time_max,0.0006490542738065508,0.0015297867791671566,-0.0014128833534216678,0.0027386354028689163,59.2,40.855844135202986,18,115,5,4,43
binary,M4,permutation,chroma_08_mean,0.0006246832801965518,0.0007556947550992825,-0.00029013539651837614,0.0018017950858778998,53.4,13.202272531651511,41,75,5,4,44
binary,M4,permutation,freq_bandwidth_std,0.0005863909074549057,0.0007169239605128239,-0.0005825242718446866,0.0013844658005241594,57.8,27.417147918775214,26,89,5,4,45
binary,M4,permutation,dwt_cA5_mean_abs,0.000554176290105437,0.003938060826756713,-0.005156763834947864,0.004928416424766735,58.2,52.251315772906615,10,134,5,3,46
binary,M4,permutation,dwt_cA5_std,0.0005396109885564403,0.0029226185306200883,-0.003496059355062253,0.0045303384719442286,70.4,41.2831684830513,14,126,5,3,47
binary,M4,permutation,freq_centroid_mean,0.0005362382599114611,0.0023433790511974925,-0.0027964107090320822,0.0034351145038167496,63.0,45.16082373030855,11,118,5,3,48
binary,M4,permutation,mfcc_09_std,0.0005312044620154,0.0008140153726550765,-0.00019305019305020376,0.0017130844465649165,54.0,23.47338918861101,34,85,5,3,49
binary,M4,permutation,mfcc_08_mean,0.0004994340163249156,0.003877769764108421,-0.0031550319871488488,0.006285433685996144,67.0,51.86520991955976,9,127,5,2,50
binary,M4,permutation,dwt_cD2_std,0.0004937380527114254,0.0016263929406936837,-0.0021413724414677928,0.0023315681082671236,61.4,36.28084894265844,14,114,5,4,51
binary,M4,permutation,mfcc_03_delta_mean,0.0004927861847806559,0.0017894104545633136,-0.0021897810218978408,0.0026717557251908055,57.4,31.87946047222255,35,113,5,4,52
binary,M4,permutation,chroma_10_std,0.000474183298544013,0.0027839568768084277,-0.003409090909091006,0.003816793893129722,60.4,49.932955049746454,16,127,5,3,53
binary,M4,permutation,time_rms,0.00039194925560047665,0.0006544989038891868,-0.0004835589941972862,0.0012248031965649165,59.6,15.67801007781281,45,85,5,3,54
binary,M4,permutation,chroma_04_std,0.0003584492934132144,0.0023698977608355228,-0.0033444960882243356,0.0028585033406246406,62.6,36.26706494879342,35,124,5,3,55
binary,M4,permutation,chroma_09_std,0.00032267051838589026,0.0006153896206361668,0.0,0.0014201156965649164,59.0,18.587630295441105,35,85,5,3,56
binary,M4,permutation,mfcc_13_delta_mean,0.00032046680390592115,0.0014779618803540137,-0.0008475889862751496,0.0026717557251908055,69.6,20.057417580536136,38,93,5,2,57
binary,M4,permutation,freq_band_power_50_100,0.00027431477716368226,0.0027833878580542835,-0.0021394918893129834,0.00371114384774488,76.8,52.14115457102959,20,132,5,2,58
binary,M4,permutation,mfcc_03_mean,0.0002487326349044828,0.002971425888668126,-0.0030494263018535084,0.004602471202979264,75.8,53.85350499271148,8,127,5,2,59
binary,M4,permutation,env_skew,0.00023199018027188377,0.0015809157608975657,-0.0005859375,0.0030534351145037773,73.0,29.206163733020468,32,112,5,1,60
binary,M4,permutation,chroma_11_std,0.00017074511775227782,0.001656327264915293,-0.0025032800572519333,0.0017134651726857131,65.0,43.034869582700026,16,134,5,3,61
binary,M4,permutation,mfcc_06_std,0.0001703234669852005,0.0013181194659173969,-0.0012879407039991353,0.0018748161223888782,70.6,32.84509095740184,22,102,5,2,62
binary,M4,permutation,chroma_02_std,0.00015776485650914612,0.00209566981898245,-0.0014925373134328623,0.003816793893129722,79.2,36.91476669301866,17,110,5,1,63
binary,M4,permutation,time_crest_factor,0.0001239104390500256,0.0008783642754035251,-0.000657708733241047,0.001499880725190883,69.0,21.714050750608465,48,105,5,2,64
binary,M4,permutation,dwt_cD1_mean_abs,5.263682464031528e-05,0.003481444901620074,-0.005749232026604323,0.003037066797613219,60.6,46.02499321021134,19,138,5,3,65
binary,M4,permutation,time_skewness,4.4244177003764956e-05,0.0013399456763648749,-0.002019711679905911,0.0013314050572519331,67.2,25.704085278414404,46,110,5,2,66
binary,M4,permutation,freq_rolloff85_std,4.358322027161912e-05,0.001219824734018445,-0.0016441005802708241,0.0013209767578699072,72.2,33.58124476549373,31,107,5,3,67
binary,M4,permutation,chroma_06_std,1.7774747440997248e-05,0.0004908361992597675,-0.0006925393606870168,0.0004835589941972751,71.6,31.333687941255814,30,117,5,3,68
binary,M4,permutation,mfcc_06_delta_mean,-8.729184601985452e-06,0.0006019018934395593,-0.0008546631362165491,0.0007299270072992581,71.4,28.147824072208493,41,96,5,2,69
binary,M4,permutation,mfcc_07_delta_mean,-2.950481544490291e-05,0.0014468772494635053,-0.0022990219465649163,0.0015267175572518886,68.8,36.64287106655263,41,133,5,3,70
binary,M4,permutation,chroma_05_mean,-5.308112542786962e-05,0.002956194100651259,-0.00519573313317363,0.002192610448938259,66.6,40.630038149132965,31,136,5,4,71
binary,M4,permutation,freq_rolloff85_mean,-7.033360872895187e-05,0.002061533857328026,-0.0020058901445763277,0.002387542222817407,74.8,34.23010371003863,42,112,5,2,72
binary,M4,permutation,mfcc_09_delta_mean,-8.659000188028458e-05,0.0015743191931600526,-0.0025124707606459574,0.001810931059625287,73.8,28.58671019897183,50,120,5,2,73
binary,M4,permutation,time_min,-0.00011884229481414544,0.0008784700727308351,-0.001050116920234423,0.0013224594465649163,77.8,17.541379649275026,53,98,5,1,74
binary,M4,permutation,mfcc_02_std,-0.00012191459127249837,0.0021538711265725475,-0.0028053638961864193,0.0019971075858778997,71.0,46.17899955607527,25,123,5,3,75
binary,M4,permutation,mfcc_03_std,-0.00012840878815317363,0.002715582590602678,-0.004580152671755711,0.002183474475190883,59.4,43.07319351986801,27,130,5,3,76
binary,M4,permutation,time_hjorth_activity,-0.00016926640328237763,0.0011433402344794934,-0.002155807038309443,0.0006604883789349536,77.2,29.158189244190044,45,115,5,3,77
binary,M4,permutation,env_kurtosis,-0.0002036445857164204,0.0010442219580244847,-0.0012435405179133108,0.0015088263358778997,81.2,19.664689166117018,47,96,5,1,78
binary,M4,permutation,freq_band_power_20_50,-0.00021157419612458217,0.0022394303194306245,-0.003592771153901697,0.001979216364503866,75.0,37.59654239421492,35,127,5,3,79
binary,M4,permutation,mfcc_07_mean,-0.00022227420298418285,0.0022207849932976706,-0.003359811709326299,0.0019792163645038553,75.6,43.60389890823984,24,126,5,2,80
binary,M4,permutation,time_zcr_std,-0.00027238364729419655,0.0027733628386948945,-0.0031465136804943116,0.0035856989503817104,81.0,48.22343828471794,11,125,5,2,81
binary,M4,permutation,dwt_cD4_mean_abs,-0.0002786787824994685,0.001972253925156498,-0.0034114928275512657,0.0017777287437481081,76.0,37.19542982679459,24,129,5,3,82
binary,M4,permutation,mfcc_11_delta_mean,-0.0002816322813789829,0.00058429143561402,-0.0011629293893129834,0.00038167938931297216,79.8,25.06391828904651,64,124,5,1,83
binary,M4,permutation,dwt_cD3_mean_abs,-0.0002834520854803202,0.002246541263883265,-0.002500793902826326,0.0023315681082671236,80.0,56.236109396009965,14,122,5,2,84
binary,M4,permutation,time_var,-0.00029272625374179514,0.0007763830296318463,-0.0010638297872340385,0.0007575757575757347,81.0,33.704599092705436,37,115,5,2,85
binary,M4,permutation,freq_flatness_mean,-0.0003063943858896101,0.0023387549806176506,-0.002748602530156008,0.0034351145038167496,84.2,36.43761792433748,23,117,5,1,86
binary,M4,permutation,dwt_cD3_entropy,-0.00033708438103882574,0.0009123593190566186,-0.00107421875,0.0007384524860252428,84.0,29.614185789921695,43,123,5,2,87
binary,M4,permutation,dwt_cA5_energy,-0.00036492517953413907,0.0009113223543720234,-0.0011068680776710528,0.0012153930540719448,85.4,38.3575285960918,20,117,5,1,88
binary,M4,permutation,chroma_07_mean,-0.00036606982089187445,0.00134593880933457,-0.0024793563114731466,0.0011450381679389166,80.4,35.34543817807328,32,119,5,2,89
binary,M4,permutation,chroma_03_mean,-0.0003848067483732942,0.0012764122620086732,-0.0021947631656369926,0.0009228888358778886,79.6,29.12559012277691,40,111,5,2,90
binary,M4,permutation,chroma_10_mean,-0.00040387556214769747,0.0004722026054936083,-0.0008546631362165824,0.00019342359767891005,83.6,30.013330371686514,33,112,5,1,91
binary,M4,permutation,dwt_cD3_std,-0.0004769514663153429,0.002881809210400166,-0.00519573313317363,0.0024768239513116687,79.2,43.06042266397301,35,136,5,2,92
binary,M4,permutation,dwt_cD4_std,-0.000497005778873647,0.0018929568226768313,-0.003482346488062604,0.0013317857833727632,84.6,31.43723906452346,49,125,5,3,93
binary,M4,permutation,mfcc_12_std,-0.0005466395576376271,0.0016061863251928374,-0.0029197080291971213,0.0015267175572518886,86.6,30.615355624261497,52,125,5,1,94
binary,M4,permutation,mfcc_10_delta_mean,-0.0005550195440827999,0.001223909632671988,-0.002458219429022379,0.0007480141218004887,81.4,38.416142440385656,38,118,5,1,95
binary,M4,permutation,freq_band_power_100_150,-0.0005648551519828504,0.0007851584932423996,-0.00185546875,9.652509652505748e-05,84.4,26.23547217032695,60,128,5,1,96
binary,M4,permutation,mfcc_09_mean,-0.0005780010206616471,0.0007604102742537428,-0.0016303877132711753,0.00038167938931297216,92.8,11.84060809249255,75,105,5,1,97
binary,M4,permutation,freq_peak_power,-0.0005951142966944166,0.0037330748426050134,-0.00464288807413612,0.003816793893129722,80.6,57.382924289373754,17,137,5,2,98
binary,M4,permutation,freq_total_power,-0.0006063283089306504,0.0011922831398528816,-0.001908396946564872,0.0007575757575757347,83.0,31.216982557575932,37,118,5,2,99
