task,fold_label,model_id,kind,feature,importance,importance_std,scoring,n_repeats,n_scored_rows,computed_on,rank
binary,r0f0,M5,impurity,chroma_03_mean,0.00047681119100608367,,mean decrease in impurity,0,0,train,111
binary,r0f0,M5,impurity,mfcc_08_mean,0.00045851702414970397,,mean decrease in impurity,0,0,train,112
binary,r0f0,M5,impurity,mfcc_12_delta_mean,0.00043711538885353685,,mean decrease in impurity,0,0,train,113
binary,r0f0,M5,impurity,time_rms,0.000422241692616548,,mean decrease in impurity,0,0,train,114
binary,r0f0,M5,impurity,env_skew,0.0003494643574590586,,mean decrease in impurity,0,0,train,115
binary,r0f0,M5,impurity,chroma_01_std,0.0003105622419288475,,mean decrease in impurity,0,0,train,116
binary,r0f0,M5,impurity,time_mean,0.0003053639697041066,,mean decrease in impurity,0,0,train,117
binary,r0f0,M5,impurity,time_autocorr_peak_lag,0.00029820592639628684,,mean decrease in impurity,0,0,train,118
binary,r0f0,M5,impurity,chroma_08_std,0.0002485873085636811,,mean decrease in impurity,0,0,train,119
binary,r0f0,M5,impurity,time_crest_factor,0.0002461651164094438,,mean decrease in impurity,0,0,train,120
binary,r0f0,M5,impurity,dwt_cD3_std,0.00023747033294982717,,mean decrease in impurity,0,0,train,121
binary,r0f0,M5,impurity,time_shannon_entropy,0.00020937333654850898,,mean decrease in impurity,0,0,train,122
binary,r0f0,M5,impurity,time_min,0.00019525587279822017,,mean decrease in impurity,0,0,train,123
binary,r0f0,M5,impurity,chroma_03_std,0.00017583117044042609,,mean decrease in impurity,0,0,train,124
binary,r0f0,M5,impurity,freq_flux_std,0.00016838999039924725,,mean decrease in impurity,0,0,train,125
binary,r0f0,M5,impurity,dwt_cD3_energy,0.0001578909259375732,,mean decrease in impurity,0,0,train,126
binary,r0f0,M5,impurity,chroma_11_std,0.00013775704326858554,,mean decrease in impurity,0,0,train,127
binary,r0f0,M5,impurity,mfcc_02_std,0.00013106328210484862,,mean decrease in impurity,0,0,train,128
binary,r0f0,M5,impurity,freq_band_power_50_100,0.00012444449579747786,,mean decrease in impurity,0,0,train,129
binary,r0f0,M5,impurity,freq_bandwidth_mean,0.00010394422557814505,,mean decrease in impurity,0,0,train,130
binary,r0f0,M5,impurity,time_peak_to_peak,0.00010388192938805697,,mean decrease in impurity,0,0,train,131
binary,r0f0,M5,impurity,mfcc_04_std,8.65778362093402e-05,,mean decrease in impurity,0,0,train,132
binary,r0f0,M5,impurity,freq_rolloff95_std,8.189349402196495e-05,,mean decrease in impurity,0,0,train,133
binary,r0f0,M5,impurity,dwt_cD2_mean_abs,8.023328635537305e-05,,mean decrease in impurity,0,0,train,134
binary,r0f0,M5,impurity,time_hjorth_activity,8.92975059006505e-06,,mean decrease in impurity,0,0,train,135
binary,r0f0,M5,impurity,chroma_09_std,1.3250114067077751e-06,,mean decrease in impurity,0,0,train,136
binary,r0f0,M5,impurity,freq_flatness_std,0.0,,mean decrease in impurity,0,0,train,137
binary,r0f0,M5,impurity,freq_dominant,0.0,,mean decrease in impurity,0,0,train,137
binary,r0f0,M5,permutation,time_zcr_mean,0.015384671962341844,0.009232528975474184,balanced_accuracy,10,647,held-out fold,1
binary,r0f0,M5,permutation,mfcc_04_mean,0.013125183877611002,0.008669198772983085,balanced_accuracy,10,647,held-out fold,2
binary,r0f0,M5,permutation,dwt_cD1_entropy,0.011340835539864647,0.006847240751862846,balanced_accuracy,10,647,held-out fold,3
binary,r0f0,M5,permutation,chroma_07_std,0.006915269196822593,0.0015898489974012127,balanced_accuracy,10,647,held-out fold,4
binary,r0f0,M5,permutation,dwt_cD5_energy,0.006455575169167371,0.0034477683430523807,balanced_accuracy,10,647,held-out fold,5
binary,r0f0,M5,permutation,freq_band_power_50_100,0.003603265666372446,0.0012606505258637764,balanced_accuracy,10,647,held-out fold,6
binary,r0f0,M5,permutation,chroma_05_std,0.0033311268020005725,0.0027647375822453138,balanced_accuracy,10,647,held-out fold,7
binary,r0f0,M5,permutation,mfcc_05_std,0.003157546337157946,0.0034161084062675567,balanced_accuracy,10,647,held-out fold,8
binary,r0f0,M5,permutation,chroma_04_std,0.002845689908796689,0.0025445652190092855,balanced_accuracy,10,647,held-out fold,9
binary,r0f0,M5,permutation,mfcc_11_delta_mean,0.0026132686084142432,0.0015344237503059114,balanced_accuracy,10,647,held-out fold,10
binary,r0f0,M5,permutation,dwt_cA5_energy,0.0025051485731097277,0.002802494010381007,balanced_accuracy,10,647,held-out fold,11
binary,r0f0,M5,permutation,freq_centroid_mean,0.0024874963224477574,0.0024743336578385705,balanced_accuracy,10,647,held-out fold,12
binary,r0f0,M5,permutation,time_max,0.002272727272727271,0.001855674047563012,balanced_accuracy,10,647,held-out fold,13
binary,r0f0,M5,permutation,dwt_cD5_entropy,0.002272727272727271,0.0018556740475630122,balanced_accuracy,10,647,held-out fold,13
binary,r0f0,M5,permutation,env_kurtosis,0.002040305972344758,0.0029184312976374277,balanced_accuracy,10,647,held-out fold,15
binary,r0f0,M5,permutation,mfcc_11_std,0.0020197116799058556,0.0014325930993254552,balanced_accuracy,10,647,held-out fold,16
binary,r0f0,M5,permutation,mfcc_06_std,0.0020197116799058447,0.0016179865678414014,balanced_accuracy,10,647,held-out fold,17
binary,r0f0,M5,permutation,dwt_cD4_energy,0.0019130626654898508,0.0018987382682874594,balanced_accuracy,10,647,held-out fold,18
binary,r0f0,M5,permutation,mfcc_07_mean,0.0018064136510738571,0.001660981269797763,balanced_accuracy,10,647,held-out fold,19
binary,r0f0,M5,permutation,dwt_cA5_std,0.0017093262724330537,0.0024464479360845432,balanced_accuracy,10,647,held-out fold,20
binary,r0f0,M5,permutation,time_range,0.0015931156222418253,0.0024374647447110947,balanced_accuracy,10,647,held-out fold,21
binary,r0f0,M5,permutation,chroma_11_std,0.0015835539864666238,0.001803969030125027,balanced_accuracy,10,647,held-out fold,22
binary,r0f0,M5,permutation,chroma_01_mean,0.0015533980582524086,0.0029723792566207505,balanced_accuracy,10,647,held-out fold,23
binary,r0f0,M5,permutation,mfcc_03_std,0.001543836422477174,0.0022261738491003184,balanced_accuracy,10,647,held-out fold,24
binary,r0f0,M5,permutation,chroma_07_mean,0.0015342747867019835,0.001543447944192415,balanced_accuracy,10,647,held-out fold,25
binary,r0f0,M5,permutation,mfcc_12_std,0.0013496616651956783,0.001136363636363602,balanced_accuracy,10,647,held-out fold,26
binary,r0f0,M5,permutation,chroma_06_mean,0.0011268020005883895,0.0019898916653503136,balanced_accuracy,10,647,held-out fold,27
binary,r0f0,M5,permutation,mfcc_01_delta_mean,0.001039276257722843,0.0020597577019204477,balanced_accuracy,10,647,held-out fold,28
binary,r0f0,M5,permutation,mfcc_13_delta_mean,0.0009517505148573191,0.0016485911643304009,balanced_accuracy,10,647,held-out fold,29
binary,r0f0,M5,permutation,mfcc_07_std,0.0007766990291262488,0.0003883495145631244,balanced_accuracy,10,647,held-out fold,30
binary,r0f0,M5,permutation,mfcc_09_std,0.0007766990291262488,0.0003883495145631244,balanced_accuracy,10,647,held-out fold,30
binary,r0f0,M5,permutation,freq_flatness_mean,0.0007480141218004999,0.0023287311868199208,balanced_accuracy,10,647,held-out fold,32
binary,r0f0,M5,permutation,time_autocorr_peak_value,0.0006810826713739115,0.002290309608676811,balanced_accuracy,10,647,held-out fold,33
binary,r0f0,M5,permutation,chroma_02_mean,0.0006604883789349758,0.0015898489974012127,balanced_accuracy,10,647,held-out fold,34
binary,r0f0,M5,permutation,mfcc_01_std,0.0006031185642836001,0.003596433986422486,balanced_accuracy,10,647,held-out fold,35
binary,r0f0,M5,permutation,dwt_cD2_std,0.00047734627831714783,0.0030638993056180193,balanced_accuracy,10,647,held-out fold,36
binary,r0f0,M5,permutation,chroma_08_std,0.00037878787878787846,0.0011363636363636352,balanced_accuracy,10,647,held-out fold,37
binary,r0f0,M5,permutation,dwt_cA5_mean_abs,0.0003596646072374088,0.0020059068941728564,balanced_accuracy,10,647,held-out fold,38
binary,r0f0,M5,permutation,mfcc_06_mean,0.0003008237716975448,0.002332228002094612,balanced_accuracy,10,647,held-out fold,39
binary,r0f0,M5,permutation,chroma_10_mean,0.0002912621359223433,0.0008737864077670299,balanced_accuracy,10,647,held-out fold,40
binary,r0f0,M5,permutation,mfcc_10_delta_mean,0.0002912621359223322,0.0019978938683837856,balanced_accuracy,10,647,held-out fold,41
binary,r0f0,M5,permutation,freq_centroid_std,0.00028170050014709737,0.001204037786075032,balanced_accuracy,10,647,held-out fold,42
binary,r0f0,M5,permutation,chroma_01_std,0.00018461312150631627,0.0012606505258637966,balanced_accuracy,10,647,held-out fold,43
binary,r0f0,M5,permutation,mfcc_03_delta_mean,0.00018461312150630516,0.0018075801785101392,balanced_accuracy,10,647,held-out fold,44
binary,r0f0,M5,permutation,dwt_cD5_std,0.00015592821418062286,0.0031827327628550952,balanced_accuracy,10,647,held-out fold,45
binary,r0f0,M5,permutation,time_crest_factor,9.70873786407811e-05,0.0008064683362056748,balanced_accuracy,10,647,held-out fold,46
binary,r0f0,M5,permutation,time_hjorth_mobility,9.70873786407811e-05,0.0002912621359223433,balanced_accuracy,10,647,held-out fold,46
binary,r0f0,M5,permutation,time_min,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,time_kurtosis,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,time_peak_to_peak,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,time_shannon_entropy,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,time_hjorth_activity,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,time_autocorr_peak_lag,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,freq_rolloff95_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,freq_flatness_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,freq_flux_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,freq_dominant,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,freq_band_power_100_150,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,mfcc_04_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,chroma_03_mean,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,chroma_02_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,chroma_03_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,chroma_06_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,chroma_09_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,dwt_cD3_energy,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,dwt_cD4_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,dwt_cD3_std,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,dwt_cD3_entropy,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,dwt_cD2_mean_abs,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,dwt_cD1_mean_abs,0.0,0.0,balanced_accuracy,10,647,held-out fold,48
binary,r0f0,M5,permutation,chroma_05_mean,-9.561635775245935e-06,0.0014143085560682329,balanced_accuracy,10,647,held-out fold,71
binary,r0f0,M5,permutation,time_rms,-9.70873786407811e-05,0.0002912621359223433,balanced_accuracy,10,647,held-out fold,72
binary,r0f0,M5,permutation,freq_spectral_entropy,-9.70873786407811e-05,0.0005228315346732764,balanced_accuracy,10,647,held-out fold,72
binary,r0f0,M5,permutation,mfcc_13_std,-9.70873786407811e-05,0.0002912621359223433,balanced_accuracy,10,647,held-out fold,72
binary,r0f0,M5,permutation,mfcc_09_delta_mean,-9.70873786407811e-05,0.0002912621359223433,balanced_accuracy,10,647,held-out fold,72
binary,r0f0,M5,permutation,chroma_12_std,-9.70873786407811e-05,0.0002912621359223433,balanced_accuracy,10,647,held-out fold,72
binary,r0f0,M5,permutation,mfcc_10_std,-0.00011621065019126186,0.0015799366983837951,balanced_accuracy,10,647,held-out fold,77
binary,r0f0,M5,permutation,env_std,-0.00017505148573109252,0.0011775005368312576,balanced_accuracy,10,647,held-out fold,78
binary,r0f0,M5,permutation,time_mean,-0.0001941747572815622,0.0003883495145631244,balanced_accuracy,10,647,held-out fold,79
binary,r0f0,M5,permutation,time_std,-0.0001941747572815622,0.0003883495145631244,balanced_accuracy,10,647,held-out fold,79
binary,r0f0,M5,permutation,time_var,-0.0001941747572815622,0.0003883495145631244,balanced_accuracy,10,647,held-out fold,79
binary,r0f0,M5,permutation,mfcc_02_std,-0.0001941747572815622,0.0003883495145631244,balanced_accuracy,10,647,held-out fold,79
binary,r0f0,M5,permutation,dwt_cD3_mean_abs,-0.0001941747572815622,0.0005825242718446866,balanced_accuracy,10,647,held-out fold,79
binary,r0f0,M5,permutation,chroma_10_std,-0.00021329802883203187,0.001691520516974703,balanced_accuracy,10,647,held-out fold,84
binary,r0f0,M5,permutation,mfcc_04_delta_mean,-0.00028170050014709737,0.00127993209668452,balanced_accuracy,10,647,held-out fold,85
binary,r0f0,M5,permutation,mfcc_05_delta_mean,-0.0002912621359223433,0.0006216625473236057,balanced_accuracy,10,647,held-out fold,86
binary,r0f0,M5,permutation,mfcc_12_delta_mean,-0.0002912621359223433,0.0004449102616462182,balanced_accuracy,10,647,held-out fold,86
binary,r0f0,M5,permutation,mfcc_06_delta_mean,-0.0003214180641365139,0.002179850086385514,balanced_accuracy,10,647,held-out fold,88
binary,r0f0,M5,permutation,mfcc_02_mean,-0.0003596646072374199,0.0033115592216320508,balanced_accuracy,10,647,held-out fold,89
binary,r0f0,M5,permutation,time_sample_entropy,-0.00037878787878786735,0.0015504422343161851,balanced_accuracy,10,647,held-out fold,90
binary,r0f0,M5,permutation,freq_total_power,-0.0003883495145631244,0.0006440048136612718,balanced_accuracy,10,647,held-out fold,91
binary,r0f0,M5,permutation,freq_rolloff85_std,-0.00039791115033834814,0.001364035599294113,balanced_accuracy,10,647,held-out fold,92
binary,r0f0,M5,permutation,mfcc_12_mean,-0.000504560164754364,0.002062660852908281,balanced_accuracy,10,647,held-out fold,93
binary,r0f0,M5,permutation,mfcc_09_mean,-0.0005236834363048004,0.0027970134453758513,balanced_accuracy,10,647,held-out fold,94
binary,r0f0,M5,permutation,freq_bandwidth_std,-0.0005825242718446866,0.0006440048136612718,balanced_accuracy,10,647,held-out fold,95
binary,r0f0,M5,permutation,mfcc_10_mean,-0.0006016475433951562,0.0014199763950903145,balanced_accuracy,10,647,held-out fold,96
binary,r0f0,M5,permutation,freq_band_power_20_50,-0.0006318034716093157,0.0020378191261635308,balanced_accuracy,10,647,held-out fold,97
binary,r0f0,M5,permutation,mfcc_01_mean,-0.0006700500147102329,0.0014222134329980863,balanced_accuracy,10,647,held-out fold,98
binary,r0f0,M5,permutation,mfcc_08_std,-0.0006796116504854455,0.0016459277634986527,balanced_accuracy,10,647,held-out fold,99
binary,r0f0,M5,permutation,freq_peak_power,-0.0007766990291262377,0.0019860639752708985,balanced_accuracy,10,647,held-out fold,100
binary,r0f0,M5,permutation,env_peak_rate,-0.0007766990291262488,0.0007265354149075944,balanced_accuracy,10,647,held-out fold,101
binary,r0f0,M5,permutation,dwt_cD4_mean_abs,-0.0007958223006766851,0.002542173084059246,balanced_accuracy,10,647,held-out fold,102
binary,r0f0,M5,permutation,dwt_cD1_std,-0.0009613121506325539,0.0014857167148057753,balanced_accuracy,10,647,held-out fold,103
binary,r0f0,M5,permutation,dwt_cD4_entropy,-0.0009613121506325539,0.0013460124479145643,balanced_accuracy,10,647,held-out fold,103
binary,r0f0,M5,permutation,time_median,-0.000970873786407811,0.0006140344971201014,balanced_accuracy,10,647,held-out fold,105
binary,r0f0,M5,permutation,freq_bandwidth_mean,-0.000970873786407811,0.0,balanced_accuracy,10,647,held-out fold,105
binary,r0f0,M5,permutation,freq_rolloff85_mean,-0.0009804354221830346,0.0011246147106985082,balanced_accuracy,10,647,held-out fold,107
binary,r0f0,M5,permutation,mfcc_08_mean,-0.0009804354221830459,0.000951990633842952,balanced_accuracy,10,647,held-out fold,108
binary,r0f0,M5,permutation,chroma_11_mean,-0.0011363636363636465,0.001629298413076703,balanced_accuracy,10,647,held-out fold,109
binary,r0f0,M5,permutation,chroma_09_mean,-0.0013592233009709354,0.0006440048136612718,balanced_accuracy,10,647,held-out fold,110
binary,r0f0,M5,permutation,env_skew,-0.0016409238011180216,0.0014807578964058257,balanced_accuracy,10,647,held-out fold,111
binary,r0f0,M5,permutation,chroma_08_mean,-0.0016997646366578411,0.0019333447114720517,balanced_accuracy,10,647,held-out fold,112
binary,r0f0,M5,permutation,mfcc_13_mean,-0.0016997646366578522,0.001791478940432768,balanced_accuracy,10,647,held-out fold,113
binary,r0f0,M5,permutation,dwt_cA5_entropy,-0.0017762577228596864,0.002814119573820226,balanced_accuracy,10,647,held-out fold,114
binary,r0f0,M5,permutation,mfcc_11_mean,-0.0018446601941748074,0.0009159204982579255,balanced_accuracy,10,647,held-out fold,115
binary,r0f0,M5,permutation,dwt_cD2_energy,-0.0022330097087378984,0.001702233058215698,balanced_accuracy,10,647,held-out fold,116
binary,r0f0,M5,permutation,freq_band_power_250_350,-0.002233009708737921,0.0006216625473235572,balanced_accuracy,10,647,held-out fold,117
binary,r0f0,M5,permutation,mfcc_03_mean,-0.002369814651368063,0.0023088346486775995,balanced_accuracy,10,647,held-out fold,118
binary,r0f0,M5,permutation,freq_rolloff95_mean,-0.002408061194469002,0.0017673298229701347,balanced_accuracy,10,647,held-out fold,119
binary,r0f0,M5,permutation,chroma_04_mean,-0.0024271844660194606,0.0007827434707085636,balanced_accuracy,10,647,held-out fold,120
binary,r0f0,M5,permutation,time_skewness,-0.0024463077375698862,0.0031612940513000335,balanced_accuracy,10,647,held-out fold,121
binary,r0f0,M5,permutation,mfcc_08_delta_mean,-0.002632391879964735,0.001260650525863808,balanced_accuracy,10,647,held-out fold,122
binary,r0f0,M5,permutation,time_hjorth_complexity,-0.002971462194763186,0.002105528882582531,balanced_accuracy,10,647,held-out fold,123
binary,r0f0,M5,permutation,env_mean,-0.003321565166225349,0.0014830458782804509,balanced_accuracy,10,647,held-out fold,124
binary,r0f0,M5,permutation,freq_flux_mean,-0.0033965872315387057,0.00482383480498216,balanced_accuracy,10,647,held-out fold,125
binary,r0f0,M5,permutation,freq_band_power_150_250,-0.003398058252427172,0.0006512819351940685,balanced_accuracy,10,647,held-out fold,126
binary,r0f0,M5,permutation,dwt_cD2_entropy,-0.0036128273021476696,0.0016904225515338947,balanced_accuracy,10,647,held-out fold,127
binary,r0f0,M5,permutation,mfcc_07_delta_mean,-0.00418578993821711,0.0014314720737647266,balanced_accuracy,10,647,held-out fold,128
binary,r0f0,M5,permutation,time_zcr_std,-0.0043593704030597145,0.0014341135341226767,balanced_accuracy,10,647,held-out fold,129
binary,r0f0,M5,permutation,mfcc_02_delta_mean,-0.0044866137099146665,0.0019088954657212357,balanced_accuracy,10,647,held-out fold,130
binary,r0f0,M5,permutation,mfcc_05_mean,-0.004524860253015595,0.0022666966551013793,balanced_accuracy,10,647,held-out fold,131
binary,r0f0,M5,permutation,dwt_cD5_mean_abs,-0.004545454545454552,0.005805466451322021,balanced_accuracy,10,647,held-out fold,132
binary,r0f0,M5,permutation,chroma_12_mean,-0.005554574874963225,0.0020018016327183054,balanced_accuracy,10,647,held-out fold,133
binary,r0f0,M5,permutation,dwt_cD1_energy,-0.006369520447190346,0.0032227764708531825,balanced_accuracy,10,647,held-out fold,134
binary,r0f0,M5,permutation,freq_band_power_350_400,-0.006506325389820533,0.0012880096273225252,balanced_accuracy,10,647,held-out fold,135
binary,r0f0,M5,permutation,time_energy,-0.007614004118858509,0.004880661099303993,balanced_accuracy,10,647,held-out fold,136
binary,r0f0,M5,permutation,time_duration,-0.007731685789938237,0.004708211189844128,balanced_accuracy,10,647,held-out fold,137
binary,r0f0,M5,permutation,time_iqr,-0.009885260370697257,0.00702121521542761,balanced_accuracy,10,647,held-out fold,138
binary,r0f0,M8,impurity,time_zcr_mean,0.0747036263346672,,mean decrease in impurity,0,0,train,1
binary,r0f0,M8,impurity,dwt_cD1_entropy,0.06354312598705292,,mean decrease in impurity,0,0,train,2
binary,r0f0,M8,impurity,mfcc_04_mean,0.061103399842977524,,mean decrease in impurity,0,0,train,3
binary,r0f0,M8,impurity,dwt_cD1_energy,0.055564429610967636,,mean decrease in impurity,0,0,train,4
binary,r0f0,M8,impurity,freq_band_power_250_350,0.031063085421919823,,mean decrease in impurity,0,0,train,5
binary,r0f0,M8,impurity,dwt_cD1_std,0.02233954519033432,,mean decrease in impurity,0,0,train,6
binary,r0f0,M8,impurity,dwt_cA5_energy,0.020611660555005074,,mean decrease in impurity,0,0,train,7
binary,r0f0,M8,impurity,dwt_cD5_energy,0.01978769712150097,,mean decrease in impurity,0,0,train,8
binary,r0f0,M8,impurity,dwt_cD4_std,0.01884886994957924,,mean decrease in impurity,0,0,train,9
binary,r0f0,M8,impurity,time_iqr,0.015201390720903873,,mean decrease in impurity,0,0,train,10
binary,r0f0,M8,impurity,dwt_cD3_mean_abs,0.014032788574695587,,mean decrease in impurity,0,0,train,11
binary,r0f0,M8,impurity,time_duration,0.013559621758759022,,mean decrease in impurity,0,0,train,12
binary,r0f0,M8,impurity,dwt_cD4_energy,0.013050857000052929,,mean decrease in impurity,0,0,train,13
binary,r0f0,M8,impurity,freq_band_power_350_400,0.01139757689088583,,mean decrease in impurity,0,0,train,14
binary,r0f0,M8,impurity,time_energy,0.011068236082792282,,mean decrease in impurity,0,0,train,15
binary,r0f0,M8,impurity,time_autocorr_peak_value,0.010420957580208778,,mean decrease in impurity,0,0,train,16
binary,r0f0,M8,impurity,dwt_cD5_mean_abs,0.00991355162113905,,mean decrease in impurity,0,0,train,17
binary,r0f0,M8,impurity,freq_flux_mean,0.009747268632054329,,mean decrease in impurity,0,0,train,18
binary,r0f0,M8,impurity,time_hjorth_mobility,0.00974578969180584,,mean decrease in impurity,0,0,train,19
binary,r0f0,M8,impurity,dwt_cD2_energy,0.009190995246171951,,mean decrease in impurity,0,0,train,20
binary,r0f0,M8,impurity,freq_spectral_entropy,0.009171190671622753,,mean decrease in impurity,0,0,train,21
binary,r0f0,M8,impurity,dwt_cD4_mean_abs,0.009147664532065392,,mean decrease in impurity,0,0,train,22
binary,r0f0,M8,impurity,freq_band_power_50_100,0.00887494720518589,,mean decrease in impurity,0,0,train,23
binary,r0f0,M8,impurity,mfcc_02_mean,0.008836633525788784,,mean decrease in impurity,0,0,train,24
binary,r0f0,M8,impurity,dwt_cA5_mean_abs,0.00858272984623909,,mean decrease in impurity,0,0,train,25
binary,r0f0,M8,impurity,freq_band_power_150_250,0.008349999785423279,,mean decrease in impurity,0,0,train,26
binary,r0f0,M8,impurity,mfcc_05_std,0.008220394141972065,,mean decrease in impurity,0,0,train,27
binary,r0f0,M8,impurity,freq_rolloff85_std,0.00807861052453518,,mean decrease in impurity,0,0,train,28
binary,r0f0,M8,impurity,mfcc_05_mean,0.007957438938319683,,mean decrease in impurity,0,0,train,29
binary,r0f0,M8,impurity,freq_rolloff95_mean,0.0078062815591692924,,mean decrease in impurity,0,0,train,30
binary,r0f0,M8,impurity,freq_rolloff85_mean,0.007583830505609512,,mean decrease in impurity,0,0,train,31
binary,r0f0,M8,impurity,chroma_06_std,0.007459516637027264,,mean decrease in impurity,0,0,train,32
binary,r0f0,M8,impurity,time_sample_entropy,0.007307457271963358,,mean decrease in impurity,0,0,train,33
binary,r0f0,M8,impurity,mfcc_01_std,0.0072190784849226475,,mean decrease in impurity,0,0,train,34
binary,r0f0,M8,impurity,mfcc_03_mean,0.007188688963651657,,mean decrease in impurity,0,0,train,35
binary,r0f0,M8,impurity,chroma_06_mean,0.006658096797764301,,mean decrease in impurity,0,0,train,36
binary,r0f0,M8,impurity,mfcc_09_mean,0.006317038554698229,,mean decrease in impurity,0,0,train,37
binary,r0f0,M8,impurity,dwt_cD5_std,0.006313081365078688,,mean decrease in impurity,0,0,train,38
binary,r0f0,M8,impurity,mfcc_03_delta_mean,0.006253139581531286,,mean decrease in impurity,0,0,train,39
binary,r0f0,M8,impurity,chroma_01_std,0.006214379798620939,,mean decrease in impurity,0,0,train,40
binary,r0f0,M8,impurity,chroma_11_mean,0.006152022164314985,,mean decrease in impurity,0,0,train,41
binary,r0f0,M8,impurity,dwt_cD2_entropy,0.0060891276225447655,,mean decrease in impurity,0,0,train,42
binary,r0f0,M8,impurity,dwt_cA5_entropy,0.006029379088431597,,mean decrease in impurity,0,0,train,43
binary,r0f0,M8,impurity,env_kurtosis,0.006006993353366852,,mean decrease in impurity,0,0,train,44
binary,r0f0,M8,impurity,freq_band_power_20_50,0.005945071578025818,,mean decrease in impurity,0,0,train,45
binary,r0f0,M8,impurity,time_std,0.005934291519224644,,mean decrease in impurity,0,0,train,46
binary,r0f0,M8,impurity,time_min,0.0058805132284760475,,mean decrease in impurity,0,0,train,47
binary,r0f0,M8,impurity,freq_flux_std,0.005808642134070396,,mean decrease in impurity,0,0,train,48
binary,r0f0,M8,impurity,chroma_02_std,0.005753457546234131,,mean decrease in impurity,0,0,train,49
binary,r0f0,M8,impurity,mfcc_10_mean,0.005674500484019518,,mean decrease in impurity,0,0,train,50
binary,r0f0,M8,impurity,mfcc_06_mean,0.005544772371649742,,mean decrease in impurity,0,0,train,51
binary,r0f0,M8,impurity,chroma_07_std,0.0054044523276388645,,mean decrease in impurity,0,0,train,52
binary,r0f0,M8,impurity,mfcc_08_std,0.005274879280477762,,mean decrease in impurity,0,0,train,53
binary,r0f0,M8,impurity,dwt_cD3_energy,0.005209280643612146,,mean decrease in impurity,0,0,train,54
binary,r0f0,M8,impurity,mfcc_12_mean,0.005107911303639412,,mean decrease in impurity,0,0,train,55
binary,r0f0,M8,impurity,time_zcr_std,0.00490568159148097,,mean decrease in impurity,0,0,train,56
binary,r0f0,M8,impurity,mfcc_07_mean,0.004850082565099001,,mean decrease in impurity,0,0,train,57
binary,r0f0,M8,impurity,chroma_01_mean,0.004816338885575533,,mean decrease in impurity,0,0,train,58
binary,r0f0,M8,impurity,time_autocorr_peak_lag,0.004785775672644377,,mean decrease in impurity,0,0,train,59
binary,r0f0,M8,impurity,time_peak_to_peak,0.004761408548802137,,mean decrease in impurity,0,0,train,60
binary,r0f0,M8,impurity,time_max,0.004718403797596693,,mean decrease in impurity,0,0,train,61
binary,r0f0,M8,impurity,freq_centroid_std,0.004709302913397551,,mean decrease in impurity,0,0,train,62
binary,r0f0,M8,impurity,mfcc_09_std,0.004634743556380272,,mean decrease in impurity,0,0,train,63
binary,r0f0,M8,impurity,mfcc_11_std,0.0045433659106493,,mean decrease in impurity,0,0,train,64
binary,r0f0,M8,impurity,chroma_02_mean,0.0044060759246349335,,mean decrease in impurity,0,0,train,65
binary,r0f0,M8,impurity,chroma_08_std,0.004361441824585199,,mean decrease in impurity,0,0,train,66
binary,r0f0,M8,impurity,chroma_07_mean,0.004304411821067333,,mean decrease in impurity,0,0,train,67
binary,r0f0,M8,impurity,dwt_cA5_std,0.004242775961756706,,mean decrease in impurity,0,0,train,68
binary,r0f0,M8,impurity,dwt_cD2_mean_abs,0.0042340937070548534,,mean decrease in impurity,0,0,train,69
