task,model_id,kind,fold_label,feature,mean_abs_shap,mean_signed_shap,n_rows,rank
binary,M8,shap,r0f0,time_shannon_entropy,0.023923765867948532,-0.010167981497943401,400,120
binary,M8,shap,r0f0,time_sample_entropy,0.07417766749858856,-0.023473188281059265,400,63
binary,M8,shap,r0f0,time_hjorth_activity,0.0,0.0,400,137
binary,M8,shap,r0f0,time_hjorth_mobility,0.008364532142877579,-0.0009500508895143867,400,134
binary,M8,shap,r0f0,time_hjorth_complexity,0.034750547260046005,-0.008149522356688976,400,103
binary,M8,shap,r0f0,time_autocorr_peak_value,0.07732083648443222,-0.061203669756650925,400,59
binary,M8,shap,r0f0,time_autocorr_peak_lag,0.10253351926803589,-0.026851702481508255,400,35
binary,M8,shap,r0f0,time_duration,0.05805067718029022,0.006454591639339924,400,74
binary,M8,shap,r0f0,freq_centroid_mean,0.20680688321590424,-0.041246429085731506,400,14
binary,M8,shap,r0f0,freq_centroid_std,0.054183170199394226,-0.011567476205527782,400,80
binary,M8,shap,r0f0,freq_bandwidth_mean,0.06988085061311722,-0.0592404305934906,400,65
binary,M8,shap,r0f0,freq_bandwidth_std,0.11931902170181274,-0.0310085266828537,400,28
binary,M8,shap,r0f0,freq_rolloff85_mean,0.020802758634090424,0.0039924816228449345,400,123
binary,M8,shap,r0f0,freq_rolloff85_std,0.040911946445703506,-0.014518295414745808,400,93
binary,M8,shap,r0f0,freq_rolloff95_mean,0.014703483320772648,-0.008893197402358055,400,128
binary,M8,shap,r0f0,freq_rolloff95_std,0.05305209755897522,-0.02064896747469902,400,81
binary,M8,shap,r0f0,freq_flatness_mean,0.10097627341747284,-0.016936223953962326,400,36
binary,M8,shap,r0f0,freq_flatness_std,0.04169801250100136,-0.01623755879700184,400,91
binary,M8,shap,r0f0,freq_flux_mean,0.028259173035621643,-0.012414646334946156,400,112
binary,M8,shap,r0f0,freq_flux_std,0.0404464453458786,-0.0004903983790427446,400,95
binary,M8,shap,r0f0,freq_spectral_entropy,0.018540065735578537,-0.005751294083893299,400,126
binary,M8,shap,r0f0,freq_dominant,0.03672311082482338,0.002195877954363823,400,98
binary,M8,shap,r0f0,freq_peak_power,0.029902111738920212,-0.021017661318182945,400,107
binary,M8,shap,r0f0,freq_total_power,0.05981205031275749,-0.001284480094909668,400,73
binary,M8,shap,r0f0,freq_band_power_20_50,0.08433756977319717,-0.011357725597918034,400,53
binary,M8,shap,r0f0,freq_band_power_50_100,0.011623620055615902,-0.004727897699922323,400,130
binary,M8,shap,r0f0,freq_band_power_100_150,0.10092993080615997,-0.0538557730615139,400,37
binary,M8,shap,r0f0,freq_band_power_150_250,0.06648238003253937,-0.023893626406788826,400,67
binary,M8,shap,r0f0,freq_band_power_250_350,0.1252872496843338,-0.07009277492761612,400,27
binary,M8,shap,r0f0,freq_band_power_350_400,0.08451320976018906,-0.06046115234494209,400,52
binary,M8,shap,r0f0,mfcc_01_mean,0.029753543436527252,-0.021746093407273293,400,108
binary,M8,shap,r0f0,mfcc_02_mean,0.30341991782188416,-0.2007323056459427,400,10
binary,M8,shap,r0f0,mfcc_03_mean,0.08481251448392868,-0.005756298080086708,400,51
binary,M8,shap,r0f0,mfcc_04_mean,1.1902693510055542,-0.34858325123786926,400,2
binary,M8,shap,r0f0,mfcc_05_mean,0.13798385858535767,-0.01063036359846592,400,21
binary,M8,shap,r0f0,mfcc_06_mean,0.22028084099292755,0.0037088152021169662,400,13
binary,M8,shap,r0f0,mfcc_07_mean,0.06636857241392136,-0.019887229427695274,400,68
binary,M8,shap,r0f0,mfcc_08_mean,0.05721227824687958,-0.015772810205817223,400,75
binary,M8,shap,r0f0,mfcc_09_mean,0.10325754433870316,-0.04323606565594673,400,34
binary,M8,shap,r0f0,mfcc_10_mean,0.07428359240293503,-0.033910710364580154,400,62
binary,M8,shap,r0f0,mfcc_11_mean,0.06430966407060623,-0.005458534229546785,400,71
binary,M8,shap,r0f0,mfcc_12_mean,0.1311914324760437,-0.011742171831429005,400,24
binary,M8,shap,r0f0,mfcc_13_mean,0.09080195426940918,-0.048001546412706375,400,46
binary,M8,shap,r0f0,mfcc_01_std,0.26001667976379395,-0.0767235979437828,400,11
binary,M8,shap,r0f0,mfcc_02_std,0.08909369260072708,-0.01281458418816328,400,48
binary,M8,shap,r0f0,mfcc_03_std,0.39795994758605957,-0.00841914489865303,400,5
binary,M8,shap,r0f0,mfcc_04_std,0.06832215934991837,-0.026491286233067513,400,66
binary,M8,shap,r0f0,mfcc_05_std,0.30394455790519714,-0.07608109712600708,400,9
binary,M8,shap,r0f0,mfcc_06_std,0.05125925689935684,-0.03161408007144928,400,85
binary,M8,shap,r0f0,mfcc_07_std,0.07307429611682892,-0.005353701766580343,400,64
binary,M8,shap,r0f0,mfcc_08_std,0.047729019075632095,-0.01533594448119402,400,88
binary,M8,shap,r0f0,mfcc_09_std,0.05601236969232559,0.014981445856392384,400,77
binary,M8,shap,r0f0,mfcc_10_std,0.18070726096630096,-0.027748093008995056,400,16
binary,M8,shap,r0f0,mfcc_11_std,0.035688143223524094,-0.002421096432954073,400,99
binary,M8,shap,r0f0,mfcc_12_std,0.02171536162495613,-0.0038911281153559685,400,122
binary,M8,shap,r0f0,mfcc_13_std,0.02459312044084072,-0.011042973957955837,400,116
binary,M8,shap,r0f0,mfcc_01_delta_mean,0.02864089421927929,-0.0028914876747876406,400,111
binary,M8,shap,r0f0,mfcc_02_delta_mean,0.1554688811302185,-0.012589248828589916,400,19
binary,M8,shap,r0f0,mfcc_03_delta_mean,0.03494539111852646,-0.016022231429815292,400,102
binary,M8,shap,r0f0,mfcc_04_delta_mean,0.0983155369758606,-0.0006007289048284292,400,39
binary,M8,shap,r0f0,mfcc_05_delta_mean,0.06037072837352753,-0.011375540867447853,400,72
binary,M8,shap,r0f0,mfcc_06_delta_mean,0.12746843695640564,-0.0032265358604490757,400,26
binary,M8,shap,r0f0,mfcc_07_delta_mean,0.09349247813224792,0.00035787009983323514,400,43
binary,M8,shap,r0f0,mfcc_08_delta_mean,0.06457192450761795,-0.004050368443131447,400,70
binary,M8,shap,r0f0,mfcc_09_delta_mean,0.05546196922659874,-0.005105100106447935,400,78
binary,M8,shap,r0f0,mfcc_10_delta_mean,0.13407616317272186,0.005417968612164259,400,22
binary,M8,shap,r0f0,mfcc_11_delta_mean,0.02426125854253769,-0.003379173344001174,400,117
binary,M8,shap,r0f0,mfcc_12_delta_mean,0.03533522039651871,-0.00517610739916563,400,100
binary,M8,shap,r0f0,mfcc_13_delta_mean,0.0498734749853611,-0.005050720646977425,400,86
binary,M8,shap,r0f0,chroma_01_mean,0.09348616749048233,-0.011416123248636723,400,44
binary,M8,shap,r0f0,chroma_02_mean,0.06502900272607803,-0.00036823927075602114,400,69
binary,M8,shap,r0f0,chroma_03_mean,0.02554316259920597,-0.006979646161198616,400,114
binary,M8,shap,r0f0,chroma_04_mean,0.04132729023694992,-0.013510213233530521,400,92
binary,M8,shap,r0f0,chroma_05_mean,0.11017832905054092,-0.023723553866147995,400,31
binary,M8,shap,r0f0,chroma_06_mean,0.08264869451522827,0.0006428499473258853,400,54
binary,M8,shap,r0f0,chroma_07_mean,0.08200360089540482,0.014692699536681175,400,56
binary,M8,shap,r0f0,chroma_08_mean,0.16555795073509216,-0.04547370597720146,400,18
binary,M8,shap,r0f0,chroma_09_mean,0.0785885825753212,-0.0011667523067444563,400,58
binary,M8,shap,r0f0,chroma_10_mean,0.037310946732759476,-0.0110237468034029,400,97
binary,M8,shap,r0f0,chroma_11_mean,0.045810867100954056,-0.0008709919638931751,400,89
binary,M8,shap,r0f0,chroma_12_mean,0.10923488438129425,-0.014925498515367508,400,32
binary,M8,shap,r0f0,chroma_01_std,0.018579088151454926,-0.005119552835822105,400,125
binary,M8,shap,r0f0,chroma_02_std,0.031492024660110474,-0.0059653883799910545,400,105
binary,M8,shap,r0f0,chroma_03_std,0.07589942961931229,-0.006944639608263969,400,60
binary,M8,shap,r0f0,chroma_04_std,0.024768106639385223,-0.008783059194684029,400,115
binary,M8,shap,r0f0,chroma_05_std,0.11762785911560059,0.007874052971601486,400,29
binary,M8,shap,r0f0,chroma_06_std,0.03921310603618622,-0.015665508806705475,400,96
binary,M8,shap,r0f0,chroma_07_std,0.049185894429683685,-0.01812649331986904,400,87
binary,M8,shap,r0f0,chroma_08_std,0.03503876179456711,0.004226731136441231,400,101
binary,M8,shap,r0f0,chroma_09_std,0.02394079975783825,-0.008974317461252213,400,119
binary,M8,shap,r0f0,chroma_10_std,0.08789004385471344,-0.01228517759591341,400,49
binary,M8,shap,r0f0,chroma_11_std,0.05174989625811577,-0.0028467180673033,400,82
binary,M8,shap,r0f0,chroma_12_std,0.026217855513095856,-0.004105674102902412,400,113
binary,M8,shap,r0f0,dwt_cA5_energy,0.36193951964378357,0.011350281536579132,400,7
binary,M8,shap,r0f0,dwt_cD5_energy,0.3756158947944641,0.08219052106142044,400,6
binary,M8,shap,r0f0,dwt_cD4_energy,0.09572777897119522,0.026331406086683273,400,41
binary,M8,shap,r0f0,dwt_cD3_energy,0.02059244178235531,-0.011293121613562107,400,124
binary,M8,shap,r0f0,dwt_cD2_energy,0.05503307655453682,-0.04938006401062012,400,79
binary,M8,shap,r0f0,dwt_cD1_energy,0.13364951312541962,-0.06743074953556061,400,23
binary,M8,shap,r0f0,dwt_cA5_std,0.024091525003314018,0.00035553882480598986,400,118
binary,M8,shap,r0f0,dwt_cD5_std,0.0751725435256958,0.009359683841466904,400,61
binary,M8,shap,r0f0,dwt_cD4_std,0.014115673489868641,0.005032077897340059,400,129
binary,M8,shap,r0f0,dwt_cD3_std,0.011151772923767567,-0.005784408655017614,400,131
binary,M8,shap,r0f0,dwt_cD2_std,0.00915707740932703,-0.0015635901363566518,400,133
binary,M8,shap,r0f0,dwt_cD1_std,0.056802548468112946,-0.045268796384334564,400,76
binary,M8,shap,r0f0,dwt_cA5_entropy,0.15277454257011414,-0.04591633006930351,400,20
binary,M8,shap,r0f0,dwt_cD5_entropy,0.05161743983626366,-0.02265411615371704,400,83
binary,M8,shap,r0f0,dwt_cD4_entropy,0.09387306123971939,-0.016648417338728905,400,42
binary,M8,shap,r0f0,dwt_cD3_entropy,0.0807664766907692,-0.00654292106628418,400,57
binary,M8,shap,r0f0,dwt_cD2_entropy,0.05155386030673981,-0.0169031023979187,400,84
binary,M8,shap,r0f0,dwt_cD1_entropy,1.1963679790496826,-0.4706154763698578,400,1
binary,M8,shap,r0f0,dwt_cA5_mean_abs,0.09116311371326447,0.005122475791722536,400,45
binary,M8,shap,r0f0,dwt_cD5_mean_abs,0.25242114067077637,-0.03548238426446915,400,12
binary,M8,shap,r0f0,dwt_cD4_mean_abs,0.090025894343853,-0.001598065486177802,400,47
binary,M8,shap,r0f0,dwt_cD3_mean_abs,0.030168242752552032,-0.010308205150067806,400,106
binary,M8,shap,r0f0,dwt_cD2_mean_abs,0.006889841053634882,-0.001321353018283844,400,135
binary,M8,shap,r0f0,dwt_cD1_mean_abs,0.015044783242046833,-0.0018011262873187661,400,127
binary,M8,shap,r0f0,env_mean,0.0850432887673378,-0.030303791165351868,400,50
binary,M8,shap,r0f0,env_std,0.11265862733125687,-0.053086284548044205,400,30
binary,M8,shap,r0f0,env_skew,0.10377267748117447,-0.01173876877874136,400,33
binary,M8,shap,r0f0,env_kurtosis,0.0996059700846672,-0.011797986924648285,400,38
binary,M8,shap,r0f0,env_peak_rate,0.18910586833953857,0.017720162868499756,400,15
