exp_id,n_folds,M6_balanced_accuracy_mean,M7_balanced_accuracy_mean,delta_balanced_accuracy_mean,delta_balanced_accuracy_sd,n_folds_M7_better_balanced_accuracy,n_folds_M7_worse_balanced_accuracy,M6_sensitivity_mean,M7_sensitivity_mean,delta_sensitivity_mean,delta_sensitivity_sd,n_folds_M7_better_sensitivity,n_folds_M7_worse_sensitivity,M6_specificity_mean,M7_specificity_mean,delta_specificity_mean,delta_specificity_sd,n_folds_M7_better_specificity,n_folds_M7_worse_specificity,M6_f1_mean,M7_f1_mean,delta_f1_mean,delta_f1_sd,n_folds_M7_better_f1,n_folds_M7_worse_f1,M6_roc_auc_mean,M7_roc_auc_mean,delta_roc_auc_mean,delta_roc_auc_sd,n_folds_M7_better_roc_auc,n_folds_M7_worse_roc_auc,M6_accuracy_mean,M7_accuracy_mean,delta_accuracy_mean,delta_accuracy_sd,n_folds_M7_better_accuracy,n_folds_M7_worse_accuracy,n_folds_identical_on_balanced_accuracy
EXP-A2,25,0.8558631699470313,0.8555880661827883,-0.000275103764242921,0.0013390919258976668,0,2,0.8615469513693752,0.8615380387134037,-8.912655971480277e-06,0.002154992854835147,1,1,0.8501793885246874,0.849638093652173,-0.0005412948725143574,0.0018930606625635609,0,2,0.7087492616292356,0.7081994698811109,-0.0005497917481245774,0.00205578196630464,0,2,0.938400689122729,0.9383495147018667,-5.117442086243429e-05,0.00018164183427926104,0,2,0.8525353146262159,0.8521048133106904,-0.0004305013155255599,0.0015078453041479903,0,2,23
