model_id,clip_seconds,realised_seconds_mean,realised_seconds_min,n_units,n_nan_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,sensitivity_delta_vs_full,specificity_delta_vs_full,balanced_accuracy_delta_vs_full,roc_auc_delta_vs_full
M1,inf,22.221870517928288,7.7595,251,0,0.848605577689243,0.7837746424429841,0.6730769230769231,0.8944723618090452,0.625,0.6481481481481481,0.55248497486202,0.9028797835330499,0.690909519069284,35.0,21.0,178.0,17.0,251.0,52.0,199.0,0.0,0.0,0.0,0.0
M1,10.0,9.650478087649402,7.7595,251,0,0.8605577689243028,0.7700038654812524,0.6153846153846154,0.9246231155778895,0.6808510638297872,0.6464646464646465,0.5610016966944416,0.912156938538848,0.6861044039453321,32.0,15.0,184.0,20.0,251.0,52.0,199.0,-0.05769230769230771,0.03015075376884424,-0.013770776961731679,0.009277155005798177
M1,5.0,5.0,5.0,251,0,0.8446215139442231,0.6960282180131426,0.4423076923076923,0.949748743718593,0.696969696969697,0.5411764705882353,0.4702096967063234,0.8800734441437958,0.6474667136904809,23.0,10.0,189.0,29.0,251.0,52.0,199.0,-0.23076923076923084,0.055276381909547756,-0.08774642442984149,-0.022806339389254027
M1,3.0,3.0,3.0,251,0,0.8167330677290837,0.6855431001159644,0.46153846153846156,0.9095477386934674,0.5714285714285714,0.5106382978723404,0.4029073834476859,0.8466370313103981,0.5732289326696538,24.0,18.0,181.0,28.0,251.0,52.0,199.0,-0.21153846153846156,0.015075376884422176,-0.0982315423270197,-0.05624275222265174
