run,task,model_id,n_bins,n_folds,n_records_total,brier_mean,brier_sd,ece_mean,ece_sd,mean_confidence_mean,mean_confidence_sd,argmax_accuracy_mean,argmax_accuracy_sd,confidence_gap_mean,confidence_gap_sd
EXP-C1-two_class,circor_murmur,M3,15,5,3007,0.25865052055117344,0.02089973279149164,0.0480469620451826,0.012477106589114433,0.8237386211353916,0.012065056084837975,0.8380517520632832,0.013526484776684639,-0.014313130927891571,0.023911229651392377
EXP-C1-two_class,circor_murmur,M3,20,5,3007,0.25865052055117344,0.02089973279149164,0.0470315536574882,0.008067009812557317,0.8237386211353916,0.012065056084837975,0.8380517520632832,0.013526484776684639,-0.014313130927891571,0.023911229651392377
EXP-C1-two_class,circor_murmur,M4,5,5,3007,0.2989521458284667,0.021627463288879812,0.09699072923634863,0.03630704958675058,0.725293093729312,0.02736690403517921,0.8187644070513708,0.025315896378206557,-0.09347131332205857,0.04337673110961691
EXP-C1-two_class,circor_murmur,M4,10,5,3007,0.2989521458284667,0.021627463288879812,0.10057312009532096,0.03289235812017509,0.725293093729312,0.02736690403517921,0.8187644070513708,0.025315896378206557,-0.09347131332205857,0.04337673110961691
EXP-C1-two_class,circor_murmur,M4,15,5,3007,0.2989521458284667,0.021627463288879812,0.10365403176704018,0.03004857874769741,0.725293093729312,0.02736690403517921,0.8187644070513708,0.025315896378206557,-0.09347131332205857,0.04337673110961691
EXP-C1-two_class,circor_murmur,M4,20,5,3007,0.2989521458284667,0.021627463288879812,0.10648075065316505,0.02469082424538563,0.725293093729312,0.02736690403517921,0.8187644070513708,0.025315896378206557,-0.09347131332205857,0.04337673110961691
EXP-C1-two_class,circor_murmur,M5,5,5,3007,0.28416145561766776,0.03489220241513507,0.06715440615840648,0.026444869342537806,0.7984825052425688,0.09528104934500876,0.8170927745009701,0.024765355635261044,-0.018610269258401257,0.07606178224732822
EXP-C1-two_class,circor_murmur,M5,10,5,3007,0.28416145561766776,0.03489220241513507,0.07106071180773918,0.021255060350379936,0.7984825052425688,0.09528104934500876,0.8170927745009701,0.024765355635261044,-0.018610269258401257,0.07606178224732822
EXP-C1-two_class,circor_murmur,M5,15,5,3007,0.28416145561766776,0.03489220241513507,0.07478133989610443,0.019926629914749267,0.7984825052425688,0.09528104934500876,0.8170927745009701,0.024765355635261044,-0.018610269258401257,0.07606178224732822
EXP-C1-two_class,circor_murmur,M5,20,5,3007,0.28416145561766776,0.03489220241513507,0.07819194544329458,0.019929864562538716,0.7984825052425688,0.09528104934500876,0.8170927745009701,0.024765355635261044,-0.018610269258401257,0.07606178224732822
EXP-C1-two_class,circor_murmur,M6,5,5,3007,0.2533897552468252,0.022071426762159035,0.04885597028298831,0.018225170044709395,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M6,10,5,3007,0.2533897552468252,0.022071426762159035,0.053445917792127595,0.017778181715376963,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M6,15,5,3007,0.2533897552468252,0.022071426762159035,0.05753179879784259,0.010788955650555586,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M6,20,5,3007,0.2533897552468252,0.022071426762159035,0.06098769497598842,0.013196605136091824,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M7,5,5,3007,0.2533897552468252,0.022071426762159032,0.048855970282988326,0.018225170044709398,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M7,10,5,3007,0.2533897552468252,0.022071426762159032,0.053445917792127595,0.017778181715376963,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M7,15,5,3007,0.2533897552468252,0.022071426762159032,0.05753179879784258,0.010788955650555583,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M7,20,5,3007,0.2533897552468252,0.022071426762159032,0.06098769497598842,0.01319660513609182,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C2,circor_outcome,M3,5,5,3163,0.4763845258355531,0.008866811110385675,0.04209183473481663,0.024773730050442422,0.5747167426158951,0.007403814161574313,0.6067050612914191,0.030655890619323594,-0.0319883186755241,0.03362075153429422
EXP-C2,circor_outcome,M3,10,5,3163,0.4763845258355531,0.008866811110385675,0.04404432206222105,0.02646705912708032,0.5747167426158951,0.007403814161574313,0.6067050612914191,0.030655890619323594,-0.0319883186755241,0.03362075153429422
EXP-C2,circor_outcome,M3,15,5,3163,0.4763845258355531,0.008866811110385675,0.04600132203166896,0.024036483271436263,0.5747167426158951,0.007403814161574313,0.6067050612914191,0.030655890619323594,-0.0319883186755241,0.03362075153429422
EXP-C2,circor_outcome,M3,20,5,3163,0.4763845258355531,0.008866811110385675,0.047145659814613654,0.027166345347435148,0.5747167426158951,0.007403814161574313,0.6067050612914191,0.030655890619323594,-0.0319883186755241,0.03362075153429422
EXP-C2,circor_outcome,M4,5,5,3163,0.4699019156970885,0.012179568209055962,0.03179843283117964,0.017417902822955383,0.5849274860762204,0.009618701053936021,0.604175915371848,0.02306802900251333,-0.019248429295627534,0.027421755961344406
EXP-C2,circor_outcome,M4,10,5,3163,0.4699019156970885,0.012179568209055962,0.03203805028444642,0.017510071224425158,0.5849274860762204,0.009618701053936021,0.604175915371848,0.02306802900251333,-0.019248429295627534,0.027421755961344406
EXP-C2,circor_outcome,M4,15,5,3163,0.4699019156970885,0.012179568209055962,0.03556067873646197,0.015257507678386692,0.5849274860762204,0.009618701053936021,0.604175915371848,0.02306802900251333,-0.019248429295627534,0.027421755961344406
EXP-C2,circor_outcome,M4,20,5,3163,0.4699019156970885,0.012179568209055962,0.03636720635244824,0.01561888839235614,0.5849274860762204,0.009618701053936021,0.604175915371848,0.02306802900251333,-0.019248429295627534,0.027421755961344406
EXP-C2,circor_outcome,M5,5,5,3163,0.4698277704130119,0.017283687701464396,0.03781670451643684,0.014706786881853699,0.6019920617326793,0.006502097234529676,0.5988071669966205,0.028075442294323287,0.003184894736058741,0.034529305726025375
EXP-C2,circor_outcome,M5,10,5,3163,0.4698277704130119,0.017283687701464396,0.0392762777246215,0.012712265957968637,0.6019920617326793,0.006502097234529676,0.5988071669966205,0.028075442294323287,0.003184894736058741,0.034529305726025375
EXP-C2,circor_outcome,M5,15,5,3163,0.4698277704130119,0.017283687701464396,0.04177171097781627,0.011528786674607489,0.6019920617326793,0.006502097234529676,0.5988071669966205,0.028075442294323287,0.003184894736058741,0.034529305726025375
EXP-C2,circor_outcome,M5,20,5,3163,0.4698277704130119,0.017283687701464396,0.04394637469728705,0.012272680688408201,0.6019920617326793,0.006502097234529676,0.5988071669966205,0.028075442294323287,0.003184894736058741,0.034529305726025375
EXP-C2,circor_outcome,M6,5,5,3163,0.4712630571524139,0.009663577337953085,0.039194891077033736,0.027227178511234212,0.5744029796640409,0.007450102698732246,0.6085977963085167,0.0253738124821667,-0.0341948166444759,0.03256696371992898
EXP-C2,circor_outcome,M6,10,5,3163,0.4712630571524139,0.009663577337953085,0.03919489107703374,0.02722717851123421,0.5744029796640409,0.007450102698732246,0.6085977963085167,0.0253738124821667,-0.0341948166444759,0.03256696371992898
EXP-C2,circor_outcome,M6,15,5,3163,0.4712630571524139,0.009663577337953085,0.04405851915670611,0.025156013067216234,0.5744029796640409,0.007450102698732246,0.6085977963085167,0.0253738124821667,-0.0341948166444759,0.03256696371992898
EXP-C2,circor_outcome,M6,20,5,3163,0.4712630571524139,0.009663577337953085,0.04857196022588857,0.022477693559740778,0.5744029796640409,0.007450102698732246,0.6085977963085167,0.0253738124821667,-0.0341948166444759,0.03256696371992898
EXP-C2,circor_outcome,M7,5,5,3163,0.4712630571524139,0.009663577337953085,0.03919489107703373,0.02722717851123422,0.5744029796640409,0.007450102698732199,0.6085977963085167,0.0253738124821667,-0.03419481664447586,0.032566963719928954
EXP-C2,circor_outcome,M7,10,5,3163,0.4712630571524139,0.009663577337953085,0.03919489107703374,0.02722717851123421,0.5744029796640409,0.007450102698732199,0.6085977963085167,0.0253738124821667,-0.03419481664447586,0.032566963719928954
EXP-C2,circor_outcome,M7,15,5,3163,0.4712630571524139,0.009663577337953085,0.04405851915670611,0.025156013067216234,0.5744029796640409,0.007450102698732199,0.6085977963085167,0.0253738124821667,-0.03419481664447586,0.032566963719928954
EXP-C2,circor_outcome,M7,20,5,3163,0.4712630571524139,0.009663577337953085,0.04857196022588857,0.022477693559740778,0.5744029796640409,0.007450102698732199,0.6085977963085167,0.0253738124821667,-0.03419481664447586,0.032566963719928954
EXP-D1,circor_outcome,M1,5,1,3163,0.7143855929770173,,0.2993725978177996,,0.8298816082509327,,0.5305090104331331,,0.29937259781779957,
EXP-D1,circor_outcome,M1,10,1,3163,0.7143855929770173,,0.2993725978177996,,0.8298816082509327,,0.5305090104331331,,0.29937259781779957,
EXP-D1,circor_outcome,M1,15,1,3163,0.7143855929770173,,0.2994598013285882,,0.8298816082509327,,0.5305090104331331,,0.29937259781779957,
EXP-D1,circor_outcome,M1,20,1,3163,0.7143855929770173,,0.2993725978177996,,0.8298816082509327,,0.5305090104331331,,0.29937259781779957,
