run,task,model_id,fold_label,n_bins,n_records,brier,ece,mean_confidence,argmax_accuracy,confidence_gap
EXP-A1,binary,M5,r4f4,20,643,0.19697961193654281,0.06768432988438965,0.9088402661171624,0.8786936236391913,0.030146642477971053
EXP-A1,binary,M6,r0f0,5,647,0.21227932472208066,0.03061849761616432,0.8132764019201572,0.8438948995363215,-0.03061849761616431
EXP-A1,binary,M6,r0f0,10,647,0.21227932472208066,0.03660622100264424,0.8132764019201572,0.8438948995363215,-0.03061849761616431
EXP-A1,binary,M6,r0f0,15,647,0.21227932472208066,0.049351263534244134,0.8132764019201572,0.8438948995363215,-0.03061849761616431
EXP-A1,binary,M6,r0f0,20,647,0.21227932472208066,0.04668555943389225,0.8132764019201572,0.8438948995363215,-0.03061849761616431
EXP-A1,binary,M6,r0f1,5,651,0.14808834091766873,0.08687500928147626,0.8317117802730551,0.9185867895545314,-0.08687500928147629
EXP-A1,binary,M6,r0f1,10,651,0.14808834091766873,0.08687500928147639,0.8317117802730551,0.9185867895545314,-0.08687500928147629
EXP-A1,binary,M6,r0f1,15,651,0.14808834091766873,0.09239152847851888,0.8317117802730551,0.9185867895545314,-0.08687500928147629
EXP-A1,binary,M6,r0f1,20,651,0.14808834091766873,0.09125310768947,0.8317117802730551,0.9185867895545314,-0.08687500928147629
EXP-A1,binary,M6,r0f2,5,644,0.1560493976085594,0.06204740997369737,0.8464511098150398,0.889751552795031,-0.04330044297999125
EXP-A1,binary,M6,r0f2,10,644,0.1560493976085594,0.062047409973697315,0.8464511098150398,0.889751552795031,-0.04330044297999125
EXP-A1,binary,M6,r0f2,15,644,0.1560493976085594,0.06204740997369733,0.8464511098150398,0.889751552795031,-0.04330044297999125
EXP-A1,binary,M6,r0f2,20,644,0.1560493976085594,0.062047409973697405,0.8464511098150398,0.889751552795031,-0.04330044297999125
EXP-A1,binary,M6,r0f3,5,655,0.171572436180327,0.1191081035775402,0.7969224307736048,0.916030534351145,-0.1191081035775402
EXP-A1,binary,M6,r0f3,10,655,0.171572436180327,0.11910810357754015,0.7969224307736048,0.916030534351145,-0.1191081035775402
EXP-A1,binary,M6,r0f3,15,655,0.171572436180327,0.11910810357754022,0.7969224307736048,0.916030534351145,-0.1191081035775402
EXP-A1,binary,M6,r0f3,20,655,0.171572436180327,0.11910810357754016,0.7969224307736048,0.916030534351145,-0.1191081035775402
EXP-A1,binary,M6,r0f4,5,643,0.16575076672676767,0.08274025476388996,0.8177263082221132,0.9004665629860031,-0.08274025476388991
EXP-A1,binary,M6,r0f4,10,643,0.16575076672676767,0.0827402547638898,0.8177263082221132,0.9004665629860031,-0.08274025476388991
EXP-A1,binary,M6,r0f4,15,643,0.16575076672676767,0.0913851864515092,0.8177263082221132,0.9004665629860031,-0.08274025476388991
EXP-A1,binary,M6,r0f4,20,643,0.16575076672676767,0.08611182911148499,0.8177263082221132,0.9004665629860031,-0.08274025476388991
EXP-A1,binary,M6,r1f0,5,647,0.2204822181031887,0.0426975194618803,0.8021126290425888,0.8423493044822257,-0.040236675439636826
EXP-A1,binary,M6,r1f0,10,647,0.2204822181031887,0.04269751946188033,0.8021126290425888,0.8423493044822257,-0.040236675439636826
EXP-A1,binary,M6,r1f0,15,647,0.2204822181031887,0.044481729626922664,0.8021126290425888,0.8423493044822257,-0.040236675439636826
EXP-A1,binary,M6,r1f0,20,647,0.2204822181031887,0.053515525833477955,0.8021126290425888,0.8423493044822257,-0.040236675439636826
EXP-A1,binary,M6,r1f1,5,655,0.16201406417323577,0.0825957276639109,0.818167631114715,0.9007633587786259,-0.08259572766391088
EXP-A1,binary,M6,r1f1,10,655,0.16201406417323577,0.0825957276639109,0.818167631114715,0.9007633587786259,-0.08259572766391088
EXP-A1,binary,M6,r1f1,15,655,0.16201406417323577,0.08365370337527636,0.818167631114715,0.9007633587786259,-0.08259572766391088
EXP-A1,binary,M6,r1f1,20,655,0.16201406417323577,0.08368168181708861,0.818167631114715,0.9007633587786259,-0.08259572766391088
EXP-A1,binary,M6,r1f2,5,644,0.13043617118585615,0.08016837696395732,0.8421918714832475,0.922360248447205,-0.08016837696395751
EXP-A1,binary,M6,r1f2,10,644,0.13043617118585615,0.08016837696395729,0.8421918714832475,0.922360248447205,-0.08016837696395751
EXP-A1,binary,M6,r1f2,15,644,0.13043617118585615,0.080896402496826,0.8421918714832475,0.922360248447205,-0.08016837696395751
EXP-A1,binary,M6,r1f2,20,644,0.13043617118585615,0.08330803411492109,0.8421918714832475,0.922360248447205,-0.08016837696395751
EXP-A1,binary,M6,r1f3,5,651,0.17358760660657002,0.05583103801228173,0.8412503751981637,0.8970814132104454,-0.05583103801228173
EXP-A1,binary,M6,r1f3,10,651,0.17358760660657002,0.05583103801228184,0.8412503751981637,0.8970814132104454,-0.05583103801228173
EXP-A1,binary,M6,r1f3,15,651,0.17358760660657002,0.06047223819672082,0.8412503751981637,0.8970814132104454,-0.05583103801228173
EXP-A1,binary,M6,r1f3,20,651,0.17358760660657002,0.06234490104052193,0.8412503751981637,0.8970814132104454,-0.05583103801228173
EXP-A1,binary,M6,r1f4,5,643,0.14994545272905402,0.10849427831888692,0.8137452240139279,0.9222395023328149,-0.10849427831888703
EXP-A1,binary,M6,r1f4,10,643,0.14994545272905402,0.10849427831888693,0.8137452240139279,0.9222395023328149,-0.10849427831888703
EXP-A1,binary,M6,r1f4,15,643,0.14994545272905402,0.113954057304085,0.8137452240139279,0.9222395023328149,-0.10849427831888703
EXP-A1,binary,M6,r1f4,20,643,0.14994545272905402,0.10849427831888694,0.8137452240139279,0.9222395023328149,-0.10849427831888703
EXP-A1,binary,M6,r2f0,5,644,0.2110820723216808,0.045389040422942936,0.8102010216888582,0.8555900621118012,-0.045389040422943006
EXP-A1,binary,M6,r2f0,10,644,0.2110820723216808,0.04538904042294296,0.8102010216888582,0.8555900621118012,-0.045389040422943006
EXP-A1,binary,M6,r2f0,15,644,0.2110820723216808,0.045389040422943026,0.8102010216888582,0.8555900621118012,-0.045389040422943006
EXP-A1,binary,M6,r2f0,20,644,0.2110820723216808,0.05052658513863474,0.8102010216888582,0.8555900621118012,-0.045389040422943006
EXP-A1,binary,M6,r2f1,5,651,0.1601013363644814,0.08624914805774608,0.8215849533247422,0.9078341013824884,-0.0862491480577462
EXP-A1,binary,M6,r2f1,10,651,0.1601013363644814,0.086249148057746,0.8215849533247422,0.9078341013824884,-0.0862491480577462
EXP-A1,binary,M6,r2f1,15,651,0.1601013363644814,0.08624914805774607,0.8215849533247422,0.9078341013824884,-0.0862491480577462
EXP-A1,binary,M6,r2f1,20,651,0.1601013363644814,0.08624914805774607,0.8215849533247422,0.9078341013824884,-0.0862491480577462
EXP-A1,binary,M6,r2f2,5,655,0.14842791390273433,0.10842943843088079,0.8182881188210277,0.9267175572519084,-0.10842943843088071
EXP-A1,binary,M6,r2f2,10,655,0.14842791390273433,0.10842943843088067,0.8182881188210277,0.9267175572519084,-0.10842943843088071
EXP-A1,binary,M6,r2f2,15,655,0.14842791390273433,0.10842943843088068,0.8182881188210277,0.9267175572519084,-0.10842943843088071
EXP-A1,binary,M6,r2f2,20,655,0.14842791390273433,0.10842943843088065,0.8182881188210277,0.9267175572519084,-0.10842943843088071
EXP-A1,binary,M6,r2f3,5,643,0.15455269099734897,0.09636529337002739,0.8196533691494128,0.9160186625194401,-0.0963652933700273
EXP-A1,binary,M6,r2f3,10,643,0.15455269099734897,0.0963652933700273,0.8196533691494128,0.9160186625194401,-0.0963652933700273
EXP-A1,binary,M6,r2f3,15,643,0.15455269099734897,0.09636529337002739,0.8196533691494128,0.9160186625194401,-0.0963652933700273
EXP-A1,binary,M6,r2f3,20,643,0.15455269099734897,0.0963652933700274,0.8196533691494128,0.9160186625194401,-0.0963652933700273
EXP-A1,binary,M6,r2f4,5,647,0.16162756080995302,0.06609258639746392,0.8387008901107452,0.8979907264296755,-0.059289836318930256
EXP-A1,binary,M6,r2f4,10,647,0.16162756080995302,0.06609258639746386,0.8387008901107452,0.8979907264296755,-0.059289836318930256
EXP-A1,binary,M6,r2f4,15,647,0.16162756080995302,0.07212157889972973,0.8387008901107452,0.8979907264296755,-0.059289836318930256
EXP-A1,binary,M6,r2f4,20,647,0.16162756080995302,0.07508042691416361,0.8387008901107452,0.8979907264296755,-0.059289836318930256
EXP-A1,binary,M6,r3f0,5,644,0.2137364610831272,0.029306201733855248,0.8185417364186428,0.8478260869565217,-0.029284350537878923
EXP-A1,binary,M6,r3f0,10,644,0.2137364610831272,0.031445870822666304,0.8185417364186428,0.8478260869565217,-0.029284350537878923
EXP-A1,binary,M6,r3f0,15,644,0.2137364610831272,0.04199031286623991,0.8185417364186428,0.8478260869565217,-0.029284350537878923
EXP-A1,binary,M6,r3f0,20,644,0.2137364610831272,0.049675158356587826,0.8185417364186428,0.8478260869565217,-0.029284350537878923
EXP-A1,binary,M6,r3f1,5,647,0.155592614520274,0.061602892708228184,0.8363878337214472,0.8979907264296755,-0.061602892708228274
EXP-A1,binary,M6,r3f1,10,647,0.155592614520274,0.06160289270822822,0.8363878337214472,0.8979907264296755,-0.061602892708228274
EXP-A1,binary,M6,r3f1,15,647,0.155592614520274,0.06580724622986259,0.8363878337214472,0.8979907264296755,-0.061602892708228274
EXP-A1,binary,M6,r3f1,20,647,0.155592614520274,0.07151450094843997,0.8363878337214472,0.8979907264296755,-0.061602892708228274
EXP-A1,binary,M6,r3f2,5,655,0.15535099093945579,0.12033190967400689,0.8033322124633978,0.9236641221374046,-0.12033190967400675
EXP-A1,binary,M6,r3f2,10,655,0.15535099093945579,0.12033190967400681,0.8033322124633978,0.9236641221374046,-0.12033190967400675
EXP-A1,binary,M6,r3f2,15,655,0.15535099093945579,0.12112488354109786,0.8033322124633978,0.9236641221374046,-0.12033190967400675
EXP-A1,binary,M6,r3f2,20,655,0.15535099093945579,0.12033190967400686,0.8033322124633978,0.9236641221374046,-0.12033190967400675
EXP-A1,binary,M6,r3f3,5,651,0.1546039112997,0.09676188951133412,0.8248970966637811,0.9216589861751152,-0.09676188951133413
EXP-A1,binary,M6,r3f3,10,651,0.1546039112997,0.09676188951133408,0.8248970966637811,0.9216589861751152,-0.09676188951133413
EXP-A1,binary,M6,r3f3,15,651,0.1546039112997,0.09676188951133409,0.8248970966637811,0.9216589861751152,-0.09676188951133413
EXP-A1,binary,M6,r3f3,20,651,0.1546039112997,0.0967618895113341,0.8248970966637811,0.9216589861751152,-0.09676188951133413
EXP-A1,binary,M6,r3f4,5,643,0.16350828950515953,0.08007188639205333,0.8266155164073243,0.9066874027993779,-0.08007188639205354
EXP-A1,binary,M6,r3f4,10,643,0.16350828950515953,0.0800718863920534,0.8266155164073243,0.9066874027993779,-0.08007188639205354
EXP-A1,binary,M6,r3f4,15,643,0.16350828950515953,0.08007188639205345,0.8266155164073243,0.9066874027993779,-0.08007188639205354
EXP-A1,binary,M6,r3f4,20,643,0.16350828950515953,0.0800718863920535,0.8266155164073243,0.9066874027993779,-0.08007188639205354
EXP-A1,binary,M6,r4f0,5,655,0.20691648208131272,0.05320846357359764,0.8019635395115793,0.8519083969465648,-0.04994485743498556
EXP-A1,binary,M6,r4f0,10,655,0.20691648208131272,0.053208463573597625,0.8019635395115793,0.8519083969465648,-0.04994485743498556
EXP-A1,binary,M6,r4f0,15,655,0.20691648208131272,0.05836438355946072,0.8019635395115793,0.8519083969465648,-0.04994485743498556
EXP-A1,binary,M6,r4f0,20,655,0.20691648208131272,0.07063623768760799,0.8019635395115793,0.8519083969465648,-0.04994485743498556
EXP-A1,binary,M6,r4f1,5,644,0.14857043901049588,0.09978524282385325,0.8241278006544076,0.9239130434782609,-0.09978524282385326
EXP-A1,binary,M6,r4f1,10,644,0.14857043901049588,0.09978524282385329,0.8241278006544076,0.9239130434782609,-0.09978524282385326
EXP-A1,binary,M6,r4f1,15,644,0.14857043901049588,0.09978524282385323,0.8241278006544076,0.9239130434782609,-0.09978524282385326
EXP-A1,binary,M6,r4f1,20,644,0.14857043901049588,0.0997852428238532,0.8241278006544076,0.9239130434782609,-0.09978524282385326
EXP-A1,binary,M6,r4f2,5,647,0.1564520561797822,0.06805310575127378,0.834574405840689,0.9026275115919629,-0.06805310575127388
EXP-A1,binary,M6,r4f2,10,647,0.1564520561797822,0.06805310575127382,0.834574405840689,0.9026275115919629,-0.06805310575127388
EXP-A1,binary,M6,r4f2,15,647,0.1564520561797822,0.06900039830991536,0.834574405840689,0.9026275115919629,-0.06805310575127388
EXP-A1,binary,M6,r4f2,20,647,0.1564520561797822,0.06805310575127385,0.834574405840689,0.9026275115919629,-0.06805310575127388
EXP-A1,binary,M6,r4f3,5,651,0.15727021209066105,0.09769770569394212,0.8162807889297138,0.9139784946236559,-0.0976977056939421
EXP-A1,binary,M6,r4f3,10,651,0.15727021209066105,0.0976977056939422,0.8162807889297138,0.9139784946236559,-0.0976977056939421
EXP-A1,binary,M6,r4f3,15,651,0.15727021209066105,0.09769770569394216,0.8162807889297138,0.9139784946236559,-0.0976977056939421
EXP-A1,binary,M6,r4f3,20,651,0.15727021209066105,0.0976977056939421,0.8162807889297138,0.9139784946236559,-0.0976977056939421
EXP-A1,binary,M6,r4f4,5,643,0.17658508254791971,0.05736158866535741,0.8322185046472399,0.8895800933125972,-0.057361588665357344
EXP-A1,binary,M6,r4f4,10,643,0.17658508254791971,0.06300812180665605,0.8322185046472399,0.8895800933125972,-0.057361588665357344
EXP-A1,binary,M6,r4f4,15,643,0.17658508254791971,0.07158774794745125,0.8322185046472399,0.8895800933125972,-0.057361588665357344
EXP-A1,binary,M6,r4f4,20,643,0.17658508254791971,0.07643870792073842,0.8322185046472399,0.8895800933125972,-0.057361588665357344
EXP-A1,binary,M8,r0f0,5,647,0.22175341595236048,0.09277275402726497,0.9474902750904077,0.8670788253477589,0.0804114497426488
EXP-A1,binary,M8,r0f0,10,647,0.22175341595236048,0.09428082910903271,0.9474902750904077,0.8670788253477589,0.0804114497426488
EXP-A1,binary,M8,r0f0,15,647,0.22175341595236048,0.09673927841820341,0.9474902750904077,0.8670788253477589,0.0804114497426488
EXP-A1,binary,M8,r0f0,20,647,0.22175341595236048,0.0962979777887395,0.9474902750904077,0.8670788253477589,0.0804114497426488
EXP-A1,binary,M8,r0f1,5,651,0.13354634788968484,0.044204827735684044,0.9574122371212128,0.9262672811059908,0.031144956015222047
EXP-A1,binary,M8,r0f1,10,651,0.13354634788968484,0.04938464972280692,0.9574122371212128,0.9262672811059908,0.031144956015222047
EXP-A1,binary,M8,r0f1,15,651,0.13354634788968484,0.048906116350088964,0.9574122371212128,0.9262672811059908,0.031144956015222047
EXP-A1,binary,M8,r0f1,20,651,0.13354634788968484,0.05129831992719211,0.9574122371212128,0.9262672811059908,0.031144956015222047
EXP-A1,binary,M8,r0f2,5,644,0.15448892656095667,0.058760366084412784,0.9616777735837498,0.90527950310559,0.05639827047815982
EXP-A1,binary,M8,r0f2,10,644,0.15448892656095667,0.05876036608441277,0.9616777735837498,0.90527950310559,0.05639827047815982
EXP-A1,binary,M8,r0f2,15,644,0.15448892656095667,0.0587603660844127,0.9616777735837498,0.90527950310559,0.05639827047815982
EXP-A1,binary,M8,r0f2,20,644,0.15448892656095667,0.05876036608441277,0.9616777735837498,0.90527950310559,0.05639827047815982
EXP-A1,binary,M8,r0f3,5,655,0.16536210144037575,0.05261809188901009,0.9422671065075707,0.8931297709923665,0.04913733551520427
EXP-A1,binary,M8,r0f3,10,655,0.16536210144037575,0.052618091889010114,0.9422671065075707,0.8931297709923665,0.04913733551520427
EXP-A1,binary,M8,r0f3,15,655,0.16536210144037575,0.05296395953374958,0.9422671065075707,0.8931297709923665,0.04913733551520427
EXP-A1,binary,M8,r0f3,20,655,0.16536210144037575,0.05522360819896667,0.9422671065075707,0.8931297709923665,0.04913733551520427
EXP-A1,binary,M8,r0f4,5,643,0.1552099840332494,0.056784537309435945,0.9508434522949147,0.9035769828926905,0.04726646940222423
EXP-A1,binary,M8,r0f4,10,643,0.1552099840332494,0.05678453730943599,0.9508434522949147,0.9035769828926905,0.04726646940222423
EXP-A1,binary,M8,r0f4,15,643,0.1552099840332494,0.05714006260802178,0.9508434522949147,0.9035769828926905,0.04726646940222423
EXP-A1,binary,M8,r0f4,20,643,0.1552099840332494,0.05883474650316256,0.9508434522949147,0.9035769828926905,0.04726646940222423
EXP-A1,binary,M8,r1f0,5,647,0.23566584385845318,0.09074649661549092,0.9392781813140999,0.848531684698609,0.09074649661549095
EXP-A1,binary,M8,r1f0,10,647,0.23566584385845318,0.09074649661549097,0.9392781813140999,0.848531684698609,0.09074649661549095
EXP-A1,binary,M8,r1f0,15,647,0.23566584385845318,0.09074649661549089,0.9392781813140999,0.848531684698609,0.09074649661549095
EXP-A1,binary,M8,r1f0,20,647,0.23566584385845318,0.09074649661549088,0.9392781813140999,0.848531684698609,0.09074649661549095
EXP-A1,binary,M8,r1f1,5,655,0.17219551617697731,0.06430966544697296,0.9498058486530799,0.8854961832061069,0.06430966544697303
EXP-A1,binary,M8,r1f1,10,655,0.17219551617697731,0.06430966544697302,0.9498058486530799,0.8854961832061069,0.06430966544697303
EXP-A1,binary,M8,r1f1,15,655,0.17219551617697731,0.06430966544697306,0.9498058486530799,0.8854961832061069,0.06430966544697303
EXP-A1,binary,M8,r1f1,20,655,0.17219551617697731,0.06430966544697299,0.9498058486530799,0.8854961832061069,0.06430966544697303
EXP-A1,binary,M8,r1f2,5,644,0.11049373577767262,0.03906469222921766,0.956916658404451,0.9254658385093167,0.03145081989513421
EXP-A1,binary,M8,r1f2,10,644,0.11049373577767262,0.03906469222921763,0.956916658404451,0.9254658385093167,0.03145081989513421
EXP-A1,binary,M8,r1f2,15,644,0.11049373577767262,0.040558208775076154,0.956916658404451,0.9254658385093167,0.03145081989513421
EXP-A1,binary,M8,r1f2,20,644,0.11049373577767262,0.040238551471544405,0.956916658404451,0.9254658385093167,0.03145081989513421
EXP-A1,binary,M8,r1f3,5,651,0.1733757717813766,0.06769586863788776,0.9625083725390163,0.901689708141321,0.06081866439769534
EXP-A1,binary,M8,r1f3,10,651,0.1733757717813766,0.06784480388995873,0.9625083725390163,0.901689708141321,0.06081866439769534
EXP-A1,binary,M8,r1f3,15,651,0.1733757717813766,0.07004900929015907,0.9625083725390163,0.901689708141321,0.06081866439769534
EXP-A1,binary,M8,r1f3,20,651,0.1733757717813766,0.0734948651398748,0.9625083725390163,0.901689708141321,0.06081866439769534
EXP-A1,binary,M8,r1f4,5,643,0.13932903335772934,0.04999886209820153,0.9539537011742777,0.9051321928460342,0.0488215083282435
EXP-A1,binary,M8,r1f4,10,643,0.13932903335772934,0.049998862098201396,0.9539537011742777,0.9051321928460342,0.0488215083282435
EXP-A1,binary,M8,r1f4,15,643,0.13932903335772934,0.05185995567271348,0.9539537011742777,0.9051321928460342,0.0488215083282435
EXP-A1,binary,M8,r1f4,20,643,0.13932903335772934,0.05526242573190808,0.9539537011742777,0.9051321928460342,0.0488215083282435
EXP-A1,binary,M8,r2f0,5,644,0.2450044152287752,0.09531240489171898,0.940032901786129,0.84472049689441,0.095312404891719
EXP-A1,binary,M8,r2f0,10,644,0.2450044152287752,0.09531240489171901,0.940032901786129,0.84472049689441,0.095312404891719
EXP-A1,binary,M8,r2f0,15,644,0.2450044152287752,0.09531240489171894,0.940032901786129,0.84472049689441,0.095312404891719
EXP-A1,binary,M8,r2f0,20,644,0.2450044152287752,0.09531240489171902,0.940032901786129,0.84472049689441,0.095312404891719
EXP-A1,binary,M8,r2f1,5,651,0.1556054879567535,0.052334874639496425,0.9463440912293583,0.8940092165898618,0.05233487463949649
EXP-A1,binary,M8,r2f1,10,651,0.1556054879567535,0.05233487463949652,0.9463440912293583,0.8940092165898618,0.05233487463949649
EXP-A1,binary,M8,r2f1,15,651,0.1556054879567535,0.052334874639496445,0.9463440912293583,0.8940092165898618,0.05233487463949649
EXP-A1,binary,M8,r2f1,20,651,0.1556054879567535,0.05303849309637067,0.9463440912293583,0.8940092165898618,0.05233487463949649
EXP-A1,binary,M8,r2f2,5,655,0.12569048795432092,0.0318070959498864,0.9478376303010314,0.916030534351145,0.0318070959498864
EXP-A1,binary,M8,r2f2,10,655,0.12569048795432092,0.03180709594988637,0.9478376303010314,0.916030534351145,0.0318070959498864
EXP-A1,binary,M8,r2f2,15,655,0.12569048795432092,0.03755655907492607,0.9478376303010314,0.916030534351145,0.0318070959498864
EXP-A1,binary,M8,r2f2,20,655,0.12569048795432092,0.0350460811425711,0.9478376303010314,0.916030534351145,0.0318070959498864
EXP-A1,binary,M8,r2f3,5,643,0.13823038857057654,0.04823271992788711,0.9590475311731662,0.9206842923794712,0.038363238793694965
EXP-A1,binary,M8,r2f3,10,643,0.13823038857057654,0.048232719927887184,0.9590475311731662,0.9206842923794712,0.038363238793694965
EXP-A1,binary,M8,r2f3,15,643,0.13823038857057654,0.04899985284123044,0.9590475311731662,0.9206842923794712,0.038363238793694965
EXP-A1,binary,M8,r2f3,20,643,0.13823038857057654,0.055691927161594885,0.9590475311731662,0.9206842923794712,0.038363238793694965
EXP-A1,binary,M8,r2f4,5,647,0.16674788964279336,0.06373317707819406,0.9648150936160611,0.9010819165378671,0.06373317707819404
EXP-A1,binary,M8,r2f4,10,647,0.16674788964279336,0.06621552444130788,0.9648150936160611,0.9010819165378671,0.06373317707819404
EXP-A1,binary,M8,r2f4,15,647,0.16674788964279336,0.06997846165985745,0.9648150936160611,0.9010819165378671,0.06373317707819404
EXP-A1,binary,M8,r2f4,20,647,0.16674788964279336,0.06995344668672854,0.9648150936160611,0.9010819165378671,0.06373317707819404
EXP-A1,binary,M8,r3f0,5,644,0.22984433885179453,0.09264790206592274,0.9420267840535004,0.8493788819875776,0.09264790206592277
EXP-A1,binary,M8,r3f0,10,644,0.22984433885179453,0.09264790206592274,0.9420267840535004,0.8493788819875776,0.09264790206592277
EXP-A1,binary,M8,r3f0,15,644,0.22984433885179453,0.09264790206592269,0.9420267840535004,0.8493788819875776,0.09264790206592277
EXP-A1,binary,M8,r3f0,20,644,0.22984433885179453,0.09921991242014841,0.9420267840535004,0.8493788819875776,0.09264790206592277
EXP-A1,binary,M8,r3f1,5,647,0.1460834500084715,0.053812864114180604,0.9626227559225268,0.9088098918083463,0.053812864114180514
EXP-A1,binary,M8,r3f1,10,647,0.1460834500084715,0.05381286411418066,0.9626227559225268,0.9088098918083463,0.053812864114180514
EXP-A1,binary,M8,r3f1,15,647,0.1460834500084715,0.05627959745560396,0.9626227559225268,0.9088098918083463,0.053812864114180514
EXP-A1,binary,M8,r3f1,20,647,0.1460834500084715,0.05759238837491233,0.9626227559225268,0.9088098918083463,0.053812864114180514
EXP-A1,binary,M8,r3f2,5,655,0.14495390700235672,0.04148861624812351,0.9399474845587752,0.9099236641221374,0.03002382043663776
EXP-A1,binary,M8,r3f2,10,655,0.14495390700235672,0.04163667673373039,0.9399474845587752,0.9099236641221374,0.03002382043663776
EXP-A1,binary,M8,r3f2,15,655,0.14495390700235672,0.04300078863405998,0.9399474845587752,0.9099236641221374,0.03002382043663776
EXP-A1,binary,M8,r3f2,20,655,0.14495390700235672,0.044381675738414755,0.9399474845587752,0.9099236641221374,0.03002382043663776
EXP-A1,binary,M8,r3f3,5,651,0.1518023490794058,0.05526185557589552,0.9597288107359281,0.9124423963133641,0.04728641442256398
EXP-A1,binary,M8,r3f3,10,651,0.1518023490794058,0.05526185557589547,0.9597288107359281,0.9124423963133641,0.04728641442256398
EXP-A1,binary,M8,r3f3,15,651,0.1518023490794058,0.06057371274666852,0.9597288107359281,0.9124423963133641,0.04728641442256398
EXP-A1,binary,M8,r3f3,20,651,0.1518023490794058,0.06281309312755981,0.9597288107359281,0.9124423963133641,0.04728641442256398
EXP-A1,binary,M8,r3f4,5,643,0.1538972338061051,0.04924678783950685,0.9566671349583296,0.9082426127527217,0.04842452220560789
EXP-A1,binary,M8,r3f4,10,643,0.1538972338061051,0.05155881418966772,0.9566671349583296,0.9082426127527217,0.04842452220560789
EXP-A1,binary,M8,r3f4,15,643,0.1538972338061051,0.05115400743706967,0.9566671349583296,0.9082426127527217,0.04842452220560789
EXP-A1,binary,M8,r3f4,20,643,0.1538972338061051,0.052285993080673124,0.9566671349583296,0.9082426127527217,0.04842452220560789
EXP-A1,binary,M8,r4f0,5,655,0.19658911335949136,0.06617269643390453,0.9439113433124455,0.8778625954198473,0.06604874789259818
EXP-A1,binary,M8,r4f0,10,655,0.19658911335949136,0.06998408568724415,0.9439113433124455,0.8778625954198473,0.06604874789259818
EXP-A1,binary,M8,r4f0,15,655,0.19658911335949136,0.06959336076983967,0.9439113433124455,0.8778625954198473,0.06604874789259818
EXP-A1,binary,M8,r4f0,20,655,0.19658911335949136,0.07090649440998345,0.9439113433124455,0.8778625954198473,0.06604874789259818
EXP-A1,binary,M8,r4f1,5,644,0.13843066661090644,0.04348137002924221,0.9580776433211676,0.9145962732919255,0.04348137002924213
EXP-A1,binary,M8,r4f1,10,644,0.13843066661090644,0.04409822331082012,0.9580776433211676,0.9145962732919255,0.04348137002924213
EXP-A1,binary,M8,r4f1,15,644,0.13843066661090644,0.04911152055915096,0.9580776433211676,0.9145962732919255,0.04348137002924213
EXP-A1,binary,M8,r4f1,20,644,0.13843066661090644,0.05035992170342746,0.9580776433211676,0.9145962732919255,0.04348137002924213
EXP-A1,binary,M8,r4f2,5,647,0.1559612958229113,0.05681768359135626,0.9548084100210317,0.8979907264296755,0.056817683591356194
EXP-A1,binary,M8,r4f2,10,647,0.1559612958229113,0.05681768359135621,0.9548084100210317,0.8979907264296755,0.056817683591356194
EXP-A1,binary,M8,r4f2,15,647,0.1559612958229113,0.05966859051764839,0.9548084100210317,0.8979907264296755,0.056817683591356194
EXP-A1,binary,M8,r4f2,20,647,0.1559612958229113,0.05855601150801601,0.9548084100210317,0.8979907264296755,0.056817683591356194
EXP-A1,binary,M8,r4f3,5,651,0.16204478212797885,0.05706265060583018,0.952668831645069,0.9032258064516129,0.049443025193456114
EXP-A1,binary,M8,r4f3,10,651,0.16204478212797885,0.06312594966771236,0.952668831645069,0.9032258064516129,0.049443025193456114
EXP-A1,binary,M8,r4f3,15,651,0.16204478212797885,0.0637817040383358,0.952668831645069,0.9032258064516129,0.049443025193456114
EXP-A1,binary,M8,r4f3,20,651,0.16204478212797885,0.0647426724617016,0.952668831645069,0.9032258064516129,0.049443025193456114
EXP-A1,binary,M8,r4f4,5,643,0.1820565396822349,0.06423623862199797,0.9553715418879389,0.8911353032659409,0.06423623862199801
EXP-A1,binary,M8,r4f4,10,643,0.1820565396822349,0.06721179018124454,0.9553715418879389,0.8911353032659409,0.06423623862199801
EXP-A1,binary,M8,r4f4,15,643,0.1820565396822349,0.07081013092913123,0.9553715418879389,0.8911353032659409,0.06423623862199801
EXP-A1,binary,M8,r4f4,20,643,0.1820565396822349,0.07245091887692083,0.9553715418879389,0.8911353032659409,0.06423623862199801
EXP-A2,binary,M1,r0f0,5,647,0.31032089532736423,0.11545721306945986,0.8975983550732417,0.7897990726429676,0.10779928243027415
EXP-A2,binary,M1,r0f0,10,647,0.31032089532736423,0.11545721306945972,0.8975983550732417,0.7897990726429676,0.10779928243027415
EXP-A2,binary,M1,r0f0,15,647,0.31032089532736423,0.11975637556990007,0.8975983550732417,0.7897990726429676,0.10779928243027415
EXP-A2,binary,M1,r0f0,20,647,0.31032089532736423,0.12219473210615153,0.8975983550732417,0.7897990726429676,0.10779928243027415
EXP-A2,binary,M1,r0f1,5,651,0.2044815508126328,0.04528877524762978,0.8978233374596114,0.8525345622119815,0.045288775247629864
EXP-A2,binary,M1,r0f1,10,651,0.2044815508126328,0.04528877524762983,0.8978233374596114,0.8525345622119815,0.045288775247629864
