run,task,model_id,kind,n_bins,bin,bin_low,bin_high,confidence_mean,accuracy_mean,accuracy_sd,n_folds,n_records,n_classes
EXP-A1,binary,M5,confidence_vs_accuracy,10,9,0.9,1.0,0.976196919954388,0.9604820163678106,0.016836502301763808,25,11496,2
EXP-A1,binary,M6,confidence_vs_accuracy,10,5,0.5,0.6000000000000001,0.5527418207099868,0.6298994786257225,0.07974757102932548,25,1515,2
EXP-A1,binary,M6,confidence_vs_accuracy,10,6,0.6000000000000001,0.7000000000000001,0.6539519742159999,0.7841800548602802,0.06382300052196752,25,2331,2
EXP-A1,binary,M6,confidence_vs_accuracy,10,7,0.7000000000000001,0.8,0.7506099725508758,0.8429975085658823,0.05917417565424025,25,2738,2
EXP-A1,binary,M6,confidence_vs_accuracy,10,8,0.8,0.9,0.8511009956170951,0.9281786223419484,0.039535146930629796,25,2394,2
EXP-A1,binary,M6,confidence_vs_accuracy,10,9,0.9,1.0,0.9497642230760218,1.0,0.0,25,7222,2
EXP-A1,binary,M8,confidence_vs_accuracy,10,5,0.5,0.6000000000000001,0.5517510527168606,0.5173832107005482,0.1549527925726411,25,401,2
EXP-A1,binary,M8,confidence_vs_accuracy,10,6,0.6000000000000001,0.7000000000000001,0.6530569908693461,0.6172543339013926,0.10638530319345751,25,501,2
EXP-A1,binary,M8,confidence_vs_accuracy,10,7,0.7000000000000001,0.8,0.7519770123243478,0.6829203097585405,0.11143225237973431,25,600,2
EXP-A1,binary,M8,confidence_vs_accuracy,10,8,0.8,0.9,0.8570021143266431,0.7104711057632217,0.08624572602895056,25,954,2
EXP-A1,binary,M8,confidence_vs_accuracy,10,9,0.9,1.0,0.9901575612060697,0.9398593162030238,0.017893280639541893,25,13744,2
