run,task,model_id,kind,n_bins,bin,bin_low,bin_high,confidence_mean,accuracy_mean,accuracy_sd,n_folds,n_records,n_classes
EXP-A2,binary,M1,confidence_vs_accuracy,10,5,0.5,0.6000000000000001,0.5505282164571724,0.5211984924848637,0.07272919415933252,25,1212,2
EXP-A2,binary,M1,confidence_vs_accuracy,10,6,0.6000000000000001,0.7000000000000001,0.6513229772846878,0.5914120872428056,0.05743293745865676,25,1287,2
EXP-A2,binary,M1,confidence_vs_accuracy,10,7,0.7000000000000001,0.8,0.7524521296959392,0.6381872490908586,0.08558718782166395,25,1551,2
EXP-A2,binary,M1,confidence_vs_accuracy,10,8,0.8,0.9,0.8538477415690255,0.7488949836274972,0.07826118622473692,25,2073,2
EXP-A2,binary,M1,confidence_vs_accuracy,10,9,0.9,1.0,0.9739030042187163,0.947256004029641,0.020838373682887653,25,10077,2
EXP-A2,binary,M3,confidence_vs_accuracy,10,5,0.5,0.6000000000000001,0.5495572176663256,0.6024389866331061,0.05811933920914647,25,1592,2
EXP-A2,binary,M3,confidence_vs_accuracy,10,6,0.6000000000000001,0.7000000000000001,0.6523023054146465,0.7192296493026105,0.07643736277641719,25,1768,2
EXP-A2,binary,M3,confidence_vs_accuracy,10,7,0.7000000000000001,0.8,0.7528948513057676,0.8056669061589821,0.05836988611436173,25,2780,2
EXP-A2,binary,M3,confidence_vs_accuracy,10,8,0.8,0.9,0.8528957481367487,0.9124549521690518,0.04784367079416547,25,3032,2
EXP-A2,binary,M3,confidence_vs_accuracy,10,9,0.9,1.0,0.9608577894466843,0.9924462379218597,0.0065822654666207,25,7028,2
EXP-A2,binary,M4,confidence_vs_accuracy,10,5,0.5,0.6000000000000001,0.549444886201754,0.6179362963854489,0.07827969591546409,25,2342,2
