exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note
EXP-F1,M1,binary,0,0,r0f0,2593,647,39,0.758887171561051,0.7612165342747867,0.7651515151515151,0.7572815533980582,0.4469026548672566,0.5642458100558659,0.4415968546484205,0.8516622536040012,0.578828598523083,101.0,125.0,390.0,31.0,647.0,132.0,515.0,0.32055859949414817,0.07319810629268644,0.043361,0.003313,{},config defaults
EXP-F1,M1,binary,0,1,r0f1,2589,651,39,0.8141321044546851,0.8083446404341927,0.7985074626865671,0.8181818181818182,0.5323383084577115,0.6388059701492538,0.539709154794854,0.8909754900545628,0.626692992856862,107.0,94.0,423.0,27.0,651.0,134.0,517.0,0.2634045203955288,0.02456397889413616,0.032931,0.00339,{},config defaults
EXP-F1,M1,binary,0,2,r0f2,2596,644,39,0.8167701863354038,0.7997262026992842,0.7709923664122137,0.8284600389863548,0.5343915343915344,0.63125,0.5299225946246805,0.8970581670461141,0.6916172317002877,101.0,88.0,425.0,30.0,644.0,131.0,513.0,0.2542540804191543,0.01085923730900873,0.03227,0.005429,{},config defaults
EXP-F1,M1,binary,0,3,r0f3,2585,655,39,0.7755725190839695,0.8071048107544458,0.8613138686131386,0.752895752895753,0.4796747967479675,0.6161879895561357,0.5158370964321533,0.881718005805597,0.6605805264614751,118.0,128.0,390.0,19.0,655.0,137.0,518.0,0.30068758294675507,0.03696271028372054,0.038997,0.003656,{},config defaults
EXP-F1,M1,binary,0,4,r0f4,2597,643,39,0.80248833592535,0.8362133229961832,0.8931297709923665,0.779296875,0.508695652173913,0.6481994459833795,0.5650366250334948,0.8953065362595419,0.6674214960249738,117.0,113.0,399.0,14.0,643.0,131.0,512.0,0.280899288645585,0.03438477595167569,0.033567,0.006872,{},config defaults
EXP-F1,M1,binary,1,0,r1f0,2593,647,39,0.7372488408037094,0.7673433362753752,0.8181818181818182,0.7165048543689321,0.4251968503937008,0.5595854922279793,0.4412419607104403,0.8561929979405708,0.5964250813211709,108.0,146.0,369.0,24.0,647.0,132.0,515.0,0.34278768252103053,0.0653686064337175,0.031543,0.00411,{},config defaults
EXP-F1,M1,binary,1,1,r1f1,2585,655,39,0.783206106870229,0.7872322339340361,0.7941176470588235,0.7803468208092486,0.4864864864864865,0.6033519553072626,0.4922614983937408,0.8816587328573048,0.653382604677845,108.0,114.0,405.0,28.0,655.0,136.0,519.0,0.28224826410087095,0.05077512796092526,0.036275,0.003388,{},config defaults
EXP-F1,M1,binary,1,2,r1f2,2596,644,39,0.8478260869565217,0.8334300552058688,0.8091603053435115,0.8576998050682261,0.5921787709497207,0.6838709677419355,0.5992058965588205,0.9000044640864248,0.6503450602843042,106.0,73.0,440.0,25.0,644.0,131.0,513.0,0.2292889508927257,0.02985975600476405,0.039836,0.003253,{},config defaults
EXP-F1,M1,binary,1,3,r1f3,2589,651,39,0.7895545314900153,0.804349698535745,0.8296296296296296,0.7790697674418605,0.49557522123893805,0.6204986149584487,0.5183772364177254,0.8747487797875394,0.6402310077788971,112.0,114.0,402.0,23.0,651.0,135.0,516.0,0.2976288742939328,0.05472783761651933,0.038506,0.004935,{},config defaults
EXP-F1,M1,binary,1,4,r1f4,2597,643,39,0.838258164852255,0.8728754174618321,0.9312977099236641,0.814453125,0.5622119815668203,0.7011494252873564,0.6352281128289039,0.9252892414122137,0.7339592333758627,122.0,95.0,417.0,9.0,643.0,131.0,512.0,0.24113053017018055,0.018413634037644393,0.036935,0.00334,{},config defaults
