ranker,k,outer_fold,inner_fold,n_selected,j,seconds,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,macro_f1,term_performance,term_features,term_time,normalized_features,normalized_inference_time,families
mutual_info,138,r0f0,1,138,0.4344727080021197,3.4261363000259735,0.8620689655172413,0.8391304347826087,0.8,0.8782608695652174,0.631578947368421,0.7058823529411765,0.6247735319717748,,,144.0,84.0,606.0,36.0,870.0,180.0,690.0,0.8078961314255433,0.1344727080021197,0.2,0.1,1.0,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,10,r0f0,1,10,0.27925208096191845,2.0560899000265636,0.8206896551724138,0.8109903381642511,0.7944444444444444,0.827536231884058,0.5458015267175572,0.6470588235294118,0.5492059768354848,,,143.0,119.0,571.0,37.0,870.0,180.0,690.0,0.7634369618417475,0.16559412671077675,0.014492753623188408,0.09916520062795325,0.07246376811594203,0.9916520062795325,dwt;mfcc;time
anova_f,20,r0f0,1,20,0.28127942099189673,2.2117229999857955,0.8367816091954023,0.8272946859903382,0.8111111111111111,0.8434782608695652,0.5748031496062992,0.6728110599078341,0.5832067385106579,,,146.0,108.0,582.0,34.0,870.0,180.0,690.0,0.782041058284698,0.15257125920071135,0.028985507246376815,0.09972265454480853,0.14492753623188406,0.9972265454480852,chroma;dwt;frequency;mfcc;time
anova_f,30,r0f0,1,30,0.29455898393913854,2.317901799979154,0.8390804597701149,0.8266908212560387,0.8055555555555556,0.8478260869565217,0.58,0.6744186046511628,0.5848734094621153,,,145.0,105.0,585.0,35.0,870.0,180.0,690.0,0.7837741878217646,0.1513580685247648,0.043478260869565216,0.09972265454480853,0.21739130434782608,0.9972265454480852,chroma;dwt;frequency;mfcc;time
anova_f,40,r0f0,1,40,0.30754931997522406,2.5251812000060454,0.8402298850574713,0.8315217391304348,0.8166666666666667,0.8463768115942029,0.5810276679841897,0.6789838337182448,0.5914253873434273,,,147.0,106.0,584.0,33.0,870.0,180.0,690.0,0.7863167064536136,0.14957830548247045,0.05797101449275363,0.1,0.2898550724637681,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,50,r0f0,1,50,0.31265637593444906,2.6030856000143103,0.8540229885057471,0.8361111111111111,0.8055555555555556,0.8666666666666667,0.6118143459915611,0.6954436450839329,0.6116424723455134,,,145.0,92.0,598.0,35.0,870.0,180.0,690.0,0.7997248459735613,0.14019260781850706,0.07246376811594203,0.1,0.36231884057971014,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,60,r0f0,1,60,0.324062901009407,2.7880485000205226,0.8574712643678161,0.8403381642512078,0.8111111111111111,0.8695652173913043,0.6186440677966102,0.7019230769230769,0.6201558076509546,,,146.0,90.0,600.0,34.0,870.0,180.0,690.0,0.8041337438996049,0.13710637927027655,0.08695652173913043,0.1,0.43478260869565216,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,70,r0f0,1,70,0.3367828532007612,2.6685394000378437,0.8586206896551725,0.8451690821256038,0.8222222222222222,0.8681159420289855,0.6192468619246861,0.7064439140811456,0.6264826545356407,,,148.0,91.0,599.0,32.0,870.0,180.0,690.0,0.8066663173736538,0.13533357783844233,0.10144927536231885,0.1,0.5072463768115942,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,80,r0f0,1,80,0.3459536519913954,2.848404499993194,0.8655172413793103,0.8495169082125604,0.8222222222222222,0.8768115942028986,0.6351931330472103,0.7167070217917676,0.6394569426401477,,,148.0,85.0,605.0,32.0,870.0,180.0,690.0,0.8142691099915884,0.13001162300588812,0.11594202898550726,0.1,0.5797101449275363,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,100,r0f0,1,100,0.3811530420286561,3.044996300013736,0.8586206896551725,0.8410628019323672,0.8111111111111111,0.8710144927536232,0.6212765957446809,0.7036144578313253,0.6223065260464454,,,146.0,89.0,601.0,34.0,870.0,180.0,690.0,0.80539213457604,0.136225505796772,0.14492753623188406,0.1,0.7246376811594203,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,120,r0f0,1,120,0.4083857514803806,3.549753099970985,0.8620689655172413,0.8391304347826087,0.8,0.8782608695652174,0.631578947368421,0.7058823529411765,0.6247735319717748,,,144.0,84.0,606.0,36.0,870.0,180.0,690.0,0.8078961314255433,0.1344727080021197,0.17391304347826086,0.1,0.8695652173913043,1.0,chroma;dwt;envelope;frequency;mfcc;time
anova_f,138,r0f0,1,138,0.4344727080021197,3.9614734000060707,0.8620689655172413,0.8391304347826087,0.8,0.8782608695652174,0.631578947368421,0.7058823529411765,0.6247735319717748,,,144.0,84.0,606.0,36.0,870.0,180.0,690.0,0.8078961314255433,0.1344727080021197,0.2,0.1,1.0,1.0,chroma;dwt;envelope;frequency;mfcc;time
rf_importance,10,r0f0,1,10,0.26250365121757524,2.141864600009285,0.8436781609195402,0.827536231884058,0.8,0.855072463768116,0.5901639344262295,0.6792452830188679,0.5907014844037818,,,144.0,100.0,590.0,36.0,870.0,180.0,690.0,0.7879509089866377,0.14843436370935362,0.014492753623188408,0.09957653388503324,0.07246376811594203,0.9957653388503324,dwt;frequency;mfcc;time
rf_importance,20,r0f0,1,20,0.26124563397361317,2.3046158999786712,0.8620689655172413,0.8473429951690821,0.8222222222222222,0.8724637681159421,0.6271186440677966,0.7115384615384616,0.6329198377587456,,,148.0,88.0,602.0,32.0,870.0,180.0,690.0,0.8104520102254241,0.1326835928422031,0.028985507246376815,0.09957653388503324,0.14492753623188406,0.9957653388503324,dwt;frequency;mfcc;time
rf_importance,30,r0f0,1,30,0.2668128478431947,2.4560493000317365,0.8724137931034482,0.8579710144927537,0.8333333333333334,0.8826086956521739,0.6493506493506493,0.7299270072992701,0.6567230158817756,,,150.0,81.0,609.0,30.0,870.0,180.0,690.0,0.8232027813020053,0.12375805308859628,0.043478260869565216,0.09957653388503324,0.21739130434782608,0.9957653388503324,dwt;frequency;mfcc;time
