run,task,model_id,n_bins,bin,bin_low,bin_high,n_predictions,n_correct,n_incorrect,accuracy_in_bin,share_of_predictions,n_folds_pooled,n_classes
EXP-B1,pascal_a,M1,20,11,0.55,0.6000000000000001,23,8,15,0.34782608695652173,0.037096774193548385,10,4
EXP-B1,pascal_a,M1,20,12,0.6000000000000001,0.65,24,15,9,0.625,0.03870967741935484,10,4
EXP-B1,pascal_a,M1,20,13,0.65,0.7000000000000001,23,11,12,0.4782608695652174,0.037096774193548385,10,4
EXP-B1,pascal_a,M1,20,14,0.7000000000000001,0.75,22,8,14,0.36363636363636365,0.035483870967741936,10,4
EXP-B1,pascal_a,M1,20,15,0.75,0.8,21,9,12,0.42857142857142855,0.03387096774193549,10,4
EXP-B1,pascal_a,M1,20,16,0.8,0.8500000000000001,33,19,14,0.5757575757575758,0.0532258064516129,10,4
EXP-B1,pascal_a,M1,20,17,0.8500000000000001,0.9,43,34,9,0.7906976744186046,0.06935483870967742,10,4
EXP-B1,pascal_a,M1,20,18,0.9,0.9500000000000001,46,31,15,0.6739130434782609,0.07419354838709677,10,4
EXP-B1,pascal_a,M1,20,19,0.9500000000000001,1.0,250,204,46,0.816,0.4032258064516129,10,4
EXP-B1,pascal_a,M3,20,0,0.0,0.05,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,1,0.05,0.1,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,2,0.1,0.15000000000000002,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,3,0.15000000000000002,0.2,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,4,0.2,0.25,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,5,0.25,0.30000000000000004,7,2,5,0.2857142857142857,0.01129032258064516,10,4
EXP-B1,pascal_a,M3,20,6,0.30000000000000004,0.35000000000000003,50,17,33,0.34,0.08064516129032258,10,4
EXP-B1,pascal_a,M3,20,7,0.35000000000000003,0.4,59,24,35,0.4067796610169492,0.09516129032258064,10,4
EXP-B1,pascal_a,M3,20,8,0.4,0.45,60,24,36,0.4,0.0967741935483871,10,4
EXP-B1,pascal_a,M3,20,9,0.45,0.5,83,44,39,0.5301204819277109,0.1338709677419355,10,4
EXP-B1,pascal_a,M3,20,10,0.5,0.55,71,41,30,0.5774647887323944,0.11451612903225807,10,4
EXP-B1,pascal_a,M3,20,11,0.55,0.6000000000000001,69,54,15,0.782608695652174,0.11129032258064517,10,4
EXP-B1,pascal_a,M3,20,12,0.6000000000000001,0.65,66,58,8,0.8787878787878788,0.1064516129032258,10,4
EXP-B1,pascal_a,M3,20,13,0.65,0.7000000000000001,115,105,10,0.9130434782608695,0.18548387096774194,10,4
EXP-B1,pascal_a,M3,20,14,0.7000000000000001,0.75,39,39,0,1.0,0.06290322580645161,10,4
EXP-B1,pascal_a,M3,20,15,0.75,0.8,1,1,0,1.0,0.0016129032258064516,10,4
EXP-B1,pascal_a,M3,20,16,0.8,0.8500000000000001,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,17,0.8500000000000001,0.9,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,18,0.9,0.9500000000000001,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M3,20,19,0.9500000000000001,1.0,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M4,20,0,0.0,0.05,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M4,20,1,0.05,0.1,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M4,20,2,0.1,0.15000000000000002,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M4,20,3,0.15000000000000002,0.2,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M4,20,4,0.2,0.25,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M4,20,5,0.25,0.30000000000000004,1,1,0,1.0,0.0016129032258064516,10,4
EXP-B1,pascal_a,M4,20,6,0.30000000000000004,0.35000000000000003,13,7,6,0.5384615384615384,0.020967741935483872,10,4
EXP-B1,pascal_a,M4,20,7,0.35000000000000003,0.4,38,17,21,0.4473684210526316,0.06129032258064516,10,4
EXP-B1,pascal_a,M4,20,8,0.4,0.45,60,29,31,0.48333333333333334,0.0967741935483871,10,4
EXP-B1,pascal_a,M4,20,9,0.45,0.5,74,29,45,0.3918918918918919,0.11935483870967742,10,4
EXP-B1,pascal_a,M4,20,10,0.5,0.55,57,23,34,0.40350877192982454,0.09193548387096774,10,4
EXP-B1,pascal_a,M4,20,11,0.55,0.6000000000000001,43,26,17,0.6046511627906976,0.06935483870967742,10,4
EXP-B1,pascal_a,M4,20,12,0.6000000000000001,0.65,41,26,15,0.6341463414634146,0.06612903225806452,10,4
EXP-B1,pascal_a,M4,20,13,0.65,0.7000000000000001,36,28,8,0.7777777777777778,0.05806451612903226,10,4
EXP-B1,pascal_a,M4,20,14,0.7000000000000001,0.75,47,42,5,0.8936170212765957,0.07580645161290323,10,4
EXP-B1,pascal_a,M4,20,15,0.75,0.8,38,34,4,0.8947368421052632,0.06129032258064516,10,4
EXP-B1,pascal_a,M4,20,16,0.8,0.8500000000000001,41,39,2,0.9512195121951219,0.06612903225806452,10,4
EXP-B1,pascal_a,M4,20,17,0.8500000000000001,0.9,61,53,8,0.8688524590163934,0.09838709677419355,10,4
EXP-B1,pascal_a,M4,20,18,0.9,0.9500000000000001,41,41,0,1.0,0.06612903225806452,10,4
EXP-B1,pascal_a,M4,20,19,0.9500000000000001,1.0,29,29,0,1.0,0.0467741935483871,10,4
EXP-B1,pascal_a,M5,20,0,0.0,0.05,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M5,20,1,0.05,0.1,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M5,20,2,0.1,0.15000000000000002,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M5,20,3,0.15000000000000002,0.2,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M5,20,4,0.2,0.25,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M5,20,5,0.25,0.30000000000000004,1,0,1,0.0,0.0016129032258064516,10,4
EXP-B1,pascal_a,M5,20,6,0.30000000000000004,0.35000000000000003,6,2,4,0.3333333333333333,0.00967741935483871,10,4
EXP-B1,pascal_a,M5,20,7,0.35000000000000003,0.4,9,5,4,0.5555555555555556,0.014516129032258065,10,4
EXP-B1,pascal_a,M5,20,8,0.4,0.45,42,14,28,0.3333333333333333,0.06774193548387097,10,4
EXP-B1,pascal_a,M5,20,9,0.45,0.5,30,10,20,0.3333333333333333,0.04838709677419355,10,4
EXP-B1,pascal_a,M5,20,10,0.5,0.55,32,17,15,0.53125,0.05161290322580645,10,4
EXP-B1,pascal_a,M5,20,11,0.55,0.6000000000000001,38,11,27,0.2894736842105263,0.06129032258064516,10,4
EXP-B1,pascal_a,M5,20,12,0.6000000000000001,0.65,26,18,8,0.6923076923076923,0.041935483870967745,10,4
EXP-B1,pascal_a,M5,20,13,0.65,0.7000000000000001,22,16,6,0.7272727272727273,0.035483870967741936,10,4
EXP-B1,pascal_a,M5,20,14,0.7000000000000001,0.75,26,11,15,0.4230769230769231,0.041935483870967745,10,4
EXP-B1,pascal_a,M5,20,15,0.75,0.8,25,13,12,0.52,0.04032258064516129,10,4
EXP-B1,pascal_a,M5,20,16,0.8,0.8500000000000001,35,29,6,0.8285714285714286,0.056451612903225805,10,4
EXP-B1,pascal_a,M5,20,17,0.8500000000000001,0.9,92,82,10,0.8913043478260869,0.14838709677419354,10,4
EXP-B1,pascal_a,M5,20,18,0.9,0.9500000000000001,75,70,5,0.9333333333333333,0.12096774193548387,10,4
EXP-B1,pascal_a,M5,20,19,0.9500000000000001,1.0,161,117,44,0.7267080745341615,0.25967741935483873,10,4
EXP-B1,pascal_a,M6,20,0,0.0,0.05,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,1,0.05,0.1,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,2,0.1,0.15000000000000002,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,3,0.15000000000000002,0.2,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,4,0.2,0.25,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,5,0.25,0.30000000000000004,3,1,2,0.3333333333333333,0.004838709677419355,10,4
EXP-B1,pascal_a,M6,20,6,0.30000000000000004,0.35000000000000003,27,9,18,0.3333333333333333,0.043548387096774194,10,4
EXP-B1,pascal_a,M6,20,7,0.35000000000000003,0.4,92,36,56,0.391304347826087,0.14838709677419354,10,4
EXP-B1,pascal_a,M6,20,8,0.4,0.45,77,35,42,0.45454545454545453,0.12419354838709677,10,4
EXP-B1,pascal_a,M6,20,9,0.45,0.5,54,18,36,0.3333333333333333,0.08709677419354839,10,4
EXP-B1,pascal_a,M6,20,10,0.5,0.55,48,29,19,0.6041666666666666,0.07741935483870968,10,4
EXP-B1,pascal_a,M6,20,11,0.55,0.6000000000000001,48,36,12,0.75,0.07741935483870968,10,4
EXP-B1,pascal_a,M6,20,12,0.6000000000000001,0.65,62,53,9,0.8548387096774194,0.1,10,4
EXP-B1,pascal_a,M6,20,13,0.65,0.7000000000000001,78,72,6,0.9230769230769231,0.12580645161290321,10,4
EXP-B1,pascal_a,M6,20,14,0.7000000000000001,0.75,82,78,4,0.9512195121951219,0.13225806451612904,10,4
EXP-B1,pascal_a,M6,20,15,0.75,0.8,49,49,0,1.0,0.07903225806451612,10,4
EXP-B1,pascal_a,M6,20,16,0.8,0.8500000000000001,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,17,0.8500000000000001,0.9,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,18,0.9,0.9500000000000001,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M6,20,19,0.9500000000000001,1.0,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M7,20,0,0.0,0.05,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M7,20,1,0.05,0.1,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M7,20,2,0.1,0.15000000000000002,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M7,20,3,0.15000000000000002,0.2,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M7,20,4,0.2,0.25,0,0,0,,0.0,10,4
EXP-B1,pascal_a,M7,20,5,0.25,0.30000000000000004,3,1,2,0.3333333333333333,0.004838709677419355,10,4
EXP-B1,pascal_a,M7,20,6,0.30000000000000004,0.35000000000000003,33,15,18,0.45454545454545453,0.0532258064516129,10,4
EXP-B1,pascal_a,M7,20,7,0.35000000000000003,0.4,75,31,44,0.41333333333333333,0.12096774193548387,10,4
EXP-B1,pascal_a,M7,20,8,0.4,0.45,88,44,44,0.5,0.14193548387096774,10,4
EXP-B1,pascal_a,M7,20,9,0.45,0.5,70,28,42,0.4,0.11290322580645161,10,4
EXP-B1,pascal_a,M7,20,10,0.5,0.55,50,32,18,0.64,0.08064516129032258,10,4
EXP-B1,pascal_a,M7,20,11,0.55,0.6000000000000001,38,27,11,0.7105263157894737,0.06129032258064516,10,4
EXP-B1,pascal_a,M7,20,12,0.6000000000000001,0.65,42,35,7,0.8333333333333334,0.06774193548387097,10,4
EXP-B1,pascal_a,M7,20,13,0.65,0.7000000000000001,37,33,4,0.8918918918918919,0.05967741935483871,10,4
EXP-B1,pascal_a,M7,20,14,0.7000000000000001,0.75,50,44,6,0.88,0.08064516129032258,10,4
EXP-B1,pascal_a,M7,20,15,0.75,0.8,44,39,5,0.8863636363636364,0.07096774193548387,10,4
EXP-B1,pascal_a,M7,20,16,0.8,0.8500000000000001,54,53,1,0.9814814814814815,0.08709677419354839,10,4
EXP-B1,pascal_a,M7,20,17,0.8500000000000001,0.9,25,24,1,0.96,0.04032258064516129,10,4
EXP-B1,pascal_a,M7,20,18,0.9,0.9500000000000001,11,11,0,1.0,0.017741935483870968,10,4
EXP-B1,pascal_a,M7,20,19,0.9500000000000001,1.0,0,0,0,,0.0,10,4
EXP-B2,pascal_b,M1,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M1,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M1,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M1,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M1,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M1,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M1,20,6,0.30000000000000004,0.35000000000000003,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M1,20,7,0.35000000000000003,0.4,1,0,1,0.0,0.0021691973969631237,5,3
EXP-B2,pascal_b,M1,20,8,0.4,0.45,2,1,1,0.5,0.004338394793926247,5,3
EXP-B2,pascal_b,M1,20,9,0.45,0.5,10,5,5,0.5,0.021691973969631236,5,3
EXP-B2,pascal_b,M1,20,10,0.5,0.55,26,16,10,0.6153846153846154,0.05639913232104121,5,3
EXP-B2,pascal_b,M1,20,11,0.55,0.6000000000000001,20,10,10,0.5,0.04338394793926247,5,3
EXP-B2,pascal_b,M1,20,12,0.6000000000000001,0.65,30,13,17,0.43333333333333335,0.0650759219088937,5,3
EXP-B2,pascal_b,M1,20,13,0.65,0.7000000000000001,22,11,11,0.5,0.04772234273318872,5,3
EXP-B2,pascal_b,M1,20,14,0.7000000000000001,0.75,28,11,17,0.39285714285714285,0.06073752711496746,5,3
EXP-B2,pascal_b,M1,20,15,0.75,0.8,26,15,11,0.5769230769230769,0.05639913232104121,5,3
EXP-B2,pascal_b,M1,20,16,0.8,0.8500000000000001,30,10,20,0.3333333333333333,0.0650759219088937,5,3
EXP-B2,pascal_b,M1,20,17,0.8500000000000001,0.9,30,17,13,0.5666666666666667,0.0650759219088937,5,3
EXP-B2,pascal_b,M1,20,18,0.9,0.9500000000000001,46,30,16,0.6521739130434783,0.09978308026030369,5,3
EXP-B2,pascal_b,M1,20,19,0.9500000000000001,1.0,190,122,68,0.6421052631578947,0.4121475054229935,5,3
EXP-B2,pascal_b,M3,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,6,0.30000000000000004,0.35000000000000003,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,7,0.35000000000000003,0.4,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,8,0.4,0.45,1,1,0,1.0,0.0021691973969631237,5,3
EXP-B2,pascal_b,M3,20,9,0.45,0.5,5,3,2,0.6,0.010845986984815618,5,3
EXP-B2,pascal_b,M3,20,10,0.5,0.55,17,10,7,0.5882352941176471,0.0368763557483731,5,3
EXP-B2,pascal_b,M3,20,11,0.55,0.6000000000000001,10,4,6,0.4,0.021691973969631236,5,3
EXP-B2,pascal_b,M3,20,12,0.6000000000000001,0.65,10,5,5,0.5,0.021691973969631236,5,3
EXP-B2,pascal_b,M3,20,13,0.65,0.7000000000000001,56,39,17,0.6964285714285714,0.12147505422993492,5,3
EXP-B2,pascal_b,M3,20,14,0.7000000000000001,0.75,266,203,63,0.7631578947368421,0.5770065075921909,5,3
EXP-B2,pascal_b,M3,20,15,0.75,0.8,74,54,20,0.7297297297297297,0.16052060737527116,5,3
EXP-B2,pascal_b,M3,20,16,0.8,0.8500000000000001,22,16,6,0.7272727272727273,0.04772234273318872,5,3
EXP-B2,pascal_b,M3,20,17,0.8500000000000001,0.9,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,18,0.9,0.9500000000000001,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M3,20,19,0.9500000000000001,1.0,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M4,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M4,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M4,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M4,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M4,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M4,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M4,20,6,0.30000000000000004,0.35000000000000003,1,0,1,0.0,0.0021691973969631237,5,3
EXP-B2,pascal_b,M4,20,7,0.35000000000000003,0.4,22,10,12,0.45454545454545453,0.04772234273318872,5,3
EXP-B2,pascal_b,M4,20,8,0.4,0.45,92,47,45,0.5108695652173914,0.19956616052060738,5,3
EXP-B2,pascal_b,M4,20,9,0.45,0.5,113,69,44,0.6106194690265486,0.24511930585683298,5,3
EXP-B2,pascal_b,M4,20,10,0.5,0.55,92,51,41,0.5543478260869565,0.19956616052060738,5,3
EXP-B2,pascal_b,M4,20,11,0.55,0.6000000000000001,47,31,16,0.6595744680851063,0.1019522776572668,5,3
EXP-B2,pascal_b,M4,20,12,0.6000000000000001,0.65,30,19,11,0.6333333333333333,0.0650759219088937,5,3
EXP-B2,pascal_b,M4,20,13,0.65,0.7000000000000001,23,17,6,0.7391304347826086,0.049891540130151846,5,3
EXP-B2,pascal_b,M4,20,14,0.7000000000000001,0.75,14,11,3,0.7857142857142857,0.03036876355748373,5,3
EXP-B2,pascal_b,M4,20,15,0.75,0.8,13,12,1,0.9230769230769231,0.028199566160520606,5,3
EXP-B2,pascal_b,M4,20,16,0.8,0.8500000000000001,6,6,0,1.0,0.013015184381778741,5,3
EXP-B2,pascal_b,M4,20,17,0.8500000000000001,0.9,6,6,0,1.0,0.013015184381778741,5,3
EXP-B2,pascal_b,M4,20,18,0.9,0.9500000000000001,2,2,0,1.0,0.004338394793926247,5,3
EXP-B2,pascal_b,M4,20,19,0.9500000000000001,1.0,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M5,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M5,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M5,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M5,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M5,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M5,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M5,20,6,0.30000000000000004,0.35000000000000003,1,0,1,0.0,0.0021691973969631237,5,3
EXP-B2,pascal_b,M5,20,7,0.35000000000000003,0.4,21,12,9,0.5714285714285714,0.0455531453362256,5,3
EXP-B2,pascal_b,M5,20,8,0.4,0.45,48,24,24,0.5,0.10412147505422993,5,3
EXP-B2,pascal_b,M5,20,9,0.45,0.5,46,24,22,0.5217391304347826,0.09978308026030369,5,3
EXP-B2,pascal_b,M5,20,10,0.5,0.55,37,20,17,0.5405405405405406,0.08026030368763558,5,3
EXP-B2,pascal_b,M5,20,11,0.55,0.6000000000000001,31,19,12,0.6129032258064516,0.06724511930585683,5,3
EXP-B2,pascal_b,M5,20,12,0.6000000000000001,0.65,29,16,13,0.5517241379310345,0.06290672451193059,5,3
EXP-B2,pascal_b,M5,20,13,0.65,0.7000000000000001,31,23,8,0.7419354838709677,0.06724511930585683,5,3
EXP-B2,pascal_b,M5,20,14,0.7000000000000001,0.75,25,17,8,0.68,0.05422993492407809,5,3
EXP-B2,pascal_b,M5,20,15,0.75,0.8,31,24,7,0.7741935483870968,0.06724511930585683,5,3
EXP-B2,pascal_b,M5,20,16,0.8,0.8500000000000001,25,17,8,0.68,0.05422993492407809,5,3
EXP-B2,pascal_b,M5,20,17,0.8500000000000001,0.9,24,18,6,0.75,0.052060737527114966,5,3
EXP-B2,pascal_b,M5,20,18,0.9,0.9500000000000001,26,22,4,0.8461538461538461,0.05639913232104121,5,3
EXP-B2,pascal_b,M5,20,19,0.9500000000000001,1.0,86,72,14,0.8372093023255814,0.18655097613882862,5,3
EXP-B2,pascal_b,M6,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,6,0.30000000000000004,0.35000000000000003,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,7,0.35000000000000003,0.4,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,8,0.4,0.45,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,9,0.45,0.5,12,8,4,0.6666666666666666,0.026030368763557483,5,3
EXP-B2,pascal_b,M6,20,10,0.5,0.55,20,12,8,0.6,0.04338394793926247,5,3
EXP-B2,pascal_b,M6,20,11,0.55,0.6000000000000001,38,30,8,0.7894736842105263,0.0824295010845987,5,3
EXP-B2,pascal_b,M6,20,12,0.6000000000000001,0.65,80,62,18,0.775,0.1735357917570499,5,3
EXP-B2,pascal_b,M6,20,13,0.65,0.7000000000000001,118,85,33,0.7203389830508474,0.2559652928416486,5,3
EXP-B2,pascal_b,M6,20,14,0.7000000000000001,0.75,145,107,38,0.7379310344827587,0.31453362255965295,5,3
EXP-B2,pascal_b,M6,20,15,0.75,0.8,48,40,8,0.8333333333333334,0.10412147505422993,5,3
EXP-B2,pascal_b,M6,20,16,0.8,0.8500000000000001,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,17,0.8500000000000001,0.9,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,18,0.9,0.9500000000000001,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M6,20,19,0.9500000000000001,1.0,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,6,0.30000000000000004,0.35000000000000003,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,7,0.35000000000000003,0.4,0,0,0,,0.0,5,3
EXP-B2,pascal_b,M7,20,8,0.4,0.45,9,6,3,0.6666666666666666,0.019522776572668113,5,3
EXP-B2,pascal_b,M7,20,9,0.45,0.5,33,21,12,0.6363636363636364,0.07158351409978309,5,3
EXP-B2,pascal_b,M7,20,10,0.5,0.55,45,28,17,0.6222222222222222,0.09761388286334056,5,3
EXP-B2,pascal_b,M7,20,11,0.55,0.6000000000000001,60,42,18,0.7,0.1301518438177874,5,3
EXP-B2,pascal_b,M7,20,12,0.6000000000000001,0.65,66,43,23,0.6515151515151515,0.14316702819956617,5,3
EXP-B2,pascal_b,M7,20,13,0.65,0.7000000000000001,99,76,23,0.7676767676767676,0.21475054229934923,5,3
EXP-B2,pascal_b,M7,20,14,0.7000000000000001,0.75,96,70,26,0.7291666666666666,0.20824295010845986,5,3
EXP-B2,pascal_b,M7,20,15,0.75,0.8,43,35,8,0.813953488372093,0.09327548806941431,5,3
EXP-B2,pascal_b,M7,20,16,0.8,0.8500000000000001,7,6,1,0.8571428571428571,0.015184381778741865,5,3
EXP-B2,pascal_b,M7,20,17,0.8500000000000001,0.9,2,2,0,1.0,0.004338394793926247,5,3
EXP-B2,pascal_b,M7,20,18,0.9,0.9500000000000001,1,1,0,1.0,0.0021691973969631237,5,3
EXP-B2,pascal_b,M7,20,19,0.9500000000000001,1.0,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,6,0.30000000000000004,0.35000000000000003,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,7,0.35000000000000003,0.4,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M3,20,8,0.4,0.45,1,0,1,0.0,0.0003161555485298767,5,3
EXP-C1-three_class,circor_murmur,M3,20,9,0.45,0.5,58,30,28,0.5172413793103449,0.01833702181473285,5,3
EXP-C1-three_class,circor_murmur,M3,20,10,0.5,0.55,71,46,25,0.647887323943662,0.022447043945621244,5,3
EXP-C1-three_class,circor_murmur,M3,20,11,0.55,0.6000000000000001,53,27,26,0.5094339622641509,0.016756244072083464,5,3
EXP-C1-three_class,circor_murmur,M3,20,12,0.6000000000000001,0.65,155,116,39,0.7483870967741936,0.04900411002213089,5,3
EXP-C1-three_class,circor_murmur,M3,20,13,0.65,0.7000000000000001,167,123,44,0.7365269461077845,0.052797976604489406,5,3
EXP-C1-three_class,circor_murmur,M3,20,14,0.7000000000000001,0.75,25,22,3,0.88,0.007903888713246918,5,3
EXP-C1-three_class,circor_murmur,M3,20,15,0.75,0.8,1043,829,214,0.7948226270373921,0.3297502371166614,5,3
EXP-C1-three_class,circor_murmur,M3,20,16,0.8,0.8500000000000001,1429,1200,229,0.8397480755773268,0.4517862788491938,5,3
EXP-C1-three_class,circor_murmur,M3,20,17,0.8500000000000001,0.9,160,118,42,0.7375,0.05058488776478027,5,3
EXP-C1-three_class,circor_murmur,M3,20,18,0.9,0.9500000000000001,1,1,0,1.0,0.0003161555485298767,5,3
EXP-C1-three_class,circor_murmur,M3,20,19,0.9500000000000001,1.0,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M4,20,0,0.0,0.05,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M4,20,1,0.05,0.1,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M4,20,2,0.1,0.15000000000000002,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M4,20,3,0.15000000000000002,0.2,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M4,20,4,0.2,0.25,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M4,20,5,0.25,0.30000000000000004,0,0,0,,0.0,5,3
EXP-C1-three_class,circor_murmur,M4,20,6,0.30000000000000004,0.35000000000000003,8,6,2,0.75,0.002529244388239014,5,3
EXP-C1-three_class,circor_murmur,M4,20,7,0.35000000000000003,0.4,104,55,49,0.5288461538461539,0.032880177047107176,5,3
