exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note
EXP-F1,M1,binary,0,0,r0f0,2593,647,24,0.7341576506955177,0.7541335686966755,0.7878787878787878,0.7203883495145631,0.41935483870967744,0.5473684210526316,0.4212794964536687,0.8383200941453368,0.5148335315564013,104.0,144.0,371.0,28.0,647.0,132.0,515.0,0.3663129614330104,0.11537427765707986,0.085207,0.00296,{},config defaults
EXP-F1,M1,binary,0,1,r0f1,2589,651,24,0.7972350230414746,0.8087632437426022,0.8283582089552238,0.7891682785299806,0.5045454545454545,0.6271186440677966,0.5278412002126166,0.8830653309853056,0.6020644430658303,111.0,109.0,408.0,23.0,651.0,134.0,517.0,0.28423937913181585,0.04915743407370629,0.079839,0.003989,{},config defaults
EXP-F1,M1,binary,0,2,r0f2,2596,644,24,0.8400621118012422,0.8370831659300924,0.8320610687022901,0.8421052631578947,0.5736842105263158,0.6791277258566978,0.59505438975853,0.9138282517149532,0.7134251178666033,109.0,81.0,432.0,22.0,644.0,131.0,513.0,0.22078342935612424,0.025021855414149367,0.070706,0.004524,{},config defaults
EXP-F1,M1,binary,0,3,r0f3,2585,655,24,0.8091603053435115,0.806865259420004,0.8029197080291971,0.8108108108108109,0.5288461538461539,0.6376811594202898,0.5361884495677782,0.8990361581602456,0.7033287954221884,110.0,98.0,420.0,27.0,655.0,137.0,518.0,0.25598664616222333,0.02030892482467995,0.071834,0.002858,{},config defaults
EXP-F1,M1,binary,0,4,r0f4,2597,643,24,0.8195956454121306,0.8611566674618321,0.9312977099236641,0.791015625,0.5327510917030568,0.6777777777777778,0.6075448575451605,0.9068911020992365,0.6218974824138086,122.0,107.0,405.0,9.0,643.0,131.0,512.0,0.2635624648252703,0.024574885701817508,0.062603,0.00297,{},config defaults
EXP-F1,M1,binary,1,0,r1f0,2593,647,24,0.7248840803709428,0.7454913209767579,0.7803030303030303,0.7106796116504854,0.4087301587301587,0.5364583333333334,0.4057494131872692,0.8245807590467784,0.5073614400097285,103.0,149.0,366.0,29.0,647.0,132.0,515.0,0.37736624082693426,0.11115683221562805,0.059208,0.003673,{},config defaults
EXP-F1,M1,binary,1,1,r1f1,2585,655,24,0.8137404580152672,0.8390570100872718,0.8823529411764706,0.7957610789980732,0.5309734513274337,0.6629834254143646,0.5785927547923522,0.9051343080584835,0.6599895637426484,120.0,106.0,413.0,16.0,655.0,136.0,519.0,0.265511358689511,0.021338977895607854,0.081033,0.00375,{},config defaults
EXP-F1,M1,binary,1,2,r1f2,2596,644,24,0.8385093167701864,0.8389506420844307,0.8396946564885496,0.8382066276803118,0.5699481865284974,0.6790123456790124,0.5956537243166647,0.9231433120545214,0.7687890440499492,110.0,83.0,430.0,21.0,644.0,131.0,513.0,0.21155336004386974,0.021778663595036808,0.133106,0.002977,{},config defaults
EXP-F1,M1,binary,1,3,r1f3,2589,651,24,0.7926267281105991,0.8090223944875108,0.837037037037037,0.7810077519379846,0.5,0.6260387811634349,0.5263359077282281,0.8892908412288257,0.6152446707715999,113.0,113.0,403.0,22.0,651.0,135.0,516.0,0.2795422185452551,0.04576392025317039,0.090747,0.006128,{},config defaults
EXP-F1,M1,binary,1,4,r1f4,2597,643,24,0.8180404354587869,0.8317777910305344,0.8549618320610687,0.80859375,0.5333333333333333,0.656891495601173,0.5698943347587933,0.8947399809160305,0.6328406362049844,112.0,98.0,414.0,19.0,643.0,131.0,512.0,0.2588090226578313,0.020117231510426842,0.077435,0.003021,{},config defaults
