exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note
EXP-F1,M1,binary,0,0,r0f0,2593,647,20,0.7542503863987635,0.7977419829361576,0.8712121212121212,0.7242718446601941,0.4474708171206226,0.5912596401028277,0.49041278878811473,0.8705795822300677,0.5774403640725978,115.0,142.0,373.0,17.0,647.0,132.0,515.0,0.32503717166747903,0.11168014376811808,0.037806,0.003997,{},config defaults
EXP-F1,M1,binary,0,1,r0f1,2589,651,20,0.8433179723502304,0.8515979098703773,0.8656716417910447,0.8375241779497099,0.58,0.6946107784431138,0.6162695111395713,0.9236698519010365,0.7302803761293917,116.0,84.0,433.0,18.0,651.0,134.0,517.0,0.2246266915080271,0.0443168710470104,0.045466,0.003916,{},config defaults
EXP-F1,M1,binary,0,2,r0f2,2596,644,20,0.84472049689441,0.8343228724908114,0.816793893129771,0.8518518518518519,0.5846994535519126,0.6815286624203821,0.5967802033265311,0.9212088746038124,0.7714771681909114,107.0,76.0,437.0,24.0,644.0,131.0,513.0,0.21050561638722282,0.0427871005730829,0.048146,0.002785,{},config defaults
EXP-F1,M1,binary,0,3,r0f3,2585,655,20,0.8,0.8198644421272159,0.8540145985401459,0.7857142857142857,0.5131578947368421,0.6410958904109589,0.5461849918112628,0.9067863483921877,0.6843112902601063,117.0,111.0,407.0,20.0,655.0,137.0,518.0,0.2641295642388746,0.04814843562857739,0.038599,0.006625,{},config defaults
EXP-F1,M1,binary,0,4,r0f4,2597,643,20,0.8149300155520995,0.8639074427480916,0.9465648854961832,0.78125,0.5254237288135594,0.6757493188010899,0.6081887127282689,0.9226801049618321,0.6672681293462059,124.0,112.0,400.0,7.0,643.0,131.0,512.0,0.24388569233880292,0.05471754027183759,0.038804,0.002872,{},config defaults
EXP-F1,M1,binary,1,0,r1f0,2593,647,20,0.7418856259659969,0.7758899676375405,0.8333333333333334,0.7184466019417476,0.43137254901960786,0.5684754521963824,0.4550334887808233,0.8514710208884966,0.5489558426100396,110.0,145.0,370.0,22.0,647.0,132.0,515.0,0.34534136500825474,0.09898409817207864,0.049426,0.004708,{},config defaults
EXP-F1,M1,binary,1,1,r1f1,2585,655,20,0.8183206106870229,0.8555125807548453,0.9191176470588235,0.791907514450867,0.5364806866952789,0.6775067750677507,0.6024262906614835,0.9109004873625751,0.697107876941909,125.0,108.0,411.0,11.0,655.0,136.0,519.0,0.2610485976829277,0.05929917896458416,0.036384,0.002794,{},config defaults
EXP-F1,M1,binary,1,2,r1f2,2596,644,20,0.8633540372670807,0.8687558591134324,0.8778625954198473,0.8596491228070176,0.6149732620320856,0.7232704402515723,0.6540099448409978,0.9381426424415575,0.7827909763959704,115.0,72.0,441.0,16.0,644.0,131.0,513.0,0.19379390992844378,0.020514462188666815,0.04583,0.004862,{},config defaults
EXP-F1,M1,binary,1,3,r1f3,2589,651,20,0.8110599078341014,0.8233850129198966,0.8444444444444444,0.8023255813953488,0.5277777777777778,0.6495726495726496,0.5568908927368258,0.9083118001722652,0.6946241133850906,114.0,102.0,414.0,21.0,651.0,135.0,516.0,0.25037186059229305,0.05947363739928625,0.030198,0.002856,{},config defaults
EXP-F1,M1,binary,1,4,r1f4,2597,643,20,0.8569206842923794,0.8675527791030535,0.8854961832061069,0.849609375,0.6010362694300518,0.7160493827160493,0.6460043217615684,0.94143606870229,0.7326806166119288,116.0,77.0,435.0,15.0,643.0,131.0,512.0,0.19515794113964086,0.014050582170639841,0.045373,0.002745,{},config defaults
