model_id,model_name,n_folds,ranked_by,macro_f1_mean,macro_f1_sd,macro_f1_fold_ci,macro_f1_record_ci,weighted_f1_mean,weighted_f1_sd,weighted_f1_fold_ci,weighted_f1_record_ci,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_fold_ci,balanced_accuracy_record_ci,macro_precision_mean,macro_precision_sd,macro_precision_fold_ci,macro_precision_record_ci,macro_recall_mean,macro_recall_sd,macro_recall_fold_ci,macro_recall_record_ci,ovr_auc_macro_mean,ovr_auc_macro_sd,ovr_auc_macro_fold_ci,ovr_auc_macro_record_ci,accuracy_mean,accuracy_sd,accuracy_fold_ci,accuracy_record_ci,n_records,n_classes_declared,n_classes_predicted,predicts_all_classes,missing_classes,degenerate
M4,Random Forest,10,macro_f1,0.6263469691986043,0.030022303026193665,"[0.6049, 0.6478]","[0.5529, 0.7026]",0.6640132960979468,0.026174298829689017,"[0.6453, 0.6827]","[0.5772, 0.7525]",0.6639440359477125,0.04798382794285336,"[0.6296, 0.6983]","[0.5880, 0.7328]",0.6475959783540296,0.028277856194669115,"[0.6274, 0.6678]","[0.5488, 0.7336]",0.6639440359477125,0.04798382794285336,"[0.6296, 0.6983]","[0.5880, 0.7328]",0.8803005993147863,0.01823099703314148,"[0.8673, 0.8933]",n/a,0.6838709677419356,0.029643115595892975,"[0.6627, 0.7051]","[0.6016, 0.7645]",124,4,4,True,,False
M1,Logistic Regression,10,macro_f1,0.6194446081250057,0.03752651279932807,"[0.5926, 0.6463]","[0.5387, 0.6960]",0.6635480237598992,0.027745201506291044,"[0.6437, 0.6834]","[0.5796, 0.7466]",0.6282720588235294,0.0496775908489804,"[0.5927, 0.6638]","[0.5440, 0.7074]",0.6299794482496982,0.03675626527529428,"[0.6037, 0.6563]","[0.5461, 0.7047]",0.6282720588235294,0.0496775908489804,"[0.5927, 0.6638]","[0.5440, 0.7074]",0.8580527628115945,0.0177384089208939,"[0.8454, 0.8707]",n/a,0.6629032258064516,0.034383391301762316,"[0.6383, 0.6875]","[0.5774, 0.7419]",124,4,4,True,,False
M5,Gradient Boosting,10,macro_f1,0.6158550205758606,0.05536752557341777,"[0.5762, 0.6555]","[0.5364, 0.6934]",0.6623738034935671,0.0415729059983002,"[0.6326, 0.6921]","[0.5756, 0.7480]",0.6259926470588235,0.054495053988470724,"[0.5870, 0.6650]","[0.5454, 0.7043]",0.6216284330134949,0.06200375677346525,"[0.5773, 0.6660]","[0.5369, 0.7029]",0.6259926470588235,0.054495053988470724,"[0.5870, 0.6650]","[0.5454, 0.7043]",0.8756729201274469,0.020348047710463786,"[0.8611, 0.8902]",n/a,0.6693548387096775,0.038206103235354574,"[0.6420, 0.6967]","[0.5855, 0.7516]",124,4,4,True,,False
M7,Soft Voting (optimized weights),10,macro_f1,0.6017954879917007,0.043298695266986424,"[0.5708, 0.6328]","[0.5294, 0.6834]",0.658550744711486,0.031774009266992254,"[0.6358, 0.6813]","[0.5765, 0.7474]",0.6197426470588236,0.05556512486869671,"[0.5800, 0.6595]","[0.5415, 0.6937]",0.6213145666038467,0.07087416494252942,"[0.5706, 0.6720]","[0.5248, 0.6961]",0.6197426470588236,0.05556512486869671,"[0.5800, 0.6595]","[0.5415, 0.6937]",0.8778609903756788,0.012491428271209814,"[0.8689, 0.8868]",n/a,0.6725806451612903,0.037287184697633785,"[0.6459, 0.6993]","[0.5887, 0.7532]",124,4,4,True,,False
M6,Soft Voting (equal weights),10,macro_f1,0.5887179028047618,0.032868949094337185,"[0.5652, 0.6122]","[0.5234, 0.6808]",0.6491003463123651,0.020282432415656415,"[0.6346, 0.6636]","[0.5740, 0.7453]",0.6116891339869281,0.05349724338110402,"[0.5734, 0.6500]","[0.5341, 0.6859]",0.6216828220929547,0.0908139925036961,"[0.5567, 0.6866]","[0.5200, 0.6966]",0.6116891339869281,0.05349724338110402,"[0.5734, 0.6500]","[0.5341, 0.6859]",0.8796214369620424,0.014701216810459682,"[0.8691, 0.8901]",n/a,0.6709677419354839,0.03816825666515882,"[0.6437, 0.6983]","[0.5871, 0.7516]",124,4,4,True,,False
M3,SVM (RBF kernel),10,macro_f1,0.5586488141800161,0.04586494090312529,"[0.5258, 0.5915]","[0.5030, 0.6628]",0.6212523684457036,0.027724983151988396,"[0.6014, 0.6411]","[0.5494, 0.7296]",0.5973386437908496,0.057688580972257326,"[0.5561, 0.6386]","[0.5225, 0.6704]",0.5367597651708905,0.0596427944753791,"[0.4941, 0.5794]","[0.4928, 0.6720]",0.5973386437908496,0.057688580972257326,"[0.5561, 0.6386]","[0.5225, 0.6704]",0.870240638562972,0.020951008903977924,"[0.8553, 0.8852]",n/a,0.6596774193548387,0.03835711608975693,"[0.6322, 0.6871]","[0.5758, 0.7403]",124,4,4,True,,False
