model_id,model_name,n_paired_folds,macro_f1_tuned,macro_f1_defaults,macro_f1_delta,macro_f1_tuned_wins,balanced_accuracy_tuned,balanced_accuracy_defaults,balanced_accuracy_delta,balanced_accuracy_tuned_wins
M3,SVM (RBF kernel),5,0.38960853759231423,0.2731558604170069,0.1164526771753073,5,0.4007675438596491,0.3333333333333333,0.06743421052631574,5
M1,Logistic Regression,5,0.47040754278926933,0.45489944537518523,0.015508097414084099,4,0.48878898635477575,0.4794968323586744,0.009292153996101383,4
M4,Random Forest,5,0.4204742448052114,0.4172803977013542,0.003193847103857228,2,0.4291910331384015,0.4302083333333333,-0.0010173001949317696,2
M6,Soft Voting (equal weights),5,0.41993123299247576,0.420604339779589,-0.0006731067871131979,2,0.4224780701754386,0.4224780701754386,0.0,2
M7,Soft Voting (optimized weights),5,0.41871903238552044,0.4348215647597451,-0.01610253237422473,2,0.4202302631578947,0.43728070175438594,-0.017050438596491257,2
M5,Gradient Boosting,5,0.43283097009848576,0.45049464651357496,-0.017663676415089223,1,0.4283503898635477,0.4477582846003898,-0.019407894736842124,1
