model_id,model_name,n_folds,macro_f1_mean,macro_f1_sd,macro_f1_fold_ci,macro_f1_record_ci,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_fold_ci,balanced_accuracy_record_ci,macro_recall_mean,macro_recall_sd,macro_recall_fold_ci,macro_recall_record_ci,macro_precision_mean,macro_precision_sd,macro_precision_fold_ci,macro_precision_record_ci,weighted_f1_mean,weighted_f1_sd,weighted_f1_fold_ci,weighted_f1_record_ci,accuracy_mean,accuracy_sd,accuracy_fold_ci,accuracy_record_ci,n_classes_predicted,degenerate
M6,Soft Voting (equal weights),5,0.33269370262887965,0.0713145559240701,"[0.2441, 0.4212]","[0.3001, 0.3806]",0.37325236384656674,0.06498875943061662,"[0.2926, 0.4539]","[0.3316, 0.4109]",0.37325236384656674,0.06498875943061662,"[0.2926, 0.4539]","[0.3316, 0.4109]",0.32274442143371557,0.07217821516395939,"[0.2331, 0.4124]","[0.2853, 0.3685]",0.4354713689519906,0.09600589840368169,"[0.3163, 0.5547]","[0.3863, 0.5078]",0.49139239097158444,0.0888261307414066,"[0.3811, 0.6017]","[0.4281, 0.5479]",2,False
M5,Gradient Boosting,5,0.3313221382098441,0.04624188198419962,"[0.2739, 0.3887]","[0.2917, 0.3867]",0.3512977827325653,0.030232971829988162,"[0.3138, 0.3888]","[0.3079, 0.3966]",0.3512977827325653,0.030232971829988162,"[0.3138, 0.3888]","[0.3079, 0.3966]",0.32991583785392764,0.06751711469771829,"[0.2461, 0.4137]","[0.2785, 0.4117]",0.42239880112531025,0.049137775202082935,"[0.3614, 0.4834]","[0.3702, 0.4865]",0.45242158581726083,0.031165781658980787,"[0.4137, 0.4911]","[0.3972, 0.5103]",3,False
M4,Random Forest,5,0.32412945541055893,0.06967861843285719,"[0.2376, 0.4106]","[0.2892, 0.3819]",0.34832676823981173,0.05888918159789741,"[0.2752, 0.4214]","[0.3043, 0.3908]",0.34832676823981173,0.05888918159789741,"[0.2752, 0.4214]","[0.3043, 0.3908]",0.3173552799053715,0.07505788285846061,"[0.2242, 0.4106]","[0.2761, 0.4148]",0.41285582619481237,0.09082274774557794,"[0.3001, 0.5256]","[0.3651, 0.4811]",0.44617461245164336,0.07824418804392397,"[0.3490, 0.5433]","[0.3870, 0.5034]",3,False
M1,Logistic Regression,5,0.3050895314848804,0.02255455040627479,"[0.2771, 0.3331]","[0.2651, 0.3603]",0.3088110692313591,0.02509868224074246,"[0.2776, 0.3400]","[0.2596, 0.3599]",0.3088110692313591,0.02509868224074246,"[0.2776, 0.3400]","[0.2596, 0.3599]",0.3134635177284905,0.030933845538899177,"[0.2751, 0.3519]","[0.2726, 0.3682]",0.37127855283722583,0.0271358546029327,"[0.3376, 0.4050]","[0.3219, 0.4355]",0.3668628760680192,0.02297048827025098,"[0.3383, 0.3954]","[0.3151, 0.4247]",3,False
M7,Soft Voting (optimized weights),5,0.2996818550804022,0.08345101415331972,"[0.1961, 0.4033]","[0.2816, 0.3579]",0.3430798546595648,0.06369221673656991,"[0.2640, 0.4222]","[0.3032, 0.3828]",0.3430798546595648,0.06369221673656991,"[0.2640, 0.4222]","[0.3032, 0.3828]",0.2871785122286038,0.0820087162178631,"[0.1854, 0.3890]","[0.2655, 0.3441]",0.3925960233288048,0.10889814351796842,"[0.2574, 0.5278]","[0.3601, 0.4752]",0.449564442960118,0.08189977724093477,"[0.3479, 0.5513]","[0.3938, 0.5034]",3,False
M3,SVM (RBF kernel),5,0.2954341933991827,0.057687771718543494,"[0.2238, 0.3671]","[0.2732, 0.3518]",0.3474509682480697,0.05100690820956199,"[0.2841, 0.4108]","[0.3064, 0.3838]",0.3474509682480697,0.05100690820956199,"[0.2841, 0.4108]","[0.3064, 0.3838]",0.30201190742189976,0.0685803789390617,"[0.2169, 0.3872]","[0.2614, 0.3460]",0.3883769080080143,0.07518255900533684,"[0.2950, 0.4817]","[0.3499, 0.4706]",0.46004258161476164,0.07114959870759872,"[0.3717, 0.5484]","[0.4007, 0.5171]",2,False
