run,task,arm,model_id,fold_label,repeat,fold,n_train,n_test,n_features,fit_seconds,predict_seconds,params
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r0f0,0,0,2593,647,138,120.291026,1.018007,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r0f1,0,1,2589,651,138,173.910367,1.224154,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r0f2,0,2,2596,644,138,121.430669,0.986659,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r0f3,0,3,2585,655,138,37.351719,0.660739,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r0f4,0,4,2597,643,138,52.596407,1.041201,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r1f0,1,0,2593,647,138,46.072009,1.056625,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r1f1,1,1,2585,655,138,158.633471,0.526619,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r1f2,1,2,2596,644,138,100.546334,0.614177,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r1f3,1,3,2589,651,138,50.02215,1.070684,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r1f4,1,4,2597,643,138,46.895511,0.980448,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r2f0,2,0,2596,644,138,38.634591,0.564373,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r2f1,2,1,2589,651,138,50.207336,1.046626,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r2f2,2,2,2585,655,138,69.001503,1.003486,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r2f3,2,3,2597,643,138,109.091143,0.455797,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r2f4,2,4,2593,647,138,49.921373,1.074961,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r3f0,3,0,2596,644,138,157.037482,0.549383,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r3f1,3,1,2593,647,138,33.137508,0.40564,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r3f2,3,2,2585,655,138,44.708441,0.964789,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r3f3,3,3,2589,651,138,71.023487,0.543314,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r3f4,3,4,2597,643,138,155.306991,0.542372,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r4f0,4,0,2585,655,138,43.378655,0.757332,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r4f1,4,1,2596,644,138,99.189854,0.921127,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r4f2,4,2,2593,647,138,49.687978,0.79481,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r4f3,4,3,2589,651,138,180.64956,1.001168,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M7,r4f4,4,4,2597,643,138,156.615658,0.541035,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B1,pascal_a,nested search,M1,r0f0,0,0,62,62,138,1.0571,0.00288,"{""C"": 5.720419920216622, ""l1_ratio"": 1.0, ""max_iter"": 2000, ""solver"": ""saga""}"
EXP-B1,pascal_a,nested search,M1,r0f1,0,1,62,62,138,1.330555,0.01558,"{""C"": 6.344089552665764, ""l1_ratio"": 1.0, ""max_iter"": 2000, ""solver"": ""saga""}"
EXP-B1,pascal_a,nested search,M1,r1f0,1,0,62,62,138,1.197739,0.003592,"{""C"": 60.9677904501411, ""l1_ratio"": 1.0, ""max_iter"": 2000, ""solver"": ""saga""}"
EXP-B1,pascal_a,nested search,M1,r1f1,1,1,62,62,138,1.452148,0.002736,"{""C"": 61.78706529052855, ""l1_ratio"": 1.0, ""max_iter"": 2000, ""solver"": ""saga""}"
EXP-B1,pascal_a,nested search,M1,r2f0,2,0,62,62,138,0.053168,0.0053,"{""C"": 0.08014430326185781, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""solver"": ""lbfgs""}"
EXP-B1,pascal_a,nested search,M1,r2f1,2,1,62,62,138,1.461724,0.004526,"{""C"": 61.787100280343054, ""l1_ratio"": 1.0, ""max_iter"": 2000, ""solver"": ""saga""}"
EXP-B1,pascal_a,nested search,M1,r3f0,3,0,62,62,138,0.037374,0.002605,"{""C"": 0.1122383217882262, ""l1_ratio"": 0.0, ""max_iter"": 5000, ""solver"": ""lbfgs""}"
EXP-B1,pascal_a,nested search,M1,r3f1,3,1,62,62,138,0.040476,0.002684,"{""C"": 1.708689609337248, ""l1_ratio"": 0.0, ""max_iter"": 5000, ""solver"": ""lbfgs""}"
EXP-B1,pascal_a,nested search,M1,r4f0,4,0,62,62,138,0.072836,0.003327,"{""C"": 0.017266221722533618, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""saga""}"
EXP-B1,pascal_a,nested search,M1,r4f1,4,1,62,62,138,0.019146,0.002641,"{""C"": 0.0010621468497404184, ""l1_ratio"": 0.0, ""max_iter"": 5000, ""solver"": ""saga""}"
EXP-B1,pascal_a,nested search,M3,r0f0,0,0,62,62,138,0.07386,0.033832,"{""C"": 3.217559031172368, ""class_weight"": ""balanced"", ""gamma"": 0.00013046856657967856}"
EXP-B1,pascal_a,nested search,M3,r0f1,0,1,62,62,138,0.068206,0.01984,"{""C"": 1.9247346954836364, ""class_weight"": ""balanced"", ""gamma"": 0.003090214998845765}"
EXP-B1,pascal_a,nested search,M3,r1f0,1,0,62,62,138,0.08071,0.025324,"{""C"": 96.09812947036423, ""class_weight"": null, ""gamma"": 0.0008263688714158015}"
EXP-B1,pascal_a,nested search,M3,r1f1,1,1,62,62,138,0.074071,0.026243,"{""C"": 7.219059299846868, ""class_weight"": ""balanced"", ""gamma"": 0.0027637329146332416}"
EXP-B1,pascal_a,nested search,M3,r2f0,2,0,62,62,138,0.079745,0.023269,"{""C"": 1000.0, ""class_weight"": null, ""gamma"": 0.0017355539850116507}"
EXP-B1,pascal_a,nested search,M3,r2f1,2,1,62,62,138,0.109646,0.024391,"{""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}"
EXP-B1,pascal_a,nested search,M3,r3f0,3,0,62,62,138,0.074555,0.028232,"{""C"": 0.06904237819271952, ""class_weight"": ""balanced"", ""gamma"": 0.000918023231548625}"
EXP-B1,pascal_a,nested search,M3,r3f1,3,1,62,62,138,0.085909,0.021358,"{""C"": 196.00189237673715, ""class_weight"": null, ""gamma"": 0.0002697639376598033}"
EXP-B1,pascal_a,nested search,M3,r4f0,4,0,62,62,138,0.079139,0.031193,"{""C"": 2.151140310517972, ""class_weight"": ""balanced"", ""gamma"": 0.004973737230039493}"
EXP-B1,pascal_a,nested search,M3,r4f1,4,1,62,62,138,0.106876,0.02066,"{""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}"
EXP-B1,pascal_a,nested search,M4,r0f0,0,0,62,62,138,0.771092,0.134456,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 231}"
EXP-B1,pascal_a,nested search,M4,r0f1,0,1,62,62,138,3.054136,0.537404,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 10, ""n_estimators"": 971}"
EXP-B1,pascal_a,nested search,M4,r1f0,1,0,62,62,138,0.366002,0.072822,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 100}"
EXP-B1,pascal_a,nested search,M4,r1f1,1,1,62,62,138,1.734032,0.295852,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 488}"
EXP-B1,pascal_a,nested search,M4,r2f0,2,0,62,62,138,0.482156,0.096475,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""n_estimators"": 147}"
EXP-B1,pascal_a,nested search,M4,r2f1,2,1,62,62,138,0.363275,0.086367,"{""class_weight"": null, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 104}"
EXP-B1,pascal_a,nested search,M4,r3f0,3,0,62,62,138,0.706962,0.123712,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}"
EXP-B1,pascal_a,nested search,M4,r3f1,3,1,62,62,138,3.148593,0.449849,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 892}"
EXP-B1,pascal_a,nested search,M4,r4f0,4,0,62,62,138,0.652694,0.148296,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}"
EXP-B1,pascal_a,nested search,M4,r4f1,4,1,62,62,138,0.329553,0.082388,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}"
EXP-B1,pascal_a,nested search,M5,r0f0,0,0,62,62,138,8.567786,0.021624,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-B1,pascal_a,nested search,M5,r0f1,0,1,62,62,138,1.730041,0.00994,"{""learning_rate"": 0.44262861542667187, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995879620187467}"
EXP-B1,pascal_a,nested search,M5,r1f0,1,0,62,62,138,8.548101,0.028082,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-B1,pascal_a,nested search,M5,r1f1,1,1,62,62,138,2.285874,0.017581,"{""learning_rate"": 0.4049154811199577, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 116, ""subsample"": 0.7020677802628514}"
EXP-B1,pascal_a,nested search,M5,r2f0,2,0,62,62,138,1.523462,0.005943,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-B1,pascal_a,nested search,M5,r2f1,2,1,62,62,138,1.24358,0.006013,"{""learning_rate"": 0.4426260313755176, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995875684567654}"
EXP-B1,pascal_a,nested search,M5,r3f0,3,0,62,62,138,7.927114,0.020843,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-B1,pascal_a,nested search,M5,r3f1,3,1,62,62,138,1.454415,0.015,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-B1,pascal_a,nested search,M5,r4f0,4,0,62,62,138,1.31274,0.006116,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-B1,pascal_a,nested search,M5,r4f1,4,1,62,62,138,1.304679,0.00805,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-B1,pascal_a,nested search,M6,r0f0,0,0,62,62,138,15.909411,0.190363,"{""members"": {""M3"": {""C"": 3.217559031172368, ""class_weight"": ""balanced"", ""gamma"": 0.00013046856657967856}, ""M4"": {""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 231}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B1,pascal_a,nested search,M6,r0f1,0,1,62,62,138,8.266246,0.508922,"{""members"": {""M3"": {""C"": 1.9247346954836364, ""class_weight"": ""balanced"", ""gamma"": 0.003090214998845765}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 10, ""n_estimators"": 971}, ""M5"": {""learning_rate"": 0.44262861542667187, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995879620187467}}}"
EXP-B1,pascal_a,nested search,M6,r1f0,1,0,62,62,138,16.209007,0.15271,"{""members"": {""M3"": {""C"": 96.09812947036423, ""class_weight"": null, ""gamma"": 0.0008263688714158015}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B1,pascal_a,nested search,M6,r1f1,1,1,62,62,138,5.366472,0.299229,"{""members"": {""M3"": {""C"": 7.219059299846868, ""class_weight"": ""balanced"", ""gamma"": 0.0027637329146332416}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 488}, ""M5"": {""learning_rate"": 0.4049154811199577, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 116, ""subsample"": 0.7020677802628514}}}"
EXP-B1,pascal_a,nested search,M6,r2f0,2,0,62,62,138,3.792279,0.173285,"{""members"": {""M3"": {""C"": 1000.0, ""class_weight"": null, ""gamma"": 0.0017355539850116507}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""n_estimators"": 147}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-B1,pascal_a,nested search,M6,r2f1,2,1,62,62,138,4.054175,0.115882,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 104}, ""M5"": {""learning_rate"": 0.4426260313755176, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995875684567654}}}"
EXP-B1,pascal_a,nested search,M6,r3f0,3,0,62,62,138,18.015552,0.190807,"{""members"": {""M3"": {""C"": 0.06904237819271952, ""class_weight"": ""balanced"", ""gamma"": 0.000918023231548625}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B1,pascal_a,nested search,M6,r3f1,3,1,62,62,138,8.149881,0.492142,"{""members"": {""M3"": {""C"": 196.00189237673715, ""class_weight"": null, ""gamma"": 0.0002697639376598033}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 892}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-B1,pascal_a,nested search,M6,r4f0,4,0,62,62,138,4.586039,0.169946,"{""members"": {""M3"": {""C"": 2.151140310517972, ""class_weight"": ""balanced"", ""gamma"": 0.004973737230039493}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
