run,task,arm,model_id,fold_label,repeat,fold,n_train,n_test,n_features,fit_seconds,predict_seconds,params
EXP-A2,binary,nested search,M4,r3f2,3,2,2585,655,138,19.88139,0.602195,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}"
EXP-A2,binary,nested search,M4,r3f3,3,3,2589,651,138,2.094751,0.112165,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}"
EXP-A2,binary,nested search,M4,r3f4,3,4,2597,643,138,1.092234,0.103462,"{""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}"
EXP-A2,binary,nested search,M4,r4f0,4,0,2585,655,138,13.413678,0.40968,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}"
EXP-A2,binary,nested search,M4,r4f1,4,1,2596,644,138,23.894394,0.632596,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}"
EXP-A2,binary,nested search,M4,r4f2,4,2,2593,647,138,25.3375,0.46212,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}"
EXP-A2,binary,nested search,M4,r4f3,4,3,2589,651,138,20.061674,0.626374,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}"
EXP-A2,binary,nested search,M4,r4f4,4,4,2597,643,138,1.358529,0.408912,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}"
EXP-A2,binary,nested search,M5,r0f0,0,0,2593,647,138,89.887791,0.049232,"{""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}"
EXP-A2,binary,nested search,M5,r0f1,0,1,2589,651,138,155.369463,0.063924,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-A2,binary,nested search,M5,r0f2,0,2,2596,644,138,98.338999,0.035846,"{""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}"
EXP-A2,binary,nested search,M5,r0f3,0,3,2585,655,138,24.447496,0.014619,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r0f4,0,4,2597,643,138,17.413512,0.020253,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r1f0,1,0,2593,647,138,26.023698,0.030775,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r1f1,1,1,2585,655,138,210.201751,0.075047,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-A2,binary,nested search,M5,r1f2,1,2,2596,644,138,118.169468,0.03994,"{""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}"
EXP-A2,binary,nested search,M5,r1f3,1,3,2589,651,138,23.177605,0.015107,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r1f4,1,4,2597,643,138,23.216223,0.017608,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r2f0,2,0,2596,644,138,22.578034,0.024732,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r2f1,2,1,2589,651,138,25.752435,0.027198,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r2f2,2,2,2585,655,138,59.160199,0.071823,"{""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}"
EXP-A2,binary,nested search,M5,r2f3,2,3,2597,643,138,175.119663,0.03611,"{""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}"
EXP-A2,binary,nested search,M5,r2f4,2,4,2593,647,138,18.983468,0.026343,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r3f0,3,0,2596,644,138,250.685672,0.111617,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-A2,binary,nested search,M5,r3f1,3,1,2593,647,138,34.818574,0.025575,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r3f2,3,2,2585,655,138,22.628699,0.026305,"{""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}"
EXP-A2,binary,nested search,M5,r3f3,3,3,2589,651,138,101.358844,0.042069,"{""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}"
EXP-A2,binary,nested search,M5,r3f4,3,4,2597,643,138,258.461739,0.095325,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-A2,binary,nested search,M5,r4f0,4,0,2585,655,138,31.543491,0.018548,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-A2,binary,nested search,M5,r4f1,4,1,2596,644,138,121.700049,0.03005,"{""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}"
EXP-A2,binary,nested search,M5,r4f2,4,2,2593,647,138,37.314422,0.020854,"{""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}"
EXP-A2,binary,nested search,M5,r4f3,4,3,2589,651,138,256.641633,0.146415,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-A2,binary,nested search,M5,r4f4,4,4,2597,643,138,276.517428,0.124102,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-A2,binary,nested search,M6,r0f0,0,0,2593,647,138,996.986138,1.553838,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}}}"
EXP-A2,binary,nested search,M6,r0f1,0,1,2589,651,138,1545.163012,1.454898,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M6,r0f2,0,2,2596,644,138,708.797714,2.780469,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}}}"
EXP-A2,binary,nested search,M6,r0f3,0,3,2585,655,138,235.637756,2.138239,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r0f4,0,4,2597,643,138,219.830105,2.026133,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r1f0,1,0,2593,647,138,190.982291,1.422659,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r1f1,1,1,2585,655,138,959.288637,1.936824,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M6,r1f2,1,2,2596,644,138,1003.327271,3.194537,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}"
EXP-A2,binary,nested search,M6,r1f3,1,3,2589,651,138,353.671246,2.741817,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r1f4,1,4,2597,643,138,258.371753,3.588064,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r2f0,2,0,2596,644,138,277.419005,2.837849,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r2f1,2,1,2589,651,138,339.318464,2.839229,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r2f2,2,2,2585,655,138,360.204055,2.545559,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}"
EXP-A2,binary,nested search,M6,r2f3,2,3,2597,643,138,731.314553,1.145422,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}"
EXP-A2,binary,nested search,M6,r2f4,2,4,2593,647,138,181.242249,1.340651,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r3f0,3,0,2596,644,138,927.882907,1.364087,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M6,r3f1,3,1,2593,647,138,164.215498,1.240696,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r3f2,3,2,2585,655,138,178.285616,2.26204,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}"
EXP-A2,binary,nested search,M6,r3f3,3,3,2589,651,138,373.954128,0.829046,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}"
EXP-A2,binary,nested search,M6,r3f4,3,4,2597,643,138,888.568174,1.279067,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M6,r4f0,4,0,2585,655,138,165.620632,1.409966,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M6,r4f1,4,1,2596,644,138,526.154725,2.27971,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}"
EXP-A2,binary,nested search,M6,r4f2,4,2,2593,647,138,219.519825,1.597544,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}"
EXP-A2,binary,nested search,M6,r4f3,4,3,2589,651,138,943.400626,2.059149,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M6,r4f4,4,4,2597,643,138,879.261214,1.483401,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M7,r0f0,0,0,2593,647,138,629.013688,4.763322,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}}}"
EXP-A2,binary,nested search,M7,r0f1,0,1,2589,651,138,1073.759367,1.499772,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M7,r0f2,0,2,2596,644,138,660.554253,1.722042,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}}}"
EXP-A2,binary,nested search,M7,r0f3,0,3,2585,655,138,145.155364,0.92903,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r0f4,0,4,2597,643,138,203.623651,1.686221,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r1f0,1,0,2593,647,138,190.611971,2.398587,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r1f1,1,1,2585,655,138,967.156275,1.877931,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M7,r1f2,1,2,2596,644,138,636.088148,0.935012,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}"
EXP-A2,binary,nested search,M7,r1f3,1,3,2589,651,138,216.540832,1.943327,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r1f4,1,4,2597,643,138,183.035586,3.360465,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r2f0,2,0,2596,644,138,181.715457,1.403314,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r2f1,2,1,2589,651,138,208.636519,1.362306,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r2f2,2,2,2585,655,138,341.061456,1.767691,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}"
